ENSPCIP00000038296	ENSPCIG00000027965	Phascolarctos_cinereus
ENSPSIP00000020334	ENSPSIG00000017904	Pelodiscus_sinensis
ENSMSIP00000010977	ENSMSIG00000009395	Mus_spicilegus
ENSMUSP00000032192	ENSMUSG00000030102	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0078347	MGP_SPRETEiJ_G0029731	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0075281	MGP_CAROLIEiJ_G0028703	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0051479	MGP_PahariEiJ_G0022454	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000043615	ENSRNOG00000007104	Rattus_norvegicus
ENSMUGP00000009788	ENSMUGG00000008593	Meriones_unguiculatus
ENSCGRP00000019153	ENSCGRG00000013948	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001020644	ENSCGRG00001019657	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015025132	ENSCGRG00015018908	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000018380	ENSMAUG00000016842	Mesocricetus_auratus
ENSPEMP00000020719	ENSPEMG00000018533	Peromyscus_maniculatus_bairdii
ENSMOCP00000002918	ENSMOCG00000002247	Microtus_ochrogaster
ENSNGAP00000007263	ENSNGAG00000010432	Nannospalax_galili
ENSJJAP00000020894	ENSJJAG00000021325	Jaculus_jaculus
ENSCCNP00000026674	ENSCCNG00000025790	Castor_canadensis
ENSHGLP00000006231	ENSHGLG00000004549	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100015925	ENSHGLG00100011756	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000004900	ENSFDAG00000014163	Fukomys_damarensis
ENSCLAP00000013669	ENSCLAG00000009445	Chinchilla_lanigera
ENSODEP00000009685	ENSODEG00000007250	Octodon_degus
ENSCPOP00000030568	ENSCPOG00000005053	Cavia_porcellus
ENSCAPP00000010039	ENSCAPG00000011246	Cavia_aperea
ENSPTRP00000079921	ENSPTRG00000014570	Pan_troglodytes
ENSPPAP00000035898	ENSPPAG00000040602	Pan_paniscus
ENSGGOP00000005386	ENSGGOG00000005486	Gorilla_gorilla
ENSP00000306253	ENSG00000150995	Homo_sapiens
ENSPPYP00000015317	ENSPPYG00000013697	Pongo_abelii
ENSNLEP00000004432	ENSNLEG00000003382	Nomascus_leucogenys
ENSMFAP00000031132	ENSMFAG00000044748	Macaca_fascicularis
ENSMMUP00000047727	ENSMMUG00000012574	Macaca_mulatta
ENSMNEP00000024094	ENSMNEG00000034253	Macaca_nemestrina
ENSTGEP00000028895	ENSTGEG00000022701	Theropithecus_gelada
ENSCATP00000037485	ENSCATG00000041137	Cercocebus_atys
ENSMLEP00000009763	ENSMLEG00000027444	Mandrillus_leucophaeus
ENSPANP00000045826	ENSPANG00000016086	Papio_anubis
ENSCSAP00000007155	ENSCSAG00000010951	Chlorocebus_sabaeus
ENSPTEP00000034567	ENSPTEG00000032572	Piliocolobus_tephrosceles
ENSCANP00000029582	ENSCANG00000037030	Colobus_angolensis_palliatus
ENSRBIP00000023291	ENSRBIG00000035266	Rhinopithecus_bieti
ENSRROP00000043900	ENSRROG00000044641	Rhinopithecus_roxellana
ENSSBOP00000012264	ENSSBOG00000021312	Saimiri_boliviensis_boliviensis
ENSCCAP00000021915	ENSCCAG00000027187	Cebus_capucinus_imitator
ENSCJAP00000029078	ENSCJAG00000015544	Callithrix_jacchus
ENSANAP00000018110	ENSANAG00000026923	Aotus_nancymaae
ENSANAP00000020693	ENSANAG00000028137	Aotus_nancymaae
ENSTSYP00000024997	ENSTSYG00000035437	Carlito_syrichta
ENSTSYP00000012358	ENSTSYG00000013441	Carlito_syrichta
ENSPCOP00000025274	ENSPCOG00000024735	Propithecus_coquereli
ENSPSMP00000016410	ENSPSMG00000011255	Prolemur_simus
ENSOGAP00000003293	ENSOGAG00000003704	Otolemur_garnettii
ENSTBEP00000005742	ENSTBEG00000006551	Tupaia_belangeri
ENSUMAP00000033292	ENSUMAG00000020523	Ursus_maritimus
ENSUAMP00000011731	ENSUAMG00000009519	Ursus_americanus
ENSUAMP00000034830	ENSUAMG00000024337	Ursus_americanus
ENSAMEP00000016945	ENSAMEG00000015900	Ailuropoda_melanoleuca
ENSNVIP00000018696	ENSNVIG00000013256	Neovison_vison
ENSMPUP00000016918	ENSMPUG00000017024	Mustela_putorius_furo
ENSVVUP00000015169	ENSVVUG00000009857	Vulpes_vulpes
ENSVVUP00000016985	ENSVVUG00000011191	Vulpes_vulpes
ENSCAFP00000008870	ENSCAFG00000023463	Canis_lupus_familiaris
ENSCAFP00020018039	ENSCAFG00020009780	Canis_lupus_dingo
ENSPPRP00000003723	ENSPPRG00000000604	Panthera_pardus
ENSPTIP00000009714	ENSPTIG00000010372	Panthera_tigris_altaica
ENSFCAP00000002279	ENSFCAG00000002477	Felis_catus
ENSECAP00000053979	ENSECAG00000020933	Equus_caballus
ENSEASP00005018636	ENSEASG00005004852	Equus_asinus_asinus
ENSOARP00000008754	ENSOARG00000008132	Ovis_aries
ENSCHIP00000019482	ENSCHIG00000018318	Capra_hircus
ENSBTAP00000047903	ENSBTAG00000020455	Bos_taurus
ENSBMUP00000021167	ENSBMUG00000015280	Bos_mutus
ENSBIXP00000001499	ENSBIXG00000028476	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005046774	ENSBIXG00005031482	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000020142	ENSBBBG00000003374	Bison_bison_bison
ENSTTRP00000013701	ENSTTRG00000014451	Tursiops_truncatus
ENSSSCP00000064275	ENSSSCG00000023437	Sus_scrofa_strain_reference
ENSVPAP00000006928	ENSVPAG00000007446	Vicugna_pacos
ENSCHOP00000011838	ENSCHOG00000013309	Choloepus_hoffmanni
ENSDNOP00000000356	ENSDNOG00000000458	Dasypus_novemcinctus
ENSLAFP00000002469	ENSLAFG00000002957	Loxodonta_africana
ENSPCAP00000003541	ENSPCAG00000003512	Procavia_capensis
ENSETEP00000005937	ENSETEG00000007311	Echinops_telfairi
ENSUPAP00010028957	ENSUPAG00010022789	Urocitellus_parryii
ENSSTOP00000027166	ENSSTOG00000012015	Ictidomys_tridecemlineatus
ENSSDAP00000000474	ENSSDAG00000000270	Spermophilus_dauricus
ENSMMMP00000008720	ENSMMMG00000007640	Marmota_marmota_marmota
ENSPVAP00000010027	ENSPVAG00000010641	Pteropus_vampyrus
ENSMICP00000004274	ENSMICG00000004656	Microcebus_murinus
ENSMLUP00000007108	ENSMLUG00000007717	Myotis_lucifugus
ENSMLUP00000019322	ENSMLUG00000028822	Myotis_lucifugus
ENSPMAP00000007781	ENSPMAG00000007060	Petromyzon_marinus
ENSOCUP00000030534	ENSOCUG00000012148	Oryctolagus_cuniculus
ENSOPRP00000000658	ENSOPRG00000000696	Ochotona_princeps
ENSDORP00000025044	ENSDORG00000005966	Dipodomys_ordii
ENSXETP00000046109	ENSXETG00000021363	Xenopus_tropicalis
ENSLACP00000003566	ENSLACG00000003176	Latimeria_chalumnae
ENSMLUP00000010922	ENSMLUG00000011987	Myotis_lucifugus
ENSCHAP00000055087	ENSCHAG00000018029	Clupea_harengus
ENSDCDP00000013830	ENSDCDG00000003598	Denticeps_clupeoides
ENSAMXP00000007201	ENSAMXG00000006873	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005016684	ENSAMXG00005004591	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000010971	ENSPNAG00000017264	Pygocentrus_nattereri
ENSIPUP00000032494	ENSIPUG00000021797	Ictalurus_punctatus
ENSEEEP00000020215	ENSEEEG00000009870	Electrophorus_electricus
ENSEEEP00000012645	ENSEEEG00000006347	Electrophorus_electricus
ENSDARP00000033695	ENSDARG00000074149	Danio_rerio
ENSPMGP00000026172	ENSPMGG00000021106	Periophthalmus_magnuspinnatus
ENSPMGP00000026183	ENSPMGG00000021112	Periophthalmus_magnuspinnatus
ENSMMOP00000014253	ENSMMOG00000010898	Mola_mola
ENSMMOP00000014235	ENSMMOG00000010750	Mola_mola
ENSLBEP00000025390	ENSLBEG00000019256	Labrus_bergylta
ENSLCRP00005061226	ENSLCRG00005022437	Larimichthys_crocea
ENSMALP00000011701	ENSMALG00000008246	Monopterus_albus
ENSMAMP00000034835	ENSMAMG00000023390	Mastacembelus_armatus
ENSATEP00000013094	ENSATEG00000009014	Anabas_testudineus
ENSBSLP00000043501	ENSBSLG00000013775	Betta_splendens
ENSSMAP00000025132	ENSSMAG00000015369	Scophthalmus_maximus
ENSSMAP00000025064	ENSSMAG00000015284	Scophthalmus_maximus
ENSSMAP00000025160	ENSSMAG00000015390	Scophthalmus_maximus
ENSSDUP00000017079	ENSSDUG00000012375	Seriola_dumerili
ENSSLDP00000011958	ENSSLDG00000009407	Seriola_lalandi_dorsalis
ENSLCAP00010056471	ENSLCAG00010026357	Lates_calcarifer
ENSLCAP00010058693	ENSLCAG00010027368	Lates_calcarifer
ENSAOCP00000019195	ENSAOCG00000024461	Amphiprion_ocellaris
ENSAPEP00000032095	ENSAPEG00000022750	Amphiprion_percula
ENSAPOP00000028278	ENSAPOG00000013619	Acanthochromis_polyacanthus
ENSSPAP00000027796	ENSSPAG00000020866	Stegastes_partitus
ENSPRNP00000055987	ENSPRNG00000018610	Parambassis_ranga
ENSACIP00000012022	ENSACIG00000009297	Amphilophus_citrinellus
ENSACIP00000012142	ENSACIG00000009416	Amphilophus_citrinellus
ENSACLP00000032620	ENSACLG00000021949	Astatotilapia_calliptera
ENSMZEP00005012357	ENSMZEG00005009223	Maylandia_zebra
ENSPNYP00000003912	ENSPNYG00000002900	Pundamilia_nyererei
ENSHBUP00000022542	ENSHBUG00000002972	Haplochromis_burtoni
ENSNBRP00000031038	ENSNBRG00000023567	Neolamprologus_brichardi
ENSONIP00000025550	ENSONIG00000020276	Oreochromis_niloticus
ENSFHEP00000017620	ENSFHEG00000019522	Fundulus_heteroclitus
ENSCVAP00000030783	ENSCVAG00000019702	Cyprinodon_variegatus
ENSXCOP00000006137	ENSXCOG00000004735	Xiphophorus_couchianus
ENSXCOP00000001342	ENSXCOG00000001091	Xiphophorus_couchianus
ENSXMAP00000008148	ENSXMAG00000008118	Xiphophorus_maculatus
ENSGAFP00000012721	ENSGAFG00000008558	Gambusia_affinis
ENSPFOP00000006046	ENSPFOG00000004491	Poecilia_formosa
ENSPMEP00000002855	ENSPMEG00000003926	Poecilia_mexicana
ENSPLAP00000026830	ENSPLAG00000015046	Poecilia_latipinna
ENSPMEP00000006761	ENSPMEG00000008357	Poecilia_mexicana
ENSPMEP00000033065	ENSPMEG00000021374	Poecilia_mexicana
ENSPLAP00000011040	ENSPLAG00000014097	Poecilia_latipinna
ENSPREP00000031624	ENSPREG00000021387	Poecilia_reticulata
ENSKMAP00000027353	ENSKMAG00000020220	Kryptolebias_marmoratus
ENSORLP00020022038	ENSORLG00020002149	Oryzias_latipes_ASM223471v1
ENSORLP00000015946	ENSORLG00000012718	Oryzias_latipes_ASM223467v1
ENSORLP00015033253	ENSORLG00015018652	Oryzias_latipes_ASM223469v1
ENSOMEP00000000163	ENSOMEG00000023848	Oryzias_melastigma
ENSHCOP00000008359	ENSHCOG00000010596	Hippocampus_comes
ENSCSEP00000026975	ENSCSEG00000017230	Cynoglossus_semilaevis
ENSCGOP00000053615	ENSCGOG00000021328	Cottoperca_gobio
ENSHCOP00000008280	ENSHCOG00000010574	Hippocampus_comes
ENSCSEP00000026957	ENSCSEG00000017181	Cynoglossus_semilaevis
ENSTNIP00000005002	ENSTNIG00000007339	Tetraodon_nigroviridis
ENSTRUP00000037208	ENSTRUG00000023819	Takifugu_rubripes
ENSGACP00000015790	ENSGACG00000011921	Gasterosteus_aculeatus
ENSGMOP00000002470	ENSGMOG00000002239	Gadus_morhua
ENSHHUP00000026835	ENSHHUG00000016364	Hucho_hucho
ENSHHUP00000073202	ENSHHUG00000042039	Hucho_hucho
ENSELUP00000002515	ENSELUG00000003888	Esox_lucius
ENSSFOP00015032013	ENSSFOG00015020288	Scleropages_formosus
ENSPKIP00000001782	ENSPKIG00000019872	Paramormyrops_kingsleyae
ENSHCOP00000028034	ENSHCOG00000020407	Hippocampus_comes
ENSHCOP00000016665	ENSHCOG00000020490	Hippocampus_comes
ENSCVAP00000020262	ENSCVAG00000001522	Cyprinodon_variegatus
ENSPMGP00000000138	ENSPMGG00000000153	Periophthalmus_magnuspinnatus
ENSMALP00000023208	ENSMALG00000016107	Monopterus_albus
ENSMAMP00000004720	ENSMAMG00000003091	Mastacembelus_armatus
ENSATEP00000000487	ENSATEG00000000134	Anabas_testudineus
ENSSLDP00000003243	ENSSLDG00000002413	Seriola_lalandi_dorsalis
ENSSDUP00000008489	ENSSDUG00000006154	Seriola_dumerili
ENSLCAP00010049689	ENSLCAG00010022826	Lates_calcarifer
ENSSMAP00000005358	ENSSMAG00000003185	Scophthalmus_maximus
ENSAOCP00000013083	ENSAOCG00000017775	Amphiprion_ocellaris
ENSAPEP00000015880	ENSAPEG00000011081	Amphiprion_percula
ENSAPOP00000009459	ENSAPOG00000011888	Acanthochromis_polyacanthus
ENSSPAP00000001970	ENSSPAG00000001353	Stegastes_partitus
ENSACLP00000002678	ENSACLG00000001694	Astatotilapia_calliptera
ENSHBUP00000034729	ENSHBUG00000022621	Haplochromis_burtoni
ENSMZEP00005009762	ENSMZEG00005007310	Maylandia_zebra
ENSPNYP00000028368	ENSPNYG00000021288	Pundamilia_nyererei
ENSNBRP00000028200	ENSNBRG00000021240	Neolamprologus_brichardi
ENSONIP00000024105	ENSONIG00000019149	Oreochromis_niloticus
ENSACIP00000028950	ENSACIG00000022367	Amphilophus_citrinellus
ENSFHEP00000034068	ENSFHEG00000021740	Fundulus_heteroclitus
ENSCVAP00000020251	ENSCVAG00000001518	Cyprinodon_variegatus
ENSPLAP00000019251	ENSPLAG00000001231	Poecilia_latipinna
ENSPMEP00000021972	ENSPMEG00000002597	Poecilia_mexicana
ENSPFOP00000007705	ENSPFOG00000006391	Poecilia_formosa
ENSPREP00000022976	ENSPREG00000015441	Poecilia_reticulata
ENSXCOP00000025011	ENSXCOG00000018664	Xiphophorus_couchianus
ENSXMAP00000002284	ENSXMAG00000002253	Xiphophorus_maculatus
ENSGAFP00000002991	ENSGAFG00000001907	Gambusia_affinis
ENSKMAP00000024461	ENSKMAG00000018031	Kryptolebias_marmoratus
ENSORLP00000018255	ENSORLG00000014557	Oryzias_latipes_ASM223467v1
ENSORLP00015013349	ENSORLG00015014302	Oryzias_latipes_ASM223469v1
ENSORLP00020017674	ENSORLG00020018706	Oryzias_latipes_ASM223471v1
ENSOMEP00000021364	ENSOMEG00000023274	Oryzias_melastigma
ENSGWIP00000043566	ENSGWIG00000021173	Gouania_willdenowi
ENSLCRP00005056974	ENSLCRG00005015737	Larimichthys_crocea
ENSLBEP00000024377	ENSLBEG00000018574	Labrus_bergylta
ENSCGOP00000052437	ENSCGOG00000021922	Cottoperca_gobio
ENSGACP00000000845	ENSGACG00000000653	Gasterosteus_aculeatus
ENSMMOP00000028994	ENSMMOG00000021878	Mola_mola
ENSTRUP00000024994	ENSTRUG00000009941	Takifugu_rubripes
ENSTNIP00000002885	ENSTNIG00000014554	Tetraodon_nigroviridis
ENSCSEP00000005670	ENSCSEG00000003632	Cynoglossus_semilaevis
ENSPMGP00000029679	ENSPMGG00000023885	Periophthalmus_magnuspinnatus
ENSGMOP00000004735	ENSGMOG00000004370	Gadus_morhua	ENSGMOT00000004875
ENSHHUP00000013978	ENSHHUG00000007848	Hucho_hucho
ENSHHUP00000079999	ENSHHUG00000046020	Hucho_hucho
ENSELUP00000039140	ENSELUG00000019313	Esox_lucius
ENSHHUP00000069338	ENSHHUG00000040824	Hucho_hucho
ENSCHAP00000062740	ENSCHAG00000027829	Clupea_harengus
ENSDCDP00000035253	ENSDCDG00000023173	Denticeps_clupeoides
ENSAMXP00000001928	ENSAMXG00000001795	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005033420	ENSAMXG00005015235	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000009309	ENSPNAG00000014927	Pygocentrus_nattereri
ENSEEEP00000021525	ENSEEEG00000010488	Electrophorus_electricus
ENSIPUP00000029266	ENSIPUG00000019718	Ictalurus_punctatus
ENSDARP00000151640	ENSDARG00000014655	Danio_rerio
ENSPKIP00000010391	ENSPKIG00000025108	Paramormyrops_kingsleyae
ENSSFOP00015030547	ENSSFOG00015019501	Scleropages_formosus
ENSLOCP00000013541	ENSLOCG00000010973	Lepisosteus_oculatus
ENSECRP00000026635	ENSECRG00000017959	Erpetoichthys_calabaricus
ENSEBUP00000008043	ENSEBUG00000005231	Eptatretus_burgeri
ENSEBUP00000012214	ENSEBUG00000007795	Eptatretus_burgeri
ENSEBUP00000027874	ENSEBUG00000017044	Eptatretus_burgeri
ENSEBUP00000014180	ENSEBUG00000008860	Eptatretus_burgeri
ENSPMAP00000003567	ENSPMAG00000003274	Petromyzon_marinus
ENSCMIP00000031665	ENSCMIG00000012625	Callorhinchus_milii
