ENSABRP00000017856	ENSABRG00000015441	Anser_brachyrhynchus
ENSLCAP00010025566	ENSLCAG00010011950	Lates_calcarifer
ENSSMAP00000029698	ENSSMAG00000018208	Scophthalmus_maximus
ENSSLDP00000013854	ENSSLDG00000011048	Seriola_lalandi_dorsalis
ENSSDUP00000001269	ENSSDUG00000001019	Seriola_dumerili
ENSLCRP00005037163	ENSLCRG00005014466	Larimichthys_crocea
ENSATEP00000020197	ENSATEG00000014086	Anabas_testudineus
ENSBSLP00000027111	ENSBSLG00000013648	Betta_splendens
ENSMALP00000024041	ENSMALG00000016768	Monopterus_albus
ENSCGOP00000008018	ENSCGOG00000004117	Cottoperca_gobio
ENSPRNP00000044437	ENSPRNG00000021601	Parambassis_ranga
ENSHCOP00000023871	ENSHCOG00000012747	Hippocampus_comes
ENSAMXP00000048370	ENSAMXG00000029887	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005052057	ENSAMXG00005023469	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000023121	ENSPNAG00000000386	Pygocentrus_nattereri
ENSEEEP00000022793	ENSEEEG00000011058	Electrophorus_electricus
ENSDARP00000011150	ENSDARG00000021443	Danio_rerio
ENSGMOP00000007086	ENSGMOG00000006664	Gadus_morhua
ENSSFOP00015032272	ENSSFOG00015020649	Scleropages_formosus
ENSPKIP00000027443	ENSPKIG00000009504	Paramormyrops_kingsleyae
ENSAMXP00005035720	ENSAMXG00005017111	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000054122	ENSAMXG00000036093	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000010204	ENSPNAG00000015712	Pygocentrus_nattereri
ENSIPUP00000035317	ENSIPUG00000023681	Ictalurus_punctatus
ENSEEEP00000013303	ENSEEEG00000006665	Electrophorus_electricus
ENSDARP00000025205	ENSDARG00000016154	Danio_rerio
ENSDCDP00000003629	ENSDCDG00000001851	Denticeps_clupeoides
ENSPRNP00000034751	ENSPRNG00000017443	Parambassis_ranga
ENSGWIP00000023758	ENSGWIG00000012663	Gouania_willdenowi
ENSCSEP00000010975	ENSCSEG00000007039	Cynoglossus_semilaevis
ENSSMAP00000020913	ENSSMAG00000012821	Scophthalmus_maximus
ENSATEP00000006431	ENSATEG00000004546	Anabas_testudineus
ENSMMOP00000014688	ENSMMOG00000011231	Mola_mola
ENSLBEP00000010481	ENSLBEG00000008102	Labrus_bergylta
ENSORLP00000044184	ENSORLG00000029605	Oryzias_latipes_ASM223467v1
ENSORLP00015018426	ENSORLG00015019460	Oryzias_latipes_ASM223469v1
ENSORLP00020020622	ENSORLG00020021609	Oryzias_latipes_ASM223471v1
ENSOMEP00000016648	ENSOMEG00000018296	Oryzias_melastigma
ENSSPAP00000013700	ENSSPAG00000010371	Stegastes_partitus
ENSGACP00000014895	ENSGACG00000011271	Gasterosteus_aculeatus
ENSSLDP00000027564	ENSSLDG00000021382	Seriola_lalandi_dorsalis
ENSSDUP00000013318	ENSSDUG00000009669	Seriola_dumerili
ENSLCAP00010004541	ENSLCAG00010002323	Lates_calcarifer
ENSLCRP00005018021	ENSLCRG00005007406	Larimichthys_crocea
ENSAOCP00000029131	ENSAOCG00000019239	Amphiprion_ocellaris
ENSAPEP00000014362	ENSAPEG00000010246	Amphiprion_percula
ENSAPOP00000017706	ENSAPOG00000020931	Acanthochromis_polyacanthus
ENSMALP00000030737	ENSMALG00000021238	Monopterus_albus
ENSBSLP00000054113	ENSBSLG00000025392	Betta_splendens
ENSTRUP00000048484	ENSTRUG00000022418	Takifugu_rubripes
ENSTNIP00000004746	ENSTNIG00000002277	Tetraodon_nigroviridis
ENSXCOP00000002248	ENSXCOG00000001799	Xiphophorus_couchianus
ENSXMAP00000023749	ENSXMAG00000022234	Xiphophorus_maculatus
ENSGAFP00000027683	ENSGAFG00000018711	Gambusia_affinis
ENSPFOP00000025283	ENSPFOG00000017436	Poecilia_formosa
ENSPLAP00000004036	ENSPLAG00000005641	Poecilia_latipinna
ENSPMEP00000011007	ENSPMEG00000013028	Poecilia_mexicana
ENSPREP00000019926	ENSPREG00000013484	Poecilia_reticulata
ENSCVAP00000024416	ENSCVAG00000008482	Cyprinodon_variegatus
ENSFHEP00000021540	ENSFHEG00000001313	Fundulus_heteroclitus
ENSKMAP00000017636	ENSKMAG00000013156	Kryptolebias_marmoratus
ENSHBUP00000030796	ENSHBUG00000016051	Haplochromis_burtoni
ENSPNYP00000006431	ENSPNYG00000004953	Pundamilia_nyererei
ENSMZEP00005019554	ENSMZEG00005014679	Maylandia_zebra
ENSACLP00000011348	ENSACLG00000007768	Astatotilapia_calliptera
ENSNBRP00000014004	ENSNBRG00000010827	Neolamprologus_brichardi
ENSONIP00000001232	ENSONIG00000000973	Oreochromis_niloticus
ENSACIP00000020992	ENSACIG00000016314	Amphilophus_citrinellus
ENSPMGP00000000458	ENSPMGG00000000442	Periophthalmus_magnuspinnatus
ENSMAMP00000000406	ENSMAMG00000000274	Mastacembelus_armatus
ENSCGOP00000053327	ENSCGOG00000023421	Cottoperca_gobio
ENSHCOP00000011168	ENSHCOG00000013932	Hippocampus_comes
ENSHHUP00000070082	ENSHHUG00000041241	Hucho_hucho
ENSHHUP00000081316	ENSHHUG00000047300	Hucho_hucho
ENSELUP00000022557	ENSELUG00000021506	Esox_lucius
ENSPKIP00000023808	ENSPKIG00000007298	Paramormyrops_kingsleyae
ENSSFOP00015003904	ENSSFOG00015002575	Scleropages_formosus
ENSLOCP00000017209	ENSLOCG00000013957	Lepisosteus_oculatus
ENSECRP00000024323	ENSECRG00000016475	Erpetoichthys_calabaricus
ENSHHUP00000075978	ENSHHUG00000044485	Hucho_hucho
ENSHHUP00000028357	ENSHHUG00000018057	Hucho_hucho
ENSELUP00000012970	ENSELUG00000013151	Esox_lucius
ENSFHEP00000012300	ENSFHEG00000000656	Fundulus_heteroclitus
ENSCVAP00000015732	ENSCVAG00000018574	Cyprinodon_variegatus
ENSPFOP00000003503	ENSPFOG00000003653	Poecilia_formosa
ENSPMEP00000013097	ENSPMEG00000015335	Poecilia_mexicana
ENSPLAP00000019103	ENSPLAG00000000947	Poecilia_latipinna
ENSPREP00000031368	ENSPREG00000021254	Poecilia_reticulata
ENSXMAP00000023132	ENSXMAG00000026836	Xiphophorus_maculatus
ENSXCOP00000016965	ENSXCOG00000012792	Xiphophorus_couchianus
ENSGAFP00000014718	ENSGAFG00000009949	Gambusia_affinis
ENSKMAP00000026012	ENSKMAG00000019287	Kryptolebias_marmoratus
ENSGWIP00000041572	ENSGWIG00000020946	Gouania_willdenowi
ENSBSLP00000023196	ENSBSLG00000011757	Betta_splendens
ENSMMOP00000015051	ENSMMOG00000011504	Mola_mola
ENSTRUP00000051477	ENSTRUG00000022473	Takifugu_rubripes
ENSCGOP00000009228	ENSCGOG00000004759	Cottoperca_gobio
ENSLBEP00000023984	ENSLBEG00000018387	Labrus_bergylta
ENSLCRP00005000187	ENSLCRG00005000146	Larimichthys_crocea
ENSMAMP00000011086	ENSMAMG00000007511	Mastacembelus_armatus
ENSATEP00000012569	ENSATEG00000008781	Anabas_testudineus
ENSAOCP00000017186	ENSAOCG00000022227	Amphiprion_ocellaris
ENSAPEP00000021716	ENSAPEG00000015497	Amphiprion_percula
ENSAPOP00000012261	ENSAPOG00000014912	Acanthochromis_polyacanthus
ENSSPAP00000008990	ENSSPAG00000006856	Stegastes_partitus
ENSPRNP00000010637	ENSPRNG00000006100	Parambassis_ranga
ENSMZEP00005019195	ENSMZEG00005014410	Maylandia_zebra
ENSACLP00000032599	ENSACLG00000022113	Astatotilapia_calliptera
ENSPNYP00000020545	ENSPNYG00000015546	Pundamilia_nyererei
ENSHBUP00000030184	ENSHBUG00000015051	Haplochromis_burtoni
ENSNBRP00000017776	ENSNBRG00000013703	Neolamprologus_brichardi
ENSONIP00000006294	ENSONIG00000005004	Oreochromis_niloticus
ENSACIP00000022317	ENSACIG00000017364	Amphilophus_citrinellus
ENSSMAP00000030370	ENSSMAG00000018621	Scophthalmus_maximus
ENSCSEP00000028570	ENSCSEG00000018290	Cynoglossus_semilaevis
ENSLCAP00010018960	ENSLCAG00010008965	Lates_calcarifer
ENSSDUP00000002879	ENSSDUG00000002237	Seriola_dumerili
ENSSLDP00000010639	ENSSLDG00000008496	Seriola_lalandi_dorsalis
ENSHCOP00000025565	ENSHCOG00000015800	Hippocampus_comes
ENSGACP00000011033	ENSGACG00000008344	Gasterosteus_aculeatus
ENSGMOP00000018506	ENSGMOG00000017223	Gadus_morhua
ENSAMXP00005030458	ENSAMXG00005014945	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000029552	ENSAMXG00000038581	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000016845	ENSPNAG00000023029	Pygocentrus_nattereri
ENSEEEP00000049998	ENSEEEG00000023505	Electrophorus_electricus
ENSIPUP00000026952	ENSIPUG00000018256	Ictalurus_punctatus
ENSDARP00000122199	ENSDARG00000040725	Danio_rerio
ENSCHAP00000047147	ENSCHAG00000021762	Clupea_harengus
ENSDCDP00000060274	ENSDCDG00000034635	Denticeps_clupeoides
ENSXETP00000024609	ENSXETG00000004323	Xenopus_tropicalis
ENSHHUP00000006413	ENSHHUG00000003953	Hucho_hucho
ENSHHUP00000055739	ENSHHUG00000033320	Hucho_hucho
ENSELUP00000034455	ENSELUG00000013045	Esox_lucius
ENSCHAP00000046985	ENSCHAG00000021704	Clupea_harengus
ENSSFOP00015004861	ENSSFOG00015003179	Scleropages_formosus
ENSAMXP00005027148	ENSAMXG00005013634	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000034075	ENSAMXG00000034874	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000022662	ENSPNAG00000030063	Pygocentrus_nattereri
ENSEEEP00000034346	ENSEEEG00000016347	Electrophorus_electricus
ENSIPUP00000016759	ENSIPUG00000011378	Ictalurus_punctatus
ENSDARP00000089190	ENSDARG00000040503	Danio_rerio
ENSDCDP00000060264	ENSDCDG00000034623	Denticeps_clupeoides
ENSLOCP00000017950	ENSLOCG00000014587	Lepisosteus_oculatus
ENSECRP00000000001	ENSECRG00000000003	Erpetoichthys_calabaricus
ENSLACP00000017858	ENSLACG00000015732	Latimeria_chalumnae
ENSTNIP00000023067	ENSTNIG00000019802	Tetraodon_nigroviridis
ENSTRUP00000051294	ENSTRUG00000020720	Takifugu_rubripes
ENSGWIP00000011841	ENSGWIG00000006954	Gouania_willdenowi
ENSORLP00000042839	ENSORLG00000024026	Oryzias_latipes_ASM223467v1
ENSORLP00020034569	ENSORLG00020021084	Oryzias_latipes_ASM223471v1
ENSORLP00015009322	ENSORLG00015010105	Oryzias_latipes_ASM223469v1
ENSOMEP00000018814	ENSOMEG00000020565	Oryzias_melastigma
ENSPMEP00000033721	ENSPMEG00000022425	Poecilia_mexicana
ENSPFOP00000013814	ENSPFOG00000013806	Poecilia_formosa
ENSPLAP00000029707	ENSPLAG00000020158	Poecilia_latipinna
ENSPREP00000025897	ENSPREG00000017495	Poecilia_reticulata
ENSXMAP00000004685	ENSXMAG00000004681	Xiphophorus_maculatus
ENSXCOP00000014107	ENSXCOG00000010688	Xiphophorus_couchianus
ENSGAFP00000023247	ENSGAFG00000015700	Gambusia_affinis
ENSAOCP00000018950	ENSAOCG00000024158	Amphiprion_ocellaris
ENSAPEP00000031572	ENSAPEG00000022405	Amphiprion_percula
ENSAPOP00000008989	ENSAPOG00000011209	Acanthochromis_polyacanthus
ENSSPAP00000017927	ENSSPAG00000013546	Stegastes_partitus
ENSLBEP00000023981	ENSLBEG00000018376	Labrus_bergylta
ENSMMOP00000013120	ENSMMOG00000010073	Mola_mola
ENSSMAP00000007119	ENSSMAG00000004403	Scophthalmus_maximus
ENSFHEP00000034467	ENSFHEG00000022187	Fundulus_heteroclitus
ENSCVAP00000024856	ENSCVAG00000009207	Cyprinodon_variegatus
ENSKMAP00000013157	ENSKMAG00000009884	Kryptolebias_marmoratus
ENSGACP00000017708	ENSGACG00000013400	Gasterosteus_aculeatus
ENSLCAP00010019441	ENSLCAG00010009172	Lates_calcarifer
ENSCSEP00000022647	ENSCSEG00000014426	Cynoglossus_semilaevis
ENSSDUP00000006005	ENSSDUG00000004426	Seriola_dumerili
ENSSLDP00000023088	ENSSLDG00000018035	Seriola_lalandi_dorsalis
ENSLCRP00005019873	ENSLCRG00005008126	Larimichthys_crocea
ENSCGOP00000019252	ENSCGOG00000009229	Cottoperca_gobio
ENSMAMP00000029865	ENSMAMG00000020144	Mastacembelus_armatus
ENSMALP00000030606	ENSMALG00000021140	Monopterus_albus
ENSATEP00000004899	ENSATEG00000003462	Anabas_testudineus
ENSMZEP00005033093	ENSMZEG00005024684	Maylandia_zebra
ENSMZEP00005021316	ENSMZEG00005016001	Maylandia_zebra
ENSACLP00000020239	ENSACLG00000013759	Astatotilapia_calliptera
ENSHBUP00000001193	ENSHBUG00000002383	Haplochromis_burtoni
ENSPNYP00000009884	ENSPNYG00000007502	Pundamilia_nyererei
ENSNBRP00000007986	ENSNBRG00000006231	Neolamprologus_brichardi
ENSONIP00000001588	ENSONIG00000001259	Oreochromis_niloticus
ENSACIP00000011561	ENSACIG00000009027	Amphilophus_citrinellus
ENSPRNP00000022505	ENSPRNG00000011537	Parambassis_ranga
ENSBSLP00000020742	ENSBSLG00000010573	Betta_splendens
ENSHCOP00000003685	ENSHCOG00000000792	Hippocampus_comes
ENSPMGP00000011137	ENSPMGG00000009232	Periophthalmus_magnuspinnatus
ENSGMOP00000018051	ENSGMOG00000016803	Gadus_morhua
ENSEEEP00000049997	ENSEEEG00000023504	Electrophorus_electricus
ENSIPUP00000026939	ENSIPUG00000018248	Ictalurus_punctatus
ENSAMXP00005030444	ENSAMXG00005014940	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000042896	ENSAMXG00000035945	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000034022	ENSPNAG00000023018	Pygocentrus_nattereri
ENSDARP00000130390	ENSDARG00000103720	Danio_rerio
ENSCHAP00000047155	ENSCHAG00000021766	Clupea_harengus
ENSGACP00000011035	ENSGACG00000008351	Gasterosteus_aculeatus
ENSBSLP00000023177	ENSBSLG00000011744	Betta_splendens
ENSATEP00000012575	ENSATEG00000008790	Anabas_testudineus
ENSHCOP00000025567	ENSHCOG00000015801	Hippocampus_comes
ENSSMAP00000030360	ENSSMAG00000018612	Scophthalmus_maximus
ENSGWIP00000041569	ENSGWIG00000020945	Gouania_willdenowi
ENSCGOP00000009230	ENSCGOG00000004761	Cottoperca_gobio
ENSLBEP00000023972	ENSLBEG00000018380	Labrus_bergylta
ENSFHEP00000012273	ENSFHEG00000013710	Fundulus_heteroclitus
ENSCVAP00000015728	ENSCVAG00000018571	Cyprinodon_variegatus
ENSXMAP00000018241	ENSXMAG00000018206	Xiphophorus_maculatus
ENSXCOP00000016964	ENSXCOG00000012791	Xiphophorus_couchianus
ENSGAFP00000014728	ENSGAFG00000009953	Gambusia_affinis
ENSPFOP00000003506	ENSPFOG00000003665	Poecilia_formosa
ENSPMEP00000013085	ENSPMEG00000000341	Poecilia_mexicana
ENSPLAP00000000164	ENSPLAG00000000946	Poecilia_latipinna
ENSPREP00000031379	ENSPREG00000021263	Poecilia_reticulata
ENSKMAP00000026001	ENSKMAG00000019277	Kryptolebias_marmoratus
ENSORLP00015000917	ENSORLG00015001519	Oryzias_latipes_ASM223469v1
ENSORLP00020034009	ENSORLG00020020289	Oryzias_latipes_ASM223471v1
ENSORLP00000045699	ENSORLG00000027149	Oryzias_latipes_ASM223467v1
ENSOMEP00000016113	ENSOMEG00000017752	Oryzias_melastigma
ENSAPEP00000021700	ENSAPEG00000015490	Amphiprion_percula
ENSAOCP00000017201	ENSAOCG00000002001	Amphiprion_ocellaris
ENSAPOP00000012269	ENSAPOG00000014920	Acanthochromis_polyacanthus
ENSSPAP00000008978	ENSSPAG00000006851	Stegastes_partitus
ENSPRNP00000010638	ENSPRNG00000006101	Parambassis_ranga
ENSMZEP00005019211	ENSMZEG00005014415	Maylandia_zebra
ENSHBUP00000030196	ENSHBUG00000015057	Haplochromis_burtoni
ENSACLP00000032596	ENSACLG00000022112	Astatotilapia_calliptera
ENSPNYP00000020554	ENSPNYG00000015553	Pundamilia_nyererei
ENSNBRP00000017753	ENSNBRG00000013701	Neolamprologus_brichardi
ENSONIP00000006293	ENSONIG00000005003	Oreochromis_niloticus
ENSACIP00000022328	ENSACIG00000017366	Amphilophus_citrinellus
ENSTRUP00000051154	ENSTRUG00000021229	Takifugu_rubripes
ENSTNIP00000001958	ENSTNIG00000000183	Tetraodon_nigroviridis
ENSMMOP00000015052	ENSMMOG00000011506	Mola_mola
ENSLCRP00005000200	ENSLCRG00005000154	Larimichthys_crocea
ENSMAMP00000011093	ENSMAMG00000007516	Mastacembelus_armatus
ENSMALP00000003171	ENSMALG00000002348	Monopterus_albus
ENSSDUP00000002900	ENSSDUG00000002247	Seriola_dumerili
ENSSLDP00000010662	ENSSLDG00000008502	Seriola_lalandi_dorsalis
ENSLCAP00010018963	ENSLCAG00010008968	Lates_calcarifer
ENSCSEP00000028557	ENSCSEG00000018283	Cynoglossus_semilaevis
ENSPMGP00000014538	ENSPMGG00000011911	Periophthalmus_magnuspinnatus
ENSGMOP00000018519	ENSGMOG00000017242	Gadus_morhua
ENSHHUP00000075972	ENSHHUG00000044479	Hucho_hucho
ENSHHUP00000028354	ENSHHUG00000018054	Hucho_hucho
ENSELUP00000034569	ENSELUG00000013158	Esox_lucius
ENSDCDP00000060276	ENSDCDG00000034636	Denticeps_clupeoides
ENSLOCP00000017961	ENSLOCG00000014597	Lepisosteus_oculatus
ENSECRP00000000008	ENSECRG00000000010	Erpetoichthys_calabaricus
ENSLACP00000018139	ENSLACG00000015980	Latimeria_chalumnae
MGP_SPRETEiJ_P0095223	MGP_SPRETEiJ_G0034237	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000071630	ENSMUSG00000059334	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000005818	ENSMSIG00000005251	Mus_spicilegus
MGP_CAROLIEiJ_P0091467	MGP_CAROLIEiJ_G0033081	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0089099	MGP_PahariEiJ_G0031623	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000043125	ENSRNOG00000029788	Rattus_norvegicus
ENSXETP00000046025	ENSXETG00000018234	Xenopus_tropicalis
ENSXETP00000033088	ENSXETG00000016520	Xenopus_tropicalis
ENSOMEP00000021969	ENSOMEG00000001264	Oryzias_melastigma
ENSCVAP00000017107	ENSCVAG00000020132	Cyprinodon_variegatus
ENSDCDP00000030829	ENSDCDG00000021577	Denticeps_clupeoides
