ENSNPEP00000016640	ENSNPEG00000012385	Nothoprocta_perdicaria
ENSNMEP00000027682	ENSNMEG00000023154	Numida_meleagris
ENSAPLP00000009641	ENSAPLG00000009923	Anas_platyrhynchos_platyrhynchos
ENSLBEP00000031738	ENSLBEG00000023949	Labrus_bergylta
ENSMVIP00005019193	ENSMVIG00005013610	Manacus_vitellinus
ENSETEP00000006890	ENSETEG00000008478	Echinops_telfairi
ENSAHAP00000027350	ENSAHAG00000019045	Apteryx_haastii
ENSCPRP00005004102	ENSCPRG00005002968	Crocodylus_porosus
ENSMMOP00000025132	ENSMMOG00000019081	Mola_mola
ENSPVIP00000033550	ENSPVIG00000024543	Pogona_vitticeps	ENSPVIT00000041072
MGP_SPRETEiJ_P0043242	MGP_SPRETEiJ_G0021582	Mus_spretus_strain_SPRET/EiJ
ENSSSCP00000012629	ENSSSCG00000011857	Sus_scrofa_strain_reference
ENSSARP00000012962	ENSSARG00000014327	Sorex_araneus
ENSLOCP00000003385	ENSLOCG00000002877	Lepisosteus_oculatus
ENSCJPP00005027084	ENSCJPG00005021039	Coturnix_japonica
ENSABRP00000022853	ENSABRG00000019304	Anser_brachyrhynchus
ENSVPAP00000003587	ENSVPAG00000003861	Vicugna_pacos
ENSCPUP00000023419	ENSCPUG00000015900	Calidris_pugnax	ENSCPUT00000027619
ENSAPEP00000026778	ENSAPEG00000019035	Amphiprion_percula
ENSZALP00000007447	ENSZALG00000006619	Zonotrichia_albicollis	ENSZALT00000010655
ENSCHOP00000008371	ENSCHOG00000009459	Choloepus_hoffmanni
FBpp0081659	FBgn0086359	Drosophila_melanogaster
ENSAMXP00000053296	ENSAMXG00000030508	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSORLP00015007562	ENSORLG00015008384	Oryzias_latipes_ASM223469v1
ENSSDAP00000003282	ENSSDAG00000003106	Spermophilus_dauricus
ENSPRNP00000035703	ENSPRNG00000017869	Parambassis_ranga
ENSHBUP00000018135	ENSHBUG00000020194	Haplochromis_burtoni
ENSPTRP00000076383	ENSPTRG00000015801	Pan_troglodytes
ENSPCAP00000000339	ENSPCAG00000000353	Procavia_capensis
ENSSHAP00000002872	ENSSHAG00000002543	Sarcophilus_harrisii
ENSMUSP00000023497	ENSMUSG00000022802	Mus_musculus_strain_reference_(CL57BL6)
ENSECAP00000010195	ENSECAG00000012354	Equus_caballus
ENSTNIP00000022590	ENSTNIG00000019386	Tetraodon_nigroviridis
ENSACLP00000022854	ENSACLG00000015514	Astatotilapia_calliptera
ENSOMEP00000005518	ENSOMEG00000006513	Oryzias_melastigma
ENSDORP00000022597	ENSDORG00000001583	Dipodomys_ordii
ENSCCAP00000023278	ENSCCAG00000029405	Cebus_capucinus_imitator
ENSPCOP00000021070	ENSPCOG00000022523	Propithecus_coquereli
ENSTRUP00000001055	ENSTRUG00000000445	Takifugu_rubripes
ENSMFAP00000016980	ENSMFAG00000031579	Macaca_fascicularis
ENSAMXP00005057574	ENSAMXG00005025419	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCPBP00000019210	ENSCPBG00000013904	Chrysemys_picta_bellii
ENSCCNP00000001814	ENSCCNG00000002020	Castor_canadensis
ENSGACP00000000337	ENSGACG00000000265	Gasterosteus_aculeatus
ENSMLEP00000035250	ENSMLEG00000041764	Mandrillus_leucophaeus
ENSPCIP00000024868	ENSPCIG00000018730	Phascolarctos_cinereus
ENSSCAP00000015216	ENSSCAG00000011098	Serinus_canaria	ENSSCAT00000017032
ENSBTAP00000053696	ENSBTAG00000044172	Bos_taurus
ENSFDAP00000007748	ENSFDAG00000016180	Fukomys_damarensis
ENSMMUP00000000069	ENSMMUG00000000051	Macaca_mulatta
ENSCVAP00000006337	ENSCVAG00000000683	Cyprinodon_variegatus
ENSECRP00000013269	ENSECRG00000008805	Erpetoichthys_calabaricus
ENSAPOP00000005219	ENSAPOG00000006873	Acanthochromis_polyacanthus
ENSCPGP00000012566	ENSCPGG00000008922	Calidris_pygmaea	ENSCPGT00000013773
ENSEBUP00000008915	ENSEBUG00000005756	Eptatretus_burgeri	ENSEBUT00000009428
ENSPPYP00000016171	ENSPPYG00000014460	Pongo_abelii
ENSMODP00000036755	ENSMODG00000018387	Monodelphis_domestica
ENSCCNP00000002461	ENSCCNG00000002673	Castor_canadensis
ENSMSIP00000012941	ENSMSIG00000011200	Mus_spicilegus
ENSTBEP00000014661	ENSTBEG00000016847	Tupaia_belangeri
ENSNSUP00000013753	ENSNSUG00000010213	Notechis_scutatus	ENSNSUT00000014645
ENSPTIP00000020307	ENSPTIG00000017766	Panthera_tigris_altaica
ENSODEP00000018024	ENSODEG00000013287	Octodon_degus
ENSCGRP00000020328	ENSCGRG00000014792	Cricetulus_griseus_CriGri_1.0
ENSBBBP00000018319	ENSBBBG00000011186	Bison_bison_bison
ENSSDUP00000002517	ENSSDUG00000001930	Seriola_dumerili
ENSEEEP00000022870	ENSEEEG00000011105	Electrophorus_electricus
ENSXCOP00000011219	ENSXCOG00000008485	Xiphophorus_couchianus
ENSMICP00000051688	ENSMICG00000049402	Microcebus_murinus
ENSLAFP00000006599	ENSLAFG00000007857	Loxodonta_africana
ENSSFOP00015018713	ENSSFOG00015012018	Scleropages_formosus
MGP_CAROLIEiJ_P0041364	MGP_CAROLIEiJ_G0020686	Mus_caroli_strain_CAROLI_EIJ
ENSPMEP00000032722	ENSPMEG00000020789	Poecilia_mexicana
ENSPPAP00000035890	ENSPPAG00000040705	Pan_paniscus
ENSCHIP00000017700	ENSCHIG00000017400	Capra_hircus
ENSUPAP00010027416	ENSUPAG00010021673	Urocitellus_parryii
ENSMAUP00000024753	ENSMAUG00000021495	Mesocricetus_auratus
ENSFHEP00000000831	ENSFHEG00000001581	Fundulus_heteroclitus
ENSPMAP00000004341	ENSPMAG00000003980	Petromyzon_marinus	ENSPMAT00000004358
ENSEASP00005009604	ENSEASG00005006823	Equus_asinus_asinus
ENSMOCP00000009726	ENSMOCG00000009918	Microtus_ochrogaster
ENSEEUP00000005192	ENSEEUG00000005696	Erinaceus_europaeus
ENSCJAP00000001330	ENSCJAG00000000772	Callithrix_jacchus
ENSSTOP00000023710	ENSSTOG00000027702	Ictidomys_tridecemlineatus
ENSMNEP00000011003	ENSMNEG00000029832	Macaca_nemestrina
ENSCSAP00000004685	ENSCSAG00000008428	Chlorocebus_sabaeus
ENSAOCP00000001823	ENSAOCG00000004928	Amphiprion_ocellaris
ENSAMEP00000004434	ENSAMEG00000004187	Ailuropoda_melanoleuca
ENSNGAP00000021224	ENSNGAG00000020463	Nannospalax_galili
ENSPNAP00000007213	ENSPNAG00000013123	Pygocentrus_nattereri
ENSMEUP00000004293	ENSMEUG00000004696	Notamacropus_eugenii
ENSRNOP00000002427	ENSRNOG00000001781	Rattus_norvegicus
ENSHGLP00100025371	ENSHGLG00100018611	Heterocephalus_glaber_HetGla_1.0
ENSPREP00000017294	ENSPREG00000011694	Poecilia_reticulata
ENSGWIP00000027830	ENSGWIG00000014537	Gouania_willdenowi
ENSAOWP00000006662	ENSAOWG00000004512	Apteryx_owenii
ENSTSYP00000021690	ENSTSYG00000010970	Carlito_syrichta
ENSXMAP00000008634	ENSXMAG00000008611	Xiphophorus_maculatus
ENSFCAP00000047553	ENSFCAG00000026594	Felis_catus
ENSMZEP00005027116	ENSMZEG00005020228	Maylandia_zebra
ENSPVAP00000015523	ENSPVAG00000016449	Pteropus_vampyrus
ENSLCOP00000020565	ENSLCOG00000014557	Lepidothrix_coronata
ENSPEMP00000005602	ENSPEMG00000008034	Peromyscus_maniculatus_bairdii
ENSCPOP00000013929	ENSCPOG00000015448	Cavia_porcellus
ENSHGLP00000020532	ENSHGLG00000014676	Heterocephalus_glaber_HetGla_female_1.0
ENSDARP00000081663	ENSDARG00000061265	Danio_rerio
ENSPPRP00000002773	ENSPPRG00000023158	Panthera_pardus
ENSANAP00000013611	ENSANAG00000024694	Aotus_nancymaae
ENSTGUP00000004052	ENSTGUG00000003935	Taeniopygia_guttata	ENSTGUT00000004097
ENSCAFP00000018698	ENSCAFG00000012715	Canis_lupus_familiaris
ENSCMIP00000036090	ENSCMIG00000015251	Callorhinchus_milii
ENSXETP00000020316	ENSXETG00000012446	Xenopus_tropicalis
ENSHHUP00000039815	ENSHHUG00000024692	Hucho_hucho
ENSSBOP00000025779	ENSSBOG00000029316	Saimiri_boliviensis_boliviensis
ENSVURP00010009214	ENSVURG00010007075	Vombatus_ursinus
