ENSPVIP00000018133	ENSPVIG00000013880	Pogona_vitticeps	ENSPVIT00000022551
ENSACAP00000019661	ENSACAG00000028065	Anolis_carolinensis	ENSACAT00000026241
ENSSMRP00000001631	ENSSMRG00000001420	Salvator_merianae
ENSMEUP00000005593	ENSMEUG00000006115	Notamacropus_eugenii
ENSPTRP00000049575	ENSPTRG00000018642	Pan_troglodytes
ENSPPAP00000018629	ENSPPAG00000032456	Pan_paniscus
ENSP00000356713	ENSG00000027697	Homo_sapiens
ENSGGOP00000008320	ENSGGOG00000008510	Gorilla_gorilla
ENSPPYP00000019082	ENSPPYG00000017039	Pongo_abelii
ENSNLEP00000038184	ENSNLEG00000035902	Nomascus_leucogenys
ENSPANP00000015400	ENSPANG00000018173	Papio_anubis
ENSMLEP00000010177	ENSMLEG00000029276	Mandrillus_leucophaeus
ENSTGEP00000020456	ENSTGEG00000016434	Theropithecus_gelada
ENSCATP00000028276	ENSCATG00000037440	Cercocebus_atys
ENSMFAP00000035039	ENSMFAG00000003984	Macaca_fascicularis
ENSMNEP00000039279	ENSMNEG00000042601	Macaca_nemestrina
ENSMMUP00000072854	ENSMMUG00000062426	Macaca_mulatta
ENSCSAP00000012985	ENSCSAG00000016936	Chlorocebus_sabaeus
ENSRBIP00000022678	ENSRBIG00000035293	Rhinopithecus_bieti
ENSRROP00000022477	ENSRROG00000035100	Rhinopithecus_roxellana
ENSPTEP00000024842	ENSPTEG00000025239	Piliocolobus_tephrosceles
ENSCANP00000025454	ENSCANG00000036148	Colobus_angolensis_palliatus
ENSCCAP00000021324	ENSCCAG00000028495	Cebus_capucinus_imitator
ENSSBOP00000023314	ENSSBOG00000028173	Saimiri_boliviensis_boliviensis
ENSCJAP00000074125	ENSCJAG00000069510	Callithrix_jacchus
ENSANAP00000009098	ENSANAG00000022563	Aotus_nancymaae
ENSTSYP00000005498	ENSTSYG00000006018	Carlito_syrichta
ENSPCOP00000000385	ENSPCOG00000001037	Propithecus_coquereli
ENSPSMP00000001272	ENSPSMG00000000877	Prolemur_simus
ENSMICP00000046440	ENSMICG00000044585	Microcebus_murinus
ENSOGAP00000005869	ENSOGAG00000006564	Otolemur_garnettii
ENSTBEP00000006385	ENSTBEG00000007399	Tupaia_belangeri
ENSDORP00000003564	ENSDORG00000003816	Dipodomys_ordii
ENSCCNP00000010126	ENSCCNG00000010285	Castor_canadensis
MGP_CAROLIEiJ_P0022404	MGP_CAROLIEiJ_G0015148	Mus_caroli_strain_CAROLI_EIJ
MGP_SPRETEiJ_P0023519	MGP_SPRETEiJ_G0015956	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000034741	ENSMSIG00000028993	Mus_spicilegus
ENSMUSP00000020188	ENSMUSG00000020009	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0056470	MGP_PahariEiJ_G0023768	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000016286	ENSRNOG00000012074	Rattus_norvegicus
ENSMUGP00000018216	ENSMUGG00000015444	Meriones_unguiculatus
ENSCGRP00000011673	ENSCGRG00000008498	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015026950	ENSCGRG00015020423	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001023726	ENSCGRG00001021869	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000004064	ENSMAUG00000004899	Mesocricetus_auratus
ENSMOCP00000004438	ENSMOCG00000003677	Microtus_ochrogaster
ENSPEMP00000005116	ENSPEMG00000007579	Peromyscus_maniculatus_bairdii
ENSNGAP00000006719	ENSNGAG00000010028	Nannospalax_galili
ENSCLAP00000011489	ENSCLAG00000007921	Chinchilla_lanigera
ENSCPOP00000011670	ENSCPOG00000012963	Cavia_porcellus
ENSHGLP00100003610	ENSHGLG00100002753	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000000397	ENSHGLG00000000371	Heterocephalus_glaber_HetGla_female_1.0
ENSUPAP00010003802	ENSUPAG00010003115	Urocitellus_parryii
ENSSTOP00000017257	ENSSTOG00000023671	Ictidomys_tridecemlineatus
ENSMMMP00000021961	ENSMMMG00000019328	Marmota_marmota_marmota
ENSSDAP00000019866	ENSSDAG00000018112	Spermophilus_dauricus
ENSOCUP00000011407	ENSOCUG00000013254	Oryctolagus_cuniculus
ENSBIXP00000016311	ENSBIXG00000020528	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005023938	ENSBIXG00005026601	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000016650	ENSBTAG00000012544	Bos_taurus
ENSBMUP00000015829	ENSBMUG00000012052	Bos_mutus
ENSBBBP00000018500	ENSBBBG00000007970	Bison_bison_bison
ENSCHIP00000011719	ENSCHIG00000013778	Capra_hircus
ENSOARP00000000517	ENSOARG00000000510	Ovis_aries
ENSTTRP00000015393	ENSTTRG00000016237	Tursiops_truncatus
ENSSSCP00000028797	ENSSSCG00000004156	Sus_scrofa_strain_reference
ENSVPAP00000003658	ENSVPAG00000003936	Vicugna_pacos
ENSECAP00000007472	ENSECAG00000009347	Equus_caballus
ENSEASP00005016912	ENSEASG00005011722	Equus_asinus_asinus
ENSMLUP00000007849	ENSMLUG00000008601	Myotis_lucifugus
ENSPVAP00000000096	ENSPVAG00000000099	Pteropus_vampyrus
ENSNVIP00000024734	ENSNVIG00000019165	Neovison_vison
ENSMPUP00000014756	ENSMPUG00000014867	Mustela_putorius_furo
ENSUAMP00000022259	ENSUAMG00000017502	Ursus_americanus
ENSUMAP00000033049	ENSUMAG00000023819	Ursus_maritimus
ENSAMEP00000010628	ENSAMEG00000010111	Ailuropoda_melanoleuca
ENSCAFP00000000378	ENSCAFG00000000260	Canis_lupus_familiaris
ENSCAFP00020029133	ENSCAFG00020022770	Canis_lupus_dingo
ENSVVUP00000002928	ENSVVUG00000002286	Vulpes_vulpes
ENSPTIP00000005382	ENSPTIG00000007628	Panthera_tigris_altaica
ENSPPRP00000010680	ENSPPRG00000004790	Panthera_pardus
ENSFCAP00000023535	ENSFCAG00000030336	Felis_catus
ENSEEUP00000008181	ENSEEUG00000008980	Erinaceus_europaeus
ENSSARP00000009846	ENSSARG00000010892	Sorex_araneus
ENSLAFP00000024709	ENSLAFG00000029501	Loxodonta_africana
ENSPCAP00000012948	ENSPCAG00000013870	Procavia_capensis
ENSETEP00000009471	ENSETEG00000011672	Echinops_telfairi
ENSCHOP00000011674	ENSCHOG00000013187	Choloepus_hoffmanni
ENSDNOP00000032089	ENSDNOG00000049724	Dasypus_novemcinctus
ENSTGEP00000003129	ENSTGEG00000002688	Theropithecus_gelada
ENSOANP00000008351	ENSOANG00000005255	Ornithorhynchus_anatinus
ENSXETP00000035085	ENSXETG00000014478	Xenopus_tropicalis
ENSLACP00000004425	ENSLACG00000003935	Latimeria_chalumnae
