ENSMLUP00000021929	ENSMLUG00000030634	Myotis_lucifugus
ENSPSIP00000011293	ENSPSIG00000010082	Pelodiscus_sinensis
ENSGAGP00000005910	ENSGAGG00000004805	Gopherus_agassizii
ENSSPUP00000005919	ENSSPUG00000004575	Sphenodon_punctatus
ENSSPUP00000005911	ENSSPUG00000004568	Sphenodon_punctatus
ENSCPBP00000017983	ENSCPBG00000013154	Chrysemys_picta_bellii
ENSCPBP00000017994	ENSCPBG00000013157	Chrysemys_picta_bellii
ENSGAGP00000029792	ENSGAGG00000021513	Gopherus_agassizii
ENSCPBP00000031917	ENSCPBG00000022414	Chrysemys_picta_bellii
ENSCABP00000025452	ENSCABG00000018719	Chelonoidis_abingdonii
ENSGAGP00000029808	ENSGAGG00000021527	Gopherus_agassizii
ENSGAGP00000009720	ENSGAGG00000007663	Gopherus_agassizii
ENSPSIP00000017030	ENSPSIG00000015168	Pelodiscus_sinensis
ENSGAGP00000018025	ENSGAGG00000013363	Gopherus_agassizii
ENSGAGP00000018053	ENSGAGG00000013384	Gopherus_agassizii
ENSCABP00000025458	ENSCABG00000018723	Chelonoidis_abingdonii
ENSCPRP00005014205	ENSCPRG00005010009	Crocodylus_porosus
ENSSPUP00000012059	ENSSPUG00000009254	Sphenodon_punctatus
ENSPSIP00000012302	ENSPSIG00000011102	Pelodiscus_sinensis
ENSLCOP00000001541	ENSLCOG00000001261	Lepidothrix_coronata
ENSPCIP00000017007	ENSPCIG00000013073	Phascolarctos_cinereus
ENSMODP00000050831	ENSMODG00000014028	Monodelphis_domestica
ENSOANP00000018607	ENSOANG00000011739	Ornithorhynchus_anatinus
ENSPEMP00000002343	ENSPEMG00000002446	Peromyscus_maniculatus_bairdii
ENSMOCP00000005221	ENSMOCG00000004668	Microtus_ochrogaster
ENSCGRP00001013748	ENSCGRG00001014801	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000016706	ENSCGRG00000012135	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015014452	ENSCGRG00015011101	Cricetulus_griseus_CriGri-PICR
ENSMSIP00000000497	ENSMSIG00000000526	Mus_spicilegus
MGP_SPRETEiJ_P0080288	MGP_SPRETEiJ_G0030137	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000104293	ENSMUSG00000078817	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0077022	MGP_CAROLIEiJ_G0029084	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0045396	MGP_PahariEiJ_G0020954	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000069711	ENSRNOG00000060745	Rattus_norvegicus
ENSMUGP00000009627	ENSMUGG00000008584	Meriones_unguiculatus
ENSNGAP00000025650	ENSNGAG00000023533	Nannospalax_galili
ENSJJAP00000013786	ENSJJAG00000016425	Jaculus_jaculus
ENSCCNP00000011590	ENSCCNG00000012012	Castor_canadensis
ENSUPAP00010001436	ENSUPAG00010001239	Urocitellus_parryii
ENSSTOP00000011399	ENSSTOG00000012722	Ictidomys_tridecemlineatus
ENSSDAP00000010408	ENSSDAG00000009453	Spermophilus_dauricus
ENSMMMP00000004511	ENSMMMG00000004075	Marmota_marmota_marmota
ENSOCUP00000008333	ENSOCUG00000009670	Oryctolagus_cuniculus
ENSOPRP00000010415	ENSOPRG00000011412	Ochotona_princeps
ENSPTRP00000061889	ENSPTRG00000011432	Pan_troglodytes
ENSPPAP00000011890	ENSPPAG00000029150	Pan_paniscus
ENSP00000375653	ENSG00000142405	Homo_sapiens
ENSGGOP00000008682	ENSGGOG00000008880	Gorilla_gorilla
ENSPPYP00000011607	ENSPPYG00000010363	Pongo_abelii
ENSNLEP00000007510	ENSNLEG00000006179	Nomascus_leucogenys
ENSTGEP00000008619	ENSTGEG00000007062	Theropithecus_gelada
ENSPANP00000007375	ENSPANG00000009037	Papio_anubis
ENSMMUP00000042134	ENSMMUG00000020393	Macaca_mulatta
ENSMNEP00000023610	ENSMNEG00000035386	Macaca_nemestrina
ENSMLEP00000031413	ENSMLEG00000039903	Mandrillus_leucophaeus
ENSCSAP00000016111	ENSCSAG00000001920	Chlorocebus_sabaeus
ENSRROP00000044645	ENSRROG00000045282	Rhinopithecus_roxellana
ENSRBIP00000022982	ENSRBIG00000035423	Rhinopithecus_bieti
ENSCANP00000021141	ENSCANG00000034001	Colobus_angolensis_palliatus
ENSCATP00000004222	ENSCATG00000015033	Cercocebus_atys
ENSMFAP00000026016	ENSMFAG00000044474	Macaca_fascicularis
ENSPTEP00000043280	ENSPTEG00000039436	Piliocolobus_tephrosceles
ENSCCAP00000038497	ENSCCAG00000037077	Cebus_capucinus_imitator
ENSSBOP00000021579	ENSSBOG00000027339	Saimiri_boliviensis_boliviensis
ENSCJAP00000034052	ENSCJAG00000018345	Callithrix_jacchus
ENSANAP00000022010	ENSANAG00000028791	Aotus_nancymaae
ENSOGAP00000019583	ENSOGAG00000034516	Otolemur_garnettii
ENSPSMP00000034170	ENSPSMG00000023560	Prolemur_simus
ENSPCOP00000009760	ENSPCOG00000016288	Propithecus_coquereli
ENSMICP00000046552	ENSMICG00000045956	Microcebus_murinus
ENSTSYP00000030146	ENSTSYG00000032099	Carlito_syrichta
ENSUMAP00000015408	ENSUMAG00000011310	Ursus_maritimus
ENSUMAP00000015418	ENSUMAG00000011313	Ursus_maritimus
ENSUAMP00000020361	ENSUAMG00000016052	Ursus_americanus
ENSAMEP00000004644	ENSAMEG00000004406	Ailuropoda_melanoleuca
ENSMPUP00000009935	ENSMPUG00000010010	Mustela_putorius_furo
ENSNVIP00000003671	ENSNVIG00000002897	Neovison_vison
ENSCAFP00000041931	ENSCAFG00000032019	Canis_lupus_familiaris
ENSCAFP00000038029	ENSCAFG00000002723	Canis_lupus_familiaris
ENSCAFP00020023702	ENSCAFG00020018672	Canis_lupus_dingo
ENSVVUP00000011462	ENSVVUG00000008421	Vulpes_vulpes
ENSPPRP00000019622	ENSPPRG00000010962	Panthera_pardus
ENSPTIP00000004368	ENSPTIG00000006833	Panthera_tigris_altaica
ENSFCAP00000013894	ENSFCAG00000014978	Felis_catus
ENSEASP00005031781	ENSEASG00005021633	Equus_asinus_asinus
ENSECAP00000015250	ENSECAG00000017662	Equus_caballus
ENSPVAP00000000490	ENSPVAG00000000522	Pteropus_vampyrus
ENSCHIP00000016479	ENSCHIG00000016717	Capra_hircus
ENSOARP00000000498	ENSOARG00000000492	Ovis_aries
ENSBTAP00000051805	ENSBTAG00000038149	Bos_taurus
ENSBIXP00000012147	ENSBIXG00000002869	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005036837	ENSBIXG00005018504	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000018456	ENSBMUG00000013939	Bos_mutus
ENSBBBP00000015533	ENSBBBG00000023266	Bison_bison_bison
ENSSSCP00000059045	ENSSSCG00000003251	Sus_scrofa_strain_reference
ENSVPAP00000007865	ENSVPAG00000008450	Vicugna_pacos
ENSLAFP00000017981	ENSLAFG00000029230	Loxodonta_africana
ENSPCAP00000005877	ENSPCAG00000006205	Procavia_capensis
ENSETEP00000004560	ENSETEG00000005604	Echinops_telfairi
ENSDNOP00000018711	ENSDNOG00000049095	Dasypus_novemcinctus
ENSSARP00000006776	ENSSARG00000007479	Sorex_araneus
ENSDORP00000013746	ENSDORG00000014614	Dipodomys_ordii
ENSVURP00010003887	ENSVURG00010003116	Vombatus_ursinus
ENSPCIP00000044466	ENSPCIG00000013064	Phascolarctos_cinereus
ENSMEUP00000000871	ENSMEUG00000000944	Notamacropus_eugenii
ENSSHAP00000001069	ENSSHAG00000000957	Sarcophilus_harrisii
ENSMODP00000015678	ENSMODG00000012527	Monodelphis_domestica
ENSOANP00000014644	ENSOANG00000009200	Ornithorhynchus_anatinus
ENSVURP00010016590	ENSVURG00010012704	Vombatus_ursinus
ENSMEUP00000011516	ENSMEUG00000012611	Notamacropus_eugenii
ENSSHAP00000000660	ENSSHAG00000000589	Sarcophilus_harrisii
ENSOANP00000018896	ENSOANG00000011922	Ornithorhynchus_anatinus
ENSECRP00000032553	ENSECRG00000022054	Erpetoichthys_calabaricus
ENSECRP00000027833	ENSECRG00000018854	Erpetoichthys_calabaricus
ENSECRP00000000793	ENSECRG00000000510	Erpetoichthys_calabaricus
ENSECRP00000003190	ENSECRG00000002033	Erpetoichthys_calabaricus
ENSECRP00000003247	ENSECRG00000002225	Erpetoichthys_calabaricus
ENSECRP00000019008	ENSECRG00000012703	Erpetoichthys_calabaricus
ENSECRP00000019580	ENSECRG00000013085	Erpetoichthys_calabaricus
ENSECRP00000019338	ENSECRG00000012939	Erpetoichthys_calabaricus
ENSECRP00000033589	ENSECRG00000022742	Erpetoichthys_calabaricus
ENSLACP00000003528	ENSLACG00000003144	Latimeria_chalumnae	ENSLACT00000003559
ENSCMIP00000046920	ENSCMIG00000019262	Callorhinchus_milii
ENSCMIP00000001137	ENSCMIG00000000765	Callorhinchus_milii
ENSCMIP00000002285	ENSCMIG00000001365	Callorhinchus_milii
ENSCMIP00000000076	ENSCMIG00000000080	Callorhinchus_milii
ENSCMIP00000001818	ENSCMIG00000001134	Callorhinchus_milii
ENSCMIP00000006418	ENSCMIG00000003648	Callorhinchus_milii
