ENSLAFP00000012532	ENSLAFG00000014968	Loxodonta_africana
ENSMMMP00000013314	ENSMMMG00000011854	Marmota_marmota_marmota
ENSTBEP00000002078	ENSTBEG00000002402	Tupaia_belangeri
ENSPPAP00000022069	ENSPPAG00000034225	Pan_paniscus
ENSPTRP00000019290	ENSPTRG00000011246	Pan_troglodytes
ENSP00000469158	ENSG00000063176	Homo_sapiens
ENSGGOP00000018990	ENSGGOG00000001443	Gorilla_gorilla
ENSPPYP00000011413	ENSPPYG00000010207	Pongo_abelii
ENSNLEP00000031600	ENSNLEG00000004543	Nomascus_leucogenys
ENSCANP00000018162	ENSCANG00000032534	Colobus_angolensis_palliatus
ENSPTEP00000043230	ENSPTEG00000039394	Piliocolobus_tephrosceles
ENSRROP00000023961	ENSRROG00000035803	Rhinopithecus_roxellana
ENSRBIP00000025215	ENSRBIG00000036481	Rhinopithecus_bieti
ENSMMUP00000031544	ENSMMUG00000022159	Macaca_mulatta
ENSMFAP00000008042	ENSMFAG00000036114	Macaca_fascicularis
ENSMNEP00000033680	ENSMNEG00000040086	Macaca_nemestrina
ENSTGEP00000031262	ENSTGEG00000025040	Theropithecus_gelada
ENSPANP00000010391	ENSPANG00000016639	Papio_anubis
ENSCATP00000035133	ENSCATG00000040452	Cercocebus_atys
ENSMLEP00000032421	ENSMLEG00000040417	Mandrillus_leucophaeus
ENSCSAP00000015212	ENSCSAG00000002832	Chlorocebus_sabaeus
ENSCCAP00000035062	ENSCCAG00000035453	Cebus_capucinus_imitator
ENSSBOP00000030832	ENSSBOG00000031672	Saimiri_boliviensis_boliviensis
ENSCJAP00000000625	ENSCJAG00000000366	Callithrix_jacchus
ENSANAP00000030600	ENSANAG00000033050	Aotus_nancymaae
ENSTSYP00000017368	ENSTSYG00000013188	Carlito_syrichta
ENSPCOP00000000922	ENSPCOG00000003039	Propithecus_coquereli
ENSPSMP00000000341	ENSPSMG00000000291	Prolemur_simus
ENSMICP00000014864	ENSMICG00000016315	Microcebus_murinus
ENSOGAP00000003174	ENSOGAG00000003564	Otolemur_garnettii
ENSBIXP00005023679	ENSBIXG00005026444	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000012959	ENSBIXG00000007958	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000067621	ENSBTAG00000009872	Bos_taurus
ENSBMUP00000021660	ENSBMUG00000016308	Bos_mutus
ENSBBBP00000001940	ENSBBBG00000011047	Bison_bison_bison
ENSCHIP00000028828	ENSCHIG00000024197	Capra_hircus
ENSOARP00000012824	ENSOARG00000011960	Ovis_aries
ENSSSCP00000020165	ENSSSCG00000030425	Sus_scrofa_strain_reference
ENSUAMP00000013240	ENSUAMG00000010671	Ursus_americanus
ENSUMAP00000000591	ENSUMAG00000000680	Ursus_maritimus
ENSAMEP00000015657	ENSAMEG00000014856	Ailuropoda_melanoleuca
ENSNVIP00000015554	ENSNVIG00000012198	Neovison_vison
ENSMPUP00000003852	ENSMPUG00000003882	Mustela_putorius_furo
ENSCAFP00020033970	ENSCAFG00020026361	Canis_lupus_dingo
ENSCAFP00000005895	ENSCAFG00000003961	Canis_lupus_familiaris
ENSVVUP00000031891	ENSVVUG00000023170	Vulpes_vulpes
ENSPTIP00000019252	ENSPTIG00000017115	Panthera_tigris_altaica
ENSPPRP00000004162	ENSPPRG00000000381	Panthera_pardus
ENSFCAP00000042795	ENSFCAG00000038645	Felis_catus
ENSEASP00005006292	ENSEASG00005004660	Equus_asinus_asinus
ENSECAP00000005636	ENSECAG00000007474	Equus_caballus
ENSPVAP00000008973	ENSPVAG00000009526	Pteropus_vampyrus
ENSMLUP00000005762	ENSMLUG00000006313	Myotis_lucifugus
ENSSARP00000004737	ENSSARG00000005249	Sorex_araneus
ENSDNOP00000018943	ENSDNOG00000041311	Dasypus_novemcinctus
ENSCHOP00000008085	ENSCHOG00000009145	Choloepus_hoffmanni
ENSVURP00010014231	ENSVURG00010010932	Vombatus_ursinus
ENSPCIP00000001331	ENSPCIG00000035751	Phascolarctos_cinereus
ENSPCIP00000001326	ENSPCIG00000001088	Phascolarctos_cinereus
ENSMEUP00000000602	ENSMEUG00000000644	Notamacropus_eugenii
ENSSHAP00000007478	ENSSHAG00000006498	Sarcophilus_harrisii
ENSOANP00000028560	ENSOANG00000022377	Ornithorhynchus_anatinus
ENSCPUP00000002193	ENSCPUG00000001674	Calidris_pugnax
ENSAPOP00000012610	ENSAPOG00000015297	Acanthochromis_polyacanthus
ENSAPOP00000016154	ENSAPOG00000019230	Acanthochromis_polyacanthus
ENSSPAP00000004718	ENSSPAG00000003670	Stegastes_partitus
ENSAPEP00000009476	ENSAPEG00000006818	Amphiprion_percula
ENSLBEP00000033581	ENSLBEG00000025298	Labrus_bergylta
ENSHHUP00000076294	ENSHHUG00000044665	Hucho_hucho
ENSECRP00000021679	ENSECRG00000014637	Erpetoichthys_calabaricus
ENSCSEP00000005446	ENSCSEG00000003527	Cynoglossus_semilaevis
ENSTRUP00000052327	ENSTRUG00000015629	Takifugu_rubripes
ENSHCOP00000019628	ENSHCOG00000005104	Hippocampus_comes
ENSHCOP00000003722	ENSHCOG00000005098	Hippocampus_comes
ENSAPEP00000009485	ENSAPEG00000006824	Amphiprion_percula
ENSAOCP00000005043	ENSAOCG00000008494	Amphiprion_ocellaris
ENSAPOP00000018330	ENSAPOG00000021658	Acanthochromis_polyacanthus
ENSKMAP00000006122	ENSKMAG00000004658	Kryptolebias_marmoratus
ENSMALP00000012656	ENSMALG00000008985	Monopterus_albus
ENSMAMP00000028676	ENSMAMG00000019294	Mastacembelus_armatus
ENSATEP00000033195	ENSATEG00000022881	Anabas_testudineus
ENSBSLP00000040932	ENSBSLG00000019768	Betta_splendens
ENSSDUP00000010884	ENSSDUG00000007958	Seriola_dumerili
ENSSLDP00000018917	ENSSLDG00000014864	Seriola_lalandi_dorsalis
ENSLCAP00010050703	ENSLCAG00010023634	Lates_calcarifer
ENSSMAP00000021876	ENSSMAG00000013396	Scophthalmus_maximus
ENSLCRP00005011089	ENSLCRG00005005038	Larimichthys_crocea
ENSMMOP00000021624	ENSMMOG00000016434	Mola_mola
ENSCGOP00000043052	ENSCGOG00000019457	Cottoperca_gobio
ENSNBRP00000003167	ENSNBRG00000002552	Neolamprologus_brichardi
ENSNBRP00000003195	ENSNBRG00000002561	Neolamprologus_brichardi
ENSMZEP00005021668	ENSMZEG00005016265	Maylandia_zebra
ENSACLP00000030925	ENSACLG00000020962	Astatotilapia_calliptera
ENSHBUP00000023994	ENSHBUG00000005127	Haplochromis_burtoni
ENSPNYP00000003160	ENSPNYG00000002473	Pundamilia_nyererei
ENSONIP00000008258	ENSONIG00000006545	Oreochromis_niloticus
ENSACIP00000008834	ENSACIG00000006911	Amphilophus_citrinellus
ENSPRNP00000031849	ENSPRNG00000015968	Parambassis_ranga
ENSFHEP00000020822	ENSFHEG00000022756	Fundulus_heteroclitus
ENSFHEP00000020819	ENSFHEG00000022750	Fundulus_heteroclitus
ENSXMAP00000023204	ENSXMAG00000022906	Xiphophorus_maculatus
ENSXCOP00000026071	ENSXCOG00000019474	Xiphophorus_couchianus
ENSGAFP00000019264	ENSGAFG00000013009	Gambusia_affinis
ENSPLAP00000010506	ENSPLAG00000013423	Poecilia_latipinna
ENSPLAP00000006496	ENSPLAG00000008630	Poecilia_latipinna
ENSPFOP00000022234	ENSPFOG00000008326	Poecilia_formosa
ENSPMEP00000011421	ENSPMEG00000013489	Poecilia_mexicana
ENSPMEP00000004648	ENSPMEG00000005910	Poecilia_mexicana
ENSPREP00000010745	ENSPREG00000007256	Poecilia_reticulata
ENSCVAP00000024307	ENSCVAG00000008291	Cyprinodon_variegatus
ENSORLP00000032519	ENSORLG00000024922	Oryzias_latipes_ASM223467v1
ENSORLP00020026011	ENSORLG00020008249	Oryzias_latipes_ASM223471v1
ENSORLP00015013194	ENSORLG00015014074	Oryzias_latipes_ASM223469v1
ENSOMEP00000008842	ENSOMEG00000010027	Oryzias_melastigma
ENSGWIP00000017883	ENSGWIG00000009949	Gouania_willdenowi
ENSGACP00000015259	ENSGACG00000011540	Gasterosteus_aculeatus
ENSTNIP00000010902	ENSTNIG00000008077	Tetraodon_nigroviridis
ENSLBEP00000033611	ENSLBEG00000025310	Labrus_bergylta
ENSSPAP00000004714	ENSSPAG00000003662	Stegastes_partitus
ENSPMGP00000014613	ENSPMGG00000011977	Periophthalmus_magnuspinnatus
ENSGMOP00000005849	ENSGMOG00000005498	Gadus_morhua
ENSHHUP00000051769	ENSHHUG00000031151	Hucho_hucho
ENSCHAP00000025612	ENSCHAG00000012513	Clupea_harengus
ENSDCDP00000001954	ENSDCDG00000001007	Denticeps_clupeoides
ENSSFOP00015000071	ENSSFOG00015000102	Scleropages_formosus
ENSPKIP00000030814	ENSPKIG00000011535	Paramormyrops_kingsleyae
ENSEEEP00000051138	ENSEEEG00000024011	Electrophorus_electricus
ENSEEEP00000051140	ENSEEEG00000024012	Electrophorus_electricus
ENSAMXP00005034091	ENSAMXG00005016466	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000054296	ENSAMXG00000012399	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000011986	ENSPNAG00000017690	Pygocentrus_nattereri
ENSIPUP00000000195	ENSIPUG00000000163	Ictalurus_punctatus
ENSDARP00000131179	ENSDARG00000069893	Danio_rerio
ENSELUP00000014507	ENSELUG00000014531	Esox_lucius
ENSNSUP00000000523	ENSNSUG00000000515	Notechis_scutatus
ENSNSUP00000000520	ENSNSUG00000000511	Notechis_scutatus
ENSACAP00000015424	ENSACAG00000015681	Anolis_carolinensis
ENSPVIP00000012035	ENSPVIG00000009424	Pogona_vitticeps
ENSSMRP00000003137	ENSSMRG00000002644	Salvator_merianae
ENSCABP00000014529	ENSCABG00000010849	Chelonoidis_abingdonii
ENSGAGP00000006434	ENSGAGG00000005207	Gopherus_agassizii
ENSCPBP00000005712	ENSCPBG00000004560	Chrysemys_picta_bellii
ENSXETP00000036149	ENSXETG00000013696	Xenopus_tropicalis
ENSLACP00000009752	ENSLACG00000008598	Latimeria_chalumnae
ENSECRP00000021722	ENSECRG00000014658	Erpetoichthys_calabaricus
ENSEBUP00000004973	ENSEBUG00000003444	Eptatretus_burgeri
