ENSCJPP00005017942	ENSCJPG00005014573	Coturnix_japonica
ENSHGLP00100013295	ENSHGLG00100009846	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000015148	ENSFDAG00000002836	Fukomys_damarensis
ENSUPAP00010026524	ENSUPAG00010020956	Urocitellus_parryii
ENSSDAP00000008662	ENSSDAG00000007760	Spermophilus_dauricus
ENSSTOP00000002006	ENSSTOG00000002253	Ictidomys_tridecemlineatus
ENSMMMP00000016098	ENSMMMG00000014264	Marmota_marmota_marmota
ENSOCUP00000003567	ENSOCUG00000004123	Oryctolagus_cuniculus
ENSOPRP00000002020	ENSOPRG00000002192	Ochotona_princeps
ENSTBEP00000001629	ENSTBEG00000001885	Tupaia_belangeri
ENSPPAP00000012918	ENSPPAG00000029623	Pan_paniscus
ENSPTRP00000024565	ENSPTRG00000014263	Pan_troglodytes
ENSP00000215885	ENSG00000100078	Homo_sapiens
ENSGGOP00000020393	ENSGGOG00000002648	Gorilla_gorilla
ENSPPYP00000013083	ENSPPYG00000011728	Pongo_abelii
ENSNLEP00000005166	ENSNLEG00000004269	Nomascus_leucogenys
ENSMFAP00000015392	ENSMFAG00000030936	Macaca_fascicularis
ENSMNEP00000043308	ENSMNEG00000044339	Macaca_nemestrina
ENSMMUP00000071485	ENSMMUG00000050471	Macaca_mulatta
ENSPANP00000013171	ENSPANG00000024406	Papio_anubis
ENSTGEP00000027733	ENSTGEG00000022366	Theropithecus_gelada
ENSCATP00000043866	ENSCATG00000044450	Cercocebus_atys
ENSMLEP00000030590	ENSMLEG00000039497	Mandrillus_leucophaeus
ENSCSAP00000005042	ENSCSAG00000008789	Chlorocebus_sabaeus
ENSCANP00000014681	ENSCANG00000030793	Colobus_angolensis_palliatus
ENSPTEP00000023439	ENSPTEG00000024147	Piliocolobus_tephrosceles
ENSRBIP00000032204	ENSRBIG00000039906	Rhinopithecus_bieti
ENSRROP00000044127	ENSRROG00000045058	Rhinopithecus_roxellana
ENSCJAP00000020034	ENSCJAG00000010853	Callithrix_jacchus
ENSSBOP00000034737	ENSSBOG00000033546	Saimiri_boliviensis_boliviensis
ENSCCAP00000036468	ENSCCAG00000036152	Cebus_capucinus_imitator
ENSANAP00000002122	ENSANAG00000017096	Aotus_nancymaae
ENSTSYP00000001274	ENSTSYG00000001374	Carlito_syrichta
ENSPSMP00000025539	ENSPSMG00000017941	Prolemur_simus
ENSPCOP00000029767	ENSPCOG00000027593	Propithecus_coquereli
ENSMICP00000007806	ENSMICG00000008571	Microcebus_murinus
ENSOGAP00000013042	ENSOGAG00000014558	Otolemur_garnettii
ENSLAFP00000010480	ENSLAFG00000012538	Loxodonta_africana
ENSPCAP00000006197	ENSPCAG00000006648	Procavia_capensis
ENSSARP00000005177	ENSSARG00000005714	Sorex_araneus
ENSEEUP00000008295	ENSEEUG00000009093	Erinaceus_europaeus
ENSDNOP00000003549	ENSDNOG00000004597	Dasypus_novemcinctus
ENSOANP00000000398	ENSOANG00000000229	Ornithorhynchus_anatinus
ENSXETP00000010997	ENSXETG00000016424	Xenopus_tropicalis
ENSLACP00000020732	ENSLACG00000018216	Latimeria_chalumnae
ENSCMIP00000039900	ENSCMIG00000016682	Callorhinchus_milii
