ENSPPYP00000014263	ENSPPYG00000012782	Pongo_abelii
ENSCGRP00001004647	ENSCGRG00001005950	Cricetulus_griseus_CHOK1GS_HDv1
MGP_PahariEiJ_P0074768	MGP_PahariEiJ_G0027749	Mus_pahari_strain_PAHARI_EIJ
ENSMNEP00000000663	ENSMNEG00000003238	Macaca_nemestrina
ENSCSAP00000018165	ENSCSAG00000018639	Chlorocebus_sabaeus
ENSHGLP00100027300	ENSHGLG00100020358	Heterocephalus_glaber_HetGla_1.0
ENSCHIP00000010282	ENSCHIG00000012850	Capra_hircus
ENSCJAP00000062714	ENSCJAG00000004108	Callithrix_jacchus
ENSOGAP00000006657	ENSOGAG00000007439	Otolemur_garnettii
ENSSBOP00000003033	ENSSBOG00000015265	Saimiri_boliviensis_boliviensis
ENSETEP00000005009	ENSETEG00000006170	Echinops_telfairi
ENSTSYP00000032141	ENSTSYG00000035438	Carlito_syrichta
ENSBTAP00000050866	ENSBTAG00000026829	Bos_taurus
ENSECAP00000023226	ENSECAG00000001439	Equus_caballus
ENSPANP00000044507	ENSPANG00000030395	Papio_anubis
ENSUAMP00000000699	ENSUAMG00000000691	Ursus_americanus
ENSCATP00000025907	ENSCATG00000036400	Cercocebus_atys
ENSPEMP00000004600	ENSPEMG00000006946	Peromyscus_maniculatus_bairdii
ENSGGOP00000039318	ENSGGOG00000037010	Gorilla_gorilla
ENSCABP00000029600	ENSCABG00000021716	Chelonoidis_abingdonii
ENSMSIP00000009993	ENSMSIG00000008782	Mus_spicilegus
ENSANAP00000007445	ENSANAG00000021804	Aotus_nancymaae
ENSCANP00000027756	ENSCANG00000037283	Colobus_angolensis_palliatus
ENSODEP00000025986	ENSODEG00000019338	Octodon_degus
ENSUMAP00000017813	ENSUMAG00000013089	Ursus_maritimus
ENSTGEP00000001533	ENSTGEG00000001425	Theropithecus_gelada
ENSTGEP00000004304	ENSTGEG00000003605	Theropithecus_gelada
ENSBBBP00000021164	ENSBBBG00000001193	Bison_bison_bison
ENSVVUP00000025148	ENSVVUG00000018446	Vulpes_vulpes
ENSRROP00000040797	ENSRROG00000043624	Rhinopithecus_roxellana
ENSBMUP00000025249	ENSBMUG00000018941	Bos_mutus
ENSPSMP00000012926	ENSPSMG00000009302	Prolemur_simus
ENSMICP00000004229	ENSMICG00000042089	Microcebus_murinus
ENSCCNP00000009998	ENSCCNG00000010514	Castor_canadensis
ENSRBIP00000004961	ENSRBIG00000022562	Rhinopithecus_bieti
ENSP00000453399	ENSG00000226479	Homo_sapiens
ENSPPRP00000027109	ENSPPRG00000018302	Panthera_pardus
ENSOCUP00000041724	ENSOCUG00000033247	Oryctolagus_cuniculus	ENSOCUT00000057711
ENSNSUP00000013750	ENSNSUG00000010218	Notechis_scutatus
ENSPTIP00000003043	ENSPTIG00000005912	Panthera_tigris_altaica
ENSNLEP00000035574	ENSNLEG00000033832	Nomascus_leucogenys
ENSMUGP00000026396	ENSMUGG00000021993	Meriones_unguiculatus
ENSNGAP00000003429	ENSNGAG00000003942	Nannospalax_galili
ENSOCUP00000035839	ENSOCUG00000035608	Oryctolagus_cuniculus
