ENSCABP00000006525	ENSCABG00000004932	Chelonoidis_abingdonii	ENSCABT00000007121
ENSCPBP00000024335	ENSCPBG00000017376	Chrysemys_picta_bellii
ENSMMMP00000003056	ENSMMMG00000002779	Marmota_marmota_marmota
ENSCCNP00000008266	ENSCCNG00000008768	Castor_canadensis
ENSDORP00000008919	ENSDORG00000009496	Dipodomys_ordii
ENSCLAP00000015603	ENSCLAG00000010728	Chinchilla_lanigera
ENSODEP00000015563	ENSODEG00000011492	Octodon_degus
ENSCAPP00000010391	ENSCAPG00000011676	Cavia_aperea
ENSCPOP00000004140	ENSCPOG00000004594	Cavia_porcellus
ENSHGLP00000024103	ENSHGLG00000017180	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024241	ENSHGLG00100017797	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000002841	ENSFDAG00000012437	Fukomys_damarensis
ENSOCUP00000034856	ENSOCUG00000030094	Oryctolagus_cuniculus
ENSOPRP00000011374	ENSOPRG00000012466	Ochotona_princeps
ENSTBEP00000014361	ENSTBEG00000016526	Tupaia_belangeri
ENSPCOP00000023628	ENSPCOG00000023962	Propithecus_coquereli
ENSMICP00000051301	ENSMICG00000049177	Microcebus_murinus
ENSPSMP00000009580	ENSPSMG00000007013	Prolemur_simus
ENSOGAP00000001414	ENSOGAG00000001590	Otolemur_garnettii
ENSPPAP00000042579	ENSPPAG00000043850	Pan_paniscus
ENSPTRP00000059514	ENSPTRG00000015774	Pan_troglodytes
ENSP00000296326	ENSG00000163958	Homo_sapiens
ENSGGOP00000024692	ENSGGOG00000004822	Gorilla_gorilla
ENSPPYP00000016145	ENSPPYG00000014435	Pongo_abelii
ENSNLEP00000001586	ENSNLEG00000001346	Nomascus_leucogenys
ENSMMUP00000029847	ENSMMUG00000022673	Macaca_mulatta
ENSMFAP00000003651	ENSMFAG00000001569	Macaca_fascicularis
ENSMNEP00000027096	ENSMNEG00000036956	Macaca_nemestrina
ENSCATP00000022542	ENSCATG00000034893	Cercocebus_atys
ENSPANP00000003225	ENSPANG00000005862	Papio_anubis
ENSMLEP00000026899	ENSMLEG00000037644	Mandrillus_leucophaeus
ENSTGEP00000033941	ENSTGEG00000027079	Theropithecus_gelada
ENSCSAP00000004813	ENSCSAG00000008559	Chlorocebus_sabaeus
ENSRROP00000007724	ENSRROG00000027961	Rhinopithecus_roxellana
ENSCANP00000018816	ENSCANG00000032843	Colobus_angolensis_palliatus
ENSPTEP00000000546	ENSPTEG00000000638	Piliocolobus_tephrosceles
ENSCCAP00000010660	ENSCCAG00000023082	Cebus_capucinus_imitator
ENSSBOP00000014176	ENSSBOG00000023855	Saimiri_boliviensis_boliviensis
ENSANAP00000014577	ENSANAG00000025186	Aotus_nancymaae
ENSSARP00000002297	ENSSARG00000002549	Sorex_araneus
ENSECAP00000043740	ENSECAG00000028531	Equus_caballus
ENSECAP00000013726	ENSECAG00000016181	Equus_caballus
ENSEASP00005009445	ENSEASG00005006741	Equus_asinus_asinus
ENSECAP00000053660	ENSECAG00000036612	Equus_caballus
ENSECAP00000010662	ENSECAG00000035397	Equus_caballus
ENSMLUP00000008239	ENSMLUG00000009047	Myotis_lucifugus
ENSVPAP00000009318	ENSVPAG00000010015	Vicugna_pacos
ENSBBBP00000018103	ENSBBBG00000010824	Bison_bison_bison
ENSBMUP00000028308	ENSBMUG00000021214	Bos_mutus
ENSBTAP00000028676	ENSBTAG00000021515	Bos_taurus
ENSCHIP00000028432	ENSCHIG00000023955	Capra_hircus
ENSOARP00000021812	ENSOARG00000020311	Ovis_aries
ENSSSCP00000012618	ENSSSCG00000011847	Sus_scrofa_strain_reference
ENSTTRP00000012029	ENSTTRG00000012678	Tursiops_truncatus
ENSPVAP00000014755	ENSPVAG00000015648	Pteropus_vampyrus
ENSUAMP00000037538	ENSUAMG00000028409	Ursus_americanus
ENSUMAP00000003995	ENSUMAG00000003263	Ursus_maritimus
ENSAMEP00000004096	ENSAMEG00000003887	Ailuropoda_melanoleuca
ENSNVIP00000009452	ENSNVIG00000007461	Neovison_vison
ENSMPUP00000003928	ENSMPUG00000003959	Mustela_putorius_furo
ENSCAFP00020003792	ENSCAFG00020003177	Canis_lupus_dingo
ENSCAFP00000019073	ENSCAFG00000012950	Canis_lupus_familiaris
ENSVVUP00000011458	ENSVVUG00000008435	Vulpes_vulpes
ENSPTIP00000007538	ENSPTIG00000009154	Panthera_tigris_altaica
ENSPPRP00000004289	ENSPPRG00000000431	Panthera_pardus
ENSFCAP00000019145	ENSFCAG00000007647	Felis_catus
ENSTSYP00000021207	ENSTSYG00000030253	Carlito_syrichta
ENSCHOP00000011474	ENSCHOG00000012950	Choloepus_hoffmanni
ENSDNOP00000010512	ENSDNOG00000013562	Dasypus_novemcinctus
ENSLAFP00000024323	ENSLAFG00000031531	Loxodonta_africana
ENSPCAP00000015188	ENSPCAG00000016224	Procavia_capensis
ENSETEP00000014914	ENSETEG00000018353	Echinops_telfairi
ENSOANP00000031897	ENSOANG00000028450	Ornithorhynchus_anatinus
ENSCMIP00000020047	ENSCMIG00000009283	Callorhinchus_milii
Y39E4B.7.1	WBGene00012718	Caenorhabditis_elegans_strain_N2
