ENSUAMP00000009556	ENSUAMG00000007930	Ursus_americanus
ENSCATP00000000023	ENSCATG00000000139	Cercocebus_atys
ENSMLEP00000003346	ENSMLEG00000014448	Mandrillus_leucophaeus
ENSMFAP00000010009	ENSMFAG00000005034	Macaca_fascicularis
ENSMNEP00000003072	ENSMNEG00000014238	Macaca_nemestrina
ENSCSAP00000018363	ENSCSAG00000018844	Chlorocebus_sabaeus
ENSPANP00000009920	ENSPANG00000019961	Papio_anubis
ENSTGEP00000032423	ENSTGEG00000025920	Theropithecus_gelada
ENSSBOP00000001753	ENSSBOG00000009203	Saimiri_boliviensis_boliviensis
ENSCCAP00000000199	ENSCCAG00000001076	Cebus_capucinus_imitator
ENSCJAP00000041648	ENSCJAG00000023120	Callithrix_jacchus
ENSANAP00000003611	ENSANAG00000019795	Aotus_nancymaae
ENSTSYP00000000112	ENSTSYG00000000124	Carlito_syrichta
ENSOGAP00000019910	ENSOGAG00000028444	Otolemur_garnettii
ENSOPRP00000014814	ENSOPRG00000016226	Ochotona_princeps
ENSOPRP00000005185	ENSOPRG00000005662	Ochotona_princeps
ENSDORP00000027691	ENSDORG00000023807	Dipodomys_ordii
ENSMICP00000001708	ENSMICG00000001877	Microcebus_murinus
ENSPCOP00000003672	ENSPCOG00000010994	Propithecus_coquereli
ENSPSMP00000024233	ENSPSMG00000017095	Prolemur_simus
ENSDNOP00000007400	ENSDNOG00000009560	Dasypus_novemcinctus
ENSSARP00000010485	ENSSARG00000011595	Sorex_araneus
ENSLAFP00000020790	ENSLAFG00000016568	Loxodonta_africana
ENSPCAP00000014292	ENSPCAG00000015331	Procavia_capensis
ENSSDAP00000009568	ENSSDAG00000008699	Spermophilus_dauricus
ENSMMMP00000009312	ENSMMMG00000008338	Marmota_marmota_marmota
ENSUPAP00010023249	ENSUPAG00010018420	Urocitellus_parryii
ENSSTOP00000009038	ENSSTOG00000010084	Ictidomys_tridecemlineatus
ENSCCNP00000017812	ENSCCNG00000018116	Castor_canadensis
ENSCLAP00000025775	ENSCLAG00000017901	Chinchilla_lanigera
ENSODEP00000026653	ENSODEG00000020111	Octodon_degus
ENSCAPP00000005869	ENSCAPG00000008096	Cavia_aperea
ENSCPOP00000018673	ENSCPOG00000008462	Cavia_porcellus
ENSHGLP00000028514	ENSHGLG00000020798	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100014670	ENSHGLG00100010861	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000010853	ENSFDAG00000018499	Fukomys_damarensis
ENSMSIP00000016832	ENSMSIG00000014427	Mus_spicilegus
MGP_SPRETEiJ_P0044853	MGP_SPRETEiJ_G0022064	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000093236	ENSMUSG00000066720	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0042952	MGP_CAROLIEiJ_G0021154	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0055244	MGP_PahariEiJ_G0023471	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000004848	ENSRNOG00000003654	Rattus_norvegicus
ENSMUGP00000020749	ENSMUGG00000017497	Meriones_unguiculatus
ENSCGRP00000026440	ENSCGRG00000019512	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015014883	ENSCGRG00015011416	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001005082	ENSCGRG00001006625	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000007719	ENSMAUG00000009320	Mesocricetus_auratus
ENSMOCP00000010336	ENSMOCG00000010561	Microtus_ochrogaster
ENSPEMP00000004648	ENSPEMG00000007002	Peromyscus_maniculatus_bairdii
ENSNGAP00000006984	ENSNGAG00000010322	Nannospalax_galili
ENSJJAP00000001120	ENSJJAG00000000996	Jaculus_jaculus
ENSMODP00000020578	ENSMODG00000016481	Monodelphis_domestica
ENSSHAP00000020645	ENSSHAG00000017508	Sarcophilus_harrisii
ENSMEUP00000002957	ENSMEUG00000003248	Notamacropus_eugenii
ENSPCIP00000022817	ENSPCIG00000017317	Phascolarctos_cinereus
