FBpp0086555	FBgn0033989	Drosophila_melanogaster	FBtr0087424
C34E10.1.1	WBGene00001662	Caenorhabditis_elegans_strain_N2	C34E10.1.1
ENSCGRP00015028400	ENSCGRG00015021500	Cricetulus_griseus_CriGri-PICR
ENSUPAP00010002203	ENSUPAG00010001870	Urocitellus_parryii
ENSSTOP00000029117	ENSSTOG00000013891	Ictidomys_tridecemlineatus
ENSMMMP00000002402	ENSMMMG00000002215	Marmota_marmota_marmota
ENSCCNP00000010305	ENSCCNG00000010806	Castor_canadensis
ENSDORP00000015414	ENSDORG00000016383	Dipodomys_ordii
ENSGGOP00000009441	ENSGGOG00000036849	Gorilla_gorilla
ENSP00000345445	ENSG00000100347	Homo_sapiens
ENSPPYP00000013302	ENSPPYG00000011918	Pongo_abelii
ENSTGEP00000006591	ENSTGEG00000005405	Theropithecus_gelada
ENSCATP00000033651	ENSCATG00000039799	Cercocebus_atys
ENSCSAP00000001810	ENSCSAG00000005500	Chlorocebus_sabaeus
ENSPTEP00000037656	ENSPTEG00000035185	Piliocolobus_tephrosceles
ENSRROP00000034923	ENSRROG00000040988	Rhinopithecus_roxellana
ENSRBIP00000003719	ENSRBIG00000017151	Rhinopithecus_bieti
ENSCANP00000033627	ENSCANG00000040444	Colobus_angolensis_palliatus
ENSMFAP00000007471	ENSMFAG00000037322	Macaca_fascicularis
ENSMNEP00000025408	ENSMNEG00000036146	Macaca_nemestrina
ENSMMUP00000020256	ENSMMUG00000015446	Macaca_mulatta
ENSMLEP00000027005	ENSMLEG00000037656	Mandrillus_leucophaeus
ENSPANP00000013499	ENSPANG00000017138	Papio_anubis
ENSPTRP00000091275	ENSPTRG00000050957	Pan_troglodytes
ENSPTRP00000073104	ENSPTRG00000014483	Pan_troglodytes
ENSPPAP00000011963	ENSPPAG00000029169	Pan_paniscus
ENSNLEP00000038609	ENSNLEG00000015693	Nomascus_leucogenys
ENSSBOP00000021547	ENSSBOG00000027317	Saimiri_boliviensis_boliviensis
ENSCCAP00000038608	ENSCCAG00000037122	Cebus_capucinus_imitator
ENSCJAP00000060696	ENSCJAG00000015070	Callithrix_jacchus
ENSCJAP00000063797	ENSCJAG00000032075	Callithrix_jacchus
ENSANAP00000006007	ENSANAG00000021081	Aotus_nancymaae
ENSTSYP00000001265	ENSTSYG00000001357	Carlito_syrichta
ENSPCOP00000007422	ENSPCOG00000014952	Propithecus_coquereli
ENSMICP00000048841	ENSMICG00000046175	Microcebus_murinus
ENSPSMP00000006537	ENSPSMG00000004891	Prolemur_simus
ENSOGAP00000005309	ENSOGAG00000005934	Otolemur_garnettii
ENSTBEP00000001347	ENSTBEG00000001524	Tupaia_belangeri
ENSTTRP00000014530	ENSTTRG00000015330	Tursiops_truncatus
ENSVPAP00000009976	ENSVPAG00000010714	Vicugna_pacos
ENSCHIP00000028434	ENSCHIG00000023930	Capra_hircus
ENSOARP00000020678	ENSOARG00000019249	Ovis_aries
ENSBIXP00000029901	ENSBIXG00000011649	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005001577	ENSBIXG00005008064	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000073084	ENSBTAG00000045957	Bos_taurus
ENSBMUP00000028164	ENSBMUG00000021118	Bos_mutus
ENSBBBP00000004230	ENSBBBG00000013163	Bison_bison_bison
ENSPVAP00000007528	ENSPVAG00000007978	Pteropus_vampyrus
ENSECAP00000013685	ENSECAG00000015700	Equus_caballus
ENSEASP00005032030	ENSEASG00005021837	Equus_asinus_asinus
ENSUAMP00000037193	ENSUAMG00000028160	Ursus_americanus
ENSUMAP00000027518	ENSUMAG00000019973	Ursus_maritimus
ENSAMEP00000007044	ENSAMEG00000006654	Ailuropoda_melanoleuca
ENSNVIP00000028051	ENSNVIG00000021681	Neovison_vison
ENSMPUP00000016173	ENSMPUG00000016276	Mustela_putorius_furo
ENSCAFP00020011896	ENSCAFG00020009579	Canis_lupus_dingo
ENSCAFP00000001270	ENSCAFG00000000887	Canis_lupus_familiaris
ENSVVUP00000040081	ENSVVUG00000028635	Vulpes_vulpes
ENSPPRP00000016924	ENSPPRG00000009065	Panthera_pardus
ENSPTIP00000001243	ENSPTIG00000003166	Panthera_tigris_altaica
ENSSSCP00000040466	ENSSSCG00000028346	Sus_scrofa_strain_reference
ENSMLUP00000007112	ENSMLUG00000007785	Myotis_lucifugus
ENSEEUP00000013225	ENSEEUG00000014482	Erinaceus_europaeus
ENSLAFP00000001469	ENSLAFG00000001762	Loxodonta_africana
ENSDNOP00000029169	ENSDNOG00000003862	Dasypus_novemcinctus
ENSOPRP00000010556	ENSOPRG00000011569	Ochotona_princeps
ENSOCUP00000018697	ENSOCUG00000023641	Oryctolagus_cuniculus
ENSETEP00000013561	ENSETEG00000016714	Echinops_telfairi
ENSVURP00010008964	ENSVURG00010006929	Vombatus_ursinus
ENSPCIP00000024583	ENSPCIG00000018526	Phascolarctos_cinereus
ENSSHAP00000001685	ENSSHAG00000001501	Sarcophilus_harrisii
ENSMODP00000044594	ENSMODG00000006205	Monodelphis_domestica
ENSOANP00000023983	ENSOANG00000015232	Ornithorhynchus_anatinus
ENSTGUP00000012357	ENSTGUG00000011988	Taeniopygia_guttata
ENSTGUP00000014307	ENSTGUG00000013883	Taeniopygia_guttata
ENSLSDP00000006215	ENSLSDG00000004751	Lonchura_striata_domestica
ENSJHYP00000012421	ENSJHYG00000009705	Junco_hyemalis
ENSZALP00000005299	ENSZALG00000004937	Zonotrichia_albicollis
ENSSCAP00000011034	ENSSCAG00000008323	Serinus_canaria
ENSFALP00000006909	ENSFALG00000006621	Ficedula_albicollis
ENSPMJP00000012539	ENSPMJG00000009643	Parus_major
ENSCCEP00000005177	ENSCCEG00000005691	Cyanistes_caeruleus
ENSLCOP00000014807	ENSLCOG00000010602	Lepidothrix_coronata
ENSMVIP00005028552	ENSMVIG00005019864	Manacus_vitellinus
ENSMUNP00000020210	ENSMUNG00000015390	Melopsittacus_undulatus
ENSCPUP00000010390	ENSCPUG00000007363	Calidris_pugnax
ENSABRP00000025331	ENSABRG00000021166	Anser_brachyrhynchus
ENSAPLP00000002213	ENSAPLG00000002728	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000014580	ENSMGAG00000013793	Meleagris_gallopavo
ENSGALP00000022917	ENSGALG00000014194	Gallus_gallus
ENSCJPP00005019838	ENSCJPG00005015946	Coturnix_japonica
ENSNMEP00000017763	ENSNMEG00000015479	Numida_meleagris
ENSAHAP00000017194	ENSAHAG00000012194	Apteryx_haastii
ENSARWP00000013615	ENSARWG00000009369	Apteryx_rowi
ENSAOWP00000013820	ENSAOWG00000009429	Apteryx_owenii
ENSDNVP00000001749	ENSDNVG00000001277	Dromaius_novaehollandiae
ENSNPEP00000007827	ENSNPEG00000005701	Nothoprocta_perdicaria
ENSCPRP00005003998	ENSCPRG00005002939	Crocodylus_porosus
ENSCABP00000027511	ENSCABG00000020194	Chelonoidis_abingdonii
ENSGAGP00000018132	ENSGAGG00000013433	Gopherus_agassizii
ENSCPBP00000036378	ENSCPBG00000025275	Chrysemys_picta_bellii
ENSPSIP00000017407	ENSPSIG00000015489	Pelodiscus_sinensis
ENSACAP00000015673	ENSACAG00000015889	Anolis_carolinensis
ENSPVIP00000014595	ENSPVIG00000011278	Pogona_vitticeps
ENSNSUP00000010378	ENSNSUG00000007591	Notechis_scutatus
ENSSMRP00000011848	ENSSMRG00000009302	Salvator_merianae
ENSSPUP00000015604	ENSSPUG00000012055	Sphenodon_punctatus
ENSLACP00000020055	ENSLACG00000017627	Latimeria_chalumnae
ENSECRP00000001084	ENSECRG00000000726	Erpetoichthys_calabaricus
ENSCMIP00000028469	ENSCMIG00000012211	Callorhinchus_milii
ENSDCDP00000059539	ENSDCDG00000034358	Denticeps_clupeoides
ENSCHAP00000050557	ENSCHAG00000023186	Clupea_harengus
ENSAMXP00005049844	ENSAMXG00005022660	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000027492	ENSAMXG00000002004	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000030349	ENSPNAG00000017071	Pygocentrus_nattereri
ENSEEEP00000043944	ENSEEEG00000020746	Electrophorus_electricus
ENSIPUP00000010762	ENSIPUG00000007263	Ictalurus_punctatus
ENSDARP00000095193	ENSDARG00000045814	Danio_rerio
ENSCGOP00000013685	ENSCGOG00000006224	Cottoperca_gobio
ENSGACP00000009099	ENSGACG00000006822	Gasterosteus_aculeatus
ENSLCRP00005043738	ENSLCRG00005016759	Larimichthys_crocea
ENSLBEP00000005220	ENSLBEG00000004001	Labrus_bergylta
ENSSLDP00000004134	ENSSLDG00000003224	Seriola_lalandi_dorsalis
ENSSDUP00000000888	ENSSDUG00000000669	Seriola_dumerili
ENSSMAP00000030777	ENSSMAG00000018827	Scophthalmus_maximus
ENSLCAP00010055792	ENSLCAG00010025976	Lates_calcarifer
ENSMAMP00000034283	ENSMAMG00000023038	Mastacembelus_armatus
ENSMALP00000025956	ENSMALG00000018040	Monopterus_albus
ENSATEP00000031738	ENSATEG00000021853	Anabas_testudineus
ENSCSEP00000001240	ENSCSEG00000000853	Cynoglossus_semilaevis
ENSAOCP00000018215	ENSAOCG00000023395	Amphiprion_ocellaris
ENSAPEP00000016289	ENSAPEG00000011571	Amphiprion_percula
ENSAPOP00000006555	ENSAPOG00000008427	Acanthochromis_polyacanthus
ENSSPAP00000027661	ENSSPAG00000020827	Stegastes_partitus
ENSPRNP00000047742	ENSPRNG00000022911	Parambassis_ranga
ENSXMAP00000012476	ENSXMAG00000012450	Xiphophorus_maculatus
ENSXCOP00000000911	ENSXCOG00000000758	Xiphophorus_couchianus
ENSPFOP00000017205	ENSPFOG00000017109	Poecilia_formosa
ENSPMEP00000017759	ENSPMEG00000020645	Poecilia_mexicana
ENSPLAP00000026576	ENSPLAG00000014489	Poecilia_latipinna
ENSPREP00000007923	ENSPREG00000005410	Poecilia_reticulata
ENSGAFP00000008866	ENSGAFG00000006006	Gambusia_affinis
ENSFHEP00000017149	ENSFHEG00000018891	Fundulus_heteroclitus
ENSCVAP00000025053	ENSCVAG00000009564	Cyprinodon_variegatus
ENSKMAP00000008450	ENSKMAG00000006326	Kryptolebias_marmoratus
ENSORLP00015015476	ENSORLG00015016410	Oryzias_latipes_ASM223469v1
ENSORLP00020022302	ENSORLG00020002553	Oryzias_latipes_ASM223471v1
ENSORLP00000001697	ENSORLG00000001373	Oryzias_latipes_ASM223467v1
ENSOMEP00000023554	ENSOMEG00000003726	Oryzias_melastigma
ENSGWIP00000009871	ENSGWIG00000004313	Gouania_willdenowi
ENSACLP00000034203	ENSACLG00000023149	Astatotilapia_calliptera
ENSPNYP00000013849	ENSPNYG00000010481	Pundamilia_nyererei
ENSMZEP00005015813	ENSMZEG00005011853	Maylandia_zebra
ENSHBUP00000007206	ENSHBUG00000008720	Haplochromis_burtoni
ENSNBRP00000020874	ENSNBRG00000016019	Neolamprologus_brichardi
ENSONIP00000019617	ENSONIG00000015591	Oreochromis_niloticus
ENSACIP00000015236	ENSACIG00000011817	Amphilophus_citrinellus
ENSBSLP00000001077	ENSBSLG00000000743	Betta_splendens
ENSTRUP00000039078	ENSTRUG00000015298	Takifugu_rubripes
ENSTNIP00000005668	ENSTNIG00000003096	Tetraodon_nigroviridis
ENSMMOP00000026900	ENSMMOG00000020342	Mola_mola
ENSHCOP00000014409	ENSHCOG00000017827	Hippocampus_comes
ENSGMOP00000020557	ENSGMOG00000019103	Gadus_morhua
ENSHHUP00000064397	ENSHHUG00000037985	Hucho_hucho
ENSHHUP00000028858	ENSHHUG00000018170	Hucho_hucho
ENSELUP00000001945	ENSELUG00000003354	Esox_lucius
ENSSFOP00015035305	ENSSFOG00015022477	Scleropages_formosus
ENSPKIP00000039751	ENSPKIG00000016977	Paramormyrops_kingsleyae
ENSHHUP00000023470	ENSHHUG00000014708	Hucho_hucho
ENSHHUP00000080194	ENSHHUG00000046702	Hucho_hucho
ENSELUP00000039226	ENSELUG00000019327	Esox_lucius
ENSLCRP00005055347	ENSLCRG00005020622	Larimichthys_crocea
ENSMMOP00000003443	ENSMMOG00000002758	Mola_mola
ENSCGOP00000055678	ENSCGOG00000024240	Cottoperca_gobio
ENSGACP00000025550	ENSGACG00000019330	Gasterosteus_aculeatus
ENSLBEP00000037535	ENSLBEG00000028011	Labrus_bergylta
ENSAOCP00000015762	ENSAOCG00000020605	Amphiprion_ocellaris
ENSAPEP00000033062	ENSAPEG00000023479	Amphiprion_percula
ENSAPOP00000032884	ENSAPOG00000021098	Acanthochromis_polyacanthus
ENSSPAP00000004499	ENSSPAG00000003421	Stegastes_partitus
ENSPRNP00000046220	ENSPRNG00000022298	Parambassis_ranga
ENSHBUP00000002059	ENSHBUG00000003271	Haplochromis_burtoni
ENSPNYP00000027045	ENSPNYG00000020371	Pundamilia_nyererei
ENSACLP00000020776	ENSACLG00000014066	Astatotilapia_calliptera
ENSMZEP00005029784	ENSMZEG00005022220	Maylandia_zebra
ENSONIP00000015100	ENSONIG00000011997	Oreochromis_niloticus
ENSACIP00000012377	ENSACIG00000009645	Amphilophus_citrinellus
ENSXMAP00000005345	ENSXMAG00000005313	Xiphophorus_maculatus
ENSXCOP00000003832	ENSXCOG00000003006	Xiphophorus_couchianus
ENSGAFP00000029682	ENSGAFG00000020009	Gambusia_affinis
ENSPFOP00000004215	ENSPFOG00000004188	Poecilia_formosa
ENSPLAP00000029286	ENSPLAG00000019404	Poecilia_latipinna
ENSPMEP00000031857	ENSPMEG00000019314	Poecilia_mexicana
ENSPREP00000024791	ENSPREG00000016729	Poecilia_reticulata
ENSCVAP00000032461	ENSCVAG00000022486	Cyprinodon_variegatus
ENSKMAP00000028189	ENSKMAG00000020895	Kryptolebias_marmoratus
ENSORLP00000014869	ENSORLG00000011868	Oryzias_latipes_ASM223467v1
ENSORLP00015020593	ENSORLG00015021769	Oryzias_latipes_ASM223469v1
ENSORLP00020021554	ENSORLG00020001411	Oryzias_latipes_ASM223471v1
ENSOMEP00000014766	ENSOMEG00000016298	Oryzias_melastigma
ENSGWIP00000031690	ENSGWIG00000016303	Gouania_willdenowi
ENSMAMP00000034736	ENSMAMG00000023327	Mastacembelus_armatus
ENSMALP00000020531	ENSMALG00000014310	Monopterus_albus
ENSATEP00000034331	ENSATEG00000023585	Anabas_testudineus
ENSBSLP00000033329	ENSBSLG00000016149	Betta_splendens
ENSSDUP00000026956	ENSSDUG00000019517	Seriola_dumerili
ENSSLDP00000017279	ENSSLDG00000013634	Seriola_lalandi_dorsalis
ENSLCAP00010040705	ENSLCAG00010018659	Lates_calcarifer
ENSSMAP00000025781	ENSSMAG00000015787	Scophthalmus_maximus
ENSCSEP00000004910	ENSCSEG00000003177	Cynoglossus_semilaevis
ENSTNIP00000005254	ENSTNIG00000002696	Tetraodon_nigroviridis
ENSTRUP00000022328	ENSTRUG00000008882	Takifugu_rubripes
ENSPMGP00000019398	ENSPMGG00000015749	Periophthalmus_magnuspinnatus
ENSGMOP00000004871	ENSGMOG00000004582	Gadus_morhua
ENSAMXP00005026725	ENSAMXG00005013407	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000018807	ENSAMXG00000018250	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000004416	ENSPNAG00000010885	Pygocentrus_nattereri
ENSIPUP00000031186	ENSIPUG00000021005	Ictalurus_punctatus
ENSDARP00000058006	ENSDARG00000039681	Danio_rerio
ENSCHAP00000040491	ENSCHAG00000018931	Clupea_harengus
ENSPMGP00000004552	ENSPMGG00000003860	Periophthalmus_magnuspinnatus
ENSCGRP00000000414	ENSCGRG00000000368	Cricetulus_griseus_CriGri_1.0
ENSCHOP00000003558	ENSCHOG00000004022	Choloepus_hoffmanni
ENSXETP00000026985	ENSXETG00000009423	Xenopus_tropicalis
ENSLOCP00000018540	ENSLOCG00000015060	Lepisosteus_oculatus
ENSPMAP00000007075	ENSPMAG00000006405	Petromyzon_marinus
ENSEBUP00000006455	ENSEBUG00000004210	Eptatretus_burgeri
ENSCINP00000001156	ENSCING00000000630	Ciona_intestinalis
YNL026W_mRNA	YNL026W	Saccharomyces_cerevisiae_strain_S288C
