ENSPTRP00000053173	ENSPTRG00000031002	Pan_troglodytes
ENSMVIP00005028225	ENSMVIG00005019669	Manacus_vitellinus
ENSLCOP00000009530	ENSLCOG00000006939	Lepidothrix_coronata
ENSPMJP00000005023	ENSPMJG00000004346	Parus_major
ENSCCEP00000024957	ENSCCEG00000022105	Cyanistes_caeruleus
ENSFALP00000012546	ENSFALG00000012021	Ficedula_albicollis
ENSLSDP00000020238	ENSLSDG00000014340	Lonchura_striata_domestica
ENSTGUP00000000016	ENSTGUG00000000019	Taeniopygia_guttata
ENSZALP00000021041	ENSZALG00000016525	Zonotrichia_albicollis
ENSJHYP00000019379	ENSJHYG00000014726	Junco_hyemalis
ENSSCAP00000000259	ENSSCAG00000000237	Serinus_canaria
ENSCPGP00000026832	ENSCPGG00000018493	Calidris_pygmaea
ENSCPUP00000018928	ENSCPUG00000013009	Calidris_pugnax
ENSABRP00000006430	ENSABRG00000005931	Anser_brachyrhynchus
ENSAPLP00000025752	ENSAPLG00000024808	Anas_platyrhynchos_platyrhynchos
ENSGALP00000069216	ENSGALG00000052918	Gallus_gallus
ENSMGAP00000017873	ENSMGAG00000017016	Meleagris_gallopavo
ENSCJPP00005006536	ENSCJPG00005006105	Coturnix_japonica
ENSNMEP00000007808	ENSNMEG00000007749	Numida_meleagris
ENSNMEP00000007798	ENSNMEG00000007740	Numida_meleagris
ENSMUNP00000004061	ENSMUNG00000003395	Melopsittacus_undulatus
ENSDNVP00000022907	ENSDNVG00000015932	Dromaius_novaehollandiae
ENSNPEP00000012759	ENSNPEG00000009531	Nothoprocta_perdicaria
ENSCPRP00005018863	ENSCPRG00005013208	Crocodylus_porosus
ENSGAGP00000022349	ENSGAGG00000016404	Gopherus_agassizii
ENSGAGP00000002697	ENSGAGG00000002163	Gopherus_agassizii
ENSCABP00000013347	ENSCABG00000010008	Chelonoidis_abingdonii
ENSCPBP00000022852	ENSCPBG00000016333	Chrysemys_picta_bellii
ENSCPBP00000022850	ENSCPBG00000016332	Chrysemys_picta_bellii
ENSPSIP00000001783	ENSPSIG00000001790	Pelodiscus_sinensis
ENSSMRP00000001289	ENSSMRG00000001132	Salvator_merianae
ENSPVIP00000016277	ENSPVIG00000012602	Pogona_vitticeps
ENSSPUP00000007289	ENSSPUG00000005648	Sphenodon_punctatus
ENSAHAP00000016662	ENSAHAG00000011882	Apteryx_haastii
ENSAOWP00000000322	ENSAOWG00000000261	Apteryx_owenii
ENSGALP00000061566	ENSGALG00000045901	Gallus_gallus
ENSCJPP00005019555	ENSCJPG00005015841	Coturnix_japonica
ENSABRP00000021942	ENSABRG00000018581	Anser_brachyrhynchus
ENSSPAP00000017968	ENSSPAG00000013578	Stegastes_partitus
ENSAPEP00000028071	ENSAPEG00000019938	Amphiprion_percula
ENSLOCP00000021660	ENSLOCG00000017555	Lepisosteus_oculatus
