ENSDNVP00000001439	ENSDNVG00000001046	Dromaius_novaehollandiae
MGP_CAROLIEiJ_P0055361	MGP_CAROLIEiJ_G0024494	Mus_caroli_strain_CAROLI_EIJ
MGP_SPRETEiJ_P0057501	MGP_SPRETEiJ_G0025415	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0066333	MGP_PahariEiJ_G0025937	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000075726	ENSRNOG00000027221	Rattus_norvegicus
ENSMUGP00000015399	ENSMUGG00000013257	Meriones_unguiculatus
ENSCGRP00000016439	ENSCGRG00000011938	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001017519	ENSCGRG00001017538	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015001803	ENSCGRG00015001478	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000018743	ENSMAUG00000017211	Mesocricetus_auratus
ENSPEMP00000021623	ENSPEMG00000019207	Peromyscus_maniculatus_bairdii
ENSMOCP00000009573	ENSMOCG00000009750	Microtus_ochrogaster
ENSNGAP00000019801	ENSNGAG00000019501	Nannospalax_galili
ENSJJAP00000020838	ENSJJAG00000021388	Jaculus_jaculus
ENSHGLP00100002974	ENSHGLG00100002287	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000020913	ENSHGLG00000014948	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000000173	ENSFDAG00000010500	Fukomys_damarensis
ENSCLAP00000025119	ENSCLAG00000017254	Chinchilla_lanigera
ENSODEP00000016679	ENSODEG00000012284	Octodon_degus
ENSCPOP00000008732	ENSCPOG00000009728	Cavia_porcellus
ENSCAPP00000015129	ENSCAPG00000015342	Cavia_aperea
ENSSTOP00000004108	ENSSTOG00000004568	Ictidomys_tridecemlineatus
ENSMMMP00000027093	ENSMMMG00000023678	Marmota_marmota_marmota
ENSOCUP00000022552	ENSOCUG00000022223	Oryctolagus_cuniculus
ENSOPRP00000006150	ENSOPRG00000006713	Ochotona_princeps
ENSTBEP00000009696	ENSTBEG00000011215	Tupaia_belangeri
ENSP00000348496	ENSG00000167098	Homo_sapiens
ENSPPAP00000013360	ENSPPAG00000029851	Pan_paniscus
ENSPPYP00000012191	ENSPPYG00000010914	Pongo_abelii
ENSPTRP00000062087	ENSPTRG00000024395	Pan_troglodytes
ENSGGOP00000027455	ENSGGOG00000008288	Gorilla_gorilla
ENSCANP00000006025	ENSCANG00000020257	Colobus_angolensis_palliatus
ENSRBIP00000013095	ENSRBIG00000030532	Rhinopithecus_bieti
ENSPTEP00000005234	ENSPTEG00000006070	Piliocolobus_tephrosceles
ENSRROP00000040820	ENSRROG00000043627	Rhinopithecus_roxellana
ENSMFAP00000022020	ENSMFAG00000035909	Macaca_fascicularis
ENSMMUP00000012321	ENSMMUG00000009414	Macaca_mulatta
ENSMNEP00000019521	ENSMNEG00000033611	Macaca_nemestrina
ENSCSAP00000008662	ENSCSAG00000012504	Chlorocebus_sabaeus
ENSMLEP00000023883	ENSMLEG00000036109	Mandrillus_leucophaeus
ENSCATP00000012533	ENSCATG00000030423	Cercocebus_atys
ENSTGEP00000008534	ENSTGEG00000006981	Theropithecus_gelada
ENSPANP00000016844	ENSPANG00000024494	Papio_anubis
ENSNLEP00000011996	ENSNLEG00000009839	Nomascus_leucogenys
ENSCCAP00000033504	ENSCCAG00000034764	Cebus_capucinus_imitator
ENSSBOP00000040508	ENSSBOG00000036230	Saimiri_boliviensis_boliviensis
ENSCJAP00000034582	ENSCJAG00000018611	Callithrix_jacchus
ENSANAP00000017076	ENSANAG00000026404	Aotus_nancymaae
ENSTSYP00000023754	ENSTSYG00000009982	Carlito_syrichta
ENSPCOP00000019765	ENSPCOG00000021842	Propithecus_coquereli
ENSMICP00000041569	ENSMICG00000001971	Microcebus_murinus
ENSPSMP00000007086	ENSPSMG00000005277	Prolemur_simus
ENSOGAP00000014031	ENSOGAG00000015660	Otolemur_garnettii
ENSPVAP00000016731	ENSPVAG00000017736	Pteropus_vampyrus
ENSMLUP00000014955	ENSMLUG00000016408	Myotis_lucifugus
ENSECAP00000016357	ENSECAG00000018621	Equus_caballus
ENSEASP00005005966	ENSEASG00005004397	Equus_asinus_asinus
ENSOARP00000005742	ENSOARG00000005348	Ovis_aries
ENSCHIP00000014092	ENSCHIG00000015270	Capra_hircus
ENSBIXP00000037596	ENSBIXG00000002961	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005043615	ENSBIXG00005027425	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000017354	ENSBTAG00000013056	Bos_taurus
ENSBMUP00000018804	ENSBMUG00000014236	Bos_mutus
ENSBBBP00000017616	ENSBBBG00000010144	Bison_bison_bison
ENSTTRP00000014042	ENSTTRG00000014811	Tursiops_truncatus
ENSSSCP00000007726	ENSSSCG00000007256	Sus_scrofa_strain_reference
ENSAMEP00000013927	ENSAMEG00000013221	Ailuropoda_melanoleuca
ENSUAMP00000030537	ENSUAMG00000023446	Ursus_americanus
ENSNVIP00000023537	ENSNVIG00000018291	Neovison_vison
ENSMPUP00000017753	ENSMPUG00000017864	Mustela_putorius_furo
ENSCAFP00000010865	ENSCAFG00000007323	Canis_lupus_familiaris
ENSCAFP00020005868	ENSCAFG00020004779	Canis_lupus_dingo
ENSVVUP00000006511	ENSVVUG00000005048	Vulpes_vulpes
ENSPPRP00000003709	ENSPPRG00000000075	Panthera_pardus
ENSPTIP00000014075	ENSPTIG00000013586	Panthera_tigris_altaica
ENSFCAP00000023359	ENSFCAG00000025943	Felis_catus
ENSEEUP00000008190	ENSEEUG00000008984	Erinaceus_europaeus
ENSSARP00000012970	ENSSARG00000014341	Sorex_araneus
ENSMEUP00000015012	ENSMEUG00000016414	Notamacropus_eugenii
ENSPCIP00000044103	ENSPCIG00000024433	Phascolarctos_cinereus
ENSSHAP00000009654	ENSSHAG00000008355	Sarcophilus_harrisii
ENSMODP00000000018	ENSMODG00000000018	Monodelphis_domestica
ENSOANP00000012398	ENSOANG00000007785	Ornithorhynchus_anatinus
ENSCVAP00000017239	ENSCVAG00000000835	Cyprinodon_variegatus
ENSCVAP00000019209	ENSCVAG00000022547	Cyprinodon_variegatus
