ENSECAP00000015537	ENSECAG00000017615	Equus_caballus
ENSOPRP00000000712	ENSOPRG00000000776	Ochotona_princeps
ENSCHOP00000010836	ENSCHOG00000012244	Choloepus_hoffmanni
ENSDNOP00000029531	ENSDNOG00000030738	Dasypus_novemcinctus
ENSLAFP00000006511	ENSLAFG00000007754	Loxodonta_africana
ENSPCAP00000000842	ENSPCAG00000000853	Procavia_capensis
ENSETEP00000005665	ENSETEG00000006989	Echinops_telfairi
ENSSARP00000004154	ENSSARG00000004511	Sorex_araneus
ENSVURP00010000535	ENSVURG00010000194	Vombatus_ursinus
ENSPCIP00000052847	ENSPCIG00000016712	Phascolarctos_cinereus
ENSMEUP00000008244	ENSMEUG00000009025	Notamacropus_eugenii
ENSSHAP00000019462	ENSSHAG00000016528	Sarcophilus_harrisii
ENSMODP00000009161	ENSMODG00000007386	Monodelphis_domestica
ENSOANP00000025265	ENSOANG00000019912	Ornithorhynchus_anatinus
ENSOANP00000010011	ENSOANG00000006257	Ornithorhynchus_anatinus
ENSMVIP00005022092	ENSMVIG00005015459	Manacus_vitellinus
ENSLCOP00000012040	ENSLCOG00000008612	Lepidothrix_coronata
ENSLSDP00000002834	ENSLSDG00000002207	Lonchura_striata_domestica
ENSTGUP00000012234	ENSTGUG00000011871	Taeniopygia_guttata
ENSSCAP00000003878	ENSSCAG00000003141	Serinus_canaria
ENSJHYP00000006154	ENSJHYG00000004964	Junco_hyemalis
ENSZALP00000016212	ENSZALG00000013090	Zonotrichia_albicollis
ENSFALP00000005668	ENSFALG00000005421	Ficedula_albicollis
ENSCCEP00000009144	ENSCCEG00000009308	Cyanistes_caeruleus
ENSPMJP00000006847	ENSPMJG00000005705	Parus_major
ENSCPGP00000018196	ENSCPGG00000012705	Calidris_pygmaea
ENSCPUP00000002827	ENSCPUG00000000753	Calidris_pugnax
ENSMUNP00000007945	ENSMUNG00000006350	Melopsittacus_undulatus
ENSGALP00000044448	ENSGALG00000035094	Gallus_gallus
ENSCJPP00005000440	ENSCJPG00005000528	Coturnix_japonica
ENSMGAP00000012612	ENSMGAG00000012005	Meleagris_gallopavo
ENSNMEP00000003820	ENSNMEG00000004333	Numida_meleagris
ENSABRP00000019214	ENSABRG00000016474	Anser_brachyrhynchus
ENSAPLP00000014759	ENSAPLG00000014890	Anas_platyrhynchos_platyrhynchos
ENSARWP00000000550	ENSARWG00000000456	Apteryx_rowi
ENSAOWP00000001238	ENSAOWG00000000871	Apteryx_owenii
ENSAHAP00000016512	ENSAHAG00000011763	Apteryx_haastii
ENSDNVP00000007832	ENSDNVG00000005575	Dromaius_novaehollandiae
ENSNPEP00000018014	ENSNPEG00000013407	Nothoprocta_perdicaria
ENSCPRP00005003101	ENSCPRG00005002124	Crocodylus_porosus
ENSGAGP00000010254	ENSGAGG00000008036	Gopherus_agassizii
ENSCABP00000001239	ENSCABG00000001028	Chelonoidis_abingdonii
ENSCPBP00000003899	ENSCPBG00000003123	Chrysemys_picta_bellii
ENSPSIP00000002436	ENSPSIG00000002395	Pelodiscus_sinensis
ENSACAP00000003535	ENSACAG00000003553	Anolis_carolinensis
ENSPVIP00000018690	ENSPVIG00000013470	Pogona_vitticeps
ENSNSUP00000018140	ENSNSUG00000013281	Notechis_scutatus
ENSSMRP00000013266	ENSSMRG00000010091	Salvator_merianae
ENSSPUP00000022006	ENSSPUG00000016577	Sphenodon_punctatus
ENSXETP00000030929	ENSXETG00000011955	Xenopus_tropicalis
ENSPKIP00000036304	ENSPKIG00000014915	Paramormyrops_kingsleyae	ENSPKIT00000017248
ENSSFOP00015014157	ENSSFOG00015008712	Scleropages_formosus	ENSSFOT00015014328
ENSDCDP00000003846	ENSDCDG00000001954	Denticeps_clupeoides	ENSDCDT00000004257
ENSCHAP00000025313	ENSCHAG00000012067	Clupea_harengus	ENSCHAT00000027533
ENSAMXP00000055093	ENSAMXG00000041600	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000033493
ENSAMXP00005004247	ENSAMXG00005002540	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000023003	ENSPNAG00000000278	Pygocentrus_nattereri
ENSIPUP00000027332	ENSIPUG00000018497	Ictalurus_punctatus
ENSEEEP00000042772	ENSEEEG00000020180	Electrophorus_electricus
ENSDARP00000042894	ENSDARG00000005112	Danio_rerio
ENSFHEP00000012929	ENSFHEG00000014487	Fundulus_heteroclitus
ENSCVAP00000007558	ENSCVAG00000009217	Cyprinodon_variegatus
ENSXMAP00000013182	ENSXMAG00000013150	Xiphophorus_maculatus
ENSGAFP00000011607	ENSGAFG00000007880	Gambusia_affinis
ENSPFOP00000017420	ENSPFOG00000017306	Poecilia_formosa
ENSPMEP00000014408	ENSPMEG00000016800	Poecilia_mexicana
ENSPLAP00000007910	ENSPLAG00000010394	Poecilia_latipinna
ENSPREP00000027420	ENSPREG00000018543	Poecilia_reticulata
ENSKMAP00000006356	ENSKMAG00000004829	Kryptolebias_marmoratus
ENSORLP00000011151	ENSORLG00000008889	Oryzias_latipes_ASM223467v1
ENSORLP00020011318	ENSORLG00020012279	Oryzias_latipes_ASM223471v1
ENSORLP00015033290	ENSORLG00015018593	Oryzias_latipes_ASM223469v1
ENSOMEP00000003394	ENSOMEG00000004307	Oryzias_melastigma
ENSACLP00000011354	ENSACLG00000007757	Astatotilapia_calliptera
ENSMZEP00005006957	ENSMZEG00005005358	Maylandia_zebra
ENSHBUP00000030786	ENSHBUG00000016094	Haplochromis_burtoni
ENSPNYP00000024154	ENSPNYG00000018228	Pundamilia_nyererei
ENSNBRP00000017495	ENSNBRG00000013471	Neolamprologus_brichardi
ENSONIP00000007633	ENSONIG00000006061	Oreochromis_niloticus
ENSACIP00000016874	ENSACIG00000013120	Amphilophus_citrinellus
ENSAPEP00000002230	ENSAPEG00000001639	Amphiprion_percula
ENSAOCP00000006504	ENSAOCG00000010178	Amphiprion_ocellaris
ENSAPOP00000027699	ENSAPOG00000000761	Acanthochromis_polyacanthus
ENSSPAP00000016898	ENSSPAG00000012722	Stegastes_partitus
ENSGWIP00000019806	ENSGWIG00000010707	Gouania_willdenowi
ENSCSEP00000002365	ENSCSEG00000001585	Cynoglossus_semilaevis
ENSGACP00000012024	ENSGACG00000009113	Gasterosteus_aculeatus
ENSLCRP00005011816	ENSLCRG00005005281	Larimichthys_crocea
ENSTNIP00000021540	ENSTNIG00000018371	Tetraodon_nigroviridis
ENSTNIP00000001373	ENSTNIG00000001687	Tetraodon_nigroviridis
ENSTRUP00000025856	ENSTRUG00000010271	Takifugu_rubripes
ENSMMOP00000004236	ENSMMOG00000003391	Mola_mola
ENSLBEP00000003946	ENSLBEG00000002996	Labrus_bergylta
ENSHCOP00000003240	ENSHCOG00000004561	Hippocampus_comes
ENSPRNP00000055549	ENSPRNG00000026031	Parambassis_ranga
ENSMALP00000001958	ENSMALG00000001425	Monopterus_albus
ENSMAMP00000018106	ENSMAMG00000012210	Mastacembelus_armatus
ENSATEP00000002563	ENSATEG00000001640	Anabas_testudineus
ENSBSLP00000056392	ENSBSLG00000026288	Betta_splendens
ENSSDUP00000001359	ENSSDUG00000001029	Seriola_dumerili
ENSSLDP00000017372	ENSSLDG00000013718	Seriola_lalandi_dorsalis
ENSSMAP00000030816	ENSSMAG00000018881	Scophthalmus_maximus
ENSCGOP00000023806	ENSCGOG00000011334	Cottoperca_gobio
ENSTNIP00000003837	ENSTNIG00000000810	Tetraodon_nigroviridis
ENSPMGP00000025881	ENSPMGG00000020868	Periophthalmus_magnuspinnatus
ENSGMOP00000015774	ENSGMOG00000014712	Gadus_morhua
ENSHHUP00000025013	ENSHHUG00000015659	Hucho_hucho
ENSHHUP00000081038	ENSHHUG00000047107	Hucho_hucho
ENSELUP00000008578	ENSELUG00000009234	Esox_lucius
ENSLOCP00000012393	ENSLOCG00000010121	Lepisosteus_oculatus
ENSECRP00000030437	ENSECRG00000020580	Erpetoichthys_calabaricus
ENSCMIP00000008416	ENSCMIG00000004514	Callorhinchus_milii
ENSEBUP00000019693	ENSEBUG00000012231	Eptatretus_burgeri
