ENSPCIP00000013800	ENSPCIG00000010828	Phascolarctos_cinereus	ENSPCIT00000017058
ENSMEUP00000007772	ENSMEUG00000008517	Notamacropus_eugenii	ENSMEUT00000008526
ENSVURP00010009069	ENSVURG00010007020	Vombatus_ursinus	ENSVURT00010010280
ENSVURP00010030630	ENSVURG00010023427	Vombatus_ursinus	ENSVURT00010034871
ENSMODP00000005181	ENSMODG00000004200	Monodelphis_domestica	ENSMODT00000005291
ENSSHAP00000014993	ENSSHAG00000012793	Sarcophilus_harrisii	ENSSHAT00000015118
ENSCGRP00001017874	ENSCGRG00001017801	Cricetulus_griseus_CHOK1GS_HDv1
ENSCABP00000018724	ENSCABG00000013832	Chelonoidis_abingdonii
ENSCPBP00000010825	ENSCPBG00000008299	Chrysemys_picta_bellii
ENSPSIP00000001175	ENSPSIG00000001178	Pelodiscus_sinensis
ENSPVIP00000000640	ENSPVIG00000000600	Pogona_vitticeps
ENSACAP00000006812	ENSACAG00000006973	Anolis_carolinensis
ENSNSUP00000012900	ENSNSUG00000009662	Notechis_scutatus
ENSSMRP00000012300	ENSSMRG00000009613	Salvator_merianae
ENSSPUP00000018960	ENSSPUG00000014633	Sphenodon_punctatus
ENSXETP00000014897	ENSXETG00000000441	Xenopus_tropicalis
ENSLACP00000014384	ENSLACG00000012661	Latimeria_chalumnae
ENSSFOP00015025418	ENSSFOG00015016358	Scleropages_formosus
ENSPKIP00000023688	ENSPKIG00000007217	Paramormyrops_kingsleyae
ENSPKIP00000007118	ENSPKIG00000023141	Paramormyrops_kingsleyae
ENSCHAP00000056435	ENSCHAG00000025560	Clupea_harengus
ENSDCDP00000011255	ENSDCDG00000005583	Denticeps_clupeoides
ENSAMXP00005035687	ENSAMXG00005017098	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000000685	ENSAMXG00000000678	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000033255	ENSPNAG00000021769	Pygocentrus_nattereri
ENSEEEP00000018553	ENSEEEG00000009116	Electrophorus_electricus
ENSIPUP00000003417	ENSIPUG00000002434	Ictalurus_punctatus
ENSDARP00000134787	ENSDARG00000104907	Danio_rerio
ENSORLP00000015380	ENSORLG00000012292	Oryzias_latipes_ASM223467v1
ENSORLP00015029055	ENSORLG00015011982	Oryzias_latipes_ASM223469v1
ENSORLP00020010307	ENSORLG00020011209	Oryzias_latipes_ASM223471v1
ENSOMEP00000004096	ENSOMEG00000005040	Oryzias_melastigma
ENSHCOP00000009147	ENSHCOG00000011528	Hippocampus_comes
ENSSDUP00000008782	ENSSDUG00000006455	Seriola_dumerili
ENSBSLP00000012858	ENSBSLG00000006746	Betta_splendens
ENSMALP00000029500	ENSMALG00000020409	Monopterus_albus
ENSTNIP00000007476	ENSTNIG00000000370	Tetraodon_nigroviridis
ENSTNIP00000000290	ENSTNIG00000000093	Tetraodon_nigroviridis
ENSTRUP00000049638	ENSTRUG00000022819	Takifugu_rubripes
ENSKMAP00000007520	ENSKMAG00000005666	Kryptolebias_marmoratus
ENSCSEP00000022652	ENSCSEG00000014428	Cynoglossus_semilaevis
ENSPMGP00000005241	ENSPMGG00000004405	Periophthalmus_magnuspinnatus
ENSSLDP00000016264	ENSSLDG00000012904	Seriola_lalandi_dorsalis
ENSSDUP00000004908	ENSSDUG00000003634	Seriola_dumerili
ENSLCAP00010047423	ENSLCAG00010022011	Lates_calcarifer
ENSSMAP00000006106	ENSSMAG00000003759	Scophthalmus_maximus
ENSAPEP00000014924	ENSAPEG00000010625	Amphiprion_percula
ENSAOCP00000011731	ENSAOCG00000016086	Amphiprion_ocellaris
ENSSPAP00000005235	ENSSPAG00000004071	Stegastes_partitus
ENSPRNP00000028150	ENSPRNG00000014066	Parambassis_ranga
ENSMMOP00000026910	ENSMMOG00000020354	Mola_mola
ENSGACP00000001097	ENSGACG00000000852	Gasterosteus_aculeatus
ENSLCRP00005020659	ENSLCRG00005008410	Larimichthys_crocea
ENSHBUP00000009883	ENSHBUG00000011432	Haplochromis_burtoni
ENSPNYP00000006371	ENSPNYG00000004909	Pundamilia_nyererei
ENSACLP00000009135	ENSACLG00000006232	Astatotilapia_calliptera
ENSMZEP00005012034	ENSMZEG00005009039	Maylandia_zebra
ENSNBRP00000022718	ENSNBRG00000017403	Neolamprologus_brichardi
ENSONIP00000019769	ENSONIG00000015708	Oreochromis_niloticus
ENSACIP00000021472	ENSACIG00000016674	Amphilophus_citrinellus
ENSPFOP00000014200	ENSPFOG00000014186	Poecilia_formosa
ENSPLAP00000008969	ENSPLAG00000011639	Poecilia_latipinna
ENSPMEP00000023700	ENSPMEG00000005466	Poecilia_mexicana
ENSPREP00000006316	ENSPREG00000004390	Poecilia_reticulata
ENSXCOP00000004673	ENSXCOG00000003687	Xiphophorus_couchianus
ENSXMAP00000007731	ENSXMAG00000007709	Xiphophorus_maculatus
ENSGAFP00000028504	ENSGAFG00000019272	Gambusia_affinis
ENSCVAP00000023136	ENSCVAG00000006255	Cyprinodon_variegatus
ENSFHEP00000034640	ENSFHEG00000022449	Fundulus_heteroclitus
ENSAPOP00000006860	ENSAPOG00000008743	Acanthochromis_polyacanthus
ENSCGOP00000055690	ENSCGOG00000024263	Cottoperca_gobio
ENSLBEP00000032079	ENSLBEG00000024198	Labrus_bergylta
ENSATEP00000002165	ENSATEG00000001543	Anabas_testudineus
ENSMAMP00000002766	ENSMAMG00000001933	Mastacembelus_armatus
ENSGMOP00000008031	ENSGMOG00000007511	Gadus_morhua
ENSHHUP00000012850	ENSHHUG00000007876	Hucho_hucho
ENSHHUP00000067466	ENSHHUG00000039779	Hucho_hucho
ENSELUP00000032305	ENSELUG00000010161	Esox_lucius
ENSECRP00000003991	ENSECRG00000002724	Erpetoichthys_calabaricus
ENSCMIP00000034052	ENSCMIG00000014472	Callorhinchus_milii
