ENSCPOP00000029861	ENSCPOG00000038827	Cavia_porcellus
ENSAOCP00000000891	ENSAOCG00000003802	Amphiprion_ocellaris
ENSPNYP00000027711	ENSPNYG00000020797	Pundamilia_nyererei
ENSCVAP00000012271	ENSCVAG00000014671	Cyprinodon_variegatus
ENSAMEP00000010845	ENSAMEG00000010321	Ailuropoda_melanoleuca
ENSXMAP00000000129	ENSXMAG00000000128	Xiphophorus_maculatus
ENSSDUP00000024777	ENSSDUG00000017999	Seriola_dumerili
ENSSPAP00000022732	ENSSPAG00000017167	Stegastes_partitus
ENSCAFP00000007581	ENSCAFG00000005090	Canis_lupus_familiaris
ENSUMAP00000018407	ENSUMAG00000013508	Ursus_maritimus
ENSETEP00000012593	ENSETEG00000015530	Echinops_telfairi
ENSLCRP00005006530	ENSLCRG00005003294	Larimichthys_crocea
ENSOANP00000018323	ENSOANG00000011565	Ornithorhynchus_anatinus
ENSVURP00010014058	ENSVURG00010010738	Vombatus_ursinus
ENSOCUP00000012494	ENSOCUG00000014534	Oryctolagus_cuniculus
ENSSMAP00000007988	ENSSMAG00000004932	Scophthalmus_maximus
ENSAMXP00000016190	ENSAMXG00000015728	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMAMP00000025025	ENSMAMG00000016822	Mastacembelus_armatus
ENSMICP00000050385	ENSMICG00000047145	Microcebus_murinus
ENSHHUP00000005319	ENSHHUG00000003257	Hucho_hucho
ENSCCAP00000010091	ENSCCAG00000022794	Cebus_capucinus_imitator
ENSAPOP00000021794	ENSAPOG00000002574	Acanthochromis_polyacanthus
ENSGAGP00000035740	ENSGAGG00000025374	Gopherus_agassizii
ENSMMOP00000012283	ENSMMOG00000008625	Mola_mola
ENSSFOP00015036007	ENSSFOG00015022918	Scleropages_formosus
ENSORLP00015016931	ENSORLG00015017943	Oryzias_latipes_ASM223469v1
ENSAMXP00005044196	ENSAMXG00005020518	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSELUP00000031469	ENSELUG00000009012	Esox_lucius
ENSP00000250615	ENSG00000129673	Homo_sapiens
ENSTSYP00000031582	ENSTSYG00000028701	Carlito_syrichta
ENSMMOP00000019533	ENSMMOG00000014818	Mola_mola
ENSCPRP00005010058	ENSCPRG00005007173	Crocodylus_porosus
ENSCGOP00000028619	ENSCGOG00000013404	Cottoperca_gobio
ENSPANP00000016209	ENSPANG00000020034	Papio_anubis
ENSACIP00000030255	ENSACIG00000023412	Amphilophus_citrinellus
ENSBSLP00000020351	ENSBSLG00000010414	Betta_splendens
ENSODEP00000014576	ENSODEG00000010785	Octodon_degus
ENSHCOP00000019321	ENSHCOG00000005304	Hippocampus_comes
ENSGMOP00000004524	ENSGMOG00000004277	Gadus_morhua
ENSPFOP00000012646	ENSPFOG00000012646	Poecilia_formosa
ENSATEP00000015003	ENSATEG00000010452	Anabas_testudineus
ENSCLAP00000022674	ENSCLAG00000015545	Chinchilla_lanigera
ENSBSLP00000042490	ENSBSLG00000020410	Betta_splendens
ENSCATP00000022398	ENSCATG00000034827	Cercocebus_atys
ENSSLDP00000006187	ENSSLDG00000004930	Seriola_lalandi_dorsalis
ENSPNAP00000021728	ENSPNAG00000028897	Pygocentrus_nattereri
ENSIPUP00000020705	ENSIPUG00000014037	Ictalurus_punctatus
ENSMALP00000003461	ENSMALG00000002533	Monopterus_albus
ENSBTAP00000019543	ENSBTAG00000050098	Bos_taurus
ENSATEP00000007902	ENSATEG00000005531	Anabas_testudineus
ENSACAP00000008194	ENSACAG00000008380	Anolis_carolinensis
ENSPPAP00000040566	ENSPPAG00000042927	Pan_paniscus
ENSFALP00000000981	ENSFALG00000000942	Ficedula_albicollis
ENSSLDP00000013805	ENSSLDG00000011009	Seriola_lalandi_dorsalis
ENSMZEP00005006072	ENSMZEG00005004730	Maylandia_zebra
ENSBMUP00000014162	ENSBMUG00000010779	Bos_mutus
ENSDCDP00000014148	ENSDCDG00000010417	Denticeps_clupeoides
ENSEASP00005005719	ENSEASG00005004221	Equus_asinus_asinus
ENSHHUP00000029201	ENSHHUG00000018574	Hucho_hucho
ENSPPYP00000009726	ENSPPYG00000008659	Pongo_abelii
ENSCABP00000011842	ENSCABG00000008840	Chelonoidis_abingdonii
ENSRROP00000034645	ENSRROG00000040868	Rhinopithecus_roxellana
ENSXMAP00000008312	ENSXMAG00000008291	Xiphophorus_maculatus
ENSMUNP00000006723	ENSMUNG00000005400	Melopsittacus_undulatus
ENSPLAP00000011228	ENSPLAG00000014285	Poecilia_latipinna
ENSCPBP00000040771	ENSCPBG00000028003	Chrysemys_picta_bellii
ENSPNYP00000010441	ENSPNYG00000007724	Pundamilia_nyererei
ENSELUP00000007089	ENSELUG00000007915	Esox_lucius
ENSLSDP00000008681	ENSLSDG00000006482	Lonchura_striata_domestica
ENSCPGP00000014150	ENSCPGG00000010013	Calidris_pygmaea
ENSFHEP00000010107	ENSFHEG00000000906	Fundulus_heteroclitus
ENSFHEP00000028876	ENSFHEG00000013262	Fundulus_heteroclitus
ENSGALP00000003020	ENSGALG00000001955	Gallus_gallus
ENSGWIP00000010829	ENSGWIG00000006352	Gouania_willdenowi
ENSDCDP00000052236	ENSDCDG00000031542	Denticeps_clupeoides	ENSDCDT00000064027
ENSSPAP00000022120	ENSSPAG00000016553	Stegastes_partitus
ENSSBOP00000028546	ENSSBOG00000030647	Saimiri_boliviensis_boliviensis
ENSBIXP00005001195	ENSBIXG00005029407	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSXETP00000023153	ENSXETG00000005295	Xenopus_tropicalis
ENSMAMP00000013017	ENSMAMG00000008828	Mastacembelus_armatus
ENSBIXP00005001191	ENSBIXG00005029415	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSACLP00000005145	ENSACLG00000003454	Astatotilapia_calliptera
ENSPCOP00000016424	ENSPCOG00000019983	Propithecus_coquereli
ENSEEUP00000013367	ENSEEUG00000014657	Erinaceus_europaeus
ENSDNVP00000017784	ENSDNVG00000012432	Dromaius_novaehollandiae
ENSMZEP00005001228	ENSMZEG00005001038	Maylandia_zebra
ENSMNEP00000039970	ENSMNEG00000042911	Macaca_nemestrina
ENSMLEP00000016959	ENSMLEG00000032684	Mandrillus_leucophaeus
ENSAHAP00000007224	ENSAHAG00000005433	Apteryx_haastii
ENSAMXP00000047809	ENSAMXG00000031438	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMUSP00000122895	ENSMUSG00000020804	Mus_musculus_strain_reference_(CL57BL6)
ENSORLP00020017220	ENSORLG00020018242	Oryzias_latipes_ASM223471v1
ENSPTEP00000040136	ENSPTEG00000037024	Piliocolobus_tephrosceles
ENSGACP00000025480	ENSGACG00000019276	Gasterosteus_aculeatus
ENSAPOP00000015005	ENSAPOG00000017940	Acanthochromis_polyacanthus
ENSGAFP00000026543	ENSGAFG00000017922	Gambusia_affinis
ENSPRNP00000003719	ENSPRNG00000002208	Parambassis_ranga
ENSKMAP00000017445	ENSKMAG00000013015	Kryptolebias_marmoratus
ENSXMAP00000037201	ENSXMAG00000006015	Xiphophorus_maculatus
ENSEEEP00000002051	ENSEEEG00000001267	Electrophorus_electricus
ENSPLAP00000001401	ENSPLAG00000002440	Poecilia_latipinna
ENSECAP00000019983	ENSECAG00000022577	Equus_caballus
ENSHBUP00000022661	ENSHBUG00000003032	Haplochromis_burtoni
ENSPREP00000011388	ENSPREG00000007771	Poecilia_reticulata
ENSMOCP00000019139	ENSMOCG00000017216	Microtus_ochrogaster
ENSECRP00000028302	ENSECRG00000018937	Erpetoichthys_calabaricus
ENSGMOP00000011553	ENSGMOG00000010804	Gadus_morhua
MGP_PahariEiJ_P0037906	MGP_PahariEiJ_G0018577	Mus_pahari_strain_PAHARI_EIJ
ENSNLEP00000002977	ENSNLEG00000002451	Nomascus_leucogenys
ENSCSEP00000012821	ENSCSEG00000008294	Cynoglossus_semilaevis
ENSTRUP00000029446	ENSTRUG00000011652	Takifugu_rubripes
ENSFHEP00000022349	ENSFHEG00000002662	Fundulus_heteroclitus
ENSPRNP00000004617	ENSPRNG00000002585	Parambassis_ranga
ENSHHUP00000057692	ENSHHUG00000034352	Hucho_hucho
ENSONIP00000001811	ENSONIG00000001439	Oreochromis_niloticus
ENSPTRP00000016459	ENSPTRG00000009682	Pan_troglodytes
ENSSMAP00000028735	ENSSMAG00000017595	Scophthalmus_maximus
ENSACLP00000026637	ENSACLG00000017922	Astatotilapia_calliptera
ENSPREP00000029413	ENSPREG00000019913	Poecilia_reticulata
ENSPFOP00000010335	ENSPFOG00000010360	Poecilia_formosa
ENSORLP00015017095	ENSORLG00015018134	Oryzias_latipes_ASM223469v1
ENSCJPP00005026626	ENSCJPG00005020712	Coturnix_japonica
ENSORLP00000028585	ENSORLG00000000725	Oryzias_latipes_ASM223467v1
ENSBSLP00000006387	ENSBSLG00000003223	Betta_splendens
ENSNPEP00000019256	ENSNPEG00000014355	Nothoprocta_perdicaria
ENSHCOP00000015266	ENSHCOG00000018838	Hippocampus_comes
ENSEEEP00000007292	ENSEEEG00000003837	Electrophorus_electricus
ENSNGAP00000025695	ENSNGAG00000023565	Nannospalax_galili
ENSKMAP00000015630	ENSKMAG00000011695	Kryptolebias_marmoratus
ENSMODP00000011564	ENSMODG00000009260	Monodelphis_domestica
ENSSDUP00000026585	ENSSDUG00000019281	Seriola_dumerili
ENSOMEP00000007129	ENSOMEG00000008215	Oryzias_melastigma
ENSRNOP00000015221	ENSRNOG00000011182	Rattus_norvegicus
ENSSHAP00000019082	ENSSHAG00000016200	Sarcophilus_harrisii
ENSPPRP00000012322	ENSPPRG00000005892	Panthera_pardus
ENSJJAP00000010489	ENSJJAG00000014079	Jaculus_jaculus
ENSDCDP00000054050	ENSDCDG00000032285	Denticeps_clupeoides
ENSCMIP00000024764	ENSCMIG00000010943	Callorhinchus_milii
ENSUAMP00000019451	ENSUAMG00000015379	Ursus_americanus
ENSPFOP00000003576	ENSPFOG00000003689	Poecilia_formosa
ENSBBBP00000011911	ENSBBBG00000019798	Bison_bison_bison
ENSHBUP00000002429	ENSHBUG00000003874	Haplochromis_burtoni
ENSAPLP00000001997	ENSAPLG00000002567	Anas_platyrhynchos_platyrhynchos
ENSKMAP00000025048	ENSKMAG00000018400	Kryptolebias_marmoratus
ENSSMRP00000030189	ENSSMRG00000023158	Salvator_merianae
ENSAMXP00005011597	ENSAMXG00005006363	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPVIP00000012171	ENSPVIG00000009510	Pogona_vitticeps
ENSCVAP00000013194	ENSCVAG00000015658	Cyprinodon_variegatus
ENSCCNP00000019155	ENSCCNG00000019298	Castor_canadensis
ENSDARP00000002650	ENSDARG00000079802	Danio_rerio
ENSONIP00000010440	ENSONIG00000008298	Oreochromis_niloticus
ENSSCAP00000003927	ENSSCAG00000003241	Serinus_canaria
ENSLCRP00005020097	ENSLCRG00005008192	Larimichthys_crocea
ENSLOCP00000009299	ENSLOCG00000007662	Lepisosteus_oculatus
ENSCSEP00000011790	ENSCSEG00000007429	Cynoglossus_semilaevis
ENSMALP00000029921	ENSMALG00000020705	Monopterus_albus
ENSCHAP00000032782	ENSCHAG00000015652	Clupea_harengus
ENSPMEP00000019447	ENSPMEG00000022454	Poecilia_mexicana
ENSSLDP00000031365	ENSSLDG00000024105	Seriola_lalandi_dorsalis
ENSHGLP00000009307	ENSHGLG00000006672	Heterocephalus_glaber_HetGla_female_1.0
ENSLCAP00010044202	ENSLCAG00010020550	Lates_calcarifer
ENSMPUP00000013382	ENSMPUG00000013484	Mustela_putorius_furo
ENSMVIP00005027285	ENSMVIG00005019038	Manacus_vitellinus
ENSPREP00000022993	ENSPREG00000015522	Poecilia_reticulata
ENSVVUP00000020576	ENSVVUG00000015150	Vulpes_vulpes
ENSLCOP00000004268	ENSLCOG00000003244	Lepidothrix_coronata
ENSPFOP00000010462	ENSPFOG00000010492	Poecilia_formosa
ENSHHUP00000013973	ENSHHUG00000008589	Hucho_hucho
ENSARWP00000008267	ENSARWG00000005791	Apteryx_rowi
ENSORLP00015032583	ENSORLG00015017488	Oryzias_latipes_ASM223469v1
ENSOGAP00000020520	ENSOGAG00000029973	Otolemur_garnettii
ENSTRUP00000044871	ENSTRUG00000017502	Takifugu_rubripes
ENSDORP00000025994	ENSDORG00000010586	Dipodomys_ordii
ENSAPOP00000016020	ENSAPOG00000019092	Acanthochromis_polyacanthus
ENSBMUP00000014127	ENSBMUG00000010753	Bos_mutus
ENSHGLP00100022323	ENSHGLG00100016426	Heterocephalus_glaber_HetGla_1.0
ENSTGEP00000005040	ENSTGEG00000004218	Theropithecus_gelada
ENSFDAP00000015870	ENSFDAG00000004027	Fukomys_damarensis
ENSCHIP00000017360	ENSCHIG00000017245	Capra_hircus
ENSPKIP00000024192	ENSPKIG00000007540	Paramormyrops_kingsleyae
ENSBBBP00000024751	ENSBBBG00000019787	Bison_bison_bison
ENSSPUP00000010092	ENSSPUG00000007813	Sphenodon_punctatus
ENSPNYP00000022928	ENSPNYG00000017306	Pundamilia_nyererei
ENSSMAP00000006551	ENSSMAG00000004040	Scophthalmus_maximus
ENSAPEP00000016181	ENSAPEG00000011550	Amphiprion_percula
ENSCGRP00000018175	ENSCGRG00000013223	Cricetulus_griseus_CriGri_1.0
ENSACIP00000009291	ENSACIG00000007287	Amphilophus_citrinellus
ENSLCAP00010005348	ENSLCAG00010002685	Lates_calcarifer
ENSAPEP00000020479	ENSAPEG00000014635	Amphiprion_percula
ENSAPEP00000003427	ENSAPEG00000002471	Amphiprion_percula
ENSUPAP00010000809	ENSUPAG00010000680	Urocitellus_parryii
ENSSFOP00015007188	ENSSFOG00015004736	Scleropages_formosus
ENSOARP00000007612	ENSOARG00000007101	Ovis_aries
ENSNBRP00000001585	ENSNBRG00000001300	Neolamprologus_brichardi
ENSCMIP00000008164	ENSCMIG00000004400	Callorhinchus_milii
ENSCGOP00000018218	ENSCGOG00000008726	Cottoperca_gobio
ENSCGRP00015007822	ENSCGRG00015006109	Cricetulus_griseus_CriGri-PICR
ENSBIXP00000007413	ENSBIXG00000001060	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTNIP00000020660	ENSTNIG00000017516	Tetraodon_nigroviridis
ENSMEUP00000011286	ENSMEUG00000012383	Notamacropus_eugenii
ENSORLP00020023911	ENSORLG00020005020	Oryzias_latipes_ASM223471v1
ENSXCOP00000014674	ENSXCOG00000011140	Xiphophorus_couchianus
ENSGGOP00000015091	ENSGGOG00000015473	Gorilla_gorilla
ENSNBRP00000019344	ENSNBRG00000014693	Neolamprologus_brichardi
ENSNSUP00000021623	ENSNSUG00000015709	Notechis_scutatus
ENSPMGP00000012613	ENSPMGG00000009929	Periophthalmus_magnuspinnatus
ENSTRUP00000024942	ENSTRUG00000009927	Takifugu_rubripes
ENSABRP00000022333	ENSABRG00000018925	Anser_brachyrhynchus
ENSCANP00000025833	ENSCANG00000036348	Colobus_angolensis_palliatus
ENSSDUP00000026314	ENSSDUG00000019079	Seriola_dumerili
ENSORLP00000038230	ENSORLG00000024519	Oryzias_latipes_ASM223467v1
ENSTNIP00000006942	ENSTNIG00000004312	Tetraodon_nigroviridis
MGP_CAROLIEiJ_P0031181	MGP_CAROLIEiJ_G0017448	Mus_caroli_strain_CAROLI_EIJ
ENSRBIP00000040530	ENSRBIG00000043675	Rhinopithecus_bieti
ENSOMEP00000027117	ENSOMEG00000009387	Oryzias_melastigma
ENSCHIP00000023852	ENSCHIG00000021269	Capra_hircus
ENSPMEP00000031821	ENSPMEG00000019206	Poecilia_mexicana
ENSCGOP00000052392	ENSCGOG00000023071	Cottoperca_gobio
ENSMMOP00000020991	ENSMMOG00000015957	Mola_mola
ENSAOCP00000006860	ENSAOCG00000010555	Amphiprion_ocellaris
ENSCAPP00000004954	ENSCAPG00000007386	Cavia_aperea
ENSSFOP00015006358	ENSSFOG00015003874	Scleropages_formosus
ENSONIP00000022987	ENSONIG00000018253	Oreochromis_niloticus
ENSGAFP00000025779	ENSGAFG00000017397	Gambusia_affinis
ENSLCRP00005045703	ENSLCRG00005017447	Larimichthys_crocea
ENSHBUP00000019819	ENSHBUG00000022036	Haplochromis_burtoni
ENSSDAP00000012973	ENSSDAG00000011691	Spermophilus_dauricus
ENSTNIP00000021755	ENSTNIG00000018581	Tetraodon_nigroviridis
ENSECRP00000025526	ENSECRG00000017087	Erpetoichthys_calabaricus
ENSSSCP00000051174	ENSSSCG00000017176	Sus_scrofa_strain_reference
ENSLBEP00000017149	ENSLBEG00000013223	Labrus_bergylta
ENSOMEP00000021772	ENSOMEG00000023976	Oryzias_melastigma
ENSFCAP00000005061	ENSFCAG00000005458	Felis_catus
ENSMAUP00000025825	ENSMAUG00000022225	Mesocricetus_auratus
ENSMALP00000032799	ENSMALG00000022558	Monopterus_albus
ENSCVAP00000029895	ENSCVAG00000018026	Cyprinodon_variegatus
ENSPEMP00000031943	ENSPEMG00000025889	Peromyscus_maniculatus_bairdii
ENSAOWP00000016874	ENSAOWG00000011520	Apteryx_owenii
ENSHHUP00000086455	ENSHHUG00000050020	Hucho_hucho
ENSORLP00000006487	ENSORLG00000005149	Oryzias_latipes_ASM223467v1
ENSNBRP00000003243	ENSNBRG00000002600	Neolamprologus_brichardi
ENSPLAP00000009651	ENSPLAG00000012462	Poecilia_latipinna
ENSGACP00000009361	ENSGACG00000007070	Gasterosteus_aculeatus
ENSGACP00000018428	ENSGACG00000013957	Gasterosteus_aculeatus
ENSPLAP00000000771	ENSPLAG00000001667	Poecilia_latipinna
ENSHHUP00000086711	ENSHHUG00000050155	Hucho_hucho
ENSLAFP00000000912	ENSLAFG00000001085	Loxodonta_africana
ENSNVIP00000016224	ENSNVIG00000012715	Neovison_vison
ENSMAMP00000004527	ENSMAMG00000003071	Mastacembelus_armatus
ENSDARP00000053125	ENSDARG00000036567	Danio_rerio
ENSSPAP00000018986	ENSSPAG00000014325	Stegastes_partitus
ENSCGRP00001003239	ENSCGRG00001003875	Cricetulus_griseus_CHOK1GS_HDv1
ENSMMUP00000024958	ENSMMUG00000018970	Macaca_mulatta
ENSTTRP00000015091	ENSTTRG00000015925	Tursiops_truncatus
ENSCJAP00000024946	ENSCJAG00000013563	Callithrix_jacchus
ENSPNAP00000006178	ENSPNAG00000002167	Pygocentrus_nattereri
ENSFHEP00000028885	ENSFHEG00000000303	Fundulus_heteroclitus
ENSMGAP00000003996	ENSMGAG00000004215	Meleagris_gallopavo
ENSMZEP00005030076	ENSMZEG00005022150	Maylandia_zebra
ENSCSEP00000033014	ENSCSEG00000021193	Cynoglossus_semilaevis
ENSACLP00000010422	ENSACLG00000006366	Astatotilapia_calliptera
ENSOPRP00000007315	ENSOPRG00000008002	Ochotona_princeps
ENSANAP00000039099	ENSANAG00000036976	Aotus_nancymaae
ENSCHAP00000004541	ENSCHAG00000003003	Clupea_harengus
ENSMUGP00000003052	ENSMUGG00000002875	Meriones_unguiculatus
ENSCCEP00000011301	ENSCCEG00000011096	Cyanistes_caeruleus
YDR071C_mRNA	YDR071C	Saccharomyces_cerevisiae_strain_S288C
