ENSABRP00000024943	ENSABRG00000020923	Anser_brachyrhynchus
ENSVPAP00000011433	ENSVPAG00000012300	Vicugna_pacos
ENSCAFP00000000215	ENSCAFG00000000149	Canis_lupus_familiaris
ENSCAFP00020027519	ENSCAFG00020021613	Canis_lupus_dingo
ENSMPUP00000008875	ENSMPUG00000008945	Mustela_putorius_furo
ENSUMAP00000004256	ENSUMAG00000003451	Ursus_maritimus
ENSAMEP00000018154	ENSAMEG00000017188	Ailuropoda_melanoleuca
ENSPTIP00000006834	ENSPTIG00000008640	Panthera_tigris_altaica
ENSPPRP00000009608	ENSPPRG00000004011	Panthera_pardus
ENSFCAP00000043781	ENSFCAG00000028138	Felis_catus
ENSECAP00000023272	ENSECAG00000011476	Equus_caballus
ENSVVUP00000020119	ENSVVUG00000014848	Vulpes_vulpes
ENSEEUP00000006107	ENSEEUG00000006712	Erinaceus_europaeus
ENSSARP00000007816	ENSSARG00000008650	Sorex_araneus
ENSOANP00000027721	ENSOANG00000021753	Ornithorhynchus_anatinus
ENSXETP00000035895	ENSXETG00000013877	Xenopus_tropicalis
ENSLOCP00000004039	ENSLOCG00000003412	Lepisosteus_oculatus
ENSPKIP00000009602	ENSPKIG00000024651	Paramormyrops_kingsleyae
ENSECRP00000006111	ENSECRG00000004077	Erpetoichthys_calabaricus
