FBpp0304269	FBgn0033570	Drosophila_melanogaster	FBtr0331936
Y57G11C.12.1	WBGene00013308	Caenorhabditis_elegans_strain_N2	Y57G11C.12.1
ENSTGUP00000010010	ENSTGUG00000009699	Taeniopygia_guttata
ENSGAGP00000035319	ENSGAGG00000025106	Gopherus_agassizii
ENSCPBP00000008264	ENSCPBG00000006468	Chrysemys_picta_bellii
ENSCPRP00005027555	ENSCPRG00005019089	Crocodylus_porosus
ENSPCIP00000030637	ENSPCIG00000022790	Phascolarctos_cinereus
ENSPCIP00000053222	ENSPCIG00000030738	Phascolarctos_cinereus
ENSVURP00010001528	ENSVURG00010001290	Vombatus_ursinus
ENSMEUP00000000435	ENSMEUG00000000478	Notamacropus_eugenii
ENSSHAP00000014901	ENSSHAG00000012713	Sarcophilus_harrisii
ENSMODP00000008717	ENSMODG00000007030	Monodelphis_domestica
ENSEEUP00000003721	ENSEEUG00000004117	Erinaceus_europaeus
ENSSARP00000003437	ENSSARG00000003814	Sorex_araneus
ENSDORP00000008197	ENSDORG00000008733	Dipodomys_ordii
ENSOPRP00000007943	ENSOPRG00000008687	Ochotona_princeps
ENSTBEP00000009400	ENSTBEG00000010886	Tupaia_belangeri
ENSMUSP00000023085	ENSMUSG00000022450	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0039205	MGP_CAROLIEiJ_G0020083	Mus_caroli_strain_CAROLI_EIJ
MGP_SPRETEiJ_P0041011	MGP_SPRETEiJ_G0020983	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0042554	MGP_PahariEiJ_G0020085	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000011484	ENSRNOG00000008569	Rattus_norvegicus
ENSMUGP00000021403	ENSMUGG00000018018	Meriones_unguiculatus
ENSCGRP00000014851	ENSCGRG00000010762	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001023017	ENSCGRG00001021387	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015008487	ENSCGRG00015006585	Cricetulus_griseus_CriGri-PICR
ENSMOCP00000015430	ENSMOCG00000014629	Microtus_ochrogaster
ENSPEMP00000015314	ENSPEMG00000014882	Peromyscus_maniculatus_bairdii
ENSNGAP00000006591	ENSNGAG00000009851	Nannospalax_galili
ENSJJAP00000018939	ENSJJAG00000020053	Jaculus_jaculus
ENSCCNP00000030339	ENSCCNG00000029049	Castor_canadensis
ENSCCNP00000029421	ENSCCNG00000028212	Castor_canadensis
ENSCPOP00000013088	ENSCPOG00000014525	Cavia_porcellus
ENSCAPP00000010338	ENSCAPG00000011625	Cavia_aperea
ENSCLAP00000023734	ENSCLAG00000016285	Chinchilla_lanigera
ENSFDAP00000021544	ENSFDAG00000007625	Fukomys_damarensis
ENSFDAP00000014899	ENSFDAG00000002431	Fukomys_damarensis
ENSHGLP00000007662	ENSHGLG00000005557	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100015885	ENSHGLG00100011733	Heterocephalus_glaber_HetGla_1.0
ENSODEP00000020721	ENSODEG00000015286	Octodon_degus
ENSODEP00000009164	ENSODEG00000006847	Octodon_degus
ENSPCOP00000031729	ENSPCOG00000028640	Propithecus_coquereli
ENSPCOP00000011338	ENSPCOG00000017189	Propithecus_coquereli
ENSPANP00000034377	ENSPANG00000034416	Papio_anubis
ENSOCUP00000013261	ENSOCUG00000015446	Oryctolagus_cuniculus
ENSCCAP00000017231	ENSCCAG00000026426	Cebus_capucinus_imitator
ENSSBOP00000011141	ENSSBOG00000022395	Saimiri_boliviensis_boliviensis
ENSCCAP00000038211	ENSCCAG00000036946	Cebus_capucinus_imitator
ENSSBOP00000008850	ENSSBOG00000021327	Saimiri_boliviensis_boliviensis
ENSCJAP00000062805	ENSCJAG00000040755	Callithrix_jacchus
ENSANAP00000035215	ENSANAG00000035163	Aotus_nancymaae
ENSRROP00000014490	ENSRROG00000031451	Rhinopithecus_roxellana
ENSRBIP00000038951	ENSRBIG00000042951	Rhinopithecus_bieti
ENSMMUP00000017157	ENSMMUG00000013060	Macaca_mulatta
ENSMFAP00000041963	ENSMFAG00000039783	Macaca_fascicularis
ENSMNEP00000020223	ENSMNEG00000033937	Macaca_nemestrina
ENSTGEP00000008104	ENSTGEG00000006627	Theropithecus_gelada
ENSCATP00000019235	ENSCATG00000033405	Cercocebus_atys
ENSCSAP00000002010	ENSCSAG00000005702	Chlorocebus_sabaeus
ENSMLEP00000037835	ENSMLEG00000042993	Mandrillus_leucophaeus
ENSPANP00000013443	ENSPANG00000006974	Papio_anubis
ENSPTEP00000024745	ENSPTEG00000025167	Piliocolobus_tephrosceles
ENSCANP00000024011	ENSCANG00000035405	Colobus_angolensis_palliatus
ENSMNEP00000010588	ENSMNEG00000029703	Macaca_nemestrina
ENSMFAP00000016096	ENSMFAG00000031245	Macaca_fascicularis
ENSTGEP00000012104	ENSTGEG00000009870	Theropithecus_gelada
ENSMLEP00000040889	ENSMLEG00000044462	Mandrillus_leucophaeus
ENSCATP00000018715	ENSCATG00000033176	Cercocebus_atys
ENSPPAP00000028361	ENSPPAG00000037220	Pan_paniscus
ENSPTRP00000058761	ENSPTRG00000014449	Pan_troglodytes
ENSP00000482543	ENSG00000184983	Homo_sapiens
ENSGGOP00000007730	ENSGGOG00000007905	Gorilla_gorilla
ENSPPYP00000013269	ENSPPYG00000011891	Pongo_abelii
ENSNLEP00000019172	ENSNLEG00000015817	Nomascus_leucogenys
ENSTSYP00000004449	ENSTSYG00000004861	Carlito_syrichta
ENSPCOP00000031842	ENSPCOG00000028700	Propithecus_coquereli
ENSMICP00000011498	ENSMICG00000012633	Microcebus_murinus
ENSPSMP00000037668	ENSPSMG00000025868	Prolemur_simus
ENSOGAP00000013226	ENSOGAG00000014762	Otolemur_garnettii
ENSSTOP00000014050	ENSSTOG00000015696	Ictidomys_tridecemlineatus
ENSMMMP00000003507	ENSMMMG00000003211	Marmota_marmota_marmota
ENSUPAP00010024543	ENSUPAG00010019453	Urocitellus_parryii
ENSBIXP00005000845	ENSBIXG00005029777	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000030105	ENSBIXG00000011917	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000021526	ENSBMUG00000016216	Bos_mutus
ENSBTAP00000012512	ENSBTAG00000009509	Bos_taurus
ENSBBBP00000025651	ENSBBBG00000020956	Bison_bison_bison
ENSOARP00000020253	ENSOARG00000018854	Ovis_aries
ENSCHIP00000011754	ENSCHIG00000013801	Capra_hircus
ENSTTRP00000016461	ENSTTRG00000017371	Tursiops_truncatus
ENSVPAP00000011096	ENSVPAG00000011927	Vicugna_pacos
ENSSSCP00000000049	ENSSSCG00000000045	Sus_scrofa_strain_reference
ENSECAP00000019918	ENSECAG00000022520	Equus_caballus
ENSEASP00005001153	ENSEASG00005000971	Equus_asinus_asinus
ENSMLUP00000000498	ENSMLUG00000000556	Myotis_lucifugus
ENSPVAP00000001127	ENSPVAG00000001196	Pteropus_vampyrus
ENSUMAP00000028320	ENSUMAG00000020583	Ursus_maritimus
ENSUAMP00000012526	ENSUAMG00000010139	Ursus_americanus
ENSAMEP00000009906	ENSAMEG00000009428	Ailuropoda_melanoleuca
ENSCAFP00000001394	ENSCAFG00000000982	Canis_lupus_familiaris
ENSCAFP00020000826	ENSCAFG00020000814	Canis_lupus_dingo
ENSVVUP00000003204	ENSVVUG00000002468	Vulpes_vulpes
ENSMPUP00000016230	ENSMPUG00000016333	Mustela_putorius_furo
ENSNVIP00000028806	ENSNVIG00000022214	Neovison_vison
ENSPPRP00000005920	ENSPPRG00000001515	Panthera_pardus
ENSPTIP00000017577	ENSPTIG00000015981	Panthera_tigris_altaica
ENSFCAP00000016962	ENSFCAG00000025921	Felis_catus
ENSCHOP00000001185	ENSCHOG00000001337	Choloepus_hoffmanni
ENSCHOP00000002571	ENSCHOG00000002902	Choloepus_hoffmanni
ENSDNOP00000018235	ENSDNOG00000044863	Dasypus_novemcinctus
ENSPCAP00000006024	ENSPCAG00000006502	Procavia_capensis
ENSPCAP00000004272	ENSPCAG00000004570	Procavia_capensis
ENSLAFP00000005774	ENSLAFG00000006872	Loxodonta_africana
ENSETEP00000007148	ENSETEG00000008800	Echinops_telfairi
ENSOANP00000006736	ENSOANG00000004240	Ornithorhynchus_anatinus
ENSLACP00000005081	ENSLACG00000004520	Latimeria_chalumnae
ENSLOCP00000014666	ENSLOCG00000011929	Lepisosteus_oculatus
ENSSFOP00015019408	ENSSFOG00015012492	Scleropages_formosus
ENSPKIP00000023856	ENSPKIG00000007330	Paramormyrops_kingsleyae
ENSAMXP00005008635	ENSAMXG00005005009	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000030049	ENSAMXG00000040592	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000016906	ENSPNAG00000023087	Pygocentrus_nattereri
ENSEEEP00000020725	ENSEEEG00000010115	Electrophorus_electricus
ENSDCDP00000040287	ENSDCDG00000026539	Denticeps_clupeoides
ENSCHAP00000019417	ENSCHAG00000009924	Clupea_harengus
ENSDARP00000055429	ENSDARG00000038028	Danio_rerio
ENSHHUP00000062702	ENSHHUG00000037037	Hucho_hucho
ENSHHUP00000058679	ENSHHUG00000034902	Hucho_hucho
ENSELUP00000008267	ENSELUG00000008949	Esox_lucius
ENSGMOP00000006653	ENSGMOG00000006274	Gadus_morhua
ENSPMGP00000011550	ENSPMGG00000009495	Periophthalmus_magnuspinnatus
ENSCSEP00000011111	ENSCSEG00000007102	Cynoglossus_semilaevis
ENSHCOP00000004414	ENSHCOG00000005920	Hippocampus_comes
ENSPFOP00000000752	ENSPFOG00000000781	Poecilia_formosa
ENSPMEP00000015750	ENSPMEG00000018313	Poecilia_mexicana
ENSPLAP00000021686	ENSPLAG00000005616	Poecilia_latipinna
ENSPREP00000024483	ENSPREG00000016546	Poecilia_reticulata
ENSXMAP00000006158	ENSXMAG00000006143	Xiphophorus_maculatus
ENSXCOP00000021302	ENSXCOG00000015944	Xiphophorus_couchianus
ENSGAFP00000025952	ENSGAFG00000017514	Gambusia_affinis
ENSCVAP00000003235	ENSCVAG00000004404	Cyprinodon_variegatus
ENSFHEP00000024394	ENSFHEG00000005922	Fundulus_heteroclitus
ENSORLP00015017303	ENSORLG00015018331	Oryzias_latipes_ASM223469v1
ENSORLP00000018463	ENSORLG00000014731	Oryzias_latipes_ASM223467v1
ENSORLP00020005396	ENSORLG00020006195	Oryzias_latipes_ASM223471v1
ENSOMEP00000025655	ENSOMEG00000007021	Oryzias_melastigma
ENSPRNP00000023726	ENSPRNG00000012103	Parambassis_ranga
ENSTNIP00000013768	ENSTNIG00000010838	Tetraodon_nigroviridis
ENSTRUP00000017907	ENSTRUG00000007261	Takifugu_rubripes
ENSLBEP00000009558	ENSLBEG00000007324	Labrus_bergylta
ENSLBEP00000010795	ENSLBEG00000008265	Labrus_bergylta
ENSSLDP00000032303	ENSSLDG00000024789	Seriola_lalandi_dorsalis
ENSSLDP00000014157	ENSSLDG00000011301	Seriola_lalandi_dorsalis
ENSSDUP00000023134	ENSSDUG00000016818	Seriola_dumerili
ENSLCAP00010026469	ENSLCAG00010012375	Lates_calcarifer
ENSSMAP00000007632	ENSSMAG00000004719	Scophthalmus_maximus
ENSGWIP00000009540	ENSGWIG00000005684	Gouania_willdenowi
ENSBSLP00000026329	ENSBSLG00000013079	Betta_splendens
ENSMALP00000002401	ENSMALG00000001800	Monopterus_albus
ENSGACP00000009582	ENSGACG00000007237	Gasterosteus_aculeatus
ENSMMOP00000006394	ENSMMOG00000005001	Mola_mola
ENSAOCP00000001234	ENSAOCG00000004177	Amphiprion_ocellaris
ENSAPEP00000018951	ENSAPEG00000013536	Amphiprion_percula
ENSAPOP00000004656	ENSAPOG00000006256	Acanthochromis_polyacanthus
ENSSPAP00000009617	ENSSPAG00000007334	Stegastes_partitus
ENSHBUP00000019652	ENSHBUG00000000676	Haplochromis_burtoni
ENSPNYP00000026907	ENSPNYG00000020298	Pundamilia_nyererei
ENSACLP00000024524	ENSACLG00000016559	Astatotilapia_calliptera
ENSMZEP00005006838	ENSMZEG00005005262	Maylandia_zebra
ENSNBRP00000002471	ENSNBRG00000001991	Neolamprologus_brichardi
ENSONIP00000010524	ENSONIG00000008371	Oreochromis_niloticus
ENSACIP00000029894	ENSACIG00000023143	Amphilophus_citrinellus
ENSLCRP00005003505	ENSLCRG00005001846	Larimichthys_crocea
ENSMAMP00000012173	ENSMAMG00000008243	Mastacembelus_armatus
ENSATEP00000013723	ENSATEG00000009584	Anabas_testudineus
ENSKMAP00000018775	ENSKMAG00000013923	Kryptolebias_marmoratus
ENSCGOP00000014252	ENSCGOG00000006949	Cottoperca_gobio
ENSIPUP00000000918	ENSIPUG00000000656	Ictalurus_punctatus
ENSECRP00000029527	ENSECRG00000020023	Erpetoichthys_calabaricus
ENSXETP00000008049	ENSXETG00000007417	Xenopus_tropicalis
ENSEBUP00000024228	ENSEBUG00000014927	Eptatretus_burgeri	ENSEBUT00000024804
ENSEBUP00000021910	ENSEBUG00000013520	Eptatretus_burgeri	ENSEBUT00000022486
ENSPMAP00000003398	ENSPMAG00000003122	Petromyzon_marinus	ENSPMAT00000003413
ENSCINP00000030339	ENSCING00000023466	Ciona_intestinalis
ENSCSAVP00000002475	ENSCSAVG00000001466	Ciona_savignyi
