ENSPTRP00000080617	ENSPTRG00000023231	Pan_troglodytes
ENSXCOP00000003275	ENSXCOG00000002575	Xiphophorus_couchianus
ENSAMEP00000017311	ENSAMEG00000016362	Ailuropoda_melanoleuca
ENSPMJP00000000031	ENSPMJG00000000060	Parus_major	ENSPMJT00000000063
ENSOCUP00000023582	ENSOCUG00000010088	Oryctolagus_cuniculus
ENSECAP00000047016	ENSECAG00000020625	Equus_caballus
ENSMFAP00000038518	ENSMFAG00000038577	Macaca_fascicularis
ENSACLP00000038931	ENSACLG00000026278	Astatotilapia_calliptera
ENSACAP00000010145	ENSACAG00000010288	Anolis_carolinensis
ENSPRNP00000026166	ENSPRNG00000013162	Parambassis_ranga
ENSTTRP00000009246	ENSTTRG00000009741	Tursiops_truncatus
ENSTBEP00000006520	ENSTBEG00000007523	Tupaia_belangeri
ENSPFOP00000012761	ENSPFOG00000012267	Poecilia_formosa
ENSLAFP00000008504	ENSLAFG00000010144	Loxodonta_africana
ENSCCNP00000009254	ENSCCNG00000009777	Castor_canadensis
ENSGGOP00000003475	ENSGGOG00000003531	Gorilla_gorilla
ENSSCAP00000006602	ENSSCAG00000005116	Serinus_canaria
ENSAOCP00000024442	ENSAOCG00000011310	Amphiprion_ocellaris
ENSUPAP00010029013	ENSUPAG00010022881	Urocitellus_parryii
ENSCATP00000043934	ENSCATG00000044467	Cercocebus_atys
ENSODEP00000025012	ENSODEG00000018300	Octodon_degus
ENSJHYP00000004123	ENSJHYG00000003411	Junco_hyemalis	ENSJHYT00000005089
ENSMMMP00000018191	ENSMMMG00000016146	Marmota_marmota_marmota
ENSPCOP00000025490	ENSPCOG00000024971	Propithecus_coquereli
ENSSHAP00000017822	ENSSHAG00000015131	Sarcophilus_harrisii
ENSFDAP00000001270	ENSFDAG00000011291	Fukomys_damarensis
ENSMAUP00000020951	ENSMAUG00000018826	Mesocricetus_auratus
ENSMVIP00005025939	ENSMVIG00005018103	Manacus_vitellinus
ENSOMEP00000000684	ENSOMEG00000001585	Oryzias_melastigma
ENSSTOP00000001826	ENSSTOG00000002048	Ictidomys_tridecemlineatus
ENSOANP00000023946	ENSOANG00000015207	Ornithorhynchus_anatinus
ENSCPRP00005024423	ENSCPRG00005016989	Crocodylus_porosus
ENSMUSP00000108771	ENSMUSG00000030269	Mus_musculus_strain_reference_(CL57BL6)
ENSABRP00000016948	ENSABRG00000014446	Anser_brachyrhynchus
ENSECRP00000032510	ENSECRG00000022011	Erpetoichthys_calabaricus
ENSTNIP00000005727	ENSTNIG00000003153	Tetraodon_nigroviridis
ENSPMEP00000013546	ENSPMEG00000015868	Poecilia_mexicana
ENSMPUP00000016962	ENSMPUG00000017070	Mustela_putorius_furo
ENSSMAP00000006821	ENSSMAG00000004185	Scophthalmus_maximus
ENSGACP00000015008	ENSGACG00000011347	Gasterosteus_aculeatus
ENSORLP00015001406	ENSORLG00015002035	Oryzias_latipes_ASM223469v1
ENSMODP00000055714	ENSMODG00000004830	Monodelphis_domestica
ENSP00000296003	ENSG00000163719	Homo_sapiens
ENSSDUP00000011883	ENSSDUG00000008636	Seriola_dumerili
ENSEEUP00000013499	ENSEEUG00000014783	Erinaceus_europaeus
ENSFALP00000013339	ENSFALG00000012764	Ficedula_albicollis
ENSCAFP00020010864	ENSCAFG00020008718	Canis_lupus_dingo
ENSPVIP00000008308	ENSPVIG00000006717	Pogona_vitticeps
FBpp0309188	FBgn0027506	Drosophila_melanogaster
ENSOPRP00000001980	ENSOPRG00000002141	Ochotona_princeps
ENSDARP00000077520	ENSDARG00000059642	Danio_rerio
ENSCGRP00015026316	ENSCGRG00015019925	Cricetulus_griseus_CriGri-PICR
ENSMUNP00000003332	ENSMUNG00000002172	Melopsittacus_undulatus
ENSSPAP00000004477	ENSSPAG00000003429	Stegastes_partitus
ENSNSUP00000020170	ENSNSUG00000014702	Notechis_scutatus
ENSCHIP00000015378	ENSCHIG00000016043	Capra_hircus
ENSAPLP00000006050	ENSAPLG00000006428	Anas_platyrhynchos_platyrhynchos
ENSHHUP00000041804	ENSHHUG00000025790	Hucho_hucho
ENSPPRP00000018603	ENSPPRG00000010211	Panthera_pardus
ENSPEMP00000004763	ENSPEMG00000007108	Peromyscus_maniculatus_bairdii
ENSLACP00000014231	ENSLACG00000012532	Latimeria_chalumnae
ENSPMGP00000004806	ENSPMGG00000004069	Periophthalmus_magnuspinnatus
ENSMAUP00000020812	ENSMAUG00000018733	Mesocricetus_auratus
ENSPANP00000007123	ENSPANG00000023051	Papio_anubis
ENSCSAVP00000002408	ENSCSAVG00000001410	Ciona_savignyi
ENSDORP00000026348	ENSDORG00000011006	Dipodomys_ordii
ENSVPAP00000002655	ENSVPAG00000002870	Vicugna_pacos
ENSBMUP00000015455	ENSBMUG00000011737	Bos_mutus
ENSAOWP00000027396	ENSAOWG00000018371	Apteryx_owenii
ENSMUGP00000008535	ENSMUGG00000007698	Meriones_unguiculatus
ENSPPAP00000040593	ENSPPAG00000042894	Pan_paniscus
