ENSGMOP00000012385	ENSGMOG00000011588	Gadus_morhua
ENSDORP00000005986	ENSDORG00000006395	Dipodomys_ordii
ENSMSIP00000037834	ENSMSIG00000031516	Mus_spicilegus
ENSMUSP00000074658	ENSMUSG00000059430	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0077495	MGP_SPRETEiJ_G0029564	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0074603	MGP_CAROLIEiJ_G0028558	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0050674	MGP_PahariEiJ_G0022293	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000050322	ENSRNOG00000029401	Rattus_norvegicus
ENSMUGP00000013008	ENSMUGG00000011286	Meriones_unguiculatus
ENSCGRP00015016004	ENSCGRG00015012295	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000017893	ENSCGRG00000013012	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001020925	ENSCGRG00001019931	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000022503	ENSMAUG00000019911	Mesocricetus_auratus
ENSMOCP00000023947	ENSMOCG00000020521	Microtus_ochrogaster
ENSNGAP00000018652	ENSNGAG00000018721	Nannospalax_galili
ENSJJAP00000023540	ENSJJAG00000023277	Jaculus_jaculus
ENSCLAP00000018203	ENSCLAG00000012485	Chinchilla_lanigera
ENSODEP00000013983	ENSODEG00000010332	Octodon_degus
ENSCPOP00000032504	ENSCPOG00000030493	Cavia_porcellus
ENSCAPP00000007955	ENSCAPG00000009744	Cavia_aperea
ENSHGLP00100021961	ENSHGLG00100016166	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000017739	ENSHGLG00000012685	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000009216	ENSFDAG00000017262	Fukomys_damarensis
ENSSTOP00000012878	ENSSTOG00000014377	Ictidomys_tridecemlineatus
ENSUPAP00010021754	ENSUPAG00010017302	Urocitellus_parryii
ENSMMMP00000004203	ENSMMMG00000003807	Marmota_marmota_marmota
ENSSDAP00000018841	ENSSDAG00000017182	Spermophilus_dauricus
ENSOPRP00000005279	ENSOPRG00000005748	Ochotona_princeps
ENSOCUP00000003176	ENSOCUG00000003663	Oryctolagus_cuniculus
ENSTBEP00000012833	ENSTBEG00000014800	Tupaia_belangeri
ENSBTAP00000020520	ENSBTAG00000015441	Bos_taurus
ENSBMUP00000016467	ENSBMUG00000012503	Bos_mutus
ENSBBBP00000024727	ENSBBBG00000019783	Bison_bison_bison
ENSCHIP00000005081	ENSCHIG00000009143	Capra_hircus
ENSOARP00000012979	ENSOARG00000012108	Ovis_aries
ENSTTRP00000006801	ENSTTRG00000007186	Tursiops_truncatus
ENSSSCP00000055602	ENSSSCG00000008294	Sus_scrofa_strain_reference
ENSVPAP00000001018	ENSVPAG00000001103	Vicugna_pacos
ENSEASP00005020022	ENSEASG00005013823	Equus_asinus_asinus
ENSMLUP00000000528	ENSMLUG00000000582	Myotis_lucifugus
ENSNVIP00000001998	ENSNVIG00000001614	Neovison_vison
ENSMPUP00000007704	ENSMPUG00000007760	Mustela_putorius_furo
ENSEEUP00000002583	ENSEEUG00000002832	Erinaceus_europaeus
ENSSARP00000011230	ENSSARG00000012435	Sorex_araneus
ENSPVAP00000006880	ENSPVAG00000007293	Pteropus_vampyrus
ENSUMAP00000000781	ENSUMAG00000000842	Ursus_maritimus
ENSUAMP00000023768	ENSUAMG00000018552	Ursus_americanus
ENSAMEP00000018371	ENSAMEG00000017382	Ailuropoda_melanoleuca
ENSNVIP00000002008	ENSNVIG00000001643	Neovison_vison
ENSCAFP00020017194	ENSCAFG00020013771	Canis_lupus_dingo
ENSVVUP00000006092	ENSVVUG00000004752	Vulpes_vulpes
ENSCAFP00000048517	ENSCAFG00000008747	Canis_lupus_familiaris
ENSECAP00000034914	ENSECAG00000018853	Equus_caballus
ENSPTIP00000006448	ENSPTIG00000008364	Panthera_tigris_altaica
ENSPPRP00000016361	ENSPPRG00000008672	Panthera_pardus
ENSFCAP00000011225	ENSFCAG00000012098	Felis_catus
ENSETEP00000005452	ENSETEG00000006715	Echinops_telfairi
ENSPCAP00000014579	ENSPCAG00000015606	Procavia_capensis
ENSLAFP00000010557	ENSLAFG00000012628	Loxodonta_africana
ENSCHOP00000010767	ENSCHOG00000012179	Choloepus_hoffmanni
ENSDNOP00000025628	ENSDNOG00000040869	Dasypus_novemcinctus
ENSFALP00000000281	ENSFALG00000000275	Ficedula_albicollis
ENSPMJP00000021273	ENSPMJG00000015791	Parus_major
ENSLCOP00000002867	ENSLCOG00000002203	Lepidothrix_coronata
ENSCPGP00000022749	ENSCPGG00000015798	Calidris_pygmaea
ENSAOWP00000022488	ENSAOWG00000015196	Apteryx_owenii
ENSJHYP00000000035	ENSJHYG00000000016	Junco_hyemalis
ENSNPEP00000012405	ENSNPEG00000009270	Nothoprocta_perdicaria
ENSNSUP00000004374	ENSNSUG00000003489	Notechis_scutatus
ENSTRUP00000054056	ENSTRUG00000024627	Takifugu_rubripes
ENSHCOP00000019457	ENSHCOG00000004807	Hippocampus_comes
ENSAMXP00005008411	ENSAMXG00005004884	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSMODP00000060199	ENSMODG00000049095	Monodelphis_domestica
ENSPEMP00000016216	ENSPEMG00000015513	Peromyscus_maniculatus_bairdii
ENSPCIP00000031786	ENSPCIG00000023588	Phascolarctos_cinereus
ENSVURP00010031015	ENSVURG00010023717	Vombatus_ursinus
ENSMEUP00000004986	ENSMEUG00000005463	Notamacropus_eugenii
ENSSHAP00000004974	ENSSHAG00000004358	Sarcophilus_harrisii
ENSMODP00000013185	ENSMODG00000010521	Monodelphis_domestica
ENSLACP00000004482	ENSLACG00000003988	Latimeria_chalumnae
ENSPKIP00000010171	ENSPKIG00000024994	Paramormyrops_kingsleyae
ENSSFOP00015011864	ENSSFOG00015007668	Scleropages_formosus
ENSCHAP00000009697	ENSCHAG00000005505	Clupea_harengus
ENSSFOP00015018859	ENSSFOG00015012125	Scleropages_formosus
ENSLOCP00000007315	ENSLOCG00000006057	Lepisosteus_oculatus
ENSCHOP00000000674	ENSCHOG00000000759	Choloepus_hoffmanni
ENSDNOP00000005207	ENSDNOG00000006719	Dasypus_novemcinctus
ENSPCAP00000006512	ENSPCAG00000006986	Procavia_capensis
ENSETEP00000012992	ENSETEG00000016017	Echinops_telfairi
ENSLAFP00000000760	ENSLAFG00000000910	Loxodonta_africana
ENSBIXP00000007577	ENSBIXG00000013515	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005040889	ENSBIXG00005023710	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000036954	ENSBTAG00000014614	Bos_taurus
ENSBMUP00000022111	ENSBMUG00000016646	Bos_mutus
ENSBBBP00000019222	ENSBBBG00000012469	Bison_bison_bison
ENSCHIP00000018506	ENSCHIG00000017779	Capra_hircus
ENSOARP00000015893	ENSOARG00000014814	Ovis_aries
ENSTTRP00000003836	ENSTTRG00000004075	Tursiops_truncatus
ENSVPAP00000005229	ENSVPAG00000005629	Vicugna_pacos
ENSSSCP00000011135	ENSSSCG00000010447	Sus_scrofa_strain_reference
ENSMPUP00000006462	ENSMPUG00000006517	Mustela_putorius_furo
ENSNVIP00000031679	ENSNVIG00000024367	Neovison_vison
ENSCAFP00020033573	ENSCAFG00020026066	Canis_lupus_dingo
ENSCAFP00000061973	ENSCAFG00000015708	Canis_lupus_familiaris
ENSVVUP00000031241	ENSVVUG00000022768	Vulpes_vulpes
ENSUMAP00000016877	ENSUMAG00000012394	Ursus_maritimus
ENSUAMP00000018076	ENSUAMG00000014351	Ursus_americanus
ENSAMEP00000000963	ENSAMEG00000000907	Ailuropoda_melanoleuca
ENSPPRP00000023621	ENSPPRG00000013881	Panthera_pardus
ENSPTIP00000001886	ENSPTIG00000004846	Panthera_tigris_altaica
ENSFCAP00000006664	ENSFCAG00000007186	Felis_catus
ENSEASP00005017724	ENSEASG00005011763	Equus_asinus_asinus
ENSECAP00000023220	ENSECAG00000015145	Equus_caballus
ENSPVAP00000004248	ENSPVAG00000004486	Pteropus_vampyrus
ENSMLUP00000014132	ENSMLUG00000015509	Myotis_lucifugus
ENSSARP00000005230	ENSSARG00000005778	Sorex_araneus
ENSEEUP00000013831	ENSEEUG00000015162	Erinaceus_europaeus
ENSCATP00000028976	ENSCATG00000037752	Cercocebus_atys
ENSTGEP00000008693	ENSTGEG00000007125	Theropithecus_gelada
ENSCSAP00000003076	ENSCSAG00000006787	Chlorocebus_sabaeus
ENSMMUP00000023267	ENSMMUG00000009341	Macaca_mulatta
ENSPTEP00000040592	ENSPTEG00000037372	Piliocolobus_tephrosceles
ENSP00000224784	ENSG00000107796	Homo_sapiens
ENSPPYP00000002849	ENSPPYG00000002459	Pongo_abelii
ENSRROP00000020157	ENSRROG00000034027	Rhinopithecus_roxellana
ENSRBIP00000035115	ENSRBIG00000041162	Rhinopithecus_bieti
ENSMFAP00000006183	ENSMFAG00000000205	Macaca_fascicularis
ENSNLEP00000014883	ENSNLEG00000012233	Nomascus_leucogenys
ENSSBOP00000010323	ENSSBOG00000021976	Saimiri_boliviensis_boliviensis
ENSCCAP00000034385	ENSCCAG00000035129	Cebus_capucinus_imitator
ENSMLEP00000023656	ENSMLEG00000035943	Mandrillus_leucophaeus
ENSPANP00000029746	ENSPANG00000021748	Papio_anubis
ENSMNEP00000014312	ENSMNEG00000031257	Macaca_nemestrina
ENSCANP00000008931	ENSCANG00000027808	Colobus_angolensis_palliatus
ENSPPAP00000038496	ENSPPAG00000041922	Pan_paniscus
ENSPTRP00000074937	ENSPTRG00000048353	Pan_troglodytes
ENSGGOP00000032597	ENSGGOG00000013421	Gorilla_gorilla
ENSANAP00000016104	ENSANAG00000025886	Aotus_nancymaae
ENSCJAP00000010246	ENSCJAG00000005576	Callithrix_jacchus
ENSTSYP00000031723	ENSTSYG00000008155	Carlito_syrichta
ENSMICP00000005974	ENSMICG00000006543	Microcebus_murinus
ENSPSMP00000003369	ENSPSMG00000002693	Prolemur_simus
ENSPCOP00000001521	ENSPCOG00000004723	Propithecus_coquereli
ENSOCUP00000007086	ENSOCUG00000008193	Oryctolagus_cuniculus
ENSOPRP00000013732	ENSOPRG00000015041	Ochotona_princeps
MGP_SPRETEiJ_P0050600	MGP_SPRETEiJ_G0023808	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000048218	ENSMUSG00000035783	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000006103	ENSMSIG00000005474	Mus_spicilegus
MGP_CAROLIEiJ_P0048604	MGP_CAROLIEiJ_G0022888	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0021570	MGP_PahariEiJ_G0014383	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000073101	ENSRNOG00000058039	Rattus_norvegicus
ENSMUGP00000016454	ENSMUGG00000014106	Meriones_unguiculatus
ENSPEMP00000000168	ENSPEMG00000000128	Peromyscus_maniculatus_bairdii
ENSMOCP00000026596	ENSMOCG00000022350	Microtus_ochrogaster
ENSCGRP00015027645	ENSCGRG00015020946	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001008436	ENSCGRG00001010722	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000016225	ENSCGRG00000011767	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000005187	ENSMAUG00000007124	Mesocricetus_auratus
ENSNGAP00000019670	ENSNGAG00000019417	Nannospalax_galili
ENSJJAP00000008957	ENSJJAG00000012960	Jaculus_jaculus
ENSCCNP00000010569	ENSCCNG00000011029	Castor_canadensis
ENSDORP00000016117	ENSDORG00000012677	Dipodomys_ordii
ENSUPAP00010000886	ENSUPAG00010000762	Urocitellus_parryii
ENSSTOP00000013939	ENSSTOG00000015573	Ictidomys_tridecemlineatus
ENSSDAP00000018595	ENSSDAG00000017000	Spermophilus_dauricus
ENSMMMP00000020740	ENSMMMG00000018299	Marmota_marmota_marmota
ENSHGLP00000004006	ENSHGLG00000002950	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100004279	ENSHGLG00100003248	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000005884	ENSFDAG00000014772	Fukomys_damarensis
ENSODEP00000007426	ENSODEG00000005541	Octodon_degus
ENSCPOP00000010419	ENSCPOG00000032916	Cavia_porcellus
ENSCAPP00000017498	ENSCAPG00000017116	Cavia_aperea
ENSCLAP00000016383	ENSCLAG00000011268	Chinchilla_lanigera
ENSOGAP00000022503	ENSOGAG00000028125	Otolemur_garnettii
ENSTBEP00000015320	ENSTBEG00000017616	Tupaia_belangeri
ENSVURP00010031988	ENSVURG00010024427	Vombatus_ursinus
ENSPCIP00000040939	ENSPCIG00000029954	Phascolarctos_cinereus
ENSMEUP00000009885	ENSMEUG00000010843	Notamacropus_eugenii
ENSSHAP00000000768	ENSSHAG00000000685	Sarcophilus_harrisii
ENSOANP00000000736	ENSOANG00000000460	Ornithorhynchus_anatinus
ENSMVIP00005024574	ENSMVIG00005017229	Manacus_vitellinus
ENSLCOP00000009064	ENSLCOG00000006646	Lepidothrix_coronata
ENSPMJP00000021610	ENSPMJG00000016056	Parus_major
ENSCCEP00000019162	ENSCCEG00000017426	Cyanistes_caeruleus
ENSZALP00000015767	ENSZALG00000012875	Zonotrichia_albicollis
ENSJHYP00000024127	ENSJHYG00000018125	Junco_hyemalis
ENSLSDP00000023804	ENSLSDG00000016747	Lonchura_striata_domestica
ENSSCAP00000023869	ENSSCAG00000017084	Serinus_canaria
ENSFALP00000007992	ENSFALG00000007659	Ficedula_albicollis
ENSCPUP00000010272	ENSCPUG00000007304	Calidris_pugnax
ENSCPGP00000025950	ENSCPGG00000017910	Calidris_pygmaea
ENSMUNP00000007742	ENSMUNG00000006185	Melopsittacus_undulatus
ENSMGAP00000008539	ENSMGAG00000008313	Meleagris_gallopavo
ENSCJPP00005023930	ENSCJPG00005018905	Coturnix_japonica
ENSGALP00000067749	ENSGALG00000006343	Gallus_gallus
ENSNMEP00000000220	ENSNMEG00000000314	Numida_meleagris
ENSABRP00000013558	ENSABRG00000012041	Anser_brachyrhynchus
ENSAPLP00000005669	ENSAPLG00000002915	Anas_platyrhynchos_platyrhynchos
ENSAOWP00000009093	ENSAOWG00000006261	Apteryx_owenii
ENSARWP00000019357	ENSARWG00000013265	Apteryx_rowi
ENSAHAP00000005808	ENSAHAG00000004456	Apteryx_haastii
ENSDNVP00000009198	ENSDNVG00000006514	Dromaius_novaehollandiae
ENSNPEP00000017856	ENSNPEG00000013292	Nothoprocta_perdicaria
ENSCPRP00005025662	ENSCPRG00005017787	Crocodylus_porosus
ENSGAGP00000029096	ENSGAGG00000021051	Gopherus_agassizii
ENSCABP00000024898	ENSCABG00000018336	Chelonoidis_abingdonii
ENSCPBP00000038339	ENSCPBG00000026499	Chrysemys_picta_bellii
ENSPSIP00000006639	ENSPSIG00000006143	Pelodiscus_sinensis
ENSACAP00000000525	ENSACAG00000000475	Anolis_carolinensis
ENSPVIP00000002438	ENSPVIG00000002091	Pogona_vitticeps
ENSNSUP00000025804	ENSNSUG00000018555	Notechis_scutatus
ENSSMRP00000017189	ENSSMRG00000013394	Salvator_merianae
ENSSPUP00000025011	ENSSPUG00000019169	Sphenodon_punctatus
ENSXETP00000010771	ENSXETG00000016356	Xenopus_tropicalis
ENSSPUP00000014332	ENSSPUG00000010916	Sphenodon_punctatus
ENSMODP00000009172	ENSMODG00000007394	Monodelphis_domestica
ENSLACP00000005097	ENSLACG00000004532	Latimeria_chalumnae
ENSCMIP00000046282	ENSCMIG00000018932	Callorhinchus_milii
ENSMMOP00000012027	ENSMMOG00000009242	Mola_mola	ENSMMOT00000012231
ENSGACP00000000387	ENSGACG00000000303	Gasterosteus_aculeatus	ENSGACT00000000387
ENSCVAP00000030443	ENSCVAG00000019023	Cyprinodon_variegatus	ENSCVAT00000024359
ENSSDUP00000020364	ENSSDUG00000014813	Seriola_dumerili
ENSAOCP00000018595	ENSAOCG00000023767	Amphiprion_ocellaris
ENSAPEP00000013358	ENSAPEG00000009482	Amphiprion_percula
ENSAPOP00000019984	ENSAPOG00000023522	Acanthochromis_polyacanthus
ENSPMGP00000026894	ENSPMGG00000021713	Periophthalmus_magnuspinnatus
ENSPMAP00000010190	ENSPMAG00000009269	Petromyzon_marinus
ENSEBUP00000002321	ENSEBUG00000001816	Eptatretus_burgeri
