ENSMOCP00000027398	ENSMOCG00000022895	Microtus_ochrogaster
ENSNVIP00000026838	ENSNVIG00000020691	Neovison_vison
ENSMPUP00000011917	ENSMPUG00000012009	Mustela_putorius_furo
ENSCAFP00020014840	ENSCAFG00020011946	Canis_lupus_dingo
ENSVVUP00000018818	ENSVVUG00000013849	Vulpes_vulpes
ENSPPRP00000007106	ENSPPRG00000002363	Panthera_pardus
ENSPTIP00000022392	ENSPTIG00000019226	Panthera_tigris_altaica
ENSFCAP00000036338	ENSFCAG00000025601	Felis_catus
ENSEASP00005017980	ENSEASG00005012418	Equus_asinus_asinus
ENSECAP00000020085	ENSECAG00000022511	Equus_caballus
ENSCHIP00000008870	ENSCHIG00000011888	Capra_hircus
ENSOARP00000005780	ENSOARG00000005380	Ovis_aries
ENSBMUP00000010336	ENSBMUG00000007961	Bos_mutus
ENSBBBP00000018158	ENSBBBG00000006827	Bison_bison_bison
ENSTTRP00000009080	ENSTTRG00000009580	Tursiops_truncatus
ENSSSCP00000054949	ENSSSCG00000040507	Sus_scrofa_strain_reference
ENSPVAP00000007341	ENSPVAG00000007779	Pteropus_vampyrus
ENSMLUP00000003909	ENSMLUG00000004289	Myotis_lucifugus
ENSPCOP00000001315	ENSPCOG00000004131	Propithecus_coquereli
ENSPSMP00000017988	ENSPSMG00000012730	Prolemur_simus
ENSMICP00000026183	ENSMICG00000012163	Microcebus_murinus
ENSTSYP00000029605	ENSTSYG00000029532	Carlito_syrichta
ENSTBEP00000006291	ENSTBEG00000007277	Tupaia_belangeri
ENSOPRP00000013906	ENSOPRG00000015225	Ochotona_princeps
ENSRROP00000000316	ENSRROG00000000790	Rhinopithecus_roxellana
ENSRBIP00000037106	ENSRBIG00000042113	Rhinopithecus_bieti
ENSPTEP00000006149	ENSPTEG00000007064	Piliocolobus_tephrosceles
ENSCATP00000008165	ENSCATG00000024115	Cercocebus_atys
ENSPANP00000008697	ENSPANG00000009298	Papio_anubis
ENSTGEP00000019970	ENSTGEG00000016050	Theropithecus_gelada
ENSMNEP00000042941	ENSMNEG00000044158	Macaca_nemestrina
ENSMMUP00000004209	ENSMMUG00000003146	Macaca_mulatta
ENSMLEP00000017091	ENSMLEG00000032748	Mandrillus_leucophaeus
ENSCSAP00000005020	ENSCSAG00000008766	Chlorocebus_sabaeus
ENSMFAP00000044058	ENSMFAG00000039384	Macaca_fascicularis
ENSCANP00000022938	ENSCANG00000034883	Colobus_angolensis_palliatus
ENSPTRP00000079234	ENSPTRG00000017587	Pan_troglodytes
ENSPPAP00000002062	ENSPPAG00000008701	Pan_paniscus
ENSP00000348099	ENSG00000196923	Homo_sapiens
ENSGGOP00000047862	ENSGGOG00000014435	Gorilla_gorilla
ENSPPYP00000018011	ENSPPYG00000016095	Pongo_abelii
ENSNLEP00000029775	ENSNLEG00000032504	Nomascus_leucogenys
ENSCCAP00000037503	ENSCCAG00000036603	Cebus_capucinus_imitator
ENSSBOP00000034897	ENSSBOG00000033609	Saimiri_boliviensis_boliviensis
ENSCJAP00000012396	ENSCJAG00000006678	Callithrix_jacchus
ENSANAP00000011571	ENSANAG00000023703	Aotus_nancymaae
ENSCAFP00020031636	ENSCAFG00020024676	Canis_lupus_dingo
ENSCAFP00000030959	ENSCAFG00000017241	Canis_lupus_familiaris
ENSCAFP00000024059	ENSCAFG00000016333	Canis_lupus_familiaris
ENSSDAP00000002220	ENSSDAG00000002107	Spermophilus_dauricus
ENSLAFP00000026515	ENSLAFG00000029750	Loxodonta_africana
ENSPCAP00000008600	ENSPCAG00000009211	Procavia_capensis
ENSSDAP00000002243	ENSSDAG00000002157	Spermophilus_dauricus
ENSEEUP00000001925	ENSEEUG00000002119	Erinaceus_europaeus
ENSVURP00010029697	ENSVURG00010022696	Vombatus_ursinus
ENSVURP00010029705	ENSVURG00010022702	Vombatus_ursinus
ENSPCIP00000002904	ENSPCIG00000002346	Phascolarctos_cinereus
ENSMEUP00000010308	ENSMEUG00000011294	Notamacropus_eugenii
ENSMODP00000031099	ENSMODG00000004669	Monodelphis_domestica
ENSSHAP00000016652	ENSSHAG00000014166	Sarcophilus_harrisii
ENSOANP00000016942	ENSOANG00000010684	Ornithorhynchus_anatinus
ENSTGUP00000000418	ENSTGUG00000000408	Taeniopygia_guttata
ENSFALP00000009124	ENSFALG00000008741	Ficedula_albicollis
ENSZALP00000013353	ENSZALG00000011111	Zonotrichia_albicollis
ENSCPGP00000006364	ENSCPGG00000004577	Calidris_pygmaea
ENSGALP00000063573	ENSGALG00000026159	Gallus_gallus
ENSCJPP00005011626	ENSCJPG00005009709	Coturnix_japonica
ENSMGAP00000018412	ENSMGAG00000003746	Meleagris_gallopavo
ENSAPLP00000031024	ENSAPLG00000015874	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000015019	ENSAHAG00000010717	Apteryx_haastii
ENSARWP00000005443	ENSARWG00000003881	Apteryx_rowi
ENSAOWP00000017042	ENSAOWG00000011654	Apteryx_owenii
ENSNPEP00000005554	ENSNPEG00000004160	Nothoprocta_perdicaria
ENSCPBP00000031569	ENSCPBG00000022154	Chrysemys_picta_bellii
ENSGAGP00000025445	ENSGAGG00000018596	Gopherus_agassizii
ENSCABP00000006327	ENSCABG00000004765	Chelonoidis_abingdonii
ENSNMEP00000020960	ENSNMEG00000017978	Numida_meleagris
ENSABRP00000017809	ENSABRG00000015400	Anser_brachyrhynchus
ENSLSDP00000021167	ENSLSDG00000014967	Lonchura_striata_domestica
ENSSCAP00000018777	ENSSCAG00000013589	Serinus_canaria
ENSJHYP00000006668	ENSJHYG00000005335	Junco_hyemalis
ENSCCEP00000004463	ENSCCEG00000004929	Cyanistes_caeruleus
ENSPMJP00000008091	ENSPMJG00000006604	Parus_major
ENSLCOP00000011870	ENSLCOG00000008591	Lepidothrix_coronata
ENSCPUP00000011215	ENSCPUG00000007961	Calidris_pugnax
ENSMUNP00000008465	ENSMUNG00000006724	Melopsittacus_undulatus
ENSDNVP00000020218	ENSDNVG00000014146	Dromaius_novaehollandiae
ENSSPUP00000007445	ENSSPUG00000005762	Sphenodon_punctatus
ENSSMRP00000008928	ENSSMRG00000007138	Salvator_merianae
ENSACAP00000005865	ENSACAG00000005968	Anolis_carolinensis
ENSPVIP00000034183	ENSPVIG00000024978	Pogona_vitticeps
ENSNSUP00000010030	ENSNSUG00000007593	Notechis_scutatus
ENSXETP00000011226	ENSXETG00000016158	Xenopus_tropicalis
ENSLACP00000022457	ENSLACG00000013684	Latimeria_chalumnae
ENSBSLP00000016343	ENSBSLG00000008631	Betta_splendens
ENSHBUP00000009309	ENSHBUG00000010854	Haplochromis_burtoni
ENSXMAP00000009883	ENSXMAG00000009841	Xiphophorus_maculatus
ENSXCOP00000012056	ENSXCOG00000009125	Xiphophorus_couchianus
ENSPREP00000008090	ENSPREG00000005510	Poecilia_reticulata
ENSKMAP00000025777	ENSKMAG00000019058	Kryptolebias_marmoratus
ENSPNYP00000000279	ENSPNYG00000000208	Pundamilia_nyererei
ENSMZEP00005013144	ENSMZEG00005009862	Maylandia_zebra
ENSNBRP00000019851	ENSNBRG00000015288	Neolamprologus_brichardi
ENSONIP00000022401	ENSONIG00000017769	Oreochromis_niloticus
ENSTNIP00000001500	ENSTNIG00000008993	Tetraodon_nigroviridis
ENSTRUP00000005995	ENSTRUG00000002581	Takifugu_rubripes
ENSGACP00000024255	ENSGACG00000018344	Gasterosteus_aculeatus
ENSSDUP00000011847	ENSSDUG00000008618	Seriola_dumerili
ENSORLP00020025957	ENSORLG00020008192	Oryzias_latipes_ASM223471v1
ENSORLP00000040742	ENSORLG00000006787	Oryzias_latipes_ASM223467v1
ENSLBEP00000037483	ENSLBEG00000027973	Labrus_bergylta
ENSSMAP00000012018	ENSSMAG00000007412	Scophthalmus_maximus
ENSMALP00000004742	ENSMALG00000003396	Monopterus_albus
ENSMMOP00000011778	ENSMMOG00000009051	Mola_mola
ENSACIP00000011204	ENSACIG00000008725	Amphilophus_citrinellus
ENSAPEP00000018543	ENSAPEG00000013246	Amphiprion_percula
ENSAOCP00000010483	ENSAOCG00000000980	Amphiprion_ocellaris
ENSAPOP00000029979	ENSAPOG00000016285	Acanthochromis_polyacanthus
ENSSPAP00000012804	ENSSPAG00000009707	Stegastes_partitus
ENSPRNP00000027558	ENSPRNG00000013762	Parambassis_ranga
ENSFHEP00000007621	ENSFHEG00000008761	Fundulus_heteroclitus
ENSCVAP00000011897	ENSCVAG00000014241	Cyprinodon_variegatus
ENSPLAP00000024977	ENSPLAG00000011633	Poecilia_latipinna
ENSPFOP00000004956	ENSPFOG00000004901	Poecilia_formosa
ENSGAFP00000009018	ENSGAFG00000006128	Gambusia_affinis
ENSGWIP00000031150	ENSGWIG00000016150	Gouania_willdenowi
ENSMAMP00000016715	ENSMAMG00000011305	Mastacembelus_armatus
ENSACLP00000005322	ENSACLG00000003571	Astatotilapia_calliptera
ENSCSEP00000024669	ENSCSEG00000015759	Cynoglossus_semilaevis
ENSSLDP00000013177	ENSSLDG00000010493	Seriola_lalandi_dorsalis
ENSLCAP00010022075	ENSLCAG00010010405	Lates_calcarifer
ENSLCRP00005048025	ENSLCRG00005018167	Larimichthys_crocea
ENSCGOP00000004899	ENSCGOG00000002530	Cottoperca_gobio
ENSATEP00000004406	ENSATEG00000003088	Anabas_testudineus
ENSORLP00015004340	ENSORLG00015005096	Oryzias_latipes_ASM223469v1
ENSOMEP00000008119	ENSOMEG00000009270	Oryzias_melastigma
ENSHCOP00000003323	ENSHCOG00000004643	Hippocampus_comes
ENSPMEP00000010568	ENSPMEG00000012552	Poecilia_mexicana
ENSPMGP00000014590	ENSPMGG00000011957	Periophthalmus_magnuspinnatus
ENSGMOP00000007161	ENSGMOG00000006720	Gadus_morhua
ENSHHUP00000025631	ENSHHUG00000016170	Hucho_hucho
ENSHHUP00000021035	ENSHHUG00000013189	Hucho_hucho
ENSHHUP00000020416	ENSHHUG00000012779	Hucho_hucho
ENSELUP00000039481	ENSELUG00000019679	Esox_lucius
ENSAMXP00000003150	ENSAMXG00000003081	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005029981	ENSAMXG00005014771	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSIPUP00000024355	ENSIPUG00000016370	Ictalurus_punctatus
ENSPNAP00000027179	ENSPNAG00000012610	Pygocentrus_nattereri
ENSDARP00000140242	ENSDARG00000103854	Danio_rerio
ENSDCDP00000038443	ENSDCDG00000025797	Denticeps_clupeoides
ENSCHAP00000030349	ENSCHAG00000014523	Clupea_harengus
ENSPKIP00000006644	ENSPKIG00000022825	Paramormyrops_kingsleyae
ENSSFOP00015000999	ENSSFOG00015000723	Scleropages_formosus
ENSSLDP00000013203	ENSSLDG00000010518	Seriola_lalandi_dorsalis
ENSBSLP00000016313	ENSBSLG00000008586	Betta_splendens
ENSHHUP00000009420	ENSHHUG00000005750	Hucho_hucho
ENSEEEP00000026239	ENSEEEG00000012681	Electrophorus_electricus
ENSAMXP00005030034	ENSAMXG00005014794	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSLOCP00000014661	ENSLOCG00000011920	Lepisosteus_oculatus
ENSECRP00000028810	ENSECRG00000019518	Erpetoichthys_calabaricus
ENSCMIP00000001212	ENSCMIG00000000799	Callorhinchus_milii
