ENSEBUP00000013102	ENSEBUG00000008271	Eptatretus_burgeri	ENSEBUT00000013678
ENSPMAP00000001577	ENSPMAG00000001426	Petromyzon_marinus	ENSPMAT00000001584
ENSPVAP00000013692	ENSPVAG00000014525	Pteropus_vampyrus
ENSMNEP00000043396	ENSMNEG00000044371	Macaca_nemestrina
ENSTGEP00000000183	ENSTGEG00000000191	Theropithecus_gelada
ENSMLEP00000005047	ENSMLEG00000022728	Mandrillus_leucophaeus
ENSCATP00000012572	ENSCATG00000030445	Cercocebus_atys
ENSRROP00000045221	ENSRROG00000045526	Rhinopithecus_roxellana
ENSCANP00000038522	ENSCANG00000042937	Colobus_angolensis_palliatus
ENSMLEP00000016946	ENSMLEG00000032675	Mandrillus_leucophaeus
ENSMFAP00000010473	ENSMFAG00000007500	Macaca_fascicularis
ENSCCAP00000007093	ENSCCAG00000021257	Cebus_capucinus_imitator
ENSCJAP00000005029	ENSCJAG00000002763	Callithrix_jacchus
ENSSBOP00000035235	ENSSBOG00000033754	Saimiri_boliviensis_boliviensis
ENSANAP00000008806	ENSANAG00000022358	Aotus_nancymaae
ENSMICP00000051168	ENSMICG00000049445	Microcebus_murinus
ENSMICP00000047652	ENSMICG00000027258	Microcebus_murinus
ENSPSMP00000031534	ENSPSMG00000021877	Prolemur_simus
ENSTBEP00000000222	ENSTBEG00000000240	Tupaia_belangeri
ENSDNOP00000027996	ENSDNOG00000042230	Dasypus_novemcinctus
ENSLAFP00000005732	ENSLAFG00000006823	Loxodonta_africana
ENSPCAP00000009655	ENSPCAG00000010385	Procavia_capensis
ENSETEP00000005273	ENSETEG00000006488	Echinops_telfairi
ENSOPRP00000010089	ENSOPRG00000011055	Ochotona_princeps
ENSPCOP00000028803	ENSPCOG00000027074	Propithecus_coquereli
ENSCHOP00000006999	ENSCHOG00000007906	Choloepus_hoffmanni
ENSMODP00000034973	ENSMODG00000016226	Monodelphis_domestica
ENSMODP00000041408	ENSMODG00000039089	Monodelphis_domestica
ENSPCIP00000030173	ENSPCIG00000022462	Phascolarctos_cinereus
ENSVURP00010017554	ENSVURG00010013393	Vombatus_ursinus
ENSMEUP00000014382	ENSMEUG00000015758	Notamacropus_eugenii
ENSSHAP00000006254	ENSSHAG00000005443	Sarcophilus_harrisii
ENSOANP00000017421	ENSOANG00000010996	Ornithorhynchus_anatinus
ENSABRP00000012167	ENSABRG00000010936	Anser_brachyrhynchus
ENSAPLP00000013532	ENSAPLG00000013679	Anas_platyrhynchos_platyrhynchos
ENSGALP00000072696	ENSGALG00000009477	Gallus_gallus
ENSCJPP00005022557	ENSCJPG00005017955	Coturnix_japonica
ENSMGAP00000010810	ENSMGAG00000010408	Meleagris_gallopavo
ENSNMEP00000019259	ENSNMEG00000016645	Numida_meleagris
ENSCPUP00000012760	ENSCPUG00000009062	Calidris_pugnax
ENSCPGP00000009368	ENSCPGG00000006666	Calidris_pygmaea
ENSMUNP00000009589	ENSMUNG00000007580	Melopsittacus_undulatus
ENSTGUP00000011425	ENSTGUG00000011079	Taeniopygia_guttata
ENSLSDP00000004149	ENSLSDG00000003233	Lonchura_striata_domestica
ENSSCAP00000013158	ENSSCAG00000009796	Serinus_canaria
ENSZALP00000013513	ENSZALG00000011253	Zonotrichia_albicollis
ENSJHYP00000005318	ENSJHYG00000004347	Junco_hyemalis
ENSFALP00000009044	ENSFALG00000008665	Ficedula_albicollis
ENSCCEP00000005228	ENSCCEG00000005763	Cyanistes_caeruleus
ENSPMJP00000005742	ENSPMJG00000004950	Parus_major
ENSLCOP00000009221	ENSLCOG00000006734	Lepidothrix_coronata
ENSMVIP00005024449	ENSMVIG00005017164	Manacus_vitellinus
ENSAOWP00000023141	ENSAOWG00000015613	Apteryx_owenii
ENSAHAP00000009721	ENSAHAG00000007080	Apteryx_haastii
ENSARWP00000000041	ENSARWG00000000063	Apteryx_rowi
ENSDNVP00000014416	ENSDNVG00000010142	Dromaius_novaehollandiae
ENSNPEP00000002741	ENSNPEG00000002115	Nothoprocta_perdicaria
ENSCPRP00005011844	ENSCPRG00005008446	Crocodylus_porosus
ENSGAGP00000014701	ENSGAGG00000011155	Gopherus_agassizii
ENSCABP00000018500	ENSCABG00000013685	Chelonoidis_abingdonii
ENSCPBP00000022548	ENSCPBG00000016113	Chrysemys_picta_bellii
ENSPSIP00000003620	ENSPSIG00000003448	Pelodiscus_sinensis
ENSACAP00000017615	ENSACAG00000017892	Anolis_carolinensis
ENSPVIP00000017255	ENSPVIG00000013293	Pogona_vitticeps
ENSNSUP00000003061	ENSNSUG00000002514	Notechis_scutatus
ENSSMRP00000030875	ENSSMRG00000023680	Salvator_merianae
ENSSPUP00000016789	ENSSPUG00000012978	Sphenodon_punctatus
ENSXETP00000045024	ENSXETG00000020309	Xenopus_tropicalis
ENSLACP00000013998	ENSLACG00000012324	Latimeria_chalumnae
ENSAMXP00005047140	ENSAMXG00005021678	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000006615	ENSAMXG00000006445	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000006615
ENSPNAP00000008209	ENSPNAG00000002961	Pygocentrus_nattereri
ENSIPUP00000021647	ENSIPUG00000014616	Ictalurus_punctatus
ENSEEEP00000013201	ENSEEEG00000006615	Electrophorus_electricus
ENSDARP00000021450	ENSDARG00000012591	Danio_rerio
ENSCHAP00000026851	ENSCHAG00000013033	Clupea_harengus
ENSDCDP00000048368	ENSDCDG00000029954	Denticeps_clupeoides
ENSGWIP00000030728	ENSGWIG00000015952	Gouania_willdenowi
ENSCSEP00000008151	ENSCSEG00000005222	Cynoglossus_semilaevis
ENSACIP00000022871	ENSACIG00000017807	Amphilophus_citrinellus
ENSSLDP00000001485	ENSSLDG00000001229	Seriola_lalandi_dorsalis
ENSTRUP00000053372	ENSTRUG00000015882	Takifugu_rubripes
ENSTNIP00000020332	ENSTNIG00000017195	Tetraodon_nigroviridis
ENSMMOP00000011398	ENSMMOG00000008767	Mola_mola
ENSLBEP00000029573	ENSLBEG00000022375	Labrus_bergylta
ENSHCOP00000025745	ENSHCOG00000016136	Hippocampus_comes
ENSATEP00000012191	ENSATEG00000008494	Anabas_testudineus
ENSBSLP00000052494	ENSBSLG00000024784	Betta_splendens
ENSMALP00000014813	ENSMALG00000010392	Monopterus_albus
ENSPLAP00000005764	ENSPLAG00000007783	Poecilia_latipinna
ENSPREP00000015574	ENSPREG00000010515	Poecilia_reticulata
ENSPFOP00000014670	ENSPFOG00000014625	Poecilia_formosa
ENSPMEP00000028911	ENSPMEG00000014308	Poecilia_mexicana
ENSGAFP00000028328	ENSGAFG00000019162	Gambusia_affinis
ENSXMAP00000010153	ENSXMAG00000010125	Xiphophorus_maculatus
ENSXCOP00000018810	ENSXCOG00000014165	Xiphophorus_couchianus
ENSFHEP00000008990	ENSFHEG00000010213	Fundulus_heteroclitus
ENSCVAP00000005859	ENSCVAG00000007335	Cyprinodon_variegatus
ENSKMAP00000018056	ENSKMAG00000013442	Kryptolebias_marmoratus
ENSORLP00000034104	ENSORLG00000022553	Oryzias_latipes_ASM223467v1
ENSORLP00015012072	ENSORLG00015012922	Oryzias_latipes_ASM223469v1
ENSOMEP00000010534	ENSOMEG00000011804	Oryzias_melastigma
ENSCGOP00000055573	ENSCGOG00000024206	Cottoperca_gobio
ENSGACP00000013089	ENSGACG00000009899	Gasterosteus_aculeatus
ENSLCRP00005044728	ENSLCRG00005017128	Larimichthys_crocea
ENSAPEP00000018734	ENSAPEG00000013367	Amphiprion_percula
ENSAOCP00000006232	ENSAOCG00000009829	Amphiprion_ocellaris
ENSAPOP00000018021	ENSAPOG00000021329	Acanthochromis_polyacanthus
ENSSPAP00000027547	ENSSPAG00000020768	Stegastes_partitus
ENSPRNP00000047361	ENSPRNG00000022787	Parambassis_ranga
ENSMZEP00005000634	ENSMZEG00005000561	Maylandia_zebra
ENSACLP00000014766	ENSACLG00000010056	Astatotilapia_calliptera
ENSPNYP00000018008	ENSPNYG00000013601	Pundamilia_nyererei
ENSHBUP00000026052	ENSHBUG00000008470	Haplochromis_burtoni
ENSONIP00000001465	ENSONIG00000001157	Oreochromis_niloticus
ENSNBRP00000028443	ENSNBRG00000021668	Neolamprologus_brichardi
ENSLCAP00010031332	ENSLCAG00010014688	Lates_calcarifer
ENSSDUP00000017790	ENSSDUG00000012988	Seriola_dumerili
ENSMAMP00000004582	ENSMAMG00000003106	Mastacembelus_armatus
ENSSMAP00000027861	ENSSMAG00000017048	Scophthalmus_maximus
ENSORLP00020030092	ENSORLG00020014376	Oryzias_latipes_ASM223471v1
ENSLCRP00005002991	ENSLCRG00005001432	Larimichthys_crocea
ENSPMGP00000024361	ENSPMGG00000019701	Periophthalmus_magnuspinnatus
ENSGMOP00000012927	ENSGMOG00000012076	Gadus_morhua
ENSHHUP00000083143	ENSHHUG00000048206	Hucho_hucho
ENSHHUP00000076137	ENSHHUG00000044565	Hucho_hucho
ENSELUP00000007806	ENSELUG00000008555	Esox_lucius
ENSPNAP00000035305	ENSPNAG00000025224	Pygocentrus_nattereri
ENSPNAP00000035185	ENSPNAG00000025003	Pygocentrus_nattereri
ENSAMXP00000032931	ENSAMXG00000040398	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005038885	ENSAMXG00005018395	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEEEP00000032111	ENSEEEG00000015311	Electrophorus_electricus
ENSIPUP00000003940	ENSIPUG00000002760	Ictalurus_punctatus
ENSDARP00000156496	ENSDARG00000035054	Danio_rerio
ENSCHAP00000029470	ENSCHAG00000014129	Clupea_harengus
ENSDCDP00000058033	ENSDCDG00000033772	Denticeps_clupeoides
ENSHHUP00000075802	ENSHHUG00000044316	Hucho_hucho
ENSHHUP00000060078	ENSHHUG00000035508	Hucho_hucho
ENSELUP00000007369	ENSELUG00000008215	Esox_lucius
ENSCSEP00000002650	ENSCSEG00000001759	Cynoglossus_semilaevis
ENSPMGP00000004225	ENSPMGG00000002025	Periophthalmus_magnuspinnatus
ENSBSLP00000048081	ENSBSLG00000022868	Betta_splendens
ENSBSLP00000048681	ENSBSLG00000023205	Betta_splendens
ENSGWIP00000051503	ENSGWIG00000024955	Gouania_willdenowi
ENSLCAP00010033822	ENSLCAG00010015883	Lates_calcarifer
ENSATEP00000004912	ENSATEG00000003480	Anabas_testudineus
ENSHBUP00000004326	ENSHBUG00000005860	Haplochromis_burtoni
ENSPNYP00000013758	ENSPNYG00000010422	Pundamilia_nyererei
ENSMZEP00005014577	ENSMZEG00005010953	Maylandia_zebra
ENSACLP00000005756	ENSACLG00000003887	Astatotilapia_calliptera
ENSNBRP00000003009	ENSNBRG00000002411	Neolamprologus_brichardi
ENSONIP00000006980	ENSONIG00000005553	Oreochromis_niloticus
ENSACIP00000016674	ENSACIG00000012979	Amphilophus_citrinellus
ENSMMOP00000004687	ENSMMOG00000003746	Mola_mola
ENSCGOP00000012883	ENSCGOG00000006318	Cottoperca_gobio
ENSGACP00000009490	ENSGACG00000007171	Gasterosteus_aculeatus
ENSLCRP00005051547	ENSLCRG00005019412	Larimichthys_crocea
ENSMALP00000012629	ENSMALG00000008961	Monopterus_albus
ENSSDUP00000016938	ENSSDUG00000012325	Seriola_dumerili
ENSSLDP00000015821	ENSSLDG00000012561	Seriola_lalandi_dorsalis
ENSSMAP00000033385	ENSSMAG00000020433	Scophthalmus_maximus
ENSLBEP00000012979	ENSLBEG00000009974	Labrus_bergylta
ENSMAMP00000006388	ENSMAMG00000004345	Mastacembelus_armatus
ENSHCOP00000023524	ENSHCOG00000012152	Hippocampus_comes
ENSAOCP00000006773	ENSAOCG00000010455	Amphiprion_ocellaris
ENSAPEP00000027919	ENSAPEG00000019821	Amphiprion_percula
ENSAPOP00000013623	ENSAPOG00000016463	Acanthochromis_polyacanthus
ENSSPAP00000003030	ENSSPAG00000002302	Stegastes_partitus
ENSPRNP00000022557	ENSPRNG00000011574	Parambassis_ranga
ENSGMOP00000000717	ENSGMOG00000000725	Gadus_morhua
ENSSFOP00015003013	ENSSFOG00015001962	Scleropages_formosus
ENSPKIP00000009270	ENSPKIG00000024386	Paramormyrops_kingsleyae
ENSLOCP00000004045	ENSLOCG00000003413	Lepisosteus_oculatus
ENSECRP00000011415	ENSECRG00000007601	Erpetoichthys_calabaricus
ENSCMIP00000045908	ENSCMIG00000018918	Callorhinchus_milii
ENSCINP00000036570	ENSCING00000023716	Ciona_intestinalis
ENSCSAVP00000014175	ENSCSAVG00000008316	Ciona_savignyi
FBpp0082550	FBgn0038331	Drosophila_melanogaster
C14A4.11.1	WBGene00007561	Caenorhabditis_elegans_strain_N2
