ENSACAP00000022380	ENSACAG00000028736	Anolis_carolinensis	ENSACAT00000029797
ENSSMRP00000000692	ENSSMRG00000000618	Salvator_merianae
ENSELUP00000025232	ENSELUG00000023910	Esox_lucius
ENSBSLP00000018506	ENSBSLG00000009593	Betta_splendens
ENSTRUP00000056655	ENSTRUG00000022026	Takifugu_rubripes
ENSMAMP00000018878	ENSMAMG00000012719	Mastacembelus_armatus
ENSMALP00000013711	ENSMALG00000009678	Monopterus_albus
ENSSDUP00000033040	ENSSDUG00000023729	Seriola_dumerili
ENSSLDP00000007744	ENSSLDG00000006160	Seriola_lalandi_dorsalis
ENSSMAP00000020268	ENSSMAG00000012427	Scophthalmus_maximus
ENSCGOP00000031786	ENSCGOG00000014831	Cottoperca_gobio
ENSGACP00000013423	ENSGACG00000010161	Gasterosteus_aculeatus
ENSLCRP00005022376	ENSLCRG00005009027	Larimichthys_crocea
ENSPRNP00000033474	ENSPRNG00000016874	Parambassis_ranga
ENSGWIP00000004978	ENSGWIG00000002634	Gouania_willdenowi
ENSLBEP00000030143	ENSLBEG00000022777	Labrus_bergylta
ENSATEP00000021533	ENSATEG00000014949	Anabas_testudineus
ENSXMAP00000018287	ENSXMAG00000018251	Xiphophorus_maculatus
ENSGAFP00000019142	ENSGAFG00000012922	Gambusia_affinis
ENSPFOP00000010663	ENSPFOG00000010679	Poecilia_formosa
ENSPMEP00000019155	ENSPMEG00000022128	Poecilia_mexicana
ENSPLAP00000024625	ENSPLAG00000010972	Poecilia_latipinna
ENSPREP00000003164	ENSPREG00000002294	Poecilia_reticulata
ENSFHEP00000031382	ENSFHEG00000017234	Fundulus_heteroclitus
ENSCVAP00000022348	ENSCVAG00000004971	Cyprinodon_variegatus
ENSKMAP00000027211	ENSKMAG00000020175	Kryptolebias_marmoratus
ENSORLP00015005834	ENSORLG00015006649	Oryzias_latipes_ASM223469v1
ENSORLP00020003330	ENSORLG00020004122	Oryzias_latipes_ASM223471v1
ENSORLP00000039829	ENSORLG00000022297	Oryzias_latipes_ASM223467v1
ENSOMEP00000010525	ENSOMEG00000011797	Oryzias_melastigma
ENSACLP00000022130	ENSACLG00000015036	Astatotilapia_calliptera
ENSHBUP00000021766	ENSHBUG00000001647	Haplochromis_burtoni
ENSMZEP00005001024	ENSMZEG00005000867	Maylandia_zebra
ENSPNYP00000009332	ENSPNYG00000007069	Pundamilia_nyererei
ENSNBRP00000003672	ENSNBRG00000002914	Neolamprologus_brichardi
ENSACIP00000020462	ENSACIG00000015901	Amphilophus_citrinellus
ENSAPEP00000001102	ENSAPEG00000000814	Amphiprion_percula
ENSAOCP00000030074	ENSAOCG00000020821	Amphiprion_ocellaris
ENSAPOP00000032914	ENSAPOG00000021167	Acanthochromis_polyacanthus
ENSSPAP00000019488	ENSSPAG00000014714	Stegastes_partitus
ENSPMGP00000017082	ENSPMGG00000013997	Periophthalmus_magnuspinnatus
ENSPMEP00000001249	ENSPMEG00000002122	Poecilia_mexicana
ENSPLAP00000027591	ENSPLAG00000016311	Poecilia_latipinna
ENSGAFP00000019177	ENSGAFG00000012954	Gambusia_affinis
ENSGMOP00000007091	ENSGMOG00000006666	Gadus_morhua
ENSMMOP00000016786	ENSMMOG00000012785	Mola_mola
ENSCSEP00000027806	ENSCSEG00000017766	Cynoglossus_semilaevis
ENSLOCP00000004410	ENSLOCG00000003695	Lepisosteus_oculatus
ENSECRP00000010328	ENSECRG00000006889	Erpetoichthys_calabaricus
ENSCMIP00000044130	ENSCMIG00000018286	Callorhinchus_milii
