ENSPTRP00000092390	ENSPTRG00000021052	Pan_troglodytes
ENSOGAP00000011404	ENSOGAG00000012724	Otolemur_garnettii
ENSOARP00000009741	ENSOARG00000009073	Ovis_aries
ENSPNYP00000014042	ENSPNYG00000010579	Pundamilia_nyererei
ENSACAP00000002138	ENSACAG00000002155	Anolis_carolinensis
ENSCSAP00000003895	ENSCSAG00000007663	Chlorocebus_sabaeus
ENSLACP00000012321	ENSLACG00000010849	Latimeria_chalumnae
ENSMVIP00005013210	ENSMVIG00005009551	Manacus_vitellinus
MGP_PahariEiJ_P0077845	MGP_PahariEiJ_G0028447	Mus_pahari_strain_PAHARI_EIJ
ENSFCAP00000002223	ENSFCAG00000002416	Felis_catus
ENSCSEP00000028022	ENSCSEG00000017898	Cynoglossus_semilaevis
ENSGALP00000020510	ENSGALG00000012576	Gallus_gallus
ENSCPBP00000026880	ENSCPBG00000019037	Chrysemys_picta_bellii
ENSXETP00000046748	ENSXETG00000018674	Xenopus_tropicalis
ENSUPAP00010012302	ENSUPAG00010009944	Urocitellus_parryii
ENSHBUP00000008851	ENSHBUG00000010345	Haplochromis_burtoni
ENSPEMP00000002547	ENSPEMG00000002797	Peromyscus_maniculatus_bairdii
ENSSLDP00000002173	ENSSLDG00000001784	Seriola_lalandi_dorsalis
ENSECRP00000001872	ENSECRG00000001298	Erpetoichthys_calabaricus
ENSDORP00000014658	ENSDORG00000015570	Dipodomys_ordii
ENSNLEP00000003969	ENSNLEG00000003245	Nomascus_leucogenys
ENSBSLP00000009870	ENSBSLG00000004807	Betta_splendens
ENSCJPP00005010836	ENSCJPG00005009383	Coturnix_japonica
ENSATEP00000021647	ENSATEG00000015032	Anabas_testudineus
ENSBMUP00000024407	ENSBMUG00000018328	Bos_mutus
ENSLAFP00000008837	ENSLAFG00000010552	Loxodonta_africana
ENSSPAP00000003168	ENSSPAG00000002442	Stegastes_partitus
ENSVPAP00000004341	ENSVPAG00000004680	Vicugna_pacos
ENSTBEP00000006449	ENSTBEG00000007447	Tupaia_belangeri
ENSPREP00000027669	ENSPREG00000018728	Poecilia_reticulata
ENSECAP00000000213	ENSECAG00000000324	Equus_caballus
ENSZALP00000013948	ENSZALG00000011594	Zonotrichia_albicollis
ENSCAFP00020030629	ENSCAFG00020023859	Canis_lupus_dingo
ENSDCDP00000010708	ENSDCDG00000005351	Denticeps_clupeoides	ENSDCDT00000011764
ENSMSIP00000037280	ENSMSIG00000031056	Mus_spicilegus
ENSCANP00000021275	ENSCANG00000034081	Colobus_angolensis_palliatus
ENSORLP00015026775	ENSORLG00015008479	Oryzias_latipes_ASM223469v1
ENSNBRP00000015979	ENSNBRG00000012335	Neolamprologus_brichardi
ENSMICP00000037508	ENSMICG00000011836	Microcebus_murinus
ENSHHUP00000081610	ENSHHUG00000047429	Hucho_hucho
ENSCGRP00000008835	ENSCGRG00000006455	Cricetulus_griseus_CriGri_1.0
ENSPCIP00000037528	ENSPCIG00000027655	Phascolarctos_cinereus
ENSMEUP00000015016	ENSMEUG00000016412	Notamacropus_eugenii
ENSLCOP00000009556	ENSLCOG00000006892	Lepidothrix_coronata
ENSCPGP00000018850	ENSCPGG00000013069	Calidris_pygmaea
ENSMPUP00000012974	ENSMPUG00000013070	Mustela_putorius_furo
ENSLCAP00010000675	ENSLCAG00010000419	Lates_calcarifer
ENSGMOP00000010791	ENSGMOG00000010090	Gadus_morhua
ENSOMEP00000021556	ENSOMEG00000023457	Oryzias_melastigma
ENSSMAP00000001458	ENSSMAG00000000942	Scophthalmus_maximus
ENSPANP00000019328	ENSPANG00000024899	Papio_anubis
ENSTTRP00000001937	ENSTTRG00000002061	Tursiops_truncatus
ENSMODP00000011273	ENSMODG00000009037	Monodelphis_domestica
ENSSFOP00015014022	ENSSFOG00015009014	Scleropages_formosus
ENSPPRP00000016087	ENSPPRG00000008487	Panthera_pardus
ENSTSYP00000018879	ENSTSYG00000006987	Carlito_syrichta
ENSCHIP00000022335	ENSCHIG00000020336	Capra_hircus
ENSONIP00000018909	ENSONIG00000015021	Oreochromis_niloticus
ENSPPAP00000038874	ENSPPAG00000042152	Pan_paniscus
ENSABRP00000021553	ENSABRG00000018279	Anser_brachyrhynchus
ENSCCEP00000010580	ENSCCEG00000010488	Cyanistes_caeruleus
ENSLCRP00005030835	ENSLCRG00005012215	Larimichthys_crocea
ENSAPEP00000004809	ENSAPEG00000003461	Amphiprion_percula
ENSOANP00000016462	ENSOANG00000010379	Ornithorhynchus_anatinus
ENSMMUP00000007870	ENSMMUG00000005988	Macaca_mulatta
ENSRNOP00000055680	ENSRNOG00000024190	Rattus_norvegicus
ENSCPUP00000021624	ENSCPUG00000014722	Calidris_pugnax
ENSGAGP00000009334	ENSGAGG00000007338	Gopherus_agassizii
ENSSCAP00000006279	ENSSCAG00000004821	Serinus_canaria
ENSBIXP00000040414	ENSBIXG00000024488	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCABP00000015235	ENSCABG00000011376	Chelonoidis_abingdonii
ENSMFAP00000040531	ENSMFAG00000046414	Macaca_fascicularis
ENSFHEP00000034631	ENSFHEG00000022470	Fundulus_heteroclitus
ENSCPOP00000004504	ENSCPOG00000005004	Cavia_porcellus
ENSCCAP00000027532	ENSCCAG00000031624	Cebus_capucinus_imitator
ENSKMAP00000028466	ENSKMAG00000021106	Kryptolebias_marmoratus
ENSACLP00000026213	ENSACLG00000017818	Astatotilapia_calliptera
ENSORLP00020033846	ENSORLG00020020049	Oryzias_latipes_ASM223471v1
ENSEEUP00000007716	ENSEEUG00000008455	Erinaceus_europaeus
ENSHGLP00100010834	ENSHGLG00100008043	Heterocephalus_glaber_HetGla_1.0
ENSELUP00000039616	ENSELUG00000019855	Esox_lucius
ENSCCNP00000007826	ENSCCNG00000008236	Castor_canadensis
ENSXCOP00000006691	ENSXCOG00000005178	Xiphophorus_couchianus
ENSUAMP00000027962	ENSUAMG00000021591	Ursus_americanus
ENSAMEP00000009968	ENSAMEG00000009467	Ailuropoda_melanoleuca
ENSMAUP00000009752	ENSMAUG00000010820	Mesocricetus_auratus
ENSMMMP00000020812	ENSMMMG00000018363	Marmota_marmota_marmota
ENSPKIP00000004180	ENSPKIG00000021395	Paramormyrops_kingsleyae	ENSPKIT00000028158
ENSAPOP00000034816	ENSAPOG00000024369	Acanthochromis_polyacanthus
MGP_SPRETEiJ_P0065190	MGP_SPRETEiJ_G0027075	Mus_spretus_strain_SPRET/EiJ
ENSMMOP00000000118	ENSMMOG00000000102	Mola_mola
ENSOCUP00000001332	ENSOCUG00000001548	Oryctolagus_cuniculus
ENSSMRP00000024795	ENSSMRG00000019166	Salvator_merianae
ENSMLEP00000020735	ENSMLEG00000034579	Mandrillus_leucophaeus
ENSMZEP00005006228	ENSMZEG00005004819	Maylandia_zebra
ENSMAMP00000002177	ENSMAMG00000001536	Mastacembelus_armatus
ENSAPLP00000013817	ENSAPLG00000013969	Anas_platyrhynchos_platyrhynchos
ENSCGRP00001001556	ENSCGRG00001001324	Cricetulus_griseus_CHOK1GS_HDv1
ENSEBUP00000019611	ENSEBUG00000012179	Eptatretus_burgeri	ENSEBUT00000020187
ENSMNEP00000043312	ENSMNEG00000044341	Macaca_nemestrina
ENSSSCP00000042834	ENSSSCG00000040707	Sus_scrofa_strain_reference
ENSORLP00000006399	ENSORLG00000005076	Oryzias_latipes_ASM223467v1
ENSPCOP00000021861	ENSPCOG00000022979	Propithecus_coquereli
ENSJJAP00000023463	ENSJJAG00000023215	Jaculus_jaculus
ENSIPUP00000012915	ENSIPUG00000008768	Ictalurus_punctatus
ENSSDAP00000016653	ENSSDAG00000015047	Spermophilus_dauricus
ENSDNOP00000004654	ENSDNOG00000006002	Dasypus_novemcinctus
ENSEEEP00000003650	ENSEEEG00000001991	Electrophorus_electricus	ENSEEET00000003702
ENSVPAP00000006310	ENSVPAG00000006791	Vicugna_pacos
ENSXMAP00000037246	ENSXMAG00000015129	Xiphophorus_maculatus
ENSLBEP00000027908	ENSLBEG00000021098	Labrus_bergylta
ENSPMGP00000019041	ENSPMGG00000015499	Periophthalmus_magnuspinnatus
ENSHCOP00000022873	ENSHCOG00000010976	Hippocampus_comes
ENSLSDP00000024868	ENSLSDG00000017435	Lonchura_striata_domestica
ENSAMXP00000011735	ENSAMXG00000011411	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000011735
ENSPVIP00000031739	ENSPVIG00000023306	Pogona_vitticeps
ENSVURP00010021124	ENSVURG00010015787	Vombatus_ursinus
ENSPLAP00000018261	ENSPLAG00000022907	Poecilia_latipinna
ENSTRUP00000029156	ENSTRUG00000011541	Takifugu_rubripes
ENSGAFP00000020318	ENSGAFG00000013735	Gambusia_affinis
ENSMUSP00000062771	ENSMUSG00000043003	Mus_musculus_strain_reference_(CL57BL6)
ENSPMAP00000001791	ENSPMAG00000001634	Petromyzon_marinus
ENSRROP00000042521	ENSRROG00000044397	Rhinopithecus_roxellana
ENSCVAP00000004869	ENSCVAG00000006168	Cyprinodon_variegatus
ENSPRNP00000032249	ENSPRNG00000016243	Parambassis_ranga
ENSBTAP00000061407	ENSBTAG00000021751	Bos_taurus
ENSANAP00000035383	ENSANAG00000035226	Aotus_nancymaae
ENSCJAP00000006433	ENSCJAG00000003547	Callithrix_jacchus
ENSBIXP00005038451	ENSBIXG00005020475	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSVURP00010026164	ENSVURG00010020018	Vombatus_ursinus
ENSOPRP00000002535	ENSOPRG00000002742	Ochotona_princeps
MGP_CAROLIEiJ_P0062709	MGP_CAROLIEiJ_G0026109	Mus_caroli_strain_CAROLI_EIJ
ENSMALP00000013948	ENSMALG00000009830	Monopterus_albus
ENSPSIP00000020033	ENSPSIG00000017699	Pelodiscus_sinensis
