ENSCCNP00000017211	ENSCCNG00000017505	Castor_canadensis
ENSEASP00005030740	ENSEASG00005020927	Equus_asinus_asinus
ENSPVAP00000009136	ENSPVAG00000009691	Pteropus_vampyrus
ENSMLUP00000002815	ENSMLUG00000003105	Myotis_lucifugus
ENSPPRP00000015157	ENSPPRG00000007834	Panthera_pardus
ENSPTIP00000021821	ENSPTIG00000018858	Panthera_tigris_altaica
ENSUMAP00000021040	ENSUMAG00000015383	Ursus_maritimus
ENSUAMP00000015406	ENSUAMG00000012336	Ursus_americanus
ENSAMEP00000011763	ENSAMEG00000011191	Ailuropoda_melanoleuca
ENSCAFP00000008576	ENSCAFG00000029009	Canis_lupus_familiaris
ENSCAFP00020003605	ENSCAFG00020003029	Canis_lupus_dingo
ENSVVUP00000013781	ENSVVUG00000010100	Vulpes_vulpes
ENSEEUP00000004837	ENSEEUG00000005345	Erinaceus_europaeus
ENSNGAP00000011068	ENSNGAG00000013324	Nannospalax_galili
ENSCGRP00015003943	ENSCGRG00015003119	Cricetulus_griseus_CriGri-PICR
ENSJJAP00000002058	ENSJJAG00000003269	Jaculus_jaculus
ENSODEP00000004470	ENSODEG00000003409	Octodon_degus
ENSHGLP00100020057	ENSHGLG00100014784	Heterocephalus_glaber_HetGla_1.0
ENSCLAP00000005421	ENSCLAG00000003846	Chinchilla_lanigera
ENSUPAP00010028010	ENSUPAG00010022132	Urocitellus_parryii
ENSMMMP00000011455	ENSMMMG00000010221	Marmota_marmota_marmota
ENSSDAP00000017653	ENSSDAG00000016069	Spermophilus_dauricus
ENSOCUP00000017389	ENSOCUG00000021088	Oryctolagus_cuniculus
ENSTSYP00000016609	ENSTSYG00000037025	Carlito_syrichta
ENSTSYP00000013295	ENSTSYG00000014485	Carlito_syrichta
ENSSBOP00000000635	ENSSBOG00000002957	Saimiri_boliviensis_boliviensis
ENSCJAP00000030947	ENSCJAG00000047318	Callithrix_jacchus
ENSCCAP00000017351	ENSCCAG00000026489	Cebus_capucinus_imitator
ENSANAP00000037893	ENSANAG00000036421	Aotus_nancymaae
ENSPPAP00000017282	ENSPPAG00000031723	Pan_paniscus
ENSPTRP00000029593	ENSPTRG00000017309	Pan_troglodytes
ENSP00000261811	ENSG00000120306	Homo_sapiens
ENSNLEP00000011222	ENSNLEG00000009213	Nomascus_leucogenys
ENSMMUP00000077174	ENSMMUG00000059630	Macaca_mulatta
ENSMNEP00000045099	ENSMNEG00000045095	Macaca_nemestrina
ENSMFAP00000015189	ENSMFAG00000030823	Macaca_fascicularis
ENSTGEP00000030902	ENSTGEG00000024773	Theropithecus_gelada
ENSPANP00000000476	ENSPANG00000003994	Papio_anubis
ENSCSAP00000009096	ENSCSAG00000012920	Chlorocebus_sabaeus
ENSCATP00000044659	ENSCATG00000044800	Cercocebus_atys
ENSRBIP00000008931	ENSRBIG00000028347	Rhinopithecus_bieti
ENSRROP00000025735	ENSRROG00000036603	Rhinopithecus_roxellana
ENSCANP00000032813	ENSCANG00000040083	Colobus_angolensis_palliatus
ENSPTEP00000031965	ENSPTEG00000030793	Piliocolobus_tephrosceles
ENSPSMP00000027581	ENSPSMG00000019259	Prolemur_simus
ENSPSMP00000030779	ENSPSMG00000021366	Prolemur_simus
ENSPCOP00000023819	ENSPCOG00000024063	Propithecus_coquereli
ENSPCOP00000030449	ENSPCOG00000027945	Propithecus_coquereli
ENSMICP00000044456	ENSMICG00000047794	Microcebus_murinus
ENSOGAP00000003010	ENSOGAG00000003374	Otolemur_garnettii
ENSTBEP00000001275	ENSTBEG00000001488	Tupaia_belangeri
ENSPPYP00000017722	ENSPPYG00000015850	Pongo_abelii	ENSPPYT00000018435
ENSPTEP00000030991	ENSPTEG00000030060	Piliocolobus_tephrosceles	ENSPTET00000042819
ENSLAFP00000028189	ENSLAFG00000003119	Loxodonta_africana
