ENSPMJP00000002287	ENSPMJG00000001868	Parus_major
ENSCGOP00000001311	ENSCGOG00000000670	Cottoperca_gobio
ENSAPEP00000031432	ENSAPEG00000022310	Amphiprion_percula
ENSAOCP00000011673	ENSAOCG00000016041	Amphiprion_ocellaris
ENSAPOP00000034780	ENSAPOG00000024302	Acanthochromis_polyacanthus
ENSSPAP00000000889	ENSSPAG00000000570	Stegastes_partitus
ENSSPAP00000001578	ENSSPAG00000001133	Stegastes_partitus
ENSLCRP00005030023	ENSLCRG00005011612	Larimichthys_crocea
ENSGACP00000001393	ENSGACG00000001078	Gasterosteus_aculeatus
ENSMZEP00005002546	ENSMZEG00005001977	Maylandia_zebra
ENSACLP00000009344	ENSACLG00000006372	Astatotilapia_calliptera
ENSHBUP00000024517	ENSHBUG00000005969	Haplochromis_burtoni
ENSPNYP00000006840	ENSPNYG00000005238	Pundamilia_nyererei
ENSNBRP00000003305	ENSNBRG00000002652	Neolamprologus_brichardi
ENSONIP00000000726	ENSONIG00000000572	Oreochromis_niloticus
ENSACIP00000006274	ENSACIG00000004922	Amphilophus_citrinellus
ENSPRNP00000004699	ENSPRNG00000001586	Parambassis_ranga
ENSHCOP00000017390	ENSHCOG00000001126	Hippocampus_comes
ENSPMGP00000004924	ENSPMGG00000004155	Periophthalmus_magnuspinnatus
ENSGMOP00000009182	ENSGMOG00000008583	Gadus_morhua
ENSCHAP00000031301	ENSCHAG00000013610	Clupea_harengus
ENSDCDP00000002549	ENSDCDG00000001099	Denticeps_clupeoides
ENSAMXP00000036407	ENSAMXG00000029708	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005029879	ENSAMXG00005014616	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000036177	ENSPNAG00000005956	Pygocentrus_nattereri
ENSIPUP00000008748	ENSIPUG00000005964	Ictalurus_punctatus
ENSEEEP00000026834	ENSEEEG00000012791	Electrophorus_electricus
ENSDARP00000149191	ENSDARG00000010023	Danio_rerio
ENSXMAP00000012295	ENSXMAG00000012259	Xiphophorus_maculatus
ENSXCOP00000008892	ENSXCOG00000006783	Xiphophorus_couchianus
ENSGAFP00000010041	ENSGAFG00000006819	Gambusia_affinis
ENSPLAP00000024316	ENSPLAG00000010438	Poecilia_latipinna
ENSPFOP00000019124	ENSPFOG00000019000	Poecilia_formosa
ENSPMEP00000027737	ENSPMEG00000012384	Poecilia_mexicana
ENSCVAP00000006164	ENSCVAG00000007672	Cyprinodon_variegatus
ENSFHEP00000030059	ENSFHEG00000015146	Fundulus_heteroclitus
ENSFHEP00000030080	ENSFHEG00000015156	Fundulus_heteroclitus
ENSPREP00000029573	ENSPREG00000020032	Poecilia_reticulata
ENSKMAP00000010176	ENSKMAG00000007641	Kryptolebias_marmoratus
ENSSPAP00000006583	ENSSPAG00000005078	Stegastes_partitus
ENSTNIP00000004685	ENSTNIG00000002227	Tetraodon_nigroviridis
ENSORLP00020022144	ENSORLG00020002287	Oryzias_latipes_ASM223471v1
ENSORLP00015030831	ENSORLG00015014719	Oryzias_latipes_ASM223469v1
ENSORLP00000033171	ENSORLG00000015238	Oryzias_latipes_ASM223467v1
ENSOMEP00000003131	ENSOMEG00000004045	Oryzias_melastigma
ENSTRUP00000003004	ENSTRUG00000001300	Takifugu_rubripes
ENSTNIP00000005702	ENSTNIG00000003130	Tetraodon_nigroviridis
ENSCSEP00000002424	ENSCSEG00000001617	Cynoglossus_semilaevis
ENSGWIP00000043395	ENSGWIG00000021414	Gouania_willdenowi
ENSAPOP00000030757	ENSAPOG00000017554	Acanthochromis_polyacanthus
ENSAPOP00000010329	ENSAPOG00000012802	Acanthochromis_polyacanthus
ENSAPOP00000005209	ENSAPOG00000006891	Acanthochromis_polyacanthus
ENSAOCP00000029753	ENSAOCG00000020288	Amphiprion_ocellaris
ENSAPEP00000028029	ENSAPEG00000019880	Amphiprion_percula
ENSSPAP00000013689	ENSSPAG00000010342	Stegastes_partitus
ENSPRNP00000017323	ENSPRNG00000008416	Parambassis_ranga
ENSPNYP00000019756	ENSPNYG00000014887	Pundamilia_nyererei
ENSACLP00000004332	ENSACLG00000002825	Astatotilapia_calliptera
ENSHBUP00000031168	ENSHBUG00000016695	Haplochromis_burtoni
ENSMZEP00005000623	ENSMZEG00005000540	Maylandia_zebra
ENSNBRP00000004291	ENSNBRG00000003380	Neolamprologus_brichardi
ENSONIP00000015951	ENSONIG00000012673	Oreochromis_niloticus
ENSACIP00000019037	ENSACIG00000014819	Amphilophus_citrinellus
ENSMAMP00000027692	ENSMAMG00000018601	Mastacembelus_armatus
ENSMAMP00000027407	ENSMAMG00000018409	Mastacembelus_armatus
ENSMALP00000001585	ENSMALG00000001155	Monopterus_albus
ENSATEP00000009937	ENSATEG00000006966	Anabas_testudineus
ENSBSLP00000025892	ENSBSLG00000012620	Betta_splendens
ENSSLDP00000014276	ENSSLDG00000011406	Seriola_lalandi_dorsalis
ENSSDUP00000033064	ENSSDUG00000023748	Seriola_dumerili
ENSMMOP00000016039	ENSMMOG00000012236	Mola_mola
ENSLCAP00010020665	ENSLCAG00010009683	Lates_calcarifer
ENSSMAP00000019563	ENSSMAG00000011990	Scophthalmus_maximus
ENSGACP00000024160	ENSGACG00000018277	Gasterosteus_aculeatus
ENSCGOP00000008555	ENSCGOG00000004362	Cottoperca_gobio
ENSLBEP00000022898	ENSLBEG00000017528	Labrus_bergylta
ENSLBEP00000029511	ENSLBEG00000022311	Labrus_bergylta
ENSLCRP00005048817	ENSLCRG00005018050	Larimichthys_crocea
ENSHCOP00000013083	ENSHCOG00000016209	Hippocampus_comes
ENSPMGP00000014724	ENSPMGG00000012064	Periophthalmus_magnuspinnatus
ENSGMOP00000009572	ENSGMOG00000008956	Gadus_morhua
ENSHHUP00000043482	ENSHHUG00000026689	Hucho_hucho
ENSHHUP00000043265	ENSHHUG00000026562	Hucho_hucho
ENSELUP00000003505	ENSELUG00000004723	Esox_lucius
ENSSFOP00015022119	ENSSFOG00015014224	Scleropages_formosus
ENSPKIP00000003897	ENSPKIG00000021197	Paramormyrops_kingsleyae
ENSLOCP00000012547	ENSLOCG00000010247	Lepisosteus_oculatus
ENSECRP00000020933	ENSECRG00000014082	Erpetoichthys_calabaricus
ENSLACP00000007252	ENSLACG00000006432	Latimeria_chalumnae
ENSCMIP00000026898	ENSCMIG00000011655	Callorhinchus_milii
