FBpp0082464	FBgn0028662	Drosophila_melanogaster	FBtr0083005
FBpp0288461	FBgn0262514	Drosophila_melanogaster	FBtr0290022
T01H3.1.2	WBGene00006913	Caenorhabditis_elegans_strain_N2	T01H3.1.2
ENSCPGP00000017024	ENSCPGG00000011938	Calidris_pygmaea
ENSBMUP00000003951	ENSBMUG00000003114	Bos_mutus
ENSBBBP00000000850	ENSBBBG00000001694	Bison_bison_bison
ENSTTRP00000001210	ENSTTRG00000001290	Tursiops_truncatus
ENSSSCP00000051400	ENSSSCG00000039267	Sus_scrofa_strain_reference
ENSDNOP00000021392	ENSDNOG00000047155	Dasypus_novemcinctus
ENSMLUP00000020058	ENSMLUG00000023808	Myotis_lucifugus
ENSMSIP00000017620	ENSMSIG00000015027	Mus_spicilegus
MGP_SPRETEiJ_P0066458	MGP_SPRETEiJ_G0027337	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000047682	ENSMUSG00000033379	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0063963	MGP_CAROLIEiJ_G0026365	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0079059	MGP_PahariEiJ_G0028696	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000026704	ENSRNOG00000019655	Rattus_norvegicus
ENSMUGP00000024821	ENSMUGG00000020716	Meriones_unguiculatus
ENSCGRP00001010484	ENSCGRG00001012355	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000010910	ENSCGRG00000007943	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015000525	ENSCGRG00015000520	Cricetulus_griseus_CriGri-PICR
ENSMOCP00000018757	ENSMOCG00000016953	Microtus_ochrogaster
ENSPEMP00000014336	ENSPEMG00000014172	Peromyscus_maniculatus_bairdii
ENSNGAP00000020586	ENSNGAG00000020039	Nannospalax_galili
ENSJJAP00000003778	ENSJJAG00000007585	Jaculus_jaculus
ENSCCNP00000004342	ENSCCNG00000004589	Castor_canadensis
ENSDORP00000027186	ENSDORG00000028693	Dipodomys_ordii
ENSHGLP00000003409	ENSHGLG00000002522	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100014582	ENSHGLG00100010789	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000006307	ENSFDAG00000015099	Fukomys_damarensis
ENSCLAP00000005437	ENSCLAG00000003853	Chinchilla_lanigera
ENSCPOP00000006767	ENSCPOG00000007499	Cavia_porcellus
ENSODEP00000003651	ENSODEG00000002795	Octodon_degus
ENSSTOP00000002314	ENSSTOG00000002590	Ictidomys_tridecemlineatus
ENSSDAP00000013524	ENSSDAG00000012217	Spermophilus_dauricus
ENSUPAP00010026816	ENSUPAG00010021208	Urocitellus_parryii
ENSMMMP00000000463	ENSMMMG00000000438	Marmota_marmota_marmota
ENSCJAP00000062766	ENSCJAG00000009279	Callithrix_jacchus
ENSANAP00000040437	ENSANAG00000037561	Aotus_nancymaae
ENSRROP00000024252	ENSRROG00000035936	Rhinopithecus_roxellana
ENSRBIP00000006812	ENSRBIG00000026978	Rhinopithecus_bieti
ENSPCOP00000013240	ENSPCOG00000018224	Propithecus_coquereli
ENSPSMP00000005701	ENSPSMG00000004308	Prolemur_simus
ENSETEP00000014925	ENSETEG00000018363	Echinops_telfairi
ENSCCAP00000017498	ENSCCAG00000026550	Cebus_capucinus_imitator
ENSSBOP00000006546	ENSSBOG00000020199	Saimiri_boliviensis_boliviensis
ENSNLEP00000025256	ENSNLEG00000013912	Nomascus_leucogenys
ENSMNEP00000005323	ENSMNEG00000024223	Macaca_nemestrina
ENSMFAP00000028477	ENSMFAG00000045547	Macaca_fascicularis
ENSCATP00000000113	ENSCATG00000000037	Cercocebus_atys
ENSPANP00000004440	ENSPANG00000023941	Papio_anubis
ENSTGEP00000035032	ENSTGEG00000027921	Theropithecus_gelada
ENSMLEP00000019426	ENSMLEG00000033929	Mandrillus_leucophaeus
ENSCANP00000021161	ENSCANG00000034004	Colobus_angolensis_palliatus
ENSPTEP00000037525	ENSPTEG00000035082	Piliocolobus_tephrosceles
ENSPPAP00000033740	ENSPPAG00000039738	Pan_paniscus
ENSPTRP00000080896	ENSPTRG00000000648	Pan_troglodytes
ENSP00000434729	ENSG00000117410	Homo_sapiens
ENSGGOP00000050846	ENSGGOG00000003638	Gorilla_gorilla
ENSCSAP00000016822	ENSCSAG00000001192	Chlorocebus_sabaeus
ENSPCAP00000011736	ENSPCAG00000012585	Procavia_capensis
ENSLAFP00000014383	ENSLAFG00000017152	Loxodonta_africana
ENSOANP00000014335	ENSOANG00000009009	Ornithorhynchus_anatinus
ENSLACP00000013223	ENSLACG00000011644	Latimeria_chalumnae
ENSGWIP00000028010	ENSGWIG00000014654	Gouania_willdenowi
ENSGWIP00000051171	ENSGWIG00000024811	Gouania_willdenowi
ENSCSEP00000018958	ENSCSEG00000012132	Cynoglossus_semilaevis
ENSTRUP00000034797	ENSTRUG00000021739	Takifugu_rubripes
ENSTNIP00000017203	ENSTNIG00000014191	Tetraodon_nigroviridis
ENSMMOP00000015123	ENSMMOG00000011553	Mola_mola
ENSGACP00000022738	ENSGACG00000017215	Gasterosteus_aculeatus
ENSSPAP00000026707	ENSSPAG00000020131	Stegastes_partitus
ENSORLP00000022198	ENSORLG00000017733	Oryzias_latipes_ASM223467v1
ENSORLP00015005220	ENSORLG00015006020	Oryzias_latipes_ASM223469v1
ENSORLP00020005464	ENSORLG00020006292	Oryzias_latipes_ASM223471v1
ENSOMEP00000027455	ENSOMEG00000009906	Oryzias_melastigma
ENSHCOP00000011468	ENSHCOG00000000401	Hippocampus_comes
ENSCGOP00000034803	ENSCGOG00000016119	Cottoperca_gobio
ENSLCRP00005024427	ENSLCRG00005009798	Larimichthys_crocea
ENSBSLP00000035303	ENSBSLG00000017257	Betta_splendens
ENSMAMP00000026199	ENSMAMG00000017585	Mastacembelus_armatus
ENSPFOP00000007495	ENSPFOG00000007507	Poecilia_formosa
ENSPMEP00000022403	ENSPMEG00000003303	Poecilia_mexicana
ENSPLAP00000029608	ENSPLAG00000020001	Poecilia_latipinna
ENSPREP00000024799	ENSPREG00000016741	Poecilia_reticulata
ENSXCOP00000023031	ENSXCOG00000017215	Xiphophorus_couchianus
ENSXMAP00000017073	ENSXMAG00000017029	Xiphophorus_maculatus
ENSGAFP00000032519	ENSGAFG00000021901	Gambusia_affinis
ENSFHEP00000031653	ENSFHEG00000017700	Fundulus_heteroclitus
ENSCVAP00000019834	ENSCVAG00000023279	Cyprinodon_variegatus
ENSKMAP00000003615	ENSKMAG00000002743	Kryptolebias_marmoratus
ENSPRNP00000048896	ENSPRNG00000023367	Parambassis_ranga
ENSACLP00000021761	ENSACLG00000014786	Astatotilapia_calliptera
ENSMZEP00005032904	ENSMZEG00005024504	Maylandia_zebra
ENSPNYP00000022745	ENSPNYG00000017157	Pundamilia_nyererei
ENSHBUP00000009335	ENSHBUG00000010871	Haplochromis_burtoni
ENSNBRP00000010827	ENSNBRG00000008429	Neolamprologus_brichardi
ENSONIP00000011706	ENSONIG00000009310	Oreochromis_niloticus
ENSACIP00000025109	ENSACIG00000019452	Amphilophus_citrinellus
ENSATEP00000003695	ENSATEG00000002586	Anabas_testudineus
ENSMALP00000030058	ENSMALG00000020787	Monopterus_albus
ENSAOCP00000028474	ENSAOCG00000018139	Amphiprion_ocellaris
ENSAPEP00000034775	ENSAPEG00000024689	Amphiprion_percula
ENSAPOP00000010682	ENSAPOG00000013210	Acanthochromis_polyacanthus
ENSLBEP00000021984	ENSLBEG00000016878	Labrus_bergylta
ENSSDUP00000021438	ENSSDUG00000015596	Seriola_dumerili
ENSSLDP00000019219	ENSSLDG00000015062	Seriola_lalandi_dorsalis
ENSLCAP00010001615	ENSLCAG00010000928	Lates_calcarifer
ENSSMAP00000028240	ENSSMAG00000017267	Scophthalmus_maximus
ENSPMGP00000026245	ENSPMGG00000021174	Periophthalmus_magnuspinnatus
ENSGMOP00000016519	ENSGMOG00000015424	Gadus_morhua
ENSGMOP00000000293	ENSGMOG00000000295	Gadus_morhua
ENSSFOP00015032778	ENSSFOG00015020948	Scleropages_formosus
ENSPKIP00000030104	ENSPKIG00000011085	Paramormyrops_kingsleyae
ENSDCDP00000040040	ENSDCDG00000026444	Denticeps_clupeoides
ENSCHAP00000048961	ENSCHAG00000022516	Clupea_harengus
ENSAMXP00000029121	ENSAMXG00000034647	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005031054	ENSAMXG00005015217	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000023871	ENSPNAG00000000934	Pygocentrus_nattereri
ENSEEEP00000033611	ENSEEEG00000015978	Electrophorus_electricus
ENSIPUP00000029696	ENSIPUG00000020067	Ictalurus_punctatus
ENSDARP00000117925	ENSDARG00000031681	Danio_rerio
ENSHHUP00000067771	ENSHHUG00000039815	Hucho_hucho
ENSHHUP00000004293	ENSHHUG00000002508	Hucho_hucho
ENSELUP00000011565	ENSELUG00000011928	Esox_lucius
ENSLOCP00000003078	ENSLOCG00000002617	Lepisosteus_oculatus
ENSECRP00000013874	ENSECRG00000009241	Erpetoichthys_calabaricus
ENSCMIP00000023253	ENSCMIG00000010418	Callorhinchus_milii
ENSPMAP00000003457	ENSPMAG00000003171	Petromyzon_marinus
ENSXETP00000052362	ENSXETG00000019806	Xenopus_tropicalis
ENSCINP00000017036	ENSCING00000008352	Ciona_intestinalis
ENSCSAVP00000007323	ENSCSAVG00000004371	Ciona_savignyi
ENSPTEP00000020158	ENSPTEG00000021435	Piliocolobus_tephrosceles
YHR026W_mRNA	YHR026W	Saccharomyces_cerevisiae_strain_S288C
