ENSMICP00000013321	ENSMICG00000014616	Microcebus_murinus	ENSMICT00000014611
ENSPSMP00000033302	ENSPSMG00000022979	Prolemur_simus	ENSPSMT00000038376
ENSPCOP00000024153	ENSPCOG00000024248	Propithecus_coquereli	ENSPCOT00000034833
ENSOGAP00000001690	ENSOGAG00000001896	Otolemur_garnettii	ENSOGAT00000001898
ENSPTRP00000064177	ENSPTRG00000007259	Pan_troglodytes	ENSPTRT00000076905
ENSPPAP00000000974	ENSPPAG00000004059	Pan_paniscus	ENSPPAT00000004460
ENSP00000328423	ENSG00000183324	Homo_sapiens	ENST00000331090
ENSGGOP00000000729	ENSGGOG00000000741	Gorilla_gorilla	ENSGGOT00000000745
ENSPPYP00000007512	ENSPPYG00000006624	Pongo_abelii	ENSPPYT00000007818
ENSNLEP00000017272	ENSNLEG00000014221	Nomascus_leucogenys	ENSNLET00000018137
ENSMNEP00000018108	ENSMNEG00000033004	Macaca_nemestrina	ENSMNET00000042341
ENSMFAP00000032987	ENSMFAG00000003031	Macaca_fascicularis	ENSMFAT00000007212
ENSMMUP00000012921	ENSMMUG00000009867	Macaca_mulatta	ENSMMUT00000013787
ENSMLEP00000015082	ENSMLEG00000031713	Mandrillus_leucophaeus	ENSMLET00000038537
ENSTGEP00000034623	ENSTGEG00000027599	Theropithecus_gelada	ENSTGET00000041096
ENSCATP00000014669	ENSCATG00000031364	Cercocebus_atys	ENSCATT00000038817
ENSPANP00000014244	ENSPANG00000016123	Papio_anubis	ENSPANT00000022495
ENSCSAP00000010151	ENSCSAG00000014012	Chlorocebus_sabaeus	ENSCSAT00000012101
ENSPTEP00000024636	ENSPTEG00000025075	Piliocolobus_tephrosceles	ENSPTET00000034998
ENSCANP00000034874	ENSCANG00000041128	Colobus_angolensis_palliatus
ENSCAFP00000026260	ENSCAFG00000017805	Canis_lupus_familiaris
ENSCAFP00020005251	ENSCAFG00020004290	Canis_lupus_dingo
ENSVVUP00000025144	ENSVVUG00000018443	Vulpes_vulpes
ENSPPRP00000009052	ENSPPRG00000003630	Panthera_pardus
ENSPTIP00000009896	ENSPTIG00000010833	Panthera_tigris_altaica
ENSFCAP00000051724	ENSFCAG00000007426	Felis_catus
ENSECAP00000015763	ENSECAG00000018241	Equus_caballus
ENSEASP00005007104	ENSEASG00005005221	Equus_asinus_asinus
ENSPVAP00000014979	ENSPVAG00000015877	Pteropus_vampyrus
ENSMLUP00000020910	ENSMLUG00000004120	Myotis_lucifugus
ENSVPAP00000005147	ENSVPAG00000005539	Vicugna_pacos
ENSSARP00000012260	ENSSARG00000013583	Sorex_araneus
ENSOCUP00000031338	ENSOCUG00000010055	Oryctolagus_cuniculus
ENSOPRP00000010670	ENSOPRG00000011708	Ochotona_princeps
ENSTBEP00000005709	ENSTBEG00000006639	Tupaia_belangeri
ENSCHOP00000002543	ENSCHOG00000002872	Choloepus_hoffmanni
ENSDNOP00000005049	ENSDNOG00000006522	Dasypus_novemcinctus
ENSLAFP00000021396	ENSLAFG00000031974	Loxodonta_africana
ENSETEP00000016141	ENSETEG00000019868	Echinops_telfairi
ENSPCIP00000013992	ENSPCIG00000010956	Phascolarctos_cinereus
ENSSHAP00000021267	ENSSHAG00000018026	Sarcophilus_harrisii
ENSMODP00000012350	ENSMODG00000009869	Monodelphis_domestica
ENSOANP00000001609	ENSOANG00000001011	Ornithorhynchus_anatinus
ENSPSIP00000014567	ENSPSIG00000013060	Pelodiscus_sinensis
ENSGAGP00000006309	ENSGAGG00000005078	Gopherus_agassizii
ENSAHAP00000002643	ENSAHAG00000002131	Apteryx_haastii
ENSAOWP00000000107	ENSAOWG00000000096	Apteryx_owenii
ENSARWP00000021130	ENSARWG00000014435	Apteryx_rowi
ENSDNVP00000025908	ENSDNVG00000018033	Dromaius_novaehollandiae
ENSNPEP00000016941	ENSNPEG00000012622	Nothoprocta_perdicaria
ENSAPLP00000015514	ENSAPLG00000015657	Anas_platyrhynchos_platyrhynchos
ENSABRP00000024458	ENSABRG00000020523	Anser_brachyrhynchus
ENSPMJP00000009438	ENSPMJG00000007545	Parus_major
ENSCCEP00000000350	ENSCCEG00000000501	Cyanistes_caeruleus
ENSLSDP00000016862	ENSLSDG00000012115	Lonchura_striata_domestica
ENSTGUP00000004215	ENSTGUG00000004101	Taeniopygia_guttata
ENSSCAP00000018704	ENSSCAG00000013522	Serinus_canaria
ENSZALP00000020817	ENSZALG00000016353	Zonotrichia_albicollis
ENSJHYP00000018894	ENSJHYG00000014369	Junco_hyemalis
ENSFALP00000009832	ENSFALG00000009434	Ficedula_albicollis
ENSLCOP00000021964	ENSLCOG00000015508	Lepidothrix_coronata
ENSMVIP00005000030	ENSMVIG00005000031	Manacus_vitellinus
ENSCJPP00005008405	ENSCJPG00005007515	Coturnix_japonica
ENSGALP00000060651	ENSGALG00000044207	Gallus_gallus
ENSMGAP00000001599	ENSMGAG00000002070	Meleagris_gallopavo
ENSNMEP00000012425	ENSNMEG00000011509	Numida_meleagris
ENSCPGP00000027894	ENSCPGG00000019227	Calidris_pygmaea
ENSCPUP00000026476	ENSCPUG00000017823	Calidris_pugnax
ENSMUNP00000016477	ENSMUNG00000012689	Melopsittacus_undulatus
ENSPVIP00000001526	ENSPVIG00000001390	Pogona_vitticeps
ENSACAP00000020329	ENSACAG00000013160	Anolis_carolinensis
ENSNSUP00000011754	ENSNSUG00000008854	Notechis_scutatus
ENSSMRP00000019755	ENSSMRG00000015410	Salvator_merianae
ENSSPUP00000024230	ENSSPUG00000018575	Sphenodon_punctatus
ENSLACP00000018586	ENSLACG00000016366	Latimeria_chalumnae
ENSIPUP00000015855	ENSIPUG00000010776	Ictalurus_punctatus
ENSPNAP00000022549	ENSPNAG00000029940	Pygocentrus_nattereri
ENSEEEP00000034079	ENSEEEG00000016232	Electrophorus_electricus
ENSDARP00000115176	ENSDARG00000069781	Danio_rerio
ENSDCDP00000035904	ENSDCDG00000023994	Denticeps_clupeoides
ENSDCDP00000035879	ENSDCDG00000023986	Denticeps_clupeoides
ENSHHUP00000082713	ENSHHUG00000048038	Hucho_hucho
ENSELUP00000016855	ENSELUG00000016605	Esox_lucius
ENSCGOP00000032314	ENSCGOG00000015046	Cottoperca_gobio
ENSLBEP00000013622	ENSLBEG00000010528	Labrus_bergylta
ENSSDUP00000007386	ENSSDUG00000005421	Seriola_dumerili
ENSSMAP00000013631	ENSSMAG00000008379	Scophthalmus_maximus
ENSMALP00000017909	ENSMALG00000012499	Monopterus_albus
ENSBSLP00000041777	ENSBSLG00000020180	Betta_splendens
ENSMZEP00005009732	ENSMZEG00005007370	Maylandia_zebra
ENSHBUP00000000761	ENSHBUG00000001948	Haplochromis_burtoni
ENSACLP00000023142	ENSACLG00000015711	Astatotilapia_calliptera
ENSONIP00000003410	ENSONIG00000002721	Oreochromis_niloticus
ENSAOCP00000014908	ENSAOCG00000019614	Amphiprion_ocellaris
ENSPFOP00000001240	ENSPFOG00000001347	Poecilia_formosa
ENSPREP00000007800	ENSPREG00000005346	Poecilia_reticulata
ENSGAFP00000016267	ENSGAFG00000010991	Gambusia_affinis
ENSFHEP00000020624	ENSFHEG00000022553	Fundulus_heteroclitus
ENSORLP00000032212	ENSORLG00000024709	Oryzias_latipes_ASM223467v1
ENSORLP00015018883	ENSORLG00015019958	Oryzias_latipes_ASM223469v1
ENSORLP00020020481	ENSORLG00020021489	Oryzias_latipes_ASM223471v1
ENSOMEP00000013634	ENSOMEG00000000380	Oryzias_melastigma
ENSGWIP00000044575	ENSGWIG00000022168	Gouania_willdenowi
ENSHCOP00000000083	ENSHCOG00000021134	Hippocampus_comes
ENSSFOP00015025071	ENSSFOG00015016126	Scleropages_formosus
ENSPKIP00000000936	ENSPKIG00000019414	Paramormyrops_kingsleyae
ENSLOCP00000017906	ENSLOCG00000014550	Lepisosteus_oculatus
ENSECRP00000019669	ENSECRG00000013157	Erpetoichthys_calabaricus
ENSCMIP00000027188	ENSCMIG00000011839	Callorhinchus_milii
