ENSBIXP00005026453	ENSBIXG00005028804	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
MGP_SPRETEiJ_P0066770	MGP_SPRETEiJ_G0027419	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000017322	ENSMSIG00000014798	Mus_spicilegus
ENSMUSP00000099696	ENSMUSG00000023075	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0064273	MGP_CAROLIEiJ_G0026439	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0079366	MGP_PahariEiJ_G0028770	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000037684	ENSRNOG00000026610	Rattus_norvegicus
ENSMUGP00000030289	ENSMUGG00000025151	Meriones_unguiculatus
ENSMUGP00000030297	ENSMUGG00000025162	Meriones_unguiculatus
ENSPEMP00000035792	ENSPEMG00000030900	Peromyscus_maniculatus_bairdii
ENSMOCP00000004331	ENSMOCG00000003567	Microtus_ochrogaster
ENSCGRP00001020645	ENSCGRG00001019740	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015007547	ENSCGRG00015005899	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000024752	ENSMAUG00000021503	Mesocricetus_auratus
ENSNGAP00000005603	ENSNGAG00000007993	Nannospalax_galili
ENSJJAP00000004167	ENSJJAG00000008584	Jaculus_jaculus
ENSOCUP00000004769	ENSOCUG00000005500	Oryctolagus_cuniculus
ENSOCUP00000015874	ENSOCUG00000023190	Oryctolagus_cuniculus
ENSOCUP00000046157	ENSOCUG00000032103	Oryctolagus_cuniculus
ENSOPRP00000007374	ENSOPRG00000008061	Ochotona_princeps
ENSPSMP00000019513	ENSPSMG00000013764	Prolemur_simus
ENSPCOP00000031208	ENSPCOG00000028364	Propithecus_coquereli
ENSMICP00000040794	ENSMICG00000016510	Microcebus_murinus
ENSOGAP00000007128	ENSOGAG00000007962	Otolemur_garnettii
ENSPANP00000009544	ENSPANG00000004583	Papio_anubis
ENSCATP00000026975	ENSCATG00000036878	Cercocebus_atys
ENSTGEP00000026232	ENSTGEG00000021140	Theropithecus_gelada
ENSMMUP00000058080	ENSMMUG00000009373	Macaca_mulatta
ENSMFAP00000038141	ENSMFAG00000038417	Macaca_fascicularis
ENSMNEP00000030654	ENSMNEG00000038763	Macaca_nemestrina
ENSCSAP00000016887	ENSCSAG00000001126	Chlorocebus_sabaeus
ENSRBIP00000041580	ENSRBIG00000044113	Rhinopithecus_bieti
ENSRROP00000003953	ENSRROG00000015889	Rhinopithecus_roxellana
ENSPTEP00000026567	ENSPTEG00000026603	Piliocolobus_tephrosceles
ENSPTRP00000091596	ENSPTRG00000000567	Pan_troglodytes
ENSPTRP00000070684	ENSPTRG00000045313	Pan_troglodytes
ENSPTRP00000070490	ENSPTRG00000052337	Pan_troglodytes
ENSPPAP00000019680	ENSPPAG00000033039	Pan_paniscus
ENSGGOP00000039141	ENSGGOG00000006053	Gorilla_gorilla
ENSP00000392678	ENSG00000174574	Homo_sapiens
ENSPPYP00000001747	ENSPPYG00000001511	Pongo_abelii
ENSNLEP00000046834	ENSNLEG00000035139	Nomascus_leucogenys
ENSCJAP00000069116	ENSCJAG00000043919	Callithrix_jacchus
ENSANAP00000013384	ENSANAG00000024590	Aotus_nancymaae
ENSTSYP00000003065	ENSTSYG00000003345	Carlito_syrichta
ENSTSYP00000019448	ENSTSYG00000036916	Carlito_syrichta
ENSCCAP00000034433	ENSCCAG00000035175	Cebus_capucinus_imitator
ENSSBOP00000033483	ENSSBOG00000032907	Saimiri_boliviensis_boliviensis
ENSPCOP00000000279	ENSPCOG00000000682	Propithecus_coquereli
ENSLAFP00000026654	ENSLAFG00000029942	Loxodonta_africana
ENSETEP00000005478	ENSETEG00000006751	Echinops_telfairi
ENSSDAP00000009142	ENSSDAG00000008333	Spermophilus_dauricus
ENSSDAP00000009133	ENSSDAG00000008315	Spermophilus_dauricus
ENSUPAP00010003931	ENSUPAG00010003219	Urocitellus_parryii
ENSUPAP00010020661	ENSUPAG00010016361	Urocitellus_parryii
ENSMMMP00000007947	ENSMMMG00000007124	Marmota_marmota_marmota
ENSSDAP00000016366	ENSSDAG00000014804	Spermophilus_dauricus
ENSMMMP00000003605	ENSMMMG00000003299	Marmota_marmota_marmota
ENSMSIP00000012711	ENSMSIG00000011045	Mus_spicilegus
ENSMLEP00000040414	ENSMLEG00000044218	Mandrillus_leucophaeus
ENSCANP00000021889	ENSCANG00000034383	Colobus_angolensis_palliatus
ENSVPAP00000000780	ENSVPAG00000000841	Vicugna_pacos
ENSSSCP00000003957	ENSSSCG00000003652	Sus_scrofa_strain_reference
ENSVVUP00000031447	ENSVVUG00000022878	Vulpes_vulpes
ENSVVUP00000021432	ENSVVUG00000015751	Vulpes_vulpes
ENSPCAP00000003713	ENSPCAG00000004006	Procavia_capensis
ENSBBBP00000000208	ENSBBBG00000009361	Bison_bison_bison
ENSOARP00000021454	ENSOARG00000019981	Ovis_aries
ENSAMEP00000010862	ENSAMEG00000010334	Ailuropoda_melanoleuca
ENSUMAP00000029250	ENSUMAG00000021218	Ursus_maritimus
ENSPTIP00000010261	ENSPTIG00000011077	Panthera_tigris_altaica
ENSBMUP00000003393	ENSBMUG00000002675	Bos_mutus
ENSSARP00000000091	ENSSARG00000000096	Sorex_araneus
ENSCHOP00000002665	ENSCHOG00000003010	Choloepus_hoffmanni
ENSDNOP00000000248	ENSDNOG00000000332	Dasypus_novemcinctus
ENSVURP00010003094	ENSVURG00010002475	Vombatus_ursinus	ENSVURT00010003507
ENSPCIP00000048691	ENSPCIG00000024469	Phascolarctos_cinereus	ENSPCIT00000057904
ENSMEUP00000010167	ENSMEUG00000011154	Notamacropus_eugenii	ENSMEUT00000011178
ENSMODP00000059267	ENSMODG00000024819	Monodelphis_domestica	ENSMODT00000037358
ENSMODP00000041501	ENSMODG00000017703	Monodelphis_domestica	ENSMODT00000078671
ENSSHAP00000020586	ENSSHAG00000017458	Sarcophilus_harrisii	ENSSHAT00000020751
ENSOANP00000003928	ENSOANG00000002481	Ornithorhynchus_anatinus
ENSXETP00000011790	ENSXETG00000015251	Xenopus_tropicalis
ENSLACP00000011147	ENSLACG00000009809	Latimeria_chalumnae
ENSSMAP00000005265	ENSSMAG00000003202	Scophthalmus_maximus
ENSHCOP00000004450	ENSHCOG00000005912	Hippocampus_comes
ENSFHEP00000031930	ENSFHEG00000018147	Fundulus_heteroclitus
ENSCVAP00000015283	ENSCVAG00000018071	Cyprinodon_variegatus
ENSXMAP00000027593	ENSXMAG00000013230	Xiphophorus_maculatus
ENSXCOP00000009827	ENSXCOG00000007462	Xiphophorus_couchianus
ENSGAFP00000014173	ENSGAFG00000009591	Gambusia_affinis
ENSPFOP00000001864	ENSPFOG00000001946	Poecilia_formosa
ENSPMEP00000018165	ENSPMEG00000021070	Poecilia_mexicana
ENSPLAP00000031053	ENSPLAG00000022744	Poecilia_latipinna
ENSPREP00000009102	ENSPREG00000006214	Poecilia_reticulata
ENSKMAP00000025791	ENSKMAG00000019113	Kryptolebias_marmoratus
ENSLBEP00000010631	ENSLBEG00000008199	Labrus_bergylta
ENSAOCP00000006096	ENSAOCG00000009672	Amphiprion_ocellaris
ENSAPEP00000006976	ENSAPEG00000005009	Amphiprion_percula
ENSAPOP00000020909	ENSAPOG00000024540	Acanthochromis_polyacanthus
ENSSPAP00000027123	ENSSPAG00000020453	Stegastes_partitus
ENSPRNP00000029038	ENSPRNG00000014492	Parambassis_ranga
ENSPNYP00000017126	ENSPNYG00000012970	Pundamilia_nyererei
ENSMZEP00005010959	ENSMZEG00005008231	Maylandia_zebra
ENSHBUP00000008518	ENSHBUG00000010024	Haplochromis_burtoni
ENSACLP00000000859	ENSACLG00000000618	Astatotilapia_calliptera
ENSNBRP00000013626	ENSNBRG00000010549	Neolamprologus_brichardi
ENSONIP00000020535	ENSONIG00000016312	Oreochromis_niloticus
ENSACIP00000024037	ENSACIG00000018678	Amphilophus_citrinellus
ENSMALP00000016465	ENSMALG00000011543	Monopterus_albus
ENSMAMP00000011921	ENSMAMG00000008054	Mastacembelus_armatus
ENSATEP00000013079	ENSATEG00000009163	Anabas_testudineus
ENSLCRP00005036273	ENSLCRG00005014129	Larimichthys_crocea
ENSMMOP00000024321	ENSMMOG00000018504	Mola_mola
ENSCGOP00000034226	ENSCGOG00000015860	Cottoperca_gobio
ENSGACP00000018057	ENSGACG00000013657	Gasterosteus_aculeatus
ENSTNIP00000023049	ENSTNIG00000019785	Tetraodon_nigroviridis
ENSTRUP00000054505	ENSTRUG00000024601	Takifugu_rubripes
ENSBSLP00000044239	ENSBSLG00000021034	Betta_splendens
ENSSDUP00000014554	ENSSDUG00000010616	Seriola_dumerili
ENSSLDP00000003510	ENSSLDG00000002773	Seriola_lalandi_dorsalis
ENSLCAP00010006943	ENSLCAG00010003420	Lates_calcarifer
ENSORLP00015023579	ENSORLG00015003638	Oryzias_latipes_ASM223469v1
ENSORLP00020017579	ENSORLG00020018572	Oryzias_latipes_ASM223471v1
ENSORLP00000018515	ENSORLG00000014770	Oryzias_latipes_ASM223467v1
ENSOMEP00000018214	ENSOMEG00000019917	Oryzias_melastigma
ENSGWIP00000018250	ENSGWIG00000010117	Gouania_willdenowi
ENSCSEP00000031628	ENSCSEG00000020264	Cynoglossus_semilaevis
ENSPMGP00000002351	ENSPMGG00000001157	Periophthalmus_magnuspinnatus
ENSGMOP00000014672	ENSGMOG00000013727	Gadus_morhua
ENSHHUP00000039317	ENSHHUG00000024422	Hucho_hucho
ENSHHUP00000039843	ENSHHUG00000024709	Hucho_hucho
ENSELUP00000037511	ENSELUG00000017191	Esox_lucius
ENSHHUP00000048274	ENSHHUG00000029272	Hucho_hucho
ENSHHUP00000023410	ENSHHUG00000014685	Hucho_hucho
ENSELUP00000007026	ENSELUG00000007858	Esox_lucius
ENSEEEP00000017824	ENSEEEG00000008799	Electrophorus_electricus
ENSDCDP00000005793	ENSDCDG00000002818	Denticeps_clupeoides
ENSCHAP00000034804	ENSCHAG00000016529	Clupea_harengus
ENSDARP00000058471	ENSDARG00000039969	Danio_rerio
ENSSFOP00015032102	ENSSFOG00015020545	Scleropages_formosus
ENSPKIP00000013076	ENSPKIG00000000640	Paramormyrops_kingsleyae
ENSAMXP00005000228	ENSAMXG00005000137	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000009874	ENSAMXG00000009569	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000012804	ENSPNAG00000018603	Pygocentrus_nattereri
ENSIPUP00000001313	ENSIPUG00000000935	Ictalurus_punctatus
ENSEEEP00000021494	ENSEEEG00000010473	Electrophorus_electricus
ENSPKIP00000017590	ENSPKIG00000003346	Paramormyrops_kingsleyae
ENSLOCP00000006887	ENSLOCG00000005708	Lepisosteus_oculatus
ENSECRP00000024220	ENSECRG00000016404	Erpetoichthys_calabaricus
ENSCMIP00000003570	ENSCMIG00000002153	Callorhinchus_milii
