ENSGALP00000040104	ENSGALG00000000606	Gallus_gallus
ENSPCOP00000024320	ENSPCOG00000024352	Propithecus_coquereli
ENSOGAP00000019124	ENSOGAG00000030870	Otolemur_garnettii
ENSSBOP00000008695	ENSSBOG00000021257	Saimiri_boliviensis_boliviensis
ENSCCNP00000023051	ENSCCNG00000022666	Castor_canadensis
ENSUAMP00000026235	ENSUAMG00000020350	Ursus_americanus
ENSOPRP00000004374	ENSOPRG00000004762	Ochotona_princeps
ENSDNOP00000018633	ENSDNOG00000048007	Dasypus_novemcinctus
ENSTBEP00000006282	ENSTBEG00000007276	Tupaia_belangeri
ENSPSMP00000000921	ENSPSMG00000000653	Prolemur_simus
ENSMMUP00000038078	ENSMMUG00000031357	Macaca_mulatta
ENSMPUP00000010870	ENSMPUG00000010959	Mustela_putorius_furo
ENSUMAP00000005417	ENSUMAG00000004297	Ursus_maritimus
ENSVVUP00000008490	ENSVVUG00000006384	Vulpes_vulpes
ENSEASP00005028961	ENSEASG00005019710	Equus_asinus_asinus
ENSCPOP00000015514	ENSCPOG00000023243	Cavia_porcellus
ENSCAPP00000016335	ENSCAPG00000016238	Cavia_aperea
ENSFDAP00000001589	ENSFDAG00000011528	Fukomys_damarensis
ENSDORP00000009850	ENSDORG00000010481	Dipodomys_ordii
ENSMLEP00000028552	ENSMLEG00000038385	Mandrillus_leucophaeus
ENSCANP00000033438	ENSCANG00000040285	Colobus_angolensis_palliatus
ENSNLEP00000032888	ENSNLEG00000018093	Nomascus_leucogenys
ENSPTEP00000028138	ENSPTEG00000027859	Piliocolobus_tephrosceles
ENSPTIP00000021971	ENSPTIG00000018939	Panthera_tigris_altaica
ENSBMUP00000024202	ENSBMUG00000018182	Bos_mutus
ENSCLAP00000016609	ENSCLAG00000011411	Chinchilla_lanigera
ENSOANP00000018277	ENSOANG00000011534	Ornithorhynchus_anatinus
ENSMGAP00000000483	ENSMGAG00000001081	Meleagris_gallopavo
ENSNMEP00000008355	ENSNMEG00000008159	Numida_meleagris
ENSMUNP00000013369	ENSMUNG00000010436	Melopsittacus_undulatus
ENSCCEP00000023275	ENSCCEG00000020871	Cyanistes_caeruleus
ENSPMJP00000009572	ENSPMJG00000007643	Parus_major
ENSTGUP00000001241	ENSTGUG00000001202	Taeniopygia_guttata
ENSFALP00000002823	ENSFALG00000002700	Ficedula_albicollis
ENSLCOP00000008688	ENSLCOG00000006333	Lepidothrix_coronata
ENSMVIP00005018239	ENSMVIG00005012965	Manacus_vitellinus
ENSCPUP00000025673	ENSCPUG00000017332	Calidris_pugnax
ENSDNVP00000026642	ENSDNVG00000018520	Dromaius_novaehollandiae
ENSPSIP00000012785	ENSPSIG00000011488	Pelodiscus_sinensis
ENSGAGP00000025986	ENSGAGG00000018979	Gopherus_agassizii
ENSAHAP00000012128	ENSAHAG00000008774	Apteryx_haastii
ENSARWP00000011231	ENSARWG00000007804	Apteryx_rowi
ENSAOWP00000017572	ENSAOWG00000012011	Apteryx_owenii
ENSCABP00000022236	ENSCABG00000016386	Chelonoidis_abingdonii
ENSAPLP00000027972	ENSAPLG00000022318	Anas_platyrhynchos_platyrhynchos
ENSMEUP00000014581	ENSMEUG00000015964	Notamacropus_eugenii
ENSPCIP00000046335	ENSPCIG00000004915	Phascolarctos_cinereus
ENSVURP00010004202	ENSVURG00010003356	Vombatus_ursinus
ENSMODP00000000676	ENSMODG00000000562	Monodelphis_domestica
ENSSHAP00000014120	ENSSHAG00000012069	Sarcophilus_harrisii
ENSORLP00020023350	ENSORLG00020004126	Oryzias_latipes_ASM223471v1
ENSORLP00015017656	ENSORLG00015018698	Oryzias_latipes_ASM223469v1
ENSOMEP00000013740	ENSOMEG00000015197	Oryzias_melastigma
ENSORLP00000038169	ENSORLG00000028909	Oryzias_latipes_ASM223467v1
ENSGWIP00000004832	ENSGWIG00000002566	Gouania_willdenowi
ENSTRUP00000035570	ENSTRUG00000013912	Takifugu_rubripes
ENSHCOP00000019885	ENSHCOG00000005512	Hippocampus_comes
ENSMMOP00000014047	ENSMMOG00000010753	Mola_mola
ENSGACP00000000346	ENSGACG00000000273	Gasterosteus_aculeatus
ENSSDUP00000000673	ENSSDUG00000000578	Seriola_dumerili
ENSSLDP00000014061	ENSSLDG00000011226	Seriola_lalandi_dorsalis
ENSLCAP00010053228	ENSLCAG00010024744	Lates_calcarifer
ENSSMAP00000024821	ENSSMAG00000015087	Scophthalmus_maximus
ENSMALP00000027662	ENSMALG00000019198	Monopterus_albus
ENSMAMP00000020255	ENSMAMG00000013640	Mastacembelus_armatus
ENSATEP00000031059	ENSATEG00000021432	Anabas_testudineus
ENSBSLP00000045317	ENSBSLG00000021623	Betta_splendens
ENSMZEP00005035912	ENSMZEG00005026811	Maylandia_zebra
ENSACLP00000017537	ENSACLG00000011996	Astatotilapia_calliptera
ENSHBUP00000013426	ENSHBUG00000000964	Haplochromis_burtoni
ENSPNYP00000007640	ENSPNYG00000005798	Pundamilia_nyererei
ENSNBRP00000013795	ENSNBRG00000010663	Neolamprologus_brichardi
ENSONIP00000018466	ENSONIG00000014667	Oreochromis_niloticus
ENSACIP00000001026	ENSACIG00000000868	Amphilophus_citrinellus
ENSPRNP00000027647	ENSPRNG00000013797	Parambassis_ranga
ENSAOCP00000023272	ENSAOCG00000009256	Amphiprion_ocellaris
ENSAPEP00000032599	ENSAPEG00000023154	Amphiprion_percula
ENSAPOP00000020033	ENSAPOG00000023583	Acanthochromis_polyacanthus
ENSSPAP00000021059	ENSSPAG00000015869	Stegastes_partitus
ENSKMAP00000003829	ENSKMAG00000002898	Kryptolebias_marmoratus
ENSCGOP00000001188	ENSCGOG00000000717	Cottoperca_gobio
ENSLBEP00000015390	ENSLBEG00000011943	Labrus_bergylta
ENSLCRP00005015794	ENSLCRG00005006649	Larimichthys_crocea
ENSCSEP00000029137	ENSCSEG00000018609	Cynoglossus_semilaevis
ENSPLAP00000002816	ENSPLAG00000004167	Poecilia_latipinna
ENSPFOP00000025621	ENSPFOG00000012465	Poecilia_formosa
ENSPMEP00000030654	ENSPMEG00000017237	Poecilia_mexicana
ENSXCOP00000022593	ENSXCOG00000016886	Xiphophorus_couchianus
ENSPREP00000007267	ENSPREG00000004992	Poecilia_reticulata
ENSXMAP00000034782	ENSXMAG00000025580	Xiphophorus_maculatus
ENSGAFP00000026326	ENSGAFG00000017776	Gambusia_affinis
ENSPMGP00000007689	ENSPMGG00000006369	Periophthalmus_magnuspinnatus
ENSGMOP00000014423	ENSGMOG00000013490	Gadus_morhua
ENSPNAP00000014113	ENSPNAG00000006758	Pygocentrus_nattereri
ENSFHEP00000033919	ENSFHEG00000021341	Fundulus_heteroclitus
ENSAMXP00000043401	ENSAMXG00000039062	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005048374	ENSAMXG00005022126	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEEEP00000031852	ENSEEEG00000015207	Electrophorus_electricus
ENSIPUP00000024298	ENSIPUG00000016413	Ictalurus_punctatus
ENSHHUP00000013639	ENSHHUG00000008354	Hucho_hucho
ENSHHUP00000029798	ENSHHUG00000018990	Hucho_hucho
ENSELUP00000032718	ENSELUG00000010736	Esox_lucius
ENSHHUP00000085490	ENSHHUG00000049485	Hucho_hucho
ENSHHUP00000020503	ENSHHUG00000012718	Hucho_hucho
ENSELUP00000002422	ENSELUG00000003770	Esox_lucius
ENSCHAP00000002037	ENSCHAG00000001462	Clupea_harengus
ENSPKIP00000020627	ENSPKIG00000005327	Paramormyrops_kingsleyae
ENSSFOP00015033746	ENSSFOG00015021537	Scleropages_formosus
ENSPKIP00000020490	ENSPKIG00000005234	Paramormyrops_kingsleyae
ENSDARP00000124659	ENSDARG00000078686	Danio_rerio
ENSDCDP00000028173	ENSDCDG00000020378	Denticeps_clupeoides
ENSLOCP00000015350	ENSLOCG00000012467	Lepisosteus_oculatus
ENSLACP00000016894	ENSLACG00000014881	Latimeria_chalumnae
ENSXETP00000031096	ENSXETG00000011925	Xenopus_tropicalis
ENSECRP00000004301	ENSECRG00000002918	Erpetoichthys_calabaricus
ENSCMIP00000001700	ENSCMIG00000001067	Callorhinchus_milii
ENSECRP00000020405	ENSECRG00000013702	Erpetoichthys_calabaricus
ENSEBUP00000026848	ENSEBUG00000016527	Eptatretus_burgeri
ENSPMAP00000005529	ENSPMAG00000005046	Petromyzon_marinus
ENSEBUP00000026030	ENSEBUG00000016029	Eptatretus_burgeri
ENSEBUP00000016704	ENSEBUG00000010483	Eptatretus_burgeri
Y57G11C.13.1	WBGene00000192	Caenorhabditis_elegans_strain_N2
