ENSMUGP00000020565	ENSMUGG00000017313	Meriones_unguiculatus
ENSLACP00000000676	ENSLACG00000000603	Latimeria_chalumnae
ENSAPEP00000002227	ENSAPEG00000001638	Amphiprion_percula
ENSPCAP00000003251	ENSPCAG00000003477	Procavia_capensis
ENSLCOP00000017637	ENSLCOG00000012474	Lepidothrix_coronata
ENSGAFP00000030428	ENSGAFG00000020500	Gambusia_affinis
ENSAMEP00000016100	ENSAMEG00000015260	Ailuropoda_melanoleuca
ENSUAMP00000022614	ENSUAMG00000017766	Ursus_americanus
ENSLOCP00000012653	ENSLOCG00000010319	Lepisosteus_oculatus
ENSSPAP00000001328	ENSSPAG00000000982	Stegastes_partitus
ENSRROP00000037344	ENSRROG00000042087	Rhinopithecus_roxellana
ENSVURP00010007824	ENSVURG00010006027	Vombatus_ursinus	ENSVURT00010008866
ENSSDAP00000012006	ENSSDAG00000010758	Spermophilus_dauricus
ENSPCIP00000016543	ENSPCIG00000012733	Phascolarctos_cinereus	ENSPCIT00000020443
ENSPTEP00000026472	ENSPTEG00000026512	Piliocolobus_tephrosceles
ENSLACP00000002652	ENSLACG00000002373	Latimeria_chalumnae
ENSCPBP00000038895	ENSCPBG00000026836	Chrysemys_picta_bellii
ENSEEUP00000013044	ENSEEUG00000014279	Erinaceus_europaeus
ENSMMMP00000016638	ENSMMMG00000014772	Marmota_marmota_marmota
ENSTGUP00000009706	ENSTGUG00000009416	Taeniopygia_guttata
ENSCJPP00005022683	ENSCJPG00005018034	Coturnix_japonica
ENSTBEP00000006346	ENSTBEG00000007326	Tupaia_belangeri
ENSOANP00000018028	ENSOANG00000011376	Ornithorhynchus_anatinus	ENSOANT00000018031
ENSPFOP00000010179	ENSPFOG00000010051	Poecilia_formosa
ENSHGLP00100020621	ENSHGLG00100015195	Heterocephalus_glaber_HetGla_1.0
ENSOANP00000032437	ENSOANG00000029755	Ornithorhynchus_anatinus	ENSOANT00000041686
ENSSDUP00000030713	ENSSDUG00000022123	Seriola_dumerili
ENSTTRP00000012922	ENSTTRG00000013619	Tursiops_truncatus
ENSTNIP00000014075	ENSTNIG00000011140	Tetraodon_nigroviridis
ENSFCAP00000041839	ENSFCAG00000031292	Felis_catus
ENSLAFP00000029155	ENSLAFG00000032573	Loxodonta_africana
ENSCPGP00000013831	ENSCPGG00000009793	Calidris_pygmaea
ENSCMIP00000031735	ENSCMIG00000013601	Callorhinchus_milii
ENSSPUP00000014944	ENSSPUG00000011533	Sphenodon_punctatus
ENSGACP00000012197	ENSGACG00000009237	Gasterosteus_aculeatus
ENSXETP00000025349	ENSXETG00000003822	Xenopus_tropicalis
ENSABRP00000003031	ENSABRG00000002852	Anser_brachyrhynchus
ENSACAP00000000995	ENSACAG00000001088	Anolis_carolinensis
ENSNGAP00000018946	ENSNGAG00000018909	Nannospalax_galili
ENSCGRP00001025153	ENSCGRG00001022842	Cricetulus_griseus_CHOK1GS_HDv1
ENSSMRP00000022405	ENSSMRG00000017404	Salvator_merianae
ENSCVAP00000024172	ENSCVAG00000008069	Cyprinodon_variegatus
ENSLCAP00010020259	ENSLCAG00010009574	Lates_calcarifer
ENSPVIP00000015576	ENSPVIG00000012002	Pogona_vitticeps
ENSORLP00015004554	ENSORLG00015005315	Oryzias_latipes_ASM223469v1
ENSDORP00000007129	ENSDORG00000007600	Dipodomys_ordii
ENSLBEP00000034078	ENSLBEG00000025644	Labrus_bergylta
ENSPSMP00000006312	ENSPSMG00000004746	Prolemur_simus
ENSSFOP00015032703	ENSSFOG00015020910	Scleropages_formosus
ENSNBRP00000027148	ENSNBRG00000020719	Neolamprologus_brichardi
ENSACIP00000011285	ENSACIG00000008769	Amphilophus_citrinellus
ENSEEEP00000016276	ENSEEEG00000008049	Electrophorus_electricus
ENSNSUP00000010053	ENSNSUG00000007652	Notechis_scutatus
ENSNSUP00000010051	ENSNSUG00000007649	Notechis_scutatus
ENSMAMP00000029421	ENSMAMG00000019815	Mastacembelus_armatus
ENSBTAP00000014996	ENSBTAG00000011287	Bos_taurus
ENSSCAP00000009511	ENSSCAG00000007233	Serinus_canaria
ENSPTRP00000085607	ENSPTRG00000015077	Pan_troglodytes
ENSNBRP00000027138	ENSNBRG00000020699	Neolamprologus_brichardi
ENSFALP00000013835	ENSFALG00000013254	Ficedula_albicollis
ENSOARP00000012186	ENSOARG00000011371	Ovis_aries
ENSSSCP00000054274	ENSSSCG00000011493	Sus_scrofa_strain_reference
ENSCATP00000044105	ENSCATG00000044553	Cercocebus_atys
ENSZALP00000002033	ENSZALG00000002350	Zonotrichia_albicollis
ENSMMOP00000000961	ENSMMOG00000000791	Mola_mola
ENSCLAP00000000821	ENSCLAG00000000637	Chinchilla_lanigera
ENSCPRP00005023469	ENSCPRG00005016288	Crocodylus_porosus
ENSNVIP00000014554	ENSNVIG00000011425	Neovison_vison
ENSMLUP00000012935	ENSMLUG00000014221	Myotis_lucifugus
ENSIPUP00000034966	ENSIPUG00000023487	Ictalurus_punctatus
ENSECRP00000022267	ENSECRG00000015061	Erpetoichthys_calabaricus
ENSPMGP00000001282	ENSPMGG00000001153	Periophthalmus_magnuspinnatus
ENSMUSP00000022257	ENSMUSG00000021738	Mus_musculus_strain_reference_(CL57BL6)	ENSMUST00000022257
ENSNMEP00000024429	ENSNMEG00000020752	Numida_meleagris
ENSCHAP00000058708	ENSCHAG00000026399	Clupea_harengus
ENSMNEP00000027797	ENSMNEG00000037292	Macaca_nemestrina
ENSKMAP00000012852	ENSKMAG00000009651	Kryptolebias_marmoratus
ENSMAUP00000004924	ENSMAUG00000006633	Mesocricetus_auratus
ENSOPRP00000014998	ENSOPRG00000016411	Ochotona_princeps	ENSOPRT00000016424
ENSATEP00000026545	ENSATEG00000018399	Anabas_testudineus
ENSMICP00000036290	ENSMICG00000014525	Microcebus_murinus
ENSCABP00000025578	ENSCABG00000018772	Chelonoidis_abingdonii
ENSPVAP00000013999	ENSPVAG00000014852	Pteropus_vampyrus
ENSFDAP00000002523	ENSFDAG00000012205	Fukomys_damarensis
ENSOGAP00000015706	ENSOGAG00000031555	Otolemur_garnettii
ENSUMAP00000032628	ENSUMAG00000023518	Ursus_maritimus
ENSLSDP00000017513	ENSLSDG00000012551	Lonchura_striata_domestica
ENSOMEP00000027139	ENSOMEG00000009422	Oryzias_melastigma
ENSGALP00000071236	ENSGALG00000007302	Gallus_gallus
ENSBMUP00000017396	ENSBMUG00000013154	Bos_mutus
ENSPPRP00000010358	ENSPPRG00000004611	Panthera_pardus
ENSMPUP00000016828	ENSMPUG00000016932	Mustela_putorius_furo
ENSDNVP00000016922	ENSDNVG00000011843	Dromaius_novaehollandiae
ENSMEUP00000010674	ENSMEUG00000011708	Notamacropus_eugenii	ENSMEUT00000011747
ENSBIXP00005046139	ENSBIXG00005031097	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCSEP00000008792	ENSCSEG00000005630	Cynoglossus_semilaevis
ENSPLAP00000006175	ENSPLAG00000008252	Poecilia_latipinna
MGP_PahariEiJ_P0083746	MGP_PahariEiJ_G0029972	Mus_pahari_strain_PAHARI_EIJ
ENSTRUP00000023785	ENSTRUG00000009469	Takifugu_rubripes
ENSGWIP00000001025	ENSGWIG00000000626	Gouania_willdenowi
ENSPMAP00000005515	ENSPMAG00000005034	Petromyzon_marinus
ENSPMEP00000034368	ENSPMEG00000023513	Poecilia_mexicana
ENSNPEP00000004493	ENSNPEG00000003437	Nothoprocta_perdicaria
ENSMGAP00000009391	ENSMGAG00000009100	Meleagris_gallopavo
ENSPNYP00000001517	ENSPNYG00000001227	Pundamilia_nyererei
ENSHHUP00000008211	ENSHHUG00000005042	Hucho_hucho
ENSHBUP00000002818	ENSHBUG00000004047	Haplochromis_burtoni
ENSSFOP00015028319	ENSSFOG00015018162	Scleropages_formosus
ENSSMAP00000017115	ENSSMAG00000010499	Scophthalmus_maximus
ENSPNAP00000008590	ENSPNAG00000014199	Pygocentrus_nattereri
ENSCGRP00015020890	ENSCGRG00015015878	Cricetulus_griseus_CriGri-PICR
ENSDNOP00000004519	ENSDNOG00000005843	Dasypus_novemcinctus
ENSPKIP00000009927	ENSPKIG00000024831	Paramormyrops_kingsleyae
ENSCAFP00020013500	ENSCAFG00020010789	Canis_lupus_dingo
ENSMALP00000004201	ENSMALG00000003059	Monopterus_albus
ENSAOWP00000020010	ENSAOWG00000013515	Apteryx_owenii
ENSSPUP00000014930	ENSSPUG00000011528	Sphenodon_punctatus
ENSMFAP00000036822	ENSMFAG00000037665	Macaca_fascicularis
ENSP00000295900	ENSG00000285258	Homo_sapiens
ENSSTOP00000011259	ENSSTOG00000012559	Ictidomys_tridecemlineatus
ENSAMXP00005024315	ENSAMXG00005012417	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCGOP00000001580	ENSCGOG00000000922	Cottoperca_gobio
ENSRNOP00000010103	ENSRNOG00000007246	Rattus_norvegicus
ENSXCOP00000013948	ENSXCOG00000010558	Xiphophorus_couchianus
ENSCJAP00000036356	ENSCJAG00000019570	Callithrix_jacchus
ENSCHIP00000028038	ENSCHIG00000023713	Capra_hircus
ENSORLP00000010264	ENSORLG00000008174	Oryzias_latipes_ASM223467v1
ENSACLP00000022797	ENSACLG00000015481	Astatotilapia_calliptera
ENSCCAP00000011144	ENSCCAG00000023325	Cebus_capucinus_imitator
ENSCCNP00000014202	ENSCCNG00000014669	Castor_canadensis	ENSCCNT00000018629
ENSPPYP00000015372	ENSPPYG00000013744	Pongo_abelii
ENSTSYP00000010467	ENSTSYG00000011389	Carlito_syrichta
ENSNLEP00000014344	ENSNLEG00000011772	Nomascus_leucogenys
ENSCSAP00000008162	ENSCSAG00000011977	Chlorocebus_sabaeus
ENSCPOP00000002656	ENSCPOG00000002924	Cavia_porcellus
ENSAPOP00000007563	ENSAPOG00000009543	Acanthochromis_polyacanthus
ENSCHOP00000006819	ENSCHOG00000007700	Choloepus_hoffmanni
ENSSLDP00000017378	ENSSLDG00000013722	Seriola_lalandi_dorsalis
ENSECAP00000024707	ENSECAG00000024801	Equus_caballus
ENSOCUP00000044825	ENSOCUG00000000803	Oryctolagus_cuniculus	ENSOCUT00000052502
ENSANAP00000031300	ENSANAG00000033380	Aotus_nancymaae
ENSBSLP00000001524	ENSBSLG00000000957	Betta_splendens
ENSACLP00000022791	ENSACLG00000015465	Astatotilapia_calliptera
ENSCANP00000007135	ENSCANG00000023439	Colobus_angolensis_palliatus
ENSHCOP00000024515	ENSHCOG00000013916	Hippocampus_comes
ENSPEMP00000002698	ENSPEMG00000003214	Peromyscus_maniculatus_bairdii
ENSFHEP00000023451	ENSFHEG00000000111	Fundulus_heteroclitus
ENSP00000439585	ENSG00000163635	Homo_sapiens
ENSPCOP00000018484	ENSPCOG00000021138	Propithecus_coquereli
ENSMMUP00000064629	ENSMMUG00000001508	Macaca_mulatta
ENSMVIP00005025427	ENSMVIG00005017775	Manacus_vitellinus
ENSGAGP00000029924	ENSGAGG00000021600	Gopherus_agassizii
ENSRBIP00000000454	ENSRBIG00000002253	Rhinopithecus_bieti
ENSPRNP00000027117	ENSPRNG00000013582	Parambassis_ranga
MGP_CAROLIEiJ_P0035633	MGP_CAROLIEiJ_G0018958	Mus_caroli_strain_CAROLI_EIJ
ENSGGOP00000023458	ENSGGOG00000012900	Gorilla_gorilla
ENSLCRP00005005700	ENSLCRG00005002904	Larimichthys_crocea
ENSMLEP00000025696	ENSMLEG00000037048	Mandrillus_leucophaeus
ENSBBBP00000013183	ENSBBBG00000005611	Bison_bison_bison
ENSEASP00005001947	ENSEASG00005001537	Equus_asinus_asinus
ENSPPAP00000031241	ENSPPAG00000038542	Pan_paniscus
ENSHHUP00000016305	ENSHHUG00000010148	Hucho_hucho
ENSHGLP00000011451	ENSHGLG00000008211	Heterocephalus_glaber_HetGla_female_1.0
ENSCAPP00000017738	ENSCAPG00000017323	Cavia_aperea
ENSCAFP00000048516	ENSCAFG00000006857	Canis_lupus_familiaris
ENSBIXP00000026756	ENSBIXG00000029460	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCCEP00000023606	ENSCCEG00000021097	Cyanistes_caeruleus
ENSMODP00000042740	ENSMODG00000025517	Monodelphis_domestica	ENSMODT00000083602
ENSMUNP00000019755	ENSMUNG00000015084	Melopsittacus_undulatus
ENSJJAP00000016525	ENSJJAG00000018348	Jaculus_jaculus
ENSPTIP00000006167	ENSPTIG00000008113	Panthera_tigris_altaica
ENSMSIP00000016587	ENSMSIG00000014195	Mus_spicilegus	ENSMSIT00000021023
