C24H12.2.1	WBGene00016072	Caenorhabditis_elegans_strain_N2	C24H12.2.1
C24H12.5b.1	WBGene00016074	Caenorhabditis_elegans_strain_N2	C24H12.5b.1
ENSCINP00000034459	ENSCING00000024547	Ciona_intestinalis
ENSNMEP00000012081	ENSNMEG00000011283	Numida_meleagris
ENSPVIP00000010679	ENSPVIG00000008453	Pogona_vitticeps
ENSACAP00000004559	ENSACAG00000004693	Anolis_carolinensis
ENSNSUP00000024258	ENSNSUG00000017542	Notechis_scutatus
ENSSMRP00000030010	ENSSMRG00000023048	Salvator_merianae
ENSXETP00000035423	ENSXETG00000014217	Xenopus_tropicalis
ENSLACP00000007934	ENSLACG00000007022	Latimeria_chalumnae
ENSCMIP00000039219	ENSCMIG00000016436	Callorhinchus_milii
ENSECRP00000020374	ENSECRG00000013691	Erpetoichthys_calabaricus
ENSJHYP00000004836	ENSJHYG00000003989	Junco_hyemalis
ENSSCAP00000006064	ENSSCAG00000004703	Serinus_canaria
ENSFALP00000002467	ENSFALG00000002370	Ficedula_albicollis
ENSCCEP00000019200	ENSCCEG00000017457	Cyanistes_caeruleus
ENSPMJP00000010901	ENSPMJG00000008520	Parus_major
ENSLCOP00000004467	ENSLCOG00000003416	Lepidothrix_coronata
ENSMVIP00005017790	ENSMVIG00005012644	Manacus_vitellinus
ENSMVIP00005017821	ENSMVIG00005012686	Manacus_vitellinus
ENSNPEP00000007390	ENSNPEG00000005527	Nothoprocta_perdicaria
ENSCHAP00000026374	ENSCHAG00000012842	Clupea_harengus	ENSCHAT00000028681
ENSDCDP00000017325	ENSDCDG00000014088	Denticeps_clupeoides	ENSDCDT00000024313
ENSTRUP00000032275	ENSTRUG00000012751	Takifugu_rubripes
ENSTNIP00000011132	ENSTNIG00000008302	Tetraodon_nigroviridis
ENSMMOP00000002681	ENSMMOG00000002170	Mola_mola
ENSLBEP00000004408	ENSLBEG00000003370	Labrus_bergylta
ENSATEP00000016167	ENSATEG00000011128	Anabas_testudineus
ENSBSLP00000000510	ENSBSLG00000000408	Betta_splendens
ENSMALP00000030335	ENSMALG00000020986	Monopterus_albus
ENSLCAP00010037131	ENSLCAG00010017359	Lates_calcarifer
ENSGACP00000020148	ENSGACG00000015279	Gasterosteus_aculeatus
ENSSMAP00000018596	ENSSMAG00000011395	Scophthalmus_maximus
ENSCSEP00000020763	ENSCSEG00000013254	Cynoglossus_semilaevis
ENSSDUP00000028378	ENSSDUG00000020494	Seriola_dumerili
ENSSLDP00000018869	ENSSLDG00000014741	Seriola_lalandi_dorsalis
ENSLCRP00005059091	ENSLCRG00005021904	Larimichthys_crocea
ENSMAMP00000005987	ENSMAMG00000004082	Mastacembelus_armatus
ENSAOCP00000027667	ENSAOCG00000016751	Amphiprion_ocellaris
ENSAPEP00000016712	ENSAPEG00000011848	Amphiprion_percula
ENSAPOP00000032602	ENSAPOG00000020620	Acanthochromis_polyacanthus
ENSSPAP00000004603	ENSSPAG00000003574	Stegastes_partitus
ENSPRNP00000008447	ENSPRNG00000005037	Parambassis_ranga
ENSACLP00000015330	ENSACLG00000010452	Astatotilapia_calliptera
ENSMZEP00005025904	ENSMZEG00005019322	Maylandia_zebra
ENSPNYP00000027368	ENSPNYG00000020619	Pundamilia_nyererei
ENSHBUP00000034534	ENSHBUG00000022162	Haplochromis_burtoni
ENSNBRP00000016931	ENSNBRG00000013049	Neolamprologus_brichardi
ENSONIP00000006172	ENSONIG00000004909	Oreochromis_niloticus
ENSACIP00000026501	ENSACIG00000020486	Amphilophus_citrinellus
ENSPFOP00000008871	ENSPFOG00000008811	Poecilia_formosa	ENSPFOT00000008883
ENSPMEP00000023221	ENSPMEG00000004666	Poecilia_mexicana	ENSPMET00000010724
ENSPLAP00000009133	ENSPLAG00000011811	Poecilia_latipinna	ENSPLAT00000001730
ENSPREP00000027215	ENSPREG00000018398	Poecilia_reticulata	ENSPRET00000027505
ENSXMAP00000004418	ENSXMAG00000004408	Xiphophorus_maculatus	ENSXMAT00000004423
ENSXCOP00000027622	ENSXCOG00000020610	Xiphophorus_couchianus	ENSXCOT00000027957
ENSGAFP00000004136	ENSGAFG00000002823	Gambusia_affinis	ENSGAFT00000004187
ENSFHEP00000007022	ENSFHEG00000008087	Fundulus_heteroclitus	ENSFHET00000004528
ENSCVAP00000029801	ENSCVAG00000017910	Cyprinodon_variegatus	ENSCVAT00000023132
ENSKMAP00000025152	ENSKMAG00000018646	Kryptolebias_marmoratus	ENSKMAT00000025473
ENSORLP00000025640	ENSORLG00000020700	Oryzias_latipes_ASM223467v1	ENSORLT00000025641
ENSORLP00015015153	ENSORLG00015016066	Oryzias_latipes_ASM223469v1
ENSORLP00020029680	ENSORLG00020013767	Oryzias_latipes_ASM223471v1
ENSOMEP00000028346	ENSOMEG00000011419	Oryzias_melastigma
ENSGWIP00000013636	ENSGWIG00000007735	Gouania_willdenowi
ENSHCOP00000002027	ENSHCOG00000003106	Hippocampus_comes
ENSPMGP00000013781	ENSPMGG00000011333	Periophthalmus_magnuspinnatus
ENSGMOP00000005420	ENSGMOG00000005104	Gadus_morhua
ENSHHUP00000088796	ENSHHUG00000051301	Hucho_hucho
ENSHHUP00000010457	ENSHHUG00000006277	Hucho_hucho
ENSELUP00000027610	ENSELUG00000003909	Esox_lucius
ENSAMXP00000047507	ENSAMXG00000043405	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005001024	ENSAMXG00005000633	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000025075	ENSPNAG00000001357	Pygocentrus_nattereri
ENSIPUP00000010491	ENSIPUG00000007176	Ictalurus_punctatus
ENSEEEP00000029920	ENSEEEG00000014329	Electrophorus_electricus
ENSPKIP00000018353	ENSPKIG00000003943	Paramormyrops_kingsleyae
ENSSFOP00015025242	ENSSFOG00015016192	Scleropages_formosus
ENSLOCP00000013502	ENSLOCG00000011005	Lepisosteus_oculatus
FBpp0312592	FBgn0086695	Drosophila_melanogaster	FBtr0347559
