FBpp0083030	FBgn0038583	Drosophila_melanogaster	FBtr0083610
C37A2.8a.1	WBGene00016494	Caenorhabditis_elegans_strain_N2	C37A2.8a.1
ENSVURP00010019537	ENSVURG00010014898	Vombatus_ursinus	ENSVURT00010022230
ENSPCIP00000019532	ENSPCIG00000014781	Phascolarctos_cinereus	ENSPCIT00000024128
ENSMEUP00000007711	ENSMEUG00000008447	Notamacropus_eugenii	ENSMEUT00000008458
ENSSHAP00000020319	ENSSHAG00000017233	Sarcophilus_harrisii	ENSSHAT00000020480
ENSMODP00000008905	ENSMODG00000007181	Monodelphis_domestica	ENSMODT00000009080
ENSMLUP00000009471	ENSMLUG00000010390	Myotis_lucifugus
MGP_PahariEiJ_P0051255	MGP_PahariEiJ_G0022405	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000013498	ENSRNOG00000010090	Rattus_norvegicus
ENSMUGP00000018976	ENSMUGG00000016090	Meriones_unguiculatus
ENSCGRP00015018417	ENSCGRG00015014162	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000021180	ENSCGRG00000015383	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001023554	ENSCGRG00001021754	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000009931	ENSMAUG00000010944	Mesocricetus_auratus
ENSMOCP00000024228	ENSMOCG00000020723	Microtus_ochrogaster
ENSPEMP00000011330	ENSPEMG00000011995	Peromyscus_maniculatus_bairdii
ENSNGAP00000007956	ENSNGAG00000011049	Nannospalax_galili
ENSOCUP00000007302	ENSOCUG00000008451	Oryctolagus_cuniculus
ENSOPRP00000004735	ENSOPRG00000005155	Ochotona_princeps
ENSDORP00000006872	ENSDORG00000007328	Dipodomys_ordii
ENSJJAP00000010750	ENSJJAG00000014232	Jaculus_jaculus
ENSCCNP00000011286	ENSCCNG00000011689	Castor_canadensis
ENSCPOP00000030555	ENSCPOG00000039402	Cavia_porcellus
ENSCAPP00000001289	ENSCAPG00000002373	Cavia_aperea
ENSCLAP00000016000	ENSCLAG00000011014	Chinchilla_lanigera
ENSHGLP00000000682	ENSHGLG00000000585	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100016865	ENSHGLG00100012442	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000008094	ENSFDAG00000016441	Fukomys_damarensis
ENSUPAP00010000863	ENSUPAG00010000716	Urocitellus_parryii
ENSSTOP00000021709	ENSSTOG00000027414	Ictidomys_tridecemlineatus
ENSSDAP00000016753	ENSSDAG00000015160	Spermophilus_dauricus
ENSMMMP00000012983	ENSMMMG00000011603	Marmota_marmota_marmota
ENSDNOP00000019958	ENSDNOG00000044545	Dasypus_novemcinctus
ENSCHOP00000004611	ENSCHOG00000005203	Choloepus_hoffmanni
ENSETEP00000013620	ENSETEG00000016781	Echinops_telfairi
ENSLAFP00000010586	ENSLAFG00000012663	Loxodonta_africana
ENSPCAP00000008403	ENSPCAG00000009016	Procavia_capensis
ENSEEUP00000003643	ENSEEUG00000004005	Erinaceus_europaeus
ENSOANP00000017241	ENSOANG00000010884	Ornithorhynchus_anatinus
ENSPVIP00000028236	ENSPVIG00000020944	Pogona_vitticeps
ENSACAP00000011671	ENSACAG00000011855	Anolis_carolinensis
ENSNSUP00000007919	ENSNSUG00000006176	Notechis_scutatus
ENSSMRP00000003155	ENSSMRG00000002656	Salvator_merianae
ENSSPUP00000022251	ENSSPUG00000017085	Sphenodon_punctatus
ENSABRP00000011641	ENSABRG00000010419	Anser_brachyrhynchus
ENSAPLP00000010090	ENSAPLG00000010346	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000016450	ENSMGAG00000007861	Meleagris_gallopavo
ENSCJPP00005019979	ENSCJPG00005016139	Coturnix_japonica
ENSGALP00000010416	ENSGALG00000006459	Gallus_gallus
ENSNMEP00000023822	ENSNMEG00000020268	Numida_meleagris
ENSLSDP00000013241	ENSLSDG00000009635	Lonchura_striata_domestica
ENSSCAP00000006480	ENSSCAG00000005056	Serinus_canaria
ENSZALP00000021555	ENSZALG00000016865	Zonotrichia_albicollis
ENSJHYP00000003868	ENSJHYG00000003184	Junco_hyemalis
ENSTGUP00000008673	ENSTGUG00000008404	Taeniopygia_guttata
ENSFALP00000013234	ENSFALG00000012673	Ficedula_albicollis
ENSCCEP00000024591	ENSCCEG00000021818	Cyanistes_caeruleus
ENSPMJP00000017613	ENSPMJG00000013243	Parus_major
ENSLCOP00000017177	ENSLCOG00000012171	Lepidothrix_coronata
ENSMVIP00005025971	ENSMVIG00005018125	Manacus_vitellinus
ENSMUNP00000007234	ENSMUNG00000005800	Melopsittacus_undulatus
ENSCPGP00000018589	ENSCPGG00000012993	Calidris_pygmaea
ENSCPUP00000029628	ENSCPUG00000019842	Calidris_pugnax
ENSNPEP00000006848	ENSNPEG00000005151	Nothoprocta_perdicaria
ENSNPEP00000006844	ENSNPEG00000005148	Nothoprocta_perdicaria
ENSAOWP00000027442	ENSAOWG00000018499	Apteryx_owenii
ENSAHAP00000010949	ENSAHAG00000007939	Apteryx_haastii
ENSARWP00000005692	ENSARWG00000004058	Apteryx_rowi
ENSDNVP00000003596	ENSDNVG00000002542	Dromaius_novaehollandiae
ENSCPRP00005025243	ENSCPRG00005017505	Crocodylus_porosus
ENSGAGP00000022059	ENSGAGG00000016185	Gopherus_agassizii
ENSGAGP00000008823	ENSGAGG00000006977	Gopherus_agassizii
ENSCABP00000005668	ENSCABG00000004271	Chelonoidis_abingdonii
ENSGAGP00000014508	ENSGAGG00000011026	Gopherus_agassizii
ENSCPBP00000020252	ENSCPBG00000014576	Chrysemys_picta_bellii
ENSPSIP00000009903	ENSPSIG00000009004	Pelodiscus_sinensis
ENSXETP00000009778	ENSXETG00000011303	Xenopus_tropicalis
ENSLACP00000004136	ENSLACG00000003678	Latimeria_chalumnae
ENSECRP00000028269	ENSECRG00000019123	Erpetoichthys_calabaricus
ENSCMIP00000049318	ENSCMIG00000020093	Callorhinchus_milii
ENSCSEP00000004757	ENSCSEG00000003077	Cynoglossus_semilaevis
ENSGWIP00000001231	ENSGWIG00000000723	Gouania_willdenowi
ENSTRUP00000028240	ENSTRUG00000011187	Takifugu_rubripes
ENSTNIP00000003285	ENSTNIG00000000038	Tetraodon_nigroviridis
ENSMALP00000022881	ENSMALG00000015971	Monopterus_albus
ENSMAMP00000000452	ENSMAMG00000000318	Mastacembelus_armatus
ENSATEP00000003603	ENSATEG00000002494	Anabas_testudineus
ENSBSLP00000010409	ENSBSLG00000005375	Betta_splendens
ENSSDUP00000010560	ENSSDUG00000007738	Seriola_dumerili
ENSSLDP00000032728	ENSSLDG00000025091	Seriola_lalandi_dorsalis
ENSSMAP00000002743	ENSSMAG00000001684	Scophthalmus_maximus
ENSLCAP00010038851	ENSLCAG00010018180	Lates_calcarifer
ENSCGOP00000050838	ENSCGOG00000022524	Cottoperca_gobio
ENSGACP00000000986	ENSGACG00000000764	Gasterosteus_aculeatus
ENSLCRP00005026685	ENSLCRG00005010649	Larimichthys_crocea
ENSLBEP00000023925	ENSLBEG00000018341	Labrus_bergylta
ENSMMOP00000028923	ENSMMOG00000021826	Mola_mola
ENSAPEP00000023491	ENSAPEG00000016703	Amphiprion_percula
ENSAOCP00000022704	ENSAOCG00000000479	Amphiprion_ocellaris
ENSAPOP00000012909	ENSAPOG00000015690	Acanthochromis_polyacanthus
ENSSPAP00000001423	ENSSPAG00000001104	Stegastes_partitus
ENSPLAP00000022423	ENSPLAG00000006970	Poecilia_latipinna
ENSPFOP00000002842	ENSPFOG00000002880	Poecilia_formosa
ENSPMEP00000026875	ENSPMEG00000010904	Poecilia_mexicana
ENSPREP00000018341	ENSPREG00000012424	Poecilia_reticulata
ENSXMAP00000001899	ENSXMAG00000001888	Xiphophorus_maculatus
ENSXCOP00000026657	ENSXCOG00000019911	Xiphophorus_couchianus
ENSGAFP00000032235	ENSGAFG00000021702	Gambusia_affinis
ENSFHEP00000025277	ENSFHEG00000007412	Fundulus_heteroclitus
ENSCVAP00000022421	ENSCVAG00000005037	Cyprinodon_variegatus
ENSKMAP00000026487	ENSKMAG00000019648	Kryptolebias_marmoratus
ENSORLP00000039343	ENSORLG00000001476	Oryzias_latipes_ASM223467v1
ENSORLP00015022425	ENSORLG00015001807	Oryzias_latipes_ASM223469v1
ENSORLP00020024257	ENSORLG00020005571	Oryzias_latipes_ASM223471v1
ENSOMEP00000008650	ENSOMEG00000009826	Oryzias_melastigma
ENSMZEP00005012307	ENSMZEG00005009264	Maylandia_zebra
ENSACLP00000036639	ENSACLG00000024822	Astatotilapia_calliptera
ENSPNYP00000007151	ENSPNYG00000005456	Pundamilia_nyererei
ENSNBRP00000023061	ENSNBRG00000017635	Neolamprologus_brichardi
ENSHBUP00000007145	ENSHBUG00000008659	Haplochromis_burtoni
ENSONIP00000023974	ENSONIG00000019043	Oreochromis_niloticus
ENSACIP00000029150	ENSACIG00000022551	Amphilophus_citrinellus
ENSPRNP00000057016	ENSPRNG00000026592	Parambassis_ranga
ENSHCOP00000018989	ENSHCOG00000004005	Hippocampus_comes
ENSGMOP00000008200	ENSGMOG00000007664	Gadus_morhua
ENSELUP00000036982	ENSELUG00000016454	Esox_lucius
ENSHHUP00000080066	ENSHHUG00000046642	Hucho_hucho
ENSAMXP00000002216	ENSAMXG00000002171	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005042985	ENSAMXG00005020020	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000010125	ENSPNAG00000015652	Pygocentrus_nattereri
ENSEEEP00000020156	ENSEEEG00000009842	Electrophorus_electricus
ENSIPUP00000033956	ENSIPUG00000022811	Ictalurus_punctatus
ENSDARP00000030727	ENSDARG00000023858	Danio_rerio
ENSCHAP00000039231	ENSCHAG00000018149	Clupea_harengus
ENSDCDP00000002891	ENSDCDG00000001488	Denticeps_clupeoides
ENSSFOP00015032637	ENSSFOG00015020871	Scleropages_formosus
ENSPKIP00000001977	ENSPKIG00000020044	Paramormyrops_kingsleyae
ENSLOCP00000013675	ENSLOCG00000011131	Lepisosteus_oculatus
ENSPMAP00000001645	ENSPMAG00000001488	Petromyzon_marinus	ENSPMAT00000001653
ENSEBUP00000027140	ENSEBUG00000016662	Eptatretus_burgeri	ENSEBUT00000027716
ENSCSAVP00000015005	ENSCSAVG00000008789	Ciona_savignyi
ENSCINP00000000480	ENSCING00000014047	Ciona_intestinalis
