ENSECRP00000006020	ENSECRG00000004024	Erpetoichthys_calabaricus
ENSCPBP00000041042	ENSCPBG00000028173	Chrysemys_picta_bellii
ENSGAGP00000024364	ENSGAGG00000017802	Gopherus_agassizii
ENSCABP00000015945	ENSCABG00000011893	Chelonoidis_abingdonii
ENSCPBP00000041035	ENSCPBG00000028169	Chrysemys_picta_bellii
ENSPSIP00000015557	ENSPSIG00000013904	Pelodiscus_sinensis
ENSAOWP00000020054	ENSAOWG00000013569	Apteryx_owenii
ENSARWP00000010969	ENSARWG00000007604	Apteryx_rowi
ENSAHAP00000009213	ENSAHAG00000006705	Apteryx_haastii
ENSNPEP00000006482	ENSNPEG00000004903	Nothoprocta_perdicaria
ENSMVIP00005002922	ENSMVIG00005002285	Manacus_vitellinus
ENSLCOP00000002633	ENSLCOG00000002026	Lepidothrix_coronata
ENSTGUP00000009173	ENSTGUG00000008914	Taeniopygia_guttata
ENSLSDP00000020771	ENSLSDG00000014715	Lonchura_striata_domestica
ENSFALP00000001350	ENSFALG00000001297	Ficedula_albicollis
ENSCCEP00000004621	ENSCCEG00000005077	Cyanistes_caeruleus
ENSMUNP00000013818	ENSMUNG00000010777	Melopsittacus_undulatus
ENSCPUP00000003160	ENSCPUG00000002426	Calidris_pugnax
ENSCPGP00000002111	ENSCPGG00000001577	Calidris_pygmaea
ENSGALP00000030742	ENSGALG00000019755	Gallus_gallus
ENSCJPP00005027857	ENSCJPG00005021536	Coturnix_japonica
ENSNMEP00000012087	ENSNMEG00000011287	Numida_meleagris
ENSSPUP00000013097	ENSSPUG00000010097	Sphenodon_punctatus
ENSACAP00000022650	ENSACAG00000028593	Anolis_carolinensis
ENSPVIP00000009454	ENSPVIG00000007528	Pogona_vitticeps
ENSACAP00000019783	ENSACAG00000021973	Anolis_carolinensis
ENSCMIP00000038043	ENSCMIG00000015990	Callorhinchus_milii
