ENSLACP00000003601	ENSLACG00000003208	Latimeria_chalumnae
ENSTSYP00000028415	ENSTSYG00000001584	Carlito_syrichta
ENSTSYP00000018896	ENSTSYG00000028630	Carlito_syrichta
ENSCCNP00000014047	ENSCCNG00000014528	Castor_canadensis
ENSDORP00000014705	ENSDORG00000015625	Dipodomys_ordii
ENSODEP00000006015	ENSODEG00000004520	Octodon_degus
ENSODEP00000012328	ENSODEG00000009142	Octodon_degus
ENSCLAP00000001323	ENSCLAG00000001007	Chinchilla_lanigera
ENSCPOP00000010613	ENSCPOG00000011800	Cavia_porcellus
ENSCAPP00000014378	ENSCAPG00000014769	Cavia_aperea
ENSHGLP00000013960	ENSHGLG00000009968	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100002390	ENSHGLG00100001855	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000003150	ENSFDAG00000012668	Fukomys_damarensis
ENSUPAP00010022571	ENSUPAG00010017902	Urocitellus_parryii
ENSSDAP00000005379	ENSSDAG00000005014	Spermophilus_dauricus
ENSMMMP00000019290	ENSMMMG00000017055	Marmota_marmota_marmota
ENSSTOP00000012812	ENSSTOG00000014307	Ictidomys_tridecemlineatus
ENSOCUP00000001888	ENSOCUG00000002186	Oryctolagus_cuniculus
ENSOCUP00000018001	ENSOCUG00000024009	Oryctolagus_cuniculus
ENSPVAP00000014943	ENSPVAG00000015837	Pteropus_vampyrus
ENSMLUP00000014971	ENSMLUG00000016428	Myotis_lucifugus
ENSCHIP00000001839	ENSCHIG00000003767	Capra_hircus
ENSOARP00000005403	ENSOARG00000005043	Ovis_aries
ENSBIXP00000024096	ENSBIXG00000001512	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005012042	ENSBIXG00005016395	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000065573	ENSBTAG00000033351	Bos_taurus
ENSBMUP00000010571	ENSBMUG00000008109	Bos_mutus
ENSBBBP00000001187	ENSBBBG00000001763	Bison_bison_bison
ENSTTRP00000005424	ENSTTRG00000005743	Tursiops_truncatus
ENSVPAP00000011228	ENSVPAG00000012069	Vicugna_pacos
ENSUMAP00000004291	ENSUMAG00000003485	Ursus_maritimus
ENSUAMP00000029724	ENSUAMG00000022864	Ursus_americanus
ENSAMEP00000006775	ENSAMEG00000006436	Ailuropoda_melanoleuca
ENSNVIP00000016236	ENSNVIG00000012630	Neovison_vison
ENSNVIP00000003350	ENSNVIG00000002672	Neovison_vison
ENSMPUP00000016641	ENSMPUG00000016745	Mustela_putorius_furo
ENSCAFP00020035165	ENSCAFG00020027236	Canis_lupus_dingo
ENSCAFP00000066273	ENSCAFG00000016544	Canis_lupus_familiaris
ENSVVUP00000018006	ENSVVUG00000013266	Vulpes_vulpes
ENSPPRP00000000922	ENSPPRG00000024486	Panthera_pardus
ENSPTIP00000019263	ENSPTIG00000017096	Panthera_tigris_altaica
ENSFCAP00000047682	ENSFCAG00000035192	Felis_catus
ENSECAP00000018944	ENSECAG00000021508	Equus_caballus
ENSEASP00005011327	ENSEASG00005007966	Equus_asinus_asinus
ENSTBEP00000000514	ENSTBEG00000000597	Tupaia_belangeri
ENSOPRP00000008723	ENSOPRG00000009543	Ochotona_princeps
ENSSARP00000005301	ENSSARG00000005854	Sorex_araneus
ENSPCAP00000002105	ENSPCAG00000002252	Procavia_capensis
ENSETEP00000005522	ENSETEG00000006803	Echinops_telfairi
ENSLAFP00000004850	ENSLAFG00000005786	Loxodonta_africana
ENSMSIP00000002228	ENSMSIG00000002071	Mus_spicilegus
MGP_SPRETEiJ_P0070757	MGP_SPRETEiJ_G0028205	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000143072	ENSMUSG00000029089	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0068123	MGP_CAROLIEiJ_G0027209	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0031319	MGP_PahariEiJ_G0016991	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000005587	ENSRNOG00000004140	Rattus_norvegicus
ENSMUGP00000030913	ENSMUGG00000025716	Meriones_unguiculatus
ENSCGRP00001004935	ENSCGRG00001006394	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015024211	ENSCGRG00015018441	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000002755	ENSCGRG00000002017	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000000744	ENSMAUG00000000592	Mesocricetus_auratus
ENSPEMP00000016306	ENSPEMG00000015581	Peromyscus_maniculatus_bairdii
ENSMOCP00000024438	ENSMOCG00000020867	Microtus_ochrogaster
ENSNGAP00000016591	ENSNGAG00000017283	Nannospalax_galili
ENSJJAP00000004343	ENSJJAG00000008981	Jaculus_jaculus
ENSJJAP00000015993	ENSJJAG00000017988	Jaculus_jaculus
ENSJJAP00000015492	ENSJJAG00000017644	Jaculus_jaculus
ENSEEUP00000009138	ENSEEUG00000010028	Erinaceus_europaeus
ENSSSCP00000064864	ENSSSCG00000008750	Sus_scrofa_strain_reference
ENSDNOP00000026380	ENSDNOG00000035852	Dasypus_novemcinctus
ENSCHOP00000002392	ENSCHOG00000002697	Choloepus_hoffmanni
ENSOANP00000010647	ENSOANG00000006671	Ornithorhynchus_anatinus
ENSCMIP00000023397	ENSCMIG00000010474	Callorhinchus_milii
ENSPMAP00000000068	ENSPMAG00000000062	Petromyzon_marinus
