ENSLAFP00000006045	ENSLAFG00000007187	Loxodonta_africana	ENSLAFT00000007186
ENSPCAP00000005281	ENSPCAG00000005612	Procavia_capensis	ENSPCAT00000005657
ENSETEP00000016131	ENSETEG00000019855	Echinops_telfairi	ENSETET00000019854
ENSDNOP00000017813	ENSDNOG00000043427	Dasypus_novemcinctus	ENSDNOT00000033351
ENSMLUP00000009431	ENSMLUG00000010352	Myotis_lucifugus
ENSPTRP00000002483	ENSPTRG00000001468	Pan_troglodytes
ENSP00000357206	ENSG00000132688	Homo_sapiens
ENSGGOP00000022147	ENSGGOG00000004190	Gorilla_gorilla
ENSPPYP00000023692	ENSPPYG00000000708	Pongo_abelii
ENSNLEP00000015449	ENSNLEG00000012733	Nomascus_leucogenys
ENSPTEP00000011805	ENSPTEG00000013291	Piliocolobus_tephrosceles
ENSCANP00000009965	ENSCANG00000028398	Colobus_angolensis_palliatus
ENSRROP00000019348	ENSRROG00000033695	Rhinopithecus_roxellana
ENSRBIP00000002223	ENSRBIG00000011070	Rhinopithecus_bieti
ENSMLEP00000021277	ENSMLEG00000034853	Mandrillus_leucophaeus
ENSCATP00000016542	ENSCATG00000032199	Cercocebus_atys
ENSTGEP00000002238	ENSTGEG00000001980	Theropithecus_gelada
ENSPANP00000018260	ENSPANG00000016431	Papio_anubis
ENSMFAP00000012664	ENSMFAG00000025686	Macaca_fascicularis
ENSMMUP00000042208	ENSMMUG00000006265	Macaca_mulatta
ENSMNEP00000036887	ENSMNEG00000041529	Macaca_nemestrina
ENSCSAP00000015862	ENSCSAG00000002173	Chlorocebus_sabaeus
ENSCCAP00000028897	ENSCCAG00000032463	Cebus_capucinus_imitator
ENSSBOP00000016620	ENSSBOG00000025000	Saimiri_boliviensis_boliviensis
ENSCJAP00000011219	ENSCJAG00000006103	Callithrix_jacchus
ENSANAP00000039777	ENSANAG00000037276	Aotus_nancymaae
ENSTSYP00000025175	ENSTSYG00000035551	Carlito_syrichta
ENSPSMP00000014649	ENSPSMG00000010505	Prolemur_simus
ENSMICP00000039990	ENSMICG00000028187	Microcebus_murinus
ENSPCOP00000001510	ENSPCOG00000004868	Propithecus_coquereli
ENSPCIP00000032656	ENSPCIG00000024237	Phascolarctos_cinereus
ENSVURP00010018391	ENSVURG00010014028	Vombatus_ursinus
ENSMEUP00000009918	ENSMEUG00000010818	Notamacropus_eugenii
ENSSHAP00000018445	ENSSHAG00000015659	Sarcophilus_harrisii
ENSMODP00000020978	ENSMODG00000016807	Monodelphis_domestica
