ENSVVUP00000002962	ENSVVUG00000000900	Vulpes_vulpes
ENSEASP00005006561	ENSEASG00005004850	Equus_asinus_asinus
ENSAMEP00000018501	ENSAMEG00000017497	Ailuropoda_melanoleuca
ENSPCAP00000003973	ENSPCAG00000004211	Procavia_capensis	ENSPCAT00000004232
ENSORLP00000019719	ENSORLG00000015745	Oryzias_latipes_ASM223467v1
ENSIPUP00000035884	ENSIPUG00000024053	Ictalurus_punctatus
ENSRROP00000029174	ENSRROG00000038385	Rhinopithecus_roxellana
ENSJJAP00000024621	ENSJJAG00000024028	Jaculus_jaculus
ENSOMEP00000018335	ENSOMEG00000020044	Oryzias_melastigma
ENSOPRP00000010316	ENSOPRG00000011311	Ochotona_princeps
ENSMLUP00000001302	ENSMLUG00000001421	Myotis_lucifugus
ENSHCOP00000006336	ENSHCOG00000008146	Hippocampus_comes
ENSSDUP00000002999	ENSSDUG00000002299	Seriola_dumerili
ENSKMAP00000019931	ENSKMAG00000014799	Kryptolebias_marmoratus
ENSORLP00015009757	ENSORLG00015010585	Oryzias_latipes_ASM223469v1
ENSBMUP00000034015	ENSBMUG00000025352	Bos_mutus
ENSCCEP00000006621	ENSCCEG00000007048	Cyanistes_caeruleus	ENSCCET00000010734
ENSPPYP00000000301	ENSPPYG00000000283	Pongo_abelii
ENSMZEP00005001127	ENSMZEG00005000948	Maylandia_zebra
ENSCANP00000033954	ENSCANG00000040648	Colobus_angolensis_palliatus
ENSMVIP00005025162	ENSMVIG00005017622	Manacus_vitellinus
ENSJJAP00000000277	ENSJJAG00000000258	Jaculus_jaculus
ENSMEUP00000013835	ENSMEUG00000015159	Notamacropus_eugenii
ENSMLEP00000005675	ENSMLEG00000024629	Mandrillus_leucophaeus
ENSANAP00000017287	ENSANAG00000026513	Aotus_nancymaae
ENSPEMP00000008851	ENSPEMG00000010353	Peromyscus_maniculatus_bairdii
ENSMOCP00000002824	ENSMOCG00000002245	Microtus_ochrogaster
ENSP00000356070	ENSG00000162889	Homo_sapiens
ENSPCIP00000001497	ENSPCIG00000001198	Phascolarctos_cinereus
ENSCVAP00000003794	ENSCVAG00000005043	Cyprinodon_variegatus
MGP_SPRETEiJ_P0020738	MGP_SPRETEiJ_G0015370	Mus_spretus_strain_SPRET/EiJ
ENSCATP00000032822	ENSCATG00000039437	Cercocebus_atys
ENSGALP00000001295	ENSGALG00000000883	Gallus_gallus
ENSLCAP00010026854	ENSLCAG00010012524	Lates_calcarifer
ENSXETP00000024182	ENSXETG00000003951	Xenopus_tropicalis
ENSLCAP00010039483	ENSLCAG00010018297	Lates_calcarifer
ENSMAUP00000004431	ENSMAUG00000005670	Mesocricetus_auratus
ENSCHAP00000046277	ENSCHAG00000021388	Clupea_harengus
ENSSARP00000007028	ENSSARG00000007762	Sorex_araneus
ENSPTIP00000007925	ENSPTIG00000009419	Panthera_tigris_altaica
ENSTRUP00000055385	ENSTRUG00000025138	Takifugu_rubripes
ENSSPAP00000003706	ENSSPAG00000002727	Stegastes_partitus
ENSFCAP00000012533	ENSFCAG00000013513	Felis_catus
ENSHHUP00000005442	ENSHHUG00000003329	Hucho_hucho
ENSGACP00000000505	ENSGACG00000000388	Gasterosteus_aculeatus
ENSCCEP00000018965	ENSCCEG00000017273	Cyanistes_caeruleus
ENSBTAP00000069160	ENSBTAG00000038107	Bos_taurus
ENSPMEP00000012313	ENSPMEG00000014499	Poecilia_mexicana
ENSAMXP00005003409	ENSAMXG00005002155	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSECAP00000019591	ENSECAG00000021899	Equus_caballus
ENSTGEP00000015353	ENSTGEG00000012440	Theropithecus_gelada
ENSDCDP00000032958	ENSDCDG00000022612	Denticeps_clupeoides
ENSSPUP00000010895	ENSSPUG00000008386	Sphenodon_punctatus
ENSMUSP00000016672	ENSMUSG00000016528	Mus_musculus_strain_reference_(CL57BL6)
ENSJJAP00000000159	ENSJJAG00000000141	Jaculus_jaculus	ENSJJAT00000000184
ENSSLDP00000008380	ENSSLDG00000006641	Seriola_lalandi_dorsalis
ENSAPOP00000008739	ENSAPOG00000010946	Acanthochromis_polyacanthus
ENSBIXP00005030445	ENSBIXG00005010567	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCPUP00000020880	ENSCPUG00000014292	Calidris_pugnax
ENSPVIP00000031667	ENSPVIG00000023251	Pogona_vitticeps
ENSNMEP00000010573	ENSNMEG00000009838	Numida_meleagris
ENSSCAP00000016487	ENSSCAG00000011885	Serinus_canaria
ENSPMJP00000022025	ENSPMJG00000016270	Parus_major
ENSDCDP00000055540	ENSDCDG00000032818	Denticeps_clupeoides
ENSCCNP00000029166	ENSCCNG00000028001	Castor_canadensis
ENSONIP00000024276	ENSONIG00000019291	Oreochromis_niloticus
ENSTNIP00000010092	ENSTNIG00000007288	Tetraodon_nigroviridis
ENSNGAP00000004389	ENSNGAG00000005753	Nannospalax_galili
ENSHHUP00000045512	ENSHHUG00000027666	Hucho_hucho
ENSACIP00000029771	ENSACIG00000023055	Amphilophus_citrinellus
ENSGMOP00000015895	ENSGMOG00000014838	Gadus_morhua
ENSUAMP00000000321	ENSUAMG00000000376	Ursus_americanus
ENSHGLP00100007236	ENSHGLG00100005428	Heterocephalus_glaber_HetGla_1.0
ENSPMAP00000008058	ENSPMAG00000007311	Petromyzon_marinus
ENSCHOP00000004865	ENSCHOG00000005498	Choloepus_hoffmanni
ENSLSDP00000002171	ENSLSDG00000001729	Lonchura_striata_domestica
ENSDARP00000020470	ENSDARG00000002552	Danio_rerio
ENSHHUP00000068153	ENSHHUG00000040182	Hucho_hucho
ENSMMOP00000005915	ENSMMOG00000004639	Mola_mola
ENSCPRP00005001078	ENSCPRG00005000444	Crocodylus_porosus
ENSCAPP00000012646	ENSCAPG00000013451	Cavia_aperea
ENSTTRP00000011480	ENSTTRG00000012106	Tursiops_truncatus
ENSPREP00000005554	ENSPREG00000003843	Poecilia_reticulata
ENSFDAP00000001663	ENSFDAG00000011584	Fukomys_damarensis
ENSPLAP00000009271	ENSPLAG00000012012	Poecilia_latipinna
ENSSDAP00000017952	ENSSDAG00000016341	Spermophilus_dauricus
ENSGAGP00000013110	ENSGAGG00000008682	Gopherus_agassizii
ENSORLP00020014409	ENSORLG00020015433	Oryzias_latipes_ASM223471v1
ENSMPUP00000009898	ENSMPUG00000009973	Mustela_putorius_furo
ENSNBRP00000015943	ENSNBRG00000012311	Neolamprologus_brichardi
ENSSFOP00015000541	ENSSFOG00015000408	Scleropages_formosus
ENSMGAP00000003499	ENSMGAG00000003721	Meleagris_gallopavo
ENSCGRP00000018613	ENSCGRG00000013555	Cricetulus_griseus_CriGri_1.0
ENSAPEP00000010138	ENSAPEG00000007249	Amphiprion_percula
ENSHBUP00000004650	ENSHBUG00000005997	Haplochromis_burtoni
ENSCSEP00000006963	ENSCSEG00000004500	Cynoglossus_semilaevis
ENSPFOP00000016706	ENSPFOG00000016614	Poecilia_formosa
ENSCAFP00020015475	ENSCAFG00020012432	Canis_lupus_dingo
ENSCHIP00000033377	ENSCHIG00000026966	Capra_hircus
ENSSHAP00000021135	ENSSHAG00000017918	Sarcophilus_harrisii
ENSAMXP00000036242	ENSAMXG00000044014	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPRNP00000039668	ENSPRNG00000019526	Parambassis_ranga
ENSLBEP00000016678	ENSLBEG00000012856	Labrus_bergylta
ENSSPAP00000007125	ENSSPAG00000005464	Stegastes_partitus
ENSELUP00000014316	ENSELUG00000014380	Esox_lucius
ENSSTOP00000005700	ENSSTOG00000006367	Ictidomys_tridecemlineatus
ENSCJPP00005018463	ENSCJPG00005015040	Coturnix_japonica
ENSLACP00000007013	ENSLACG00000006226	Latimeria_chalumnae
ENSMMMP00000003633	ENSMMMG00000003317	Marmota_marmota_marmota
ENSMSIP00000029616	ENSMSIG00000024871	Mus_spicilegus
ENSUMAP00000035267	ENSUMAG00000025352	Ursus_maritimus
ENSGGOP00000038885	ENSGGOG00000010658	Gorilla_gorilla
ENSEEEP00000003678	ENSEEEG00000002006	Electrophorus_electricus
ENSLOCP00000015062	ENSLOCG00000012245	Lepisosteus_oculatus
ENSEEUP00000000464	ENSEEUG00000000525	Erinaceus_europaeus
ENSCGRP00001024144	ENSCGRG00001022142	Cricetulus_griseus_CHOK1GS_HDv1
ENSATEP00000035448	ENSATEG00000024357	Anabas_testudineus
ENSCHAP00000053449	ENSCHAG00000023946	Clupea_harengus
ENSTSYP00000031291	ENSTSYG00000006730	Carlito_syrichta
ENSCGOP00000036419	ENSCGOG00000016045	Cottoperca_gobio
ENSPCOP00000006147	ENSPCOG00000014190	Propithecus_coquereli
ENSGAFP00000006897	ENSGAFG00000004680	Gambusia_affinis
ENSGWIP00000015347	ENSGWIG00000008582	Gouania_willdenowi
ENSMODP00000002541	ENSMODG00000002087	Monodelphis_domestica
ENSPKIP00000019368	ENSPKIG00000004557	Paramormyrops_kingsleyae
ENSOANP00000012324	ENSOANG00000007737	Ornithorhynchus_anatinus
ENSPTRP00000003207	ENSPTRG00000001915	Pan_troglodytes
ENSCSAP00000011055	ENSCSAG00000014949	Chlorocebus_sabaeus
ENSEBUP00000019412	ENSEBUG00000012046	Eptatretus_burgeri	ENSEBUT00000019988
ENSPMGP00000001844	ENSPMGG00000001667	Periophthalmus_magnuspinnatus
ENSCGOP00000016383	ENSCGOG00000007435	Cottoperca_gobio
ENSRBIP00000034363	ENSRBIG00000040887	Rhinopithecus_bieti
ENSPPAP00000026195	ENSPPAG00000036203	Pan_paniscus
ENSPKIP00000031632	ENSPKIG00000012021	Paramormyrops_kingsleyae
ENSGACP00000003715	ENSGACG00000002830	Gasterosteus_aculeatus
ENSCPBP00000002402	ENSCPBG00000001942	Chrysemys_picta_bellii
ENSRNOP00000057786	ENSRNOG00000004726	Rattus_norvegicus
ENSMFAP00000021151	ENSMFAG00000033489	Macaca_fascicularis
ENSMMUP00000031020	ENSMMUG00000023567	Macaca_mulatta
ENSUPAP00010018987	ENSUPAG00010015052	Urocitellus_parryii
ENSLBEP00000012584	ENSLBEG00000009647	Labrus_bergylta
ENSCABP00000004888	ENSCABG00000003322	Chelonoidis_abingdonii
ENSOGAP00000010126	ENSOGAG00000011306	Otolemur_garnettii
