ENSMVIP00005016961	ENSMVIG00005012136	Manacus_vitellinus
ENSCPOP00000029687	ENSCPOG00000008768	Cavia_porcellus
ENSPREP00000003656	ENSPREG00000002625	Poecilia_reticulata
ENSATEP00000034569	ENSATEG00000023750	Anabas_testudineus
ENSPCIP00000037905	ENSPCIG00000027908	Phascolarctos_cinereus
ENSPTEP00000017600	ENSPTEG00000019132	Piliocolobus_tephrosceles
ENSJJAP00000014385	ENSJJAG00000016864	Jaculus_jaculus
ENSUPAP00010003572	ENSUPAG00010002940	Urocitellus_parryii
ENSRNOP00000038100	ENSRNOG00000025156	Rattus_norvegicus
ENSPTRP00000003082	ENSPTRG00000001842	Pan_troglodytes
ENSACAP00000007639	ENSACAG00000007764	Anolis_carolinensis
ENSGMOP00000008408	ENSGMOG00000007865	Gadus_morhua
ENSLOCP00000012330	ENSLOCG00000010082	Lepisosteus_oculatus
ENSPSMP00000000635	ENSPSMG00000000499	Prolemur_simus
ENSOCUP00000016843	ENSOCUG00000027418	Oryctolagus_cuniculus
ENSAPEP00000030247	ENSAPEG00000021478	Amphiprion_percula
ENSCHAP00000041824	ENSCHAG00000019513	Clupea_harengus
ENSOGAP00000005516	ENSOGAG00000006176	Otolemur_garnettii
ENSMLEP00000010453	ENSMLEG00000029422	Mandrillus_leucophaeus
ENSRBIP00000037719	ENSRBIG00000042421	Rhinopithecus_bieti
ENSGGOP00000008222	ENSGGOG00000008415	Gorilla_gorilla
ENSORLP00015005952	ENSORLG00015006806	Oryzias_latipes_ASM223469v1
ENSCHAP00000040521	ENSCHAG00000018962	Clupea_harengus
ENSUAMP00000013621	ENSUAMG00000010948	Ursus_americanus
ENSMMUP00000038072	ENSMMUG00000001924	Macaca_mulatta
ENSTRUP00000049546	ENSTRUG00000022865	Takifugu_rubripes
ENSCHIP00000025693	ENSCHIG00000022355	Capra_hircus
ENSCSAVP00000007353	ENSCSAVG00000004392	Ciona_savignyi
ENSCPOP00000024542	ENSCPOG00000035786	Cavia_porcellus
ENSTSYP00000029040	ENSTSYG00000034528	Carlito_syrichta
ENSSMRP00000024875	ENSSMRG00000019229	Salvator_merianae
ENSOMEP00000023221	ENSOMEG00000003201	Oryzias_melastigma
E04A4.5.1	WBGene00017119	Caenorhabditis_elegans_strain_N2	E04A4.5.1
ENSHHUP00000063145	ENSHHUG00000037222	Hucho_hucho
ENSODEP00000015780	ENSODEG00000011642	Octodon_degus
ENSSDUP00000032205	ENSSDUG00000023143	Seriola_dumerili
ENSAPEP00000013781	ENSAPEG00000009813	Amphiprion_percula
ENSAOCP00000021814	ENSAOCG00000006869	Amphiprion_ocellaris
ENSGACP00000008224	ENSGACG00000006187	Gasterosteus_aculeatus
ENSACAP00000004882	ENSACAG00000004996	Anolis_carolinensis
FBpp0076949	FBgn0031164	Drosophila_melanogaster	FBtr0077257
ENSSSCP00000067656	ENSSSCG00000022647	Sus_scrofa_strain_reference
FBpp0078430	FBgn0037310	Drosophila_melanogaster
ENSSBOP00000007169	ENSSBOG00000020540	Saimiri_boliviensis_boliviensis
ENSAMXP00005011201	ENSAMXG00005006180	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
FBpp0310301	FBgn0020371	Drosophila_melanogaster	FBtr0343734
ENSKMAP00000008224	ENSKMAG00000006189	Kryptolebias_marmoratus
ENSFCAP00000002367	ENSFCAG00000002569	Felis_catus
ENSPCOP00000005347	ENSPCOG00000013555	Propithecus_coquereli
ENSPANP00000045540	ENSPANG00000030501	Papio_anubis
ENSHCOP00000017048	ENSHCOG00000020881	Hippocampus_comes
ENSPSMP00000024152	ENSPSMG00000017035	Prolemur_simus
ENSNPEP00000000809	ENSNPEG00000000633	Nothoprocta_perdicaria
ENSBSLP00000044400	ENSBSLG00000021160	Betta_splendens
ENSRBIP00000035025	ENSRBIG00000041192	Rhinopithecus_bieti
ENSPNAP00000009506	ENSPNAG00000003342	Pygocentrus_nattereri
ENSMPUP00000010822	ENSMPUG00000010908	Mustela_putorius_furo
ENSGAGP00000005731	ENSGAGG00000004657	Gopherus_agassizii
ENSHBUP00000027479	ENSHBUG00000010686	Haplochromis_burtoni
ENSP00000379999	ENSG00000126768	Homo_sapiens
ENSMEUP00000011936	ENSMEUG00000013084	Notamacropus_eugenii
ENSHGLP00000001289	ENSHGLG00000001006	Heterocephalus_glaber_HetGla_female_1.0
ENSPVIP00000000795	ENSPVIG00000000735	Pogona_vitticeps
ENSOANP00000022505	ENSOANG00000014281	Ornithorhynchus_anatinus
ENSHGLP00100020701	ENSHGLG00100015257	Heterocephalus_glaber_HetGla_1.0
ENSMMOP00000007969	ENSMMOG00000006195	Mola_mola
ENSVURP00010013618	ENSVURG00010010486	Vombatus_ursinus
ENSMNEP00000024245	ENSMNEG00000035675	Macaca_nemestrina
ENSFCAP00000057398	ENSFCAG00000026182	Felis_catus
ENSHGLP00000001278	ENSHGLG00000000997	Heterocephalus_glaber_HetGla_female_1.0
ENSPPYP00000022750	ENSPPYG00000020323	Pongo_abelii
ENSDORP00000017610	ENSDORG00000028023	Dipodomys_ordii
ENSUMAP00000005221	ENSUMAG00000004146	Ursus_maritimus
ENSANAP00000025850	ENSANAG00000030639	Aotus_nancymaae
ENSCCEP00000023726	ENSCCEG00000021173	Cyanistes_caeruleus
ENSVVUP00000008437	ENSVVUG00000006338	Vulpes_vulpes
ENSSCAP00000009388	ENSSCAG00000007158	Serinus_canaria
ENSPKIP00000025645	ENSPKIG00000008438	Paramormyrops_kingsleyae
ENSCAPP00000001367	ENSCAPG00000002591	Cavia_aperea
ENSMLUP00000002739	ENSMLUG00000003019	Myotis_lucifugus
ENSSSCP00000047947	ENSSSCG00000037431	Sus_scrofa_strain_reference
ENSPCOP00000020706	ENSPCOG00000022334	Propithecus_coquereli
ENSMMMP00000013629	ENSMMMG00000012146	Marmota_marmota_marmota
ENSEBUP00000024648	ENSEBUG00000015211	Eptatretus_burgeri
ENSSBOP00000026930	ENSSBOG00000029876	Saimiri_boliviensis_boliviensis
ENSMZEP00005035267	ENSMZEG00005026360	Maylandia_zebra
ENSPRNP00000053489	ENSPRNG00000025199	Parambassis_ranga
ENSEEUP00000010489	ENSEEUG00000011520	Erinaceus_europaeus
ENSSDAP00000023350	ENSSDAG00000021280	Spermophilus_dauricus
ENSPANP00000023007	ENSPANG00000015318	Papio_anubis
ENSSMAP00000018986	ENSSMAG00000011624	Scophthalmus_maximus
ENSOCUP00000006485	ENSOCUG00000007498	Oryctolagus_cuniculus
ENSXCOP00000019036	ENSXCOG00000014308	Xiphophorus_couchianus
ENSSPUP00000010043	ENSSPUG00000007776	Sphenodon_punctatus
ENSBTAP00000055831	ENSBTAG00000047059	Bos_taurus
ENSCPBP00000017161	ENSCPBG00000012606	Chrysemys_picta_bellii
ENSPFOP00000003842	ENSPFOG00000004005	Poecilia_formosa
ENSGACP00000016035	ENSGACG00000012119	Gasterosteus_aculeatus
ENSRROP00000023640	ENSRROG00000035658	Rhinopithecus_roxellana
ENSGWIP00000028150	ENSGWIG00000014726	Gouania_willdenowi
ENSMNEP00000029102	ENSMNEG00000038000	Macaca_nemestrina
ENSCABP00000019661	ENSCABG00000014523	Chelonoidis_abingdonii
ENSSLDP00000021915	ENSSLDG00000017111	Seriola_lalandi_dorsalis
ENSOARP00000000228	ENSOARG00000000239	Ovis_aries
ENSMLUP00000005997	ENSMLUG00000006569	Myotis_lucifugus
ENSCAPP00000011069	ENSCAPG00000012205	Cavia_aperea
ENSCAFP00020020441	ENSCAFG00020016196	Canis_lupus_dingo
ENSMODP00000012611	ENSMODG00000010069	Monodelphis_domestica
ENSTGEP00000004323	ENSTGEG00000003621	Theropithecus_gelada
ENSAPLP00000016026	ENSAPLG00000016139	Anas_platyrhynchos_platyrhynchos
ENSAMXP00000029828	ENSAMXG00000031238	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000050874
ENSMUSP00000033498	ENSMUSG00000031158	Mus_musculus_strain_reference_(CL57BL6)
ENSCAFP00020025839	ENSCAFG00020020319	Canis_lupus_dingo
ENSCSEP00000029528	ENSCSEG00000018915	Cynoglossus_semilaevis
ENSODEP00000014466	ENSODEG00000010704	Octodon_degus
ENSMAUP00000013517	ENSMAUG00000013541	Mesocricetus_auratus
ENSGWIP00000053078	ENSGWIG00000025556	Gouania_willdenowi
ENSNLEP00000039249	ENSNLEG00000029135	Nomascus_leucogenys
ENSCGRP00015032763	ENSCGRG00015024705	Cricetulus_griseus_CriGri-PICR
ENSSMAP00000021811	ENSSMAG00000013357	Scophthalmus_maximus
ENSMSIP00000002772	ENSMSIG00000002605	Mus_spicilegus
ENSCMIP00000002682	ENSCMIG00000001556	Callorhinchus_milii
ENSTNIP00000015469	ENSTNIG00000012500	Tetraodon_nigroviridis
ENSCLAP00000005005	ENSCLAG00000003552	Chinchilla_lanigera
ENSHBUP00000007285	ENSHBUG00000008770	Haplochromis_burtoni
ENSPPRP00000018505	ENSPPRG00000010152	Panthera_pardus
ENSBIXP00005037419	ENSBIXG00005019240	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPMEP00000033153	ENSPMEG00000021493	Poecilia_mexicana
ENSUPAP00010029402	ENSUPAG00010023144	Urocitellus_parryii
ENSRROP00000040042	ENSRROG00000043298	Rhinopithecus_roxellana
ENSVURP00010004306	ENSVURG00010003443	Vombatus_ursinus
ENSCVAP00000014471	ENSCVAG00000017135	Cyprinodon_variegatus
ENSSDAP00000025905	ENSSDAG00000023512	Spermophilus_dauricus
ENSCCAP00000019563	ENSCCAG00000027627	Cebus_capucinus_imitator
ENSMMMP00000014223	ENSMMMG00000012674	Marmota_marmota_marmota
FBpp0112618	FBgn0263977	Drosophila_melanogaster	FBtr0113895
ENSTTRP00000004458	ENSTTRG00000004732	Tursiops_truncatus
ENSCHIP00000007464	ENSCHIG00000010947	Capra_hircus
ENSMICP00000005444	ENSMICG00000005971	Microcebus_murinus
ENSOMEP00000015815	ENSOMEG00000017464	Oryzias_melastigma
ENSAOWP00000016531	ENSAOWG00000011259	Apteryx_owenii
ENSSFOP00015015252	ENSSFOG00015009839	Scleropages_formosus
ENSPMGP00000013199	ENSPMGG00000010872	Periophthalmus_magnuspinnatus
ENSTTRP00000005648	ENSTTRG00000005973	Tursiops_truncatus
ENSXCOP00000018447	ENSXCOG00000013888	Xiphophorus_couchianus
ENSRNOP00000009398	ENSRNOG00000007040	Rattus_norvegicus
FBpp0082080	FBgn0038018	Drosophila_melanogaster	FBtr0082610
ENSJJAP00000008649	ENSJJAG00000012765	Jaculus_jaculus
ENSCVAP00000024519	ENSCVAG00000008657	Cyprinodon_variegatus
ENSPPYP00000000398	ENSPPYG00000000356	Pongo_abelii
ENSPVAP00000015293	ENSPVAG00000016208	Pteropus_vampyrus
YJL143W_mRNA	YJL143W	Saccharomyces_cerevisiae_strain_S288C
ENSCSEP00000032052	ENSCSEG00000020576	Cynoglossus_semilaevis
ENSTBEP00000007190	ENSTBEG00000008307	Tupaia_belangeri
ENSPTEP00000012954	ENSPTEG00000014544	Piliocolobus_tephrosceles
ENSUPAP00010010879	ENSUPAG00010008782	Urocitellus_parryii
ENSGAGP00000006025	ENSGAGG00000004893	Gopherus_agassizii
ENSNVIP00000008571	ENSNVIG00000006794	Neovison_vison
ENSPNYP00000019152	ENSPNYG00000014475	Pundamilia_nyererei
ENSSPAP00000020029	ENSSPAG00000015096	Stegastes_partitus
ENSSMRP00000003999	ENSSMRG00000003329	Salvator_merianae
ENSNBRP00000011411	ENSNBRG00000008866	Neolamprologus_brichardi
MGP_SPRETEiJ_P0094653	MGP_SPRETEiJ_G0034052	Mus_spretus_strain_SPRET/EiJ
ENSCHOP00000006586	ENSCHOG00000007440	Choloepus_hoffmanni
ENSNLEP00000041711	ENSNLEG00000031747	Nomascus_leucogenys
ENSRBIP00000007035	ENSRBIG00000027337	Rhinopithecus_bieti
ENSMEUP00000003803	ENSMEUG00000004174	Notamacropus_eugenii
ENSNSUP00000003504	ENSNSUG00000002838	Notechis_scutatus
ENSMOCP00000021184	ENSMOCG00000018624	Microtus_ochrogaster
ENSPVAP00000007216	ENSPVAG00000007643	Pteropus_vampyrus
ENSEASP00005028301	ENSEASG00005019233	Equus_asinus_asinus
ENSTSYP00000009518	ENSTSYG00000010396	Carlito_syrichta
ENSMOCP00000011170	ENSMOCG00000011417	Microtus_ochrogaster
ENSGALP00000000122	ENSGALG00000000086	Gallus_gallus
ENSORLP00020028973	ENSORLG00020012755	Oryzias_latipes_ASM223471v1
ENSHGLP00100023514	ENSHGLG00100017269	Heterocephalus_glaber_HetGla_1.0
ENSORLP00015011326	ENSORLG00015012134	Oryzias_latipes_ASM223469v1
ENSCGRP00015009286	ENSCGRG00015007144	Cricetulus_griseus_CriGri-PICR
ENSPPRP00000010656	ENSPPRG00000004744	Panthera_pardus
ENSMODP00000000614	ENSMODG00000000517	Monodelphis_domestica
ENSPMAP00000010566	ENSPMAG00000009609	Petromyzon_marinus
ENSECRP00000008848	ENSECRG00000005940	Erpetoichthys_calabaricus	ENSECRT00000008995
ENSMMOP00000022910	ENSMMOG00000017420	Mola_mola
ENSMOCP00000026264	ENSMOCG00000022137	Microtus_ochrogaster
ENSFDAP00000013802	ENSFDAG00000000675	Fukomys_damarensis
D2096.1a.1	WBGene00017069	Caenorhabditis_elegans_strain_N2	D2096.1a.1
ENSPREP00000013387	ENSPREG00000009105	Poecilia_reticulata
ENSJJAP00000018718	ENSJJAG00000019902	Jaculus_jaculus
ENSCCNP00000016351	ENSCCNG00000016658	Castor_canadensis
ENSAPOP00000017686	ENSAPOG00000020923	Acanthochromis_polyacanthus
ENSAPOP00000003427	ENSAPOG00000004939	Acanthochromis_polyacanthus
ENSKMAP00000018062	ENSKMAG00000013455	Kryptolebias_marmoratus
ENSORLP00000039239	ENSORLG00000022383	Oryzias_latipes_ASM223467v1
ENSEEUP00000011456	ENSEEUG00000012573	Erinaceus_europaeus
ENSAMXP00000031659	ENSAMXG00000040986	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSGAFP00000001719	ENSGAFG00000001211	Gambusia_affinis
ENSPMAP00000009766	ENSPMAG00000008861	Petromyzon_marinus
ENSRNOP00000059538	ENSRNOG00000048613	Rattus_norvegicus
ENSPEMP00000013497	ENSPEMG00000013557	Peromyscus_maniculatus_bairdii
ENSARWP00000008948	ENSARWG00000006256	Apteryx_rowi
ENSXMAP00000033272	ENSXMAG00000025518	Xiphophorus_maculatus
ENSHHUP00000051581	ENSHHUG00000031044	Hucho_hucho
ENSDNOP00000004948	ENSDNOG00000006389	Dasypus_novemcinctus
ENSMMUP00000006046	ENSMMUG00000004547	Macaca_mulatta
ENSMSIP00000019783	ENSMSIG00000016796	Mus_spicilegus
ENSHCOP00000021991	ENSHCOG00000009442	Hippocampus_comes
ENSTGUP00000001468	ENSTGUG00000001422	Taeniopygia_guttata
ENSOPRP00000007150	ENSOPRG00000007821	Ochotona_princeps
ENSEASP00005029265	ENSEASG00005019904	Equus_asinus_asinus
ENSSDAP00000025907	ENSSDAG00000023513	Spermophilus_dauricus
ENSJHYP00000014665	ENSJHYG00000011353	Junco_hyemalis
ENSPSIP00000015296	ENSPSIG00000013691	Pelodiscus_sinensis
ENSPEMP00000000496	ENSPEMG00000000361	Peromyscus_maniculatus_bairdii
ENSDCDP00000048857	ENSDCDG00000030131	Denticeps_clupeoides
ENSPCAP00000005160	ENSPCAG00000005572	Procavia_capensis
ENSBMUP00000024353	ENSBMUG00000018293	Bos_mutus
ENSLCAP00010006978	ENSLCAG00010003417	Lates_calcarifer
ENSLAFP00000014518	ENSLAFG00000017314	Loxodonta_africana
ENSAMEP00000013134	ENSAMEG00000012474	Ailuropoda_melanoleuca
ENSPPAP00000008380	ENSPPAG00000027429	Pan_paniscus
ENSCATP00000003298	ENSCATG00000013023	Cercocebus_atys
ENSMUGP00000009069	ENSMUGG00000008128	Meriones_unguiculatus
ENSACIP00000020297	ENSACIG00000015780	Amphilophus_citrinellus
ENSDORP00000012663	ENSDORG00000013467	Dipodomys_ordii
ENSUAMP00000000177	ENSUAMG00000000064	Ursus_americanus
ENSMAMP00000012908	ENSMAMG00000008749	Mastacembelus_armatus
ENSVVUP00000024252	ENSVVUG00000017777	Vulpes_vulpes
ENSMPUP00000013572	ENSMPUG00000013675	Mustela_putorius_furo
MGP_CAROLIEiJ_P0020029	MGP_CAROLIEiJ_G0014636	Mus_caroli_strain_CAROLI_EIJ
ENSLCRP00005057332	ENSLCRG00005021299	Larimichthys_crocea
ENSPFOP00000003076	ENSPFOG00000003226	Poecilia_formosa
ENSXMAP00000018245	ENSXMAG00000018200	Xiphophorus_maculatus
FBpp0078462	FBgn0037307	Drosophila_melanogaster	FBtr0078820
ENSCSAP00000018381	ENSCSAG00000018862	Chlorocebus_sabaeus
ENSAOCP00000017732	ENSAOCG00000001650	Amphiprion_ocellaris
MGP_CAROLIEiJ_P0090913	MGP_CAROLIEiJ_G0032904	Mus_caroli_strain_CAROLI_EIJ
ENSPNYP00000017334	ENSPNYG00000013132	Pundamilia_nyererei
ENSFDAP00000009952	ENSFDAG00000017838	Fukomys_damarensis
ENSMSIP00000002100	ENSMSIG00000001994	Mus_spicilegus
ENSNSUP00000027706	ENSNSUG00000019793	Notechis_scutatus
ENSMFAP00000004996	ENSMFAG00000002178	Macaca_fascicularis
ENSFHEP00000014991	ENSFHEG00000016582	Fundulus_heteroclitus
ENSHHUP00000036324	ENSHHUG00000022808	Hucho_hucho
ENSOARP00000012446	ENSOARG00000011610	Ovis_aries
ENSPKIP00000040114	ENSPKIG00000017204	Paramormyrops_kingsleyae
ENSZALP00000018672	ENSZALG00000014907	Zonotrichia_albicollis
ENSMALP00000021782	ENSMALG00000015231	Monopterus_albus
ENSEASP00005021470	ENSEASG00005014698	Equus_asinus_asinus
ENSSFOP00015000683	ENSSFOG00015000513	Scleropages_formosus
ENSDORP00000017944	ENSDORG00000002655	Dipodomys_ordii
ENSOARP00000003898	ENSOARG00000003655	Ovis_aries
ENSCPBP00000024463	ENSCPBG00000017459	Chrysemys_picta_bellii
ENSMGAP00000005303	ENSMGAG00000005393	Meleagris_gallopavo
ENSDARP00000044986	ENSDARG00000029510	Danio_rerio
ENSSPUP00000007234	ENSSPUG00000005579	Sphenodon_punctatus
ENSPMGP00000010320	ENSPMGG00000008554	Periophthalmus_magnuspinnatus
ENSNGAP00000015665	ENSNGAG00000016630	Nannospalax_galili
ENSMALP00000015403	ENSMALG00000010820	Monopterus_albus
ENSHGLP00100012434	ENSHGLG00100009210	Heterocephalus_glaber_HetGla_1.0
ENSPTEP00000027654	ENSPTEG00000027471	Piliocolobus_tephrosceles
ENSMUGP00000012696	ENSMUGG00000011040	Meriones_unguiculatus
ENSMICP00000044553	ENSMICG00000045286	Microcebus_murinus
