ENSPPAP00000034671	ENSPPAG00000040164	Pan_paniscus
ENSCCNP00000015429	ENSCCNG00000015823	Castor_canadensis
ENSHGLP00000015005	ENSHGLG00000010744	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100014308	ENSHGLG00100010576	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013100	ENSFDAG00000020412	Fukomys_damarensis
ENSCPOP00000029284	ENSCPOG00000031320	Cavia_porcellus
ENSODEP00000004896	ENSODEG00000003714	Octodon_degus
ENSCLAP00000004283	ENSCLAG00000003047	Chinchilla_lanigera
ENSMMMP00000025137	ENSMMMG00000022006	Marmota_marmota_marmota
ENSUPAP00010007367	ENSUPAG00010005932	Urocitellus_parryii
ENSSTOP00000032251	ENSSTOG00000031446	Ictidomys_tridecemlineatus
ENSSDAP00000010463	ENSSDAG00000009483	Spermophilus_dauricus
ENSOCUP00000018882	ENSOCUG00000025850	Oryctolagus_cuniculus
ENSOPRP00000004297	ENSOPRG00000004677	Ochotona_princeps
ENSTBEP00000008535	ENSTBEG00000009863	Tupaia_belangeri
ENSHGLP00100001180	ENSHGLG00100000932	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000016835	ENSHGLG00000012036	Heterocephalus_glaber_HetGla_female_1.0
ENSDORP00000019200	ENSDORG00000028448	Dipodomys_ordii
ENSOARP00000017298	ENSOARG00000016109	Ovis_aries
ENSCHIP00000002808	ENSCHIG00000006485	Capra_hircus
ENSBTAP00000062211	ENSBTAG00000007626	Bos_taurus
ENSBIXP00005025567	ENSBIXG00005028084	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000029522	ENSBIXG00000011188	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000033921	ENSBMUG00000025280	Bos_mutus
ENSBBBP00000008995	ENSBBBG00000017053	Bison_bison_bison
ENSTTRP00000005054	ENSTTRG00000005364	Tursiops_truncatus
ENSSSCP00000013192	ENSSSCG00000012397	Sus_scrofa_strain_reference
ENSEASP00005023451	ENSEASG00005015966	Equus_asinus_asinus
ENSECAP00000044402	ENSECAG00000016543	Equus_caballus
ENSUAMP00000029827	ENSUAMG00000022926	Ursus_americanus
ENSUMAP00000030957	ENSUMAG00000022364	Ursus_maritimus
ENSAMEP00000016793	ENSAMEG00000015899	Ailuropoda_melanoleuca
ENSCAFP00000041465	ENSCAFG00000028978	Canis_lupus_familiaris
ENSCAFP00020024554	ENSCAFG00020019321	Canis_lupus_dingo
ENSVVUP00000009096	ENSVVUG00000006782	Vulpes_vulpes
ENSMPUP00000004614	ENSMPUG00000004651	Mustela_putorius_furo
ENSNVIP00000011172	ENSNVIG00000008859	Neovison_vison
ENSPPRP00000003602	ENSPPRG00000022646	Panthera_pardus
ENSPTIP00000019545	ENSPTIG00000017306	Panthera_tigris_altaica
ENSFCAP00000049536	ENSFCAG00000014802	Felis_catus
ENSMLUP00000006316	ENSMLUG00000006913	Myotis_lucifugus
ENSPVAP00000015561	ENSPVAG00000016491	Pteropus_vampyrus
ENSEEUP00000012131	ENSEEUG00000013313	Erinaceus_europaeus
ENSSARP00000011911	ENSSARG00000013196	Sorex_araneus
ENSDNOP00000015983	ENSDNOG00000024569	Dasypus_novemcinctus
ENSLAFP00000006134	ENSLAFG00000007299	Loxodonta_africana
ENSPCAP00000002837	ENSPCAG00000003040	Procavia_capensis
ENSETEP00000013949	ENSETEG00000017189	Echinops_telfairi
ENSPCIP00000025293	ENSPCIG00000019016	Phascolarctos_cinereus
ENSVURP00010016532	ENSVURG00010012673	Vombatus_ursinus
ENSMEUP00000011851	ENSMEUG00000012996	Notamacropus_eugenii
ENSMODP00000006262	ENSMODG00000005088	Monodelphis_domestica
ENSSHAP00000003933	ENSSHAG00000003465	Sarcophilus_harrisii
