ENSAOWP00000023237	ENSAOWG00000015681	Apteryx_owenii	ENSAOWT00000026322
ENSAHAP00000010335	ENSAHAG00000007499	Apteryx_haastii	ENSAHAT00000011452
ENSARWP00000019417	ENSARWG00000013304	Apteryx_rowi	ENSARWT00000022038
ENSDNVP00000016564	ENSDNVG00000011608	Dromaius_novaehollandiae
ENSMOCP00000006228	ENSMOCG00000005831	Microtus_ochrogaster
ENSPEMP00000024669	ENSPEMG00000021322	Peromyscus_maniculatus_bairdii
ENSNGAP00000026562	ENSNGAG00000024173	Nannospalax_galili
ENSCPOP00000017320	ENSCPOG00000026161	Cavia_porcellus
ENSCAPP00000000577	ENSCAPG00000000542	Cavia_aperea
ENSCLAP00000023822	ENSCLAG00000016356	Chinchilla_lanigera
ENSODEP00000020662	ENSODEG00000015240	Octodon_degus
ENSHGLP00000027051	ENSHGLG00000019236	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100008093	ENSHGLG00100006021	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000009121	ENSFDAG00000017194	Fukomys_damarensis
ENSSTOP00000008499	ENSSTOG00000009477	Ictidomys_tridecemlineatus
ENSUPAP00010005772	ENSUPAG00010004665	Urocitellus_parryii
ENSMMMP00000028213	ENSMMMG00000024594	Marmota_marmota_marmota
ENSOCUP00000000657	ENSOCUG00000000758	Oryctolagus_cuniculus
ENSOPRP00000009988	ENSOPRG00000010945	Ochotona_princeps
ENSPTRP00000041426	ENSPTRG00000018236	Pan_troglodytes
ENSPPAP00000012215	ENSPPAG00000029296	Pan_paniscus
ENSP00000360398	ENSG00000153291	Homo_sapiens
ENSGGOP00000033718	ENSGGOG00000012121	Gorilla_gorilla
ENSPPYP00000018651	ENSPPYG00000016670	Pongo_abelii
ENSNLEP00000005488	ENSNLEG00000004519	Nomascus_leucogenys
ENSPTEP00000009800	ENSPTEG00000011119	Piliocolobus_tephrosceles
ENSCANP00000032192	ENSCANG00000039757	Colobus_angolensis_palliatus
ENSRBIP00000033969	ENSRBIG00000040708	Rhinopithecus_bieti
ENSMMUP00000033557	ENSMMUG00000019250	Macaca_mulatta
ENSMFAP00000017699	ENSMFAG00000031954	Macaca_fascicularis
ENSPANP00000012880	ENSPANG00000009399	Papio_anubis
ENSCATP00000013116	ENSCATG00000030691	Cercocebus_atys
ENSMLEP00000019057	ENSMLEG00000033730	Mandrillus_leucophaeus
ENSTGEP00000037334	ENSTGEG00000029692	Theropithecus_gelada
ENSCSAP00000008749	ENSCSAG00000012568	Chlorocebus_sabaeus
ENSMNEP00000013076	ENSMNEG00000030802	Macaca_nemestrina
ENSRROP00000033565	ENSRROG00000040356	Rhinopithecus_roxellana
ENSCCAP00000032192	ENSCCAG00000034138	Cebus_capucinus_imitator
ENSCJAP00000061956	ENSCJAG00000012042	Callithrix_jacchus
ENSSBOP00000007767	ENSSBOG00000020803	Saimiri_boliviensis_boliviensis
ENSANAP00000009827	ENSANAG00000022880	Aotus_nancymaae
ENSTSYP00000014365	ENSTSYG00000011088	Carlito_syrichta
ENSPCOP00000016992	ENSPCOG00000020287	Propithecus_coquereli
ENSPSMP00000027677	ENSPSMG00000019304	Prolemur_simus
ENSMICP00000049680	ENSMICG00000044777	Microcebus_murinus
ENSOGAP00000000358	ENSOGAG00000000402	Otolemur_garnettii
ENSTBEP00000007836	ENSTBEG00000009046	Tupaia_belangeri
ENSEASP00005005049	ENSEASG00005003791	Equus_asinus_asinus
ENSECAP00000046425	ENSECAG00000024216	Equus_caballus
ENSBIXP00000029623	ENSBIXG00000000865	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005044194	ENSBIXG00005004811	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000021691	ENSBTAG00000016302	Bos_taurus
ENSBMUP00000012517	ENSBMUG00000009568	Bos_mutus
ENSBBBP00000011674	ENSBBBG00000019573	Bison_bison_bison
ENSCHIP00000024424	ENSCHIG00000021609	Capra_hircus
ENSOARP00000011588	ENSOARG00000010807	Ovis_aries
ENSSSCP00000068095	ENSSSCG00000001720	Sus_scrofa_strain_reference
ENSTTRP00000007996	ENSTTRG00000008436	Tursiops_truncatus
ENSVPAP00000003360	ENSVPAG00000003625	Vicugna_pacos
ENSPVAP00000000552	ENSPVAG00000000586	Pteropus_vampyrus
ENSMLUP00000013946	ENSMLUG00000015311	Myotis_lucifugus
ENSUAMP00000018865	ENSUAMG00000014938	Ursus_americanus
ENSUMAP00000006579	ENSUMAG00000005150	Ursus_maritimus
ENSAMEP00000001778	ENSAMEG00000001695	Ailuropoda_melanoleuca
ENSCAFP00020015736	ENSCAFG00020012644	Canis_lupus_dingo
ENSCAFP00000052992	ENSCAFG00000002029	Canis_lupus_familiaris
ENSVVUP00000041153	ENSVVUG00000029301	Vulpes_vulpes
ENSNVIP00000011288	ENSNVIG00000008919	Neovison_vison
ENSMPUP00000012353	ENSMPUG00000012447	Mustela_putorius_furo
ENSPTIP00000015327	ENSPTIG00000014428	Panthera_tigris_altaica
ENSPPRP00000015675	ENSPPRG00000008219	Panthera_pardus
ENSFCAP00000061428	ENSFCAG00000029625	Felis_catus
ENSSARP00000005240	ENSSARG00000005805	Sorex_araneus
ENSEEUP00000009412	ENSEEUG00000010317	Erinaceus_europaeus
ENSDNOP00000020139	ENSDNOG00000031078	Dasypus_novemcinctus
ENSCHOP00000006772	ENSCHOG00000007649	Choloepus_hoffmanni
ENSLAFP00000017959	ENSLAFG00000031036	Loxodonta_africana
ENSPCAP00000013173	ENSPCAG00000014115	Procavia_capensis
ENSETEP00000012369	ENSETEG00000015257	Echinops_telfairi
ENSPCIP00000032779	ENSPCIG00000024333	Phascolarctos_cinereus
ENSVURP00010017074	ENSVURG00010013068	Vombatus_ursinus
ENSSHAP00000013291	ENSSHAG00000011364	Sarcophilus_harrisii
ENSMODP00000044786	ENSMODG00000042004	Monodelphis_domestica
ENSOANP00000013148	ENSOANG00000008273	Ornithorhynchus_anatinus
ENSXETP00000018450	ENSXETG00000001710	Xenopus_tropicalis
ENSLACP00000008972	ENSLACG00000007923	Latimeria_chalumnae
ENSDCDP00000028803	ENSDCDG00000020667	Denticeps_clupeoides
ENSCHAP00000048261	ENSCHAG00000021923	Clupea_harengus
ENSAMXP00005024949	ENSAMXG00005012552	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000010680	ENSAMXG00000010394	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000036941	ENSPNAG00000028203	Pygocentrus_nattereri
ENSIPUP00000037337	ENSIPUG00000024976	Ictalurus_punctatus
ENSEEEP00000052593	ENSEEEG00000024636	Electrophorus_electricus
ENSDARP00000062924	ENSDARG00000042873	Danio_rerio
ENSELUP00000002478	ENSELUG00000003830	Esox_lucius
ENSHHUP00000077088	ENSHHUG00000045030	Hucho_hucho
ENSPKIP00000036797	ENSPKIG00000015221	Paramormyrops_kingsleyae
ENSSFOP00015000779	ENSSFOG00015000531	Scleropages_formosus
ENSLOCP00000019562	ENSLOCG00000015884	Lepisosteus_oculatus
ENSECRP00000013273	ENSECRG00000008849	Erpetoichthys_calabaricus
ENSCMIP00000023591	ENSCMIG00000010529	Callorhinchus_milii
ENSSLDP00000012311	ENSSLDG00000009791	Seriola_lalandi_dorsalis
ENSPMAP00000000224	ENSPMAG00000000203	Petromyzon_marinus
ENSEBUP00000007513	ENSEBUG00000004911	Eptatretus_burgeri
ENSCINP00000023653	ENSCING00000012745	Ciona_intestinalis
ENSCINP00000011717	ENSCING00000005660	Ciona_intestinalis
FBpp0078804	FBgn0031758	Drosophila_melanogaster	FBtr0079173
FBpp0078803	FBgn0031757	Drosophila_melanogaster	FBtr0079172
FBpp0292605	FBgn0030872	Drosophila_melanogaster	FBtr0303572
K07B1.3.1	WBGene00006729	Caenorhabditis_elegans_strain_N2	K07B1.3.1
