ENSVURP00010001716	ENSVURG00010001444	Vombatus_ursinus	ENSVURT00010001966
ENSVURP00010020888	ENSVURG00010015986	Vombatus_ursinus	ENSVURT00010023781
ENSPCIP00000015317	ENSPCIG00000011922	Phascolarctos_cinereus	ENSPCIT00000018937
ENSMEUP00000002206	ENSMEUG00000002416	Notamacropus_eugenii	ENSMEUT00000002423
ENSMODP00000039415	ENSMODG00000018755	Monodelphis_domestica	ENSMODT00000042523
ENSSHAP00000022040	ENSSHAG00000018655	Sarcophilus_harrisii	ENSSHAT00000022216
ENSPVAP00000013631	ENSPVAG00000014463	Pteropus_vampyrus
MGP_SPRETEiJ_P0061703	MGP_SPRETEiJ_G0026325	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0059320	MGP_CAROLIEiJ_G0025378	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0070281	MGP_PahariEiJ_G0026823	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000028793	ENSRNOG00000021201	Rattus_norvegicus
ENSMUGP00000023344	ENSMUGG00000019548	Meriones_unguiculatus
ENSCCNP00000016740	ENSCCNG00000017031	Castor_canadensis
ENSCLAP00000000494	ENSCLAG00000000404	Chinchilla_lanigera
ENSCPOP00000019208	ENSCPOG00000027326	Cavia_porcellus
ENSODEP00000000568	ENSODEG00000000474	Octodon_degus
ENSHGLP00000021196	ENSHGLG00000015146	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100004680	ENSHGLG00100003535	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100022309	ENSHGLG00100016417	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000007122	ENSHGLG00000005199	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000002774	ENSFDAG00000012386	Fukomys_damarensis
ENSDORP00000013410	ENSDORG00000014260	Dipodomys_ordii
ENSJJAP00000009990	ENSJJAG00000013701	Jaculus_jaculus
ENSUPAP00010012367	ENSUPAG00010010057	Urocitellus_parryii
ENSSTOP00000012458	ENSSTOG00000013904	Ictidomys_tridecemlineatus
ENSSDAP00000020481	ENSSDAG00000018667	Spermophilus_dauricus
ENSMMMP00000017467	ENSMMMG00000015514	Marmota_marmota_marmota
ENSOCUP00000043607	ENSOCUG00000003010	Oryctolagus_cuniculus
ENSOPRP00000012089	ENSOPRG00000013247	Ochotona_princeps
ENSPCOP00000027843	ENSPCOG00000026484	Propithecus_coquereli
ENSMICP00000045706	ENSMICG00000038247	Microcebus_murinus
ENSPSMP00000018543	ENSPSMG00000013120	Prolemur_simus
ENSOGAP00000019510	ENSOGAG00000000199	Otolemur_garnettii
ENSLAFP00000009209	ENSLAFG00000011010	Loxodonta_africana
ENSETEP00000015874	ENSETEG00000019542	Echinops_telfairi
ENSDNOP00000022804	ENSDNOG00000038212	Dasypus_novemcinctus
ENSOANP00000030162	ENSOANG00000031955	Ornithorhynchus_anatinus
ENSPVIP00000025582	ENSPVIG00000019149	Pogona_vitticeps
ENSACAP00000001174	ENSACAG00000001167	Anolis_carolinensis
ENSNSUP00000006878	ENSNSUG00000005432	Notechis_scutatus
ENSSMRP00000017666	ENSSMRG00000013775	Salvator_merianae
ENSSPUP00000001665	ENSSPUG00000001302	Sphenodon_punctatus
ENSAHAP00000010623	ENSAHAG00000007705	Apteryx_haastii
ENSAOWP00000014107	ENSAOWG00000009619	Apteryx_owenii
ENSARWP00000012429	ENSARWG00000008603	Apteryx_rowi
ENSDNVP00000022166	ENSDNVG00000015439	Dromaius_novaehollandiae
ENSNPEP00000004311	ENSNPEG00000003306	Nothoprocta_perdicaria
ENSCPGP00000016585	ENSCPGG00000011646	Calidris_pygmaea
ENSCPUP00000005679	ENSCPUG00000004159	Calidris_pugnax
ENSZALP00000004853	ENSZALG00000004547	Zonotrichia_albicollis
ENSJHYP00000010394	ENSJHYG00000008159	Junco_hyemalis
ENSSCAP00000016077	ENSSCAG00000011781	Serinus_canaria
ENSLSDP00000016793	ENSLSDG00000012082	Lonchura_striata_domestica
ENSCCEP00000020008	ENSCCEG00000018139	Cyanistes_caeruleus
ENSPMJP00000001991	ENSPMJG00000001647	Parus_major
ENSMVIP00005014569	ENSMVIG00005010520	Manacus_vitellinus
ENSMVIP00005009034	ENSMVIG00005006656	Manacus_vitellinus
ENSCJPP00005017090	ENSCJPG00005013987	Coturnix_japonica
ENSGALP00000071460	ENSGALG00000048409	Gallus_gallus
ENSMUNP00000001870	ENSMUNG00000001628	Melopsittacus_undulatus
ENSAPLP00000005052	ENSAPLG00000005479	Anas_platyrhynchos_platyrhynchos
ENSABRP00000020518	ENSABRG00000017486	Anser_brachyrhynchus
ENSCPRP00005012552	ENSCPRG00005008906	Crocodylus_porosus
ENSCABP00000024883	ENSCABG00000018325	Chelonoidis_abingdonii
ENSGAGP00000015072	ENSGAGG00000011387	Gopherus_agassizii
ENSCPBP00000010378	ENSCPBG00000007972	Chrysemys_picta_bellii
ENSPSIP00000011484	ENSPSIG00000010332	Pelodiscus_sinensis
ENSXETP00000014690	ENSXETG00000000541	Xenopus_tropicalis
ENSLACP00000014227	ENSLACG00000012529	Latimeria_chalumnae
ENSCHAP00000034410	ENSCHAG00000016348	Clupea_harengus
ENSDCDP00000036585	ENSDCDG00000024536	Denticeps_clupeoides
ENSEEEP00000047476	ENSEEEG00000022340	Electrophorus_electricus
ENSIPUP00000027605	ENSIPUG00000018698	Ictalurus_punctatus
ENSAMXP00000035987	ENSAMXG00000036748	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005030883	ENSAMXG00005015124	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000021896	ENSPNAG00000029127	Pygocentrus_nattereri
ENSDARP00000052420	ENSDARG00000036107	Danio_rerio
ENSHHUP00000034828	ENSHHUG00000021907	Hucho_hucho
ENSHHUP00000038173	ENSHHUG00000023835	Hucho_hucho
ENSELUP00000035109	ENSELUG00000013926	Esox_lucius
ENSPKIP00000014249	ENSPKIG00000001376	Paramormyrops_kingsleyae
ENSSFOP00015014666	ENSSFOG00015009446	Scleropages_formosus
ENSATEP00000025487	ENSATEG00000017694	Anabas_testudineus
ENSBSLP00000036847	ENSBSLG00000017843	Betta_splendens
ENSMALP00000022164	ENSMALG00000015485	Monopterus_albus
ENSCGOP00000028850	ENSCGOG00000013507	Cottoperca_gobio
ENSMMOP00000015300	ENSMMOG00000011672	Mola_mola
ENSLCRP00005047307	ENSLCRG00005017896	Larimichthys_crocea
ENSLBEP00000026276	ENSLBEG00000020005	Labrus_bergylta
ENSAOCP00000018483	ENSAOCG00000023673	Amphiprion_ocellaris
ENSAPEP00000017738	ENSAPEG00000012693	Amphiprion_percula
ENSSPAP00000013859	ENSSPAG00000010490	Stegastes_partitus
ENSPRNP00000031369	ENSPRNG00000015742	Parambassis_ranga
ENSFHEP00000012214	ENSFHEG00000013643	Fundulus_heteroclitus
ENSCVAP00000018534	ENSCVAG00000021801	Cyprinodon_variegatus
ENSPLAP00000025677	ENSPLAG00000013006	Poecilia_latipinna
ENSPFOP00000015068	ENSPFOG00000014977	Poecilia_formosa
ENSPMEP00000015659	ENSPMEG00000018218	Poecilia_mexicana
ENSPREP00000023004	ENSPREG00000015531	Poecilia_reticulata
ENSXMAP00000004886	ENSXMAG00000004870	Xiphophorus_maculatus
ENSXCOP00000027696	ENSXCOG00000020649	Xiphophorus_couchianus
ENSGAFP00000018830	ENSGAFG00000012720	Gambusia_affinis
ENSKMAP00000004440	ENSKMAG00000003396	Kryptolebias_marmoratus
ENSORLP00015030273	ENSORLG00015013972	Oryzias_latipes_ASM223469v1
ENSORLP00000031560	ENSORLG00000020580	Oryzias_latipes_ASM223467v1
ENSOMEP00000020500	ENSOMEG00000022453	Oryzias_melastigma
ENSACLP00000023573	ENSACLG00000016037	Astatotilapia_calliptera
ENSPNYP00000018971	ENSPNYG00000014342	Pundamilia_nyererei
ENSMZEP00005013435	ENSMZEG00005010103	Maylandia_zebra
ENSHBUP00000026953	ENSHBUG00000009878	Haplochromis_burtoni
ENSNBRP00000011242	ENSNBRG00000008773	Neolamprologus_brichardi
ENSONIP00000001842	ENSONIG00000001467	Oreochromis_niloticus
ENSACIP00000005964	ENSACIG00000004628	Amphilophus_citrinellus
ENSAPOP00000027955	ENSAPOG00000012892	Acanthochromis_polyacanthus
ENSAPOP00000010386	ENSAPOG00000012839	Acanthochromis_polyacanthus
ENSMAMP00000025399	ENSMAMG00000017055	Mastacembelus_armatus
ENSSLDP00000000913	ENSSLDG00000000822	Seriola_lalandi_dorsalis
ENSSDUP00000019734	ENSSDUG00000014377	Seriola_dumerili
ENSLCAP00010025019	ENSLCAG00010011718	Lates_calcarifer
ENSGMOP00000008227	ENSGMOG00000007686	Gadus_morhua
ENSHHUP00000037938	ENSHHUG00000023726	Hucho_hucho
ENSHHUP00000064008	ENSHHUG00000037801	Hucho_hucho
ENSELUP00000007519	ENSELUG00000008287	Esox_lucius
ENSIPUP00000005499	ENSIPUG00000003835	Ictalurus_punctatus
ENSEEEP00000032127	ENSEEEG00000015327	Electrophorus_electricus
ENSAMXP00005018320	ENSAMXG00005009552	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000053053	ENSAMXG00000001785	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000001431	ENSPNAG00000005542	Pygocentrus_nattereri
ENSDARP00000128041	ENSDARG00000070000	Danio_rerio
ENSCHAP00000039064	ENSCHAG00000018333	Clupea_harengus
ENSDCDP00000044005	ENSDCDG00000028039	Denticeps_clupeoides
ENSSFOP00015016726	ENSSFOG00015010782	Scleropages_formosus
ENSPKIP00000033499	ENSPKIG00000013184	Paramormyrops_kingsleyae
ENSLCRP00005037287	ENSLCRG00005014516	Larimichthys_crocea
ENSGACP00000000678	ENSGACG00000000514	Gasterosteus_aculeatus
ENSLBEP00000032593	ENSLBEG00000024557	Labrus_bergylta
ENSGWIP00000004373	ENSGWIG00000002350	Gouania_willdenowi
ENSCSEP00000024102	ENSCSEG00000015379	Cynoglossus_semilaevis
ENSPMGP00000023558	ENSPMGG00000019051	Periophthalmus_magnuspinnatus
ENSPFOP00000008425	ENSPFOG00000008396	Poecilia_formosa
ENSPLAP00000012552	ENSPLAG00000015881	Poecilia_latipinna
ENSPMEP00000016642	ENSPMEG00000019348	Poecilia_mexicana
ENSPREP00000029812	ENSPREG00000020186	Poecilia_reticulata
ENSXCOP00000002937	ENSXCOG00000002339	Xiphophorus_couchianus
ENSXMAP00000037800	ENSXMAG00000003263	Xiphophorus_maculatus
ENSGAFP00000005763	ENSGAFG00000003918	Gambusia_affinis
ENSPLAP00000027732	ENSPLAG00000016512	Poecilia_latipinna
ENSGAFP00000005740	ENSGAFG00000003906	Gambusia_affinis
ENSFHEP00000006766	ENSFHEG00000007926	Fundulus_heteroclitus
ENSCVAP00000030058	ENSCVAG00000018340	Cyprinodon_variegatus
ENSLBEP00000028139	ENSLBEG00000021328	Labrus_bergylta
ENSMALP00000012742	ENSMALG00000009032	Monopterus_albus
ENSMAMP00000030408	ENSMAMG00000020503	Mastacembelus_armatus
ENSATEP00000019741	ENSATEG00000013748	Anabas_testudineus
ENSBSLP00000023106	ENSBSLG00000011610	Betta_splendens
ENSAOCP00000022413	ENSAOCG00000000445	Amphiprion_ocellaris
ENSAPEP00000012919	ENSAPEG00000009185	Amphiprion_percula
ENSAPOP00000023769	ENSAPOG00000005790	Acanthochromis_polyacanthus
ENSAPOP00000009657	ENSAPOG00000011981	Acanthochromis_polyacanthus
ENSSPAP00000007370	ENSSPAG00000005640	Stegastes_partitus
ENSPRNP00000009840	ENSPRNG00000005707	Parambassis_ranga
ENSHBUP00000006289	ENSHBUG00000007691	Haplochromis_burtoni
ENSPNYP00000025604	ENSPNYG00000019323	Pundamilia_nyererei
ENSMZEP00005023443	ENSMZEG00005017547	Maylandia_zebra
ENSMZEP00005033039	ENSMZEG00005024637	Maylandia_zebra
ENSACLP00000024746	ENSACLG00000016834	Astatotilapia_calliptera
ENSNBRP00000023961	ENSNBRG00000018324	Neolamprologus_brichardi
ENSONIP00000013030	ENSONIG00000010366	Oreochromis_niloticus
ENSACIP00000017163	ENSACIG00000013388	Amphilophus_citrinellus
ENSCGOP00000036043	ENSCGOG00000016650	Cottoperca_gobio
ENSMMOP00000015618	ENSMMOG00000011891	Mola_mola
ENSLCAP00010012226	ENSLCAG00010005787	Lates_calcarifer
ENSLCAP00010015715	ENSLCAG00010007481	Lates_calcarifer
ENSLCAP00010036860	ENSLCAG00010017258	Lates_calcarifer
ENSSDUP00000013817	ENSSDUG00000010049	Seriola_dumerili
ENSSLDP00000016008	ENSSLDG00000012694	Seriola_lalandi_dorsalis
ENSSMAP00000034057	ENSSMAG00000020833	Scophthalmus_maximus
ENSORLP00015028116	ENSORLG00015010534	Oryzias_latipes_ASM223469v1
ENSORLP00020032999	ENSORLG00020018785	Oryzias_latipes_ASM223471v1
ENSORLP00000013654	ENSORLG00000010885	Oryzias_latipes_ASM223467v1
ENSOMEP00000026615	ENSOMEG00000008557	Oryzias_melastigma
ENSKMAP00000001191	ENSKMAG00000000942	Kryptolebias_marmoratus
ENSHCOP00000019528	ENSHCOG00000004936	Hippocampus_comes
ENSTNIP00000007675	ENSTNIG00000005009	Tetraodon_nigroviridis
ENSTRUP00000008011	ENSTRUG00000003416	Takifugu_rubripes
ENSGMOP00000014768	ENSGMOG00000013824	Gadus_morhua
ENSLOCP00000009983	ENSLOCG00000008221	Lepisosteus_oculatus
ENSECRP00000024022	ENSECRG00000016276	Erpetoichthys_calabaricus
ENSCMIP00000002432	ENSCMIG00000001441	Callorhinchus_milii
