ENSAOWP00000025902	ENSAOWG00000017487	Apteryx_owenii
ENSCAFP00020004941	ENSCAFG00020004053	Canis_lupus_dingo
ENSCAFP00000026871	ENSCAFG00000018182	Canis_lupus_familiaris
ENSVVUP00000027812	ENSVVUG00000020380	Vulpes_vulpes
ENSPPRP00000010014	ENSPPRG00000004296	Panthera_pardus
ENSPTIP00000018668	ENSPTIG00000016715	Panthera_tigris_altaica
ENSFCAP00000035309	ENSFCAG00000010393	Felis_catus
ENSECAP00000003460	ENSECAG00000004234	Equus_caballus
ENSEASP00005016162	ENSEASG00005011229	Equus_asinus_asinus
ENSPVAP00000003735	ENSPVAG00000003951	Pteropus_vampyrus
ENSMLUP00000002601	ENSMLUG00000002856	Myotis_lucifugus
ENSBIXP00000002314	ENSBIXG00000008806	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000007997	ENSBTAG00000006086	Bos_taurus
ENSBIXP00005017950	ENSBIXG00005021408	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000016741	ENSBMUG00000012687	Bos_mutus
ENSBBBP00000006509	ENSBBBG00000000966	Bison_bison_bison
ENSCHIP00000033550	ENSCHIG00000027070	Capra_hircus
ENSOARP00000006066	ENSOARG00000005655	Ovis_aries
ENSTTRP00000013412	ENSTTRG00000014141	Tursiops_truncatus
ENSSSCP00000047475	ENSSSCG00000034440	Sus_scrofa_strain_reference
ENSEEUP00000008329	ENSEEUG00000009150	Erinaceus_europaeus
ENSSARP00000005413	ENSSARG00000005989	Sorex_araneus
ENSHGLP00100019939	ENSHGLG00100014701	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000007172	ENSHGLG00000005231	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000011870	ENSFDAG00000019330	Fukomys_damarensis
ENSCAPP00000009088	ENSCAPG00000010629	Cavia_aperea
ENSCPOP00000024610	ENSCPOG00000031764	Cavia_porcellus
ENSODEP00000022209	ENSODEG00000016303	Octodon_degus
ENSCLAP00000018150	ENSCLAG00000012449	Chinchilla_lanigera
ENSSTOP00000019299	ENSSTOG00000020743	Ictidomys_tridecemlineatus
ENSUPAP00010021824	ENSUPAG00010017333	Urocitellus_parryii
ENSMMMP00000021575	ENSMMMG00000018988	Marmota_marmota_marmota
ENSSDAP00000024038	ENSSDAG00000021912	Spermophilus_dauricus
ENSCCNP00000029980	ENSCCNG00000028749	Castor_canadensis
ENSDORP00000003556	ENSDORG00000003809	Dipodomys_ordii
ENSMUSP00000103772	ENSMUSG00000020682	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000014673	ENSMSIG00000012526	Mus_spicilegus
MGP_SPRETEiJ_P0030231	MGP_SPRETEiJ_G0017719	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0028824	MGP_CAROLIEiJ_G0016875	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0035545	MGP_PahariEiJ_G0018006	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000075186	ENSRNOG00000061904	Rattus_norvegicus
ENSRNOP00000013836	ENSRNOG00000047940	Rattus_norvegicus
ENSMUGP00000020397	ENSMUGG00000017216	Meriones_unguiculatus
ENSCGRP00000022205	ENSCGRG00000016085	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015015366	ENSCGRG00015011773	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001011820	ENSCGRG00001013370	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000020175	ENSMAUG00000018264	Mesocricetus_auratus
ENSPEMP00000021431	ENSPEMG00000019080	Peromyscus_maniculatus_bairdii
ENSMOCP00000020935	ENSMOCG00000018460	Microtus_ochrogaster
ENSNGAP00000012693	ENSNGAG00000014473	Nannospalax_galili
ENSJJAP00000004480	ENSJJAG00000009319	Jaculus_jaculus
ENSOCUP00000003540	ENSOCUG00000004089	Oryctolagus_cuniculus
ENSOPRP00000010914	ENSOPRG00000011967	Ochotona_princeps
ENSPPAP00000012208	ENSPPAG00000029288	Pan_paniscus
ENSPTRP00000045264	ENSPTRG00000009025	Pan_troglodytes
ENSP00000473853	ENSG00000271447	Homo_sapiens
ENSGGOP00000015236	ENSGGOG00000015617	Gorilla_gorilla
ENSPPYP00000009211	ENSPPYG00000008193	Pongo_abelii
ENSNLEP00000017076	ENSNLEG00000014038	Nomascus_leucogenys
ENSTGEP00000020603	ENSTGEG00000016582	Theropithecus_gelada
ENSPANP00000027857	ENSPANG00000022977	Papio_anubis
ENSMLEP00000022150	ENSMLEG00000035285	Mandrillus_leucophaeus
ENSMFAP00000034076	ENSMFAG00000003523	Macaca_fascicularis
ENSMMUP00000043180	ENSMMUG00000022229	Macaca_mulatta
ENSMNEP00000024190	ENSMNEG00000035643	Macaca_nemestrina
ENSCATP00000045178	ENSCATG00000045014	Cercocebus_atys
ENSCSAP00000002537	ENSCSAG00000006243	Chlorocebus_sabaeus
ENSCANP00000029273	ENSCANG00000038213	Colobus_angolensis_palliatus
ENSPTEP00000015435	ENSPTEG00000017108	Piliocolobus_tephrosceles
ENSRROP00000009805	ENSRROG00000029324	Rhinopithecus_roxellana
ENSRBIP00000038963	ENSRBIG00000042961	Rhinopithecus_bieti
ENSCJAP00000053625	ENSCJAG00000047189	Callithrix_jacchus
ENSCCAP00000019691	ENSCCAG00000027683	Cebus_capucinus_imitator
ENSSBOP00000012443	ENSSBOG00000023020	Saimiri_boliviensis_boliviensis
ENSANAP00000040404	ENSANAG00000037562	Aotus_nancymaae
ENSTSYP00000015516	ENSTSYG00000012746	Carlito_syrichta
ENSPCOP00000018788	ENSPCOG00000021300	Propithecus_coquereli
ENSPSMP00000028541	ENSPSMG00000019848	Prolemur_simus
ENSMICP00000015537	ENSMICG00000017052	Microcebus_murinus
ENSOGAP00000010485	ENSOGAG00000011716	Otolemur_garnettii
ENSTBEP00000007623	ENSTBEG00000008806	Tupaia_belangeri
ENSLAFP00000015355	ENSLAFG00000018326	Loxodonta_africana
ENSPCAP00000008874	ENSPCAG00000009532	Procavia_capensis
ENSETEP00000004257	ENSETEG00000005235	Echinops_telfairi
ENSDNOP00000023057	ENSDNOG00000038104	Dasypus_novemcinctus
ENSOANP00000022498	ENSOANG00000014274	Ornithorhynchus_anatinus
ENSXETP00000007840	ENSXETG00000007619	Xenopus_tropicalis
ENSLACP00000020990	ENSLACG00000018443	Latimeria_chalumnae
ENSAMXP00000027997	ENSAMXG00000031171	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005047382	ENSAMXG00005021753	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000002254	ENSPNAG00000001151	Pygocentrus_nattereri
ENSIPUP00000009349	ENSIPUG00000006403	Ictalurus_punctatus
ENSEEEP00000026617	ENSEEEG00000012873	Electrophorus_electricus
ENSDARP00000153136	ENSDARG00000059029	Danio_rerio
ENSDCDP00000031065	ENSDCDG00000021656	Denticeps_clupeoides
ENSDCDP00000030971	ENSDCDG00000021627	Denticeps_clupeoides
ENSHHUP00000025156	ENSHHUG00000015868	Hucho_hucho
ENSELUP00000016209	ENSELUG00000016037	Esox_lucius
ENSMMOP00000013397	ENSMMOG00000010284	Mola_mola
ENSSPAP00000013938	ENSSPAG00000010542	Stegastes_partitus
ENSBSLP00000036311	ENSBSLG00000017757	Betta_splendens
ENSTNIP00000008929	ENSTNIG00000006181	Tetraodon_nigroviridis
ENSTRUP00000050308	ENSTRUG00000020202	Takifugu_rubripes
ENSLCRP00005022830	ENSLCRG00005009211	Larimichthys_crocea
ENSLBEP00000036938	ENSLBEG00000027595	Labrus_bergylta
ENSCGOP00000024873	ENSCGOG00000011793	Cottoperca_gobio
ENSGACP00000010211	ENSGACG00000007700	Gasterosteus_aculeatus
ENSSDUP00000000063	ENSSDUG00000000115	Seriola_dumerili
ENSSLDP00000026056	ENSSLDG00000020244	Seriola_lalandi_dorsalis
ENSLCAP00010045079	ENSLCAG00010020954	Lates_calcarifer
ENSSMAP00000032415	ENSSMAG00000019866	Scophthalmus_maximus
ENSCSEP00000029863	ENSCSEG00000019144	Cynoglossus_semilaevis
ENSMAMP00000008626	ENSMAMG00000005845	Mastacembelus_armatus
ENSMALP00000003841	ENSMALG00000002778	Monopterus_albus
ENSATEP00000008669	ENSATEG00000006101	Anabas_testudineus
ENSAOCP00000002778	ENSAOCG00000005932	Amphiprion_ocellaris
ENSAPEP00000025326	ENSAPEG00000017982	Amphiprion_percula
ENSAPOP00000007469	ENSAPOG00000009439	Acanthochromis_polyacanthus
ENSPRNP00000019926	ENSPRNG00000010455	Parambassis_ranga
ENSMZEP00005010390	ENSMZEG00005007839	Maylandia_zebra
ENSPNYP00000017033	ENSPNYG00000012888	Pundamilia_nyererei
ENSACLP00000010581	ENSACLG00000007234	Astatotilapia_calliptera
ENSHBUP00000013421	ENSHBUG00000015182	Haplochromis_burtoni
ENSNBRP00000005266	ENSNBRG00000004177	Neolamprologus_brichardi
ENSONIP00000021044	ENSONIG00000016706	Oreochromis_niloticus
ENSACIP00000011011	ENSACIG00000008613	Amphilophus_citrinellus
ENSGWIP00000029828	ENSGWIG00000015570	Gouania_willdenowi
ENSXMAP00000011012	ENSXMAG00000010985	Xiphophorus_maculatus
ENSXCOP00000017033	ENSXCOG00000012852	Xiphophorus_couchianus
ENSGAFP00000010665	ENSGAFG00000007212	Gambusia_affinis
ENSPFOP00000010542	ENSPFOG00000010494	Poecilia_formosa
ENSPLAP00000007284	ENSPLAG00000009589	Poecilia_latipinna
ENSPMEP00000018834	ENSPMEG00000021803	Poecilia_mexicana
ENSPREP00000027766	ENSPREG00000018784	Poecilia_reticulata
ENSFHEP00000022427	ENSFHEG00000002830	Fundulus_heteroclitus
ENSCVAP00000006724	ENSCVAG00000008336	Cyprinodon_variegatus
ENSKMAP00000002455	ENSKMAG00000001896	Kryptolebias_marmoratus
ENSORLP00015021459	ENSORLG00015022681	Oryzias_latipes_ASM223469v1
ENSORLP00020013878	ENSORLG00020014849	Oryzias_latipes_ASM223471v1
ENSORLP00000014215	ENSORLG00000011349	Oryzias_latipes_ASM223467v1
ENSOMEP00000002125	ENSOMEG00000003055	Oryzias_melastigma
ENSHCOP00000024504	ENSHCOG00000013878	Hippocampus_comes
ENSPMGP00000012660	ENSPMGG00000010435	Periophthalmus_magnuspinnatus
ENSGMOP00000018412	ENSGMOG00000017130	Gadus_morhua
ENSHHUP00000055466	ENSHHUG00000033177	Hucho_hucho
ENSHHUP00000046055	ENSHHUG00000028053	Hucho_hucho
ENSSFOP00015006099	ENSSFOG00015003992	Scleropages_formosus
ENSPKIP00000035325	ENSPKIG00000014321	Paramormyrops_kingsleyae
ENSLOCP00000001833	ENSLOCG00000001596	Lepisosteus_oculatus
ENSECRP00000007093	ENSECRG00000004734	Erpetoichthys_calabaricus
ENSCMIP00000041324	ENSCMIG00000017226	Callorhinchus_milii
