ENSPPAP00000024267	ENSPPAG00000035273	Pan_paniscus
MGP_SPRETEiJ_P0079627	MGP_SPRETEiJ_G0029993	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0076380	MGP_CAROLIEiJ_G0028946	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0052746	MGP_PahariEiJ_G0022708	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000013833	ENSRNOG00000010347	Rattus_norvegicus
ENSNGAP00000018309	ENSNGAG00000018481	Nannospalax_galili
ENSHGLP00100004099	ENSHGLG00100003122	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000013424	ENSHGLG00000009598	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000000921	ENSFDAG00000011044	Fukomys_damarensis
ENSCLAP00000020840	ENSCLAG00000014276	Chinchilla_lanigera
ENSODEP00000024483	ENSODEG00000017919	Octodon_degus
ENSCPOP00000026039	ENSCPOG00000030656	Cavia_porcellus
ENSCAPP00000006171	ENSCAPG00000008372	Cavia_aperea
ENSOCUP00000001620	ENSOCUG00000001883	Oryctolagus_cuniculus
ENSOPRP00000000500	ENSOPRG00000000556	Ochotona_princeps
ENSPVAP00000006360	ENSPVAG00000006737	Pteropus_vampyrus
ENSMLUP00000006807	ENSMLUG00000007459	Myotis_lucifugus
ENSSSCP00000000666	ENSSSCG00000000634	Sus_scrofa_strain_reference
ENSVPAP00000000811	ENSVPAG00000000874	Vicugna_pacos
ENSCHIP00000001971	ENSCHIG00000004333	Capra_hircus
ENSOARP00000022492	ENSOARG00000020931	Ovis_aries
ENSBIXP00005005728	ENSBIXG00005011333	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000023218	ENSBIXG00000005270	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000020407	ENSBTAG00000015351	Bos_taurus
ENSBMUP00000036198	ENSBMUG00000026881	Bos_mutus
ENSBBBP00000014858	ENSBBBG00000005961	Bison_bison_bison
ENSTTRP00000001193	ENSTTRG00000001271	Tursiops_truncatus
ENSECAP00000036477	ENSECAG00000011703	Equus_caballus
ENSEASP00005021515	ENSEASG00005014727	Equus_asinus_asinus
ENSUMAP00000022032	ENSUMAG00000016124	Ursus_maritimus
ENSUAMP00000021293	ENSUAMG00000016721	Ursus_americanus
ENSAMEP00000009915	ENSAMEG00000009437	Ailuropoda_melanoleuca
ENSMPUP00000011828	ENSMPUG00000011918	Mustela_putorius_furo
ENSNVIP00000001268	ENSNVIG00000001018	Neovison_vison
ENSCAFP00020007924	ENSCAFG00020006396	Canis_lupus_dingo
ENSCAFP00000063423	ENSCAFG00000013417	Canis_lupus_familiaris
ENSVVUP00000006482	ENSVVUG00000005021	Vulpes_vulpes
ENSPPRP00000012618	ENSPPRG00000006083	Panthera_pardus
ENSPTIP00000002328	ENSPTIG00000005378	Panthera_tigris_altaica
ENSFCAP00000007777	ENSFCAG00000008388	Felis_catus
ENSEEUP00000009463	ENSEEUG00000010378	Erinaceus_europaeus
ENSSARP00000008778	ENSSARG00000009718	Sorex_araneus
ENSLAFP00000017584	ENSLAFG00000022828	Loxodonta_africana
ENSPCAP00000014348	ENSPCAG00000015365	Procavia_capensis
ENSETEP00000007292	ENSETEG00000008978	Echinops_telfairi
ENSDNOP00000000366	ENSDNOG00000000478	Dasypus_novemcinctus
ENSCHOP00000003878	ENSCHOG00000004389	Choloepus_hoffmanni
ENSJJAP00000009952	ENSJJAG00000013674	Jaculus_jaculus
ENSDORP00000019984	ENSDORG00000023866	Dipodomys_ordii
ENSSHAP00000005957	ENSSHAG00000005191	Sarcophilus_harrisii
ENSMODP00000040209	ENSMODG00000018249	Monodelphis_domestica
ENSPCIP00000018050	ENSPCIG00000013808	Phascolarctos_cinereus
ENSVURP00010009634	ENSVURG00010007463	Vombatus_ursinus
ENSAHAP00000026940	ENSAHAG00000018770	Apteryx_haastii
ENSAOWP00000002095	ENSAOWG00000001514	Apteryx_owenii
ENSARWP00000012247	ENSARWG00000008469	Apteryx_rowi
ENSDNVP00000005635	ENSDNVG00000004051	Dromaius_novaehollandiae	ENSDNVT00000006802
ENSABRP00000010973	ENSABRG00000009895	Anser_brachyrhynchus
ENSAPLP00000002649	ENSAPLG00000003189	Anas_platyrhynchos_platyrhynchos
ENSGALP00000023762	ENSGALG00000014759	Gallus_gallus
ENSMGAP00000015045	ENSMGAG00000014227	Meleagris_gallopavo
ENSCJPP00005021454	ENSCJPG00005017146	Coturnix_japonica
ENSNMEP00000019182	ENSNMEG00000016586	Numida_meleagris
ENSLSDP00000020661	ENSLSDG00000014632	Lonchura_striata_domestica
ENSTGUP00000012415	ENSTGUG00000012052	Taeniopygia_guttata
ENSFALP00000003805	ENSFALG00000003654	Ficedula_albicollis
ENSZALP00000003811	ENSZALG00000003690	Zonotrichia_albicollis
ENSJHYP00000012786	ENSJHYG00000009938	Junco_hyemalis
ENSSCAP00000011624	ENSSCAG00000008718	Serinus_canaria
ENSPMJP00000012509	ENSPMJG00000009617	Parus_major
ENSCCEP00000021238	ENSCCEG00000019260	Cyanistes_caeruleus
ENSMVIP00005028610	ENSMVIG00005019910	Manacus_vitellinus
ENSLCOP00000014900	ENSLCOG00000010669	Lepidothrix_coronata
ENSMUNP00000018885	ENSMUNG00000014459	Melopsittacus_undulatus
ENSCPGP00000001092	ENSCPGG00000000871	Calidris_pygmaea
ENSCPUP00000009783	ENSCPUG00000006947	Calidris_pugnax
ENSCPRP00005001446	ENSCPRG00005001105	Crocodylus_porosus
ENSCABP00000008406	ENSCABG00000006350	Chelonoidis_abingdonii
ENSGAGP00000025649	ENSGAGG00000018727	Gopherus_agassizii
ENSCPBP00000019598	ENSCPBG00000014141	Chrysemys_picta_bellii
ENSPSIP00000009865	ENSPSIG00000008973	Pelodiscus_sinensis
ENSSPUP00000012829	ENSSPUG00000009872	Sphenodon_punctatus
ENSSMRP00000014235	ENSSMRG00000011080	Salvator_merianae
ENSXETP00000032021	ENSXETG00000011242	Xenopus_tropicalis
ENSLACP00000023033	ENSLACG00000006468	Latimeria_chalumnae
ENSSMAP00000020090	ENSSMAG00000012329	Scophthalmus_maximus
ENSCSEP00000026850	ENSCSEG00000017141	Cynoglossus_semilaevis
ENSGWIP00000016205	ENSGWIG00000009111	Gouania_willdenowi
ENSPMEP00000026236	ENSPMEG00000009787	Poecilia_mexicana
ENSPFOP00000008276	ENSPFOG00000008308	Poecilia_formosa
ENSPREP00000001396	ENSPREG00000001050	Poecilia_reticulata
ENSXMAP00000021842	ENSXMAG00000026955	Xiphophorus_maculatus
ENSGAFP00000004707	ENSGAFG00000003186	Gambusia_affinis
ENSFHEP00000001175	ENSFHEG00000001906	Fundulus_heteroclitus
ENSCVAP00000032122	ENSCVAG00000021934	Cyprinodon_variegatus
ENSKMAP00000025672	ENSKMAG00000019019	Kryptolebias_marmoratus
ENSORLP00015033771	ENSORLG00015019341	Oryzias_latipes_ASM223469v1
ENSORLP00000044858	ENSORLG00000022766	Oryzias_latipes_ASM223467v1
ENSORLP00020005286	ENSORLG00020006088	Oryzias_latipes_ASM223471v1
ENSOMEP00000014474	ENSOMEG00000016002	Oryzias_melastigma
ENSMZEP00005002893	ENSMZEG00005002252	Maylandia_zebra
ENSACLP00000023756	ENSACLG00000016167	Astatotilapia_calliptera
ENSHBUP00000032834	ENSHBUG00000019374	Haplochromis_burtoni
ENSPNYP00000003901	ENSPNYG00000003005	Pundamilia_nyererei
ENSNBRP00000003842	ENSNBRG00000003058	Neolamprologus_brichardi
ENSPRNP00000021367	ENSPRNG00000011044	Parambassis_ranga
ENSTRUP00000054974	ENSTRUG00000024920	Takifugu_rubripes
ENSSLDP00000018610	ENSSLDG00000014627	Seriola_lalandi_dorsalis
ENSSDUP00000004241	ENSSDUG00000003169	Seriola_dumerili
ENSLBEP00000019847	ENSLBEG00000015251	Labrus_bergylta
ENSHCOP00000027035	ENSHCOG00000018517	Hippocampus_comes
ENSPMGP00000018925	ENSPMGG00000015402	Periophthalmus_magnuspinnatus
ENSIPUP00000013506	ENSIPUG00000009230	Ictalurus_punctatus
ENSHCOP00000014616	ENSHCOG00000018042	Hippocampus_comes
ENSPMGP00000013206	ENSPMGG00000010877	Periophthalmus_magnuspinnatus
ENSBSLP00000050387	ENSBSLG00000023970	Betta_splendens
ENSCSEP00000031565	ENSCSEG00000020218	Cynoglossus_semilaevis
ENSGACP00000013787	ENSGACG00000010432	Gasterosteus_aculeatus
ENSLCRP00005021022	ENSLCRG00005008553	Larimichthys_crocea
ENSCGOP00000029953	ENSCGOG00000013945	Cottoperca_gobio
ENSLBEP00000018942	ENSLBEG00000014566	Labrus_bergylta
ENSLBEP00000018920	ENSLBEG00000014538	Labrus_bergylta
ENSMMOP00000021206	ENSMMOG00000016123	Mola_mola
ENSSLDP00000030179	ENSSLDG00000023258	Seriola_lalandi_dorsalis
ENSSDUP00000015089	ENSSDUG00000011003	Seriola_dumerili
ENSLCAP00010021637	ENSLCAG00010010191	Lates_calcarifer
ENSMAMP00000002190	ENSMAMG00000001546	Mastacembelus_armatus
ENSATEP00000031619	ENSATEG00000021788	Anabas_testudineus
ENSSMAP00000019586	ENSSMAG00000012025	Scophthalmus_maximus
ENSMALP00000032655	ENSMALG00000022468	Monopterus_albus
ENSPRNP00000053606	ENSPRNG00000025246	Parambassis_ranga
ENSGWIP00000012135	ENSGWIG00000007075	Gouania_willdenowi
ENSMZEP00005023333	ENSMZEG00005017467	Maylandia_zebra
ENSACLP00000034493	ENSACLG00000023346	Astatotilapia_calliptera
ENSHBUP00000012895	ENSHBUG00000014638	Haplochromis_burtoni
ENSPNYP00000030833	ENSPNYG00000023239	Pundamilia_nyererei
ENSNBRP00000001836	ENSNBRG00000001475	Neolamprologus_brichardi
ENSACIP00000014784	ENSACIG00000011473	Amphilophus_citrinellus
ENSTRUP00000051210	ENSTRUG00000024066	Takifugu_rubripes
ENSTNIP00000010876	ENSTNIG00000008053	Tetraodon_nigroviridis
ENSXMAP00000011649	ENSXMAG00000011629	Xiphophorus_maculatus
ENSGAFP00000020679	ENSGAFG00000013952	Gambusia_affinis
ENSPMEP00000020801	ENSPMEG00000024002	Poecilia_mexicana
ENSPLAP00000020504	ENSPLAG00000003482	Poecilia_latipinna
ENSPFOP00000012585	ENSPFOG00000012584	Poecilia_formosa
ENSPREP00000021625	ENSPREG00000014629	Poecilia_reticulata
ENSFHEP00000013034	ENSFHEG00000014503	Fundulus_heteroclitus
ENSCVAP00000000286	ENSCVAG00000001183	Cyprinodon_variegatus
ENSKMAP00000009075	ENSKMAG00000006822	Kryptolebias_marmoratus
ENSOMEP00000011094	ENSOMEG00000012341	Oryzias_melastigma
ENSORLP00000015066	ENSORLG00000012057	Oryzias_latipes_ASM223467v1
ENSAPEP00000015209	ENSAPEG00000010813	Amphiprion_percula
ENSAOCP00000012820	ENSAOCG00000017365	Amphiprion_ocellaris
ENSSPAP00000019406	ENSSPAG00000014648	Stegastes_partitus
ENSGMOP00000011893	ENSGMOG00000011118	Gadus_morhua
ENSHHUP00000073856	ENSHHUG00000043328	Hucho_hucho
ENSHHUP00000073532	ENSHHUG00000043152	Hucho_hucho
ENSELUP00000037427	ENSELUG00000017075	Esox_lucius
ENSDCDP00000022776	ENSDCDG00000017385	Denticeps_clupeoides
ENSCHAP00000045102	ENSCHAG00000020899	Clupea_harengus
ENSAMXP00000010395	ENSAMXG00000010082	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005031200	ENSAMXG00005015313	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000026065	ENSPNAG00000011350	Pygocentrus_nattereri
ENSEEEP00000051084	ENSEEEG00000023989	Electrophorus_electricus
ENSIPUP00000000314	ENSIPUG00000000248	Ictalurus_punctatus
ENSDARP00000112925	ENSDARG00000041947	Danio_rerio
ENSPKIP00000010392	ENSPKIG00000025125	Paramormyrops_kingsleyae
ENSSFOP00015003378	ENSSFOG00015002221	Scleropages_formosus
ENSECRP00000012518	ENSECRG00000008347	Erpetoichthys_calabaricus
ENSHHUP00000023322	ENSHHUG00000014621	Hucho_hucho
ENSELUP00000027991	ENSELUG00000004432	Esox_lucius
ENSTNIP00000004533	ENSTNIG00000002099	Tetraodon_nigroviridis
ENSTRUP00000052873	ENSTRUG00000005090	Takifugu_rubripes
ENSMMOP00000022590	ENSMMOG00000017174	Mola_mola
ENSLBEP00000023132	ENSLBEG00000017732	Labrus_bergylta
ENSLCRP00005046973	ENSLCRG00005017823	Larimichthys_crocea
ENSATEP00000035305	ENSATEG00000024271	Anabas_testudineus
ENSMAMP00000005565	ENSMAMG00000003755	Mastacembelus_armatus
ENSSLDP00000019541	ENSSLDG00000015319	Seriola_lalandi_dorsalis
ENSSDUP00000004592	ENSSDUG00000003412	Seriola_dumerili
ENSLCAP00010051822	ENSLCAG00010024134	Lates_calcarifer
ENSSMAP00000033893	ENSSMAG00000020734	Scophthalmus_maximus
ENSAOCP00000018408	ENSAOCG00000023600	Amphiprion_ocellaris
ENSAPEP00000034092	ENSAPEG00000024205	Amphiprion_percula
ENSAPOP00000018597	ENSAPOG00000021942	Acanthochromis_polyacanthus
ENSSPAP00000024983	ENSSPAG00000018874	Stegastes_partitus
ENSONIP00000010208	ENSONIG00000008104	Oreochromis_niloticus
ENSONIP00000020946	ENSONIG00000016628	Oreochromis_niloticus
ENSMZEP00005029866	ENSMZEG00005022281	Maylandia_zebra
ENSPNYP00000005569	ENSPNYG00000004308	Pundamilia_nyererei
ENSACLP00000032703	ENSACLG00000022160	Astatotilapia_calliptera
ENSHBUP00000005007	ENSHBUG00000006361	Haplochromis_burtoni
ENSNBRP00000005514	ENSNBRG00000004353	Neolamprologus_brichardi
ENSPRNP00000010032	ENSPRNG00000005827	Parambassis_ranga
ENSPNAP00000007283	ENSPNAG00000013146	Pygocentrus_nattereri
ENSAMXP00000039778	ENSAMXG00000030569	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSIPUP00000032526	ENSIPUG00000021860	Ictalurus_punctatus
ENSDARP00000115394	ENSDARG00000086159	Danio_rerio
ENSPKIP00000029374	ENSPKIG00000010649	Paramormyrops_kingsleyae
ENSLOCP00000000672	ENSLOCG00000000592	Lepisosteus_oculatus
ENSECRP00000014693	ENSECRG00000009808	Erpetoichthys_calabaricus
ENSCPRP00005021573	ENSCPRG00005015007	Crocodylus_porosus
ENSPSIP00000015190	ENSPSIG00000013573	Pelodiscus_sinensis
ENSPMGP00000025697	ENSPMGG00000020741	Periophthalmus_magnuspinnatus
ENSDCDP00000009380	ENSDCDG00000004722	Denticeps_clupeoides
ENSIPUP00000003497	ENSIPUG00000002488	Ictalurus_punctatus
ENSCPRP00005022741	ENSCPRG00005015849	Crocodylus_porosus
ENSCINP00000005700	ENSCING00000002790	Ciona_intestinalis
Y38H6C.20.1	WBGene00012632	Caenorhabditis_elegans_strain_N2
