ENSCGRP00015012216	ENSCGRG00015009396	Cricetulus_griseus_CriGri-PICR
MGP_CAROLIEiJ_P0067057	MGP_CAROLIEiJ_G0027037	Mus_caroli_strain_CAROLI_EIJ
ENSNVIP00000000332	ENSNVIG00000000323	Neovison_vison
ENSIPUP00000017217	ENSIPUG00000011681	Ictalurus_punctatus
ENSRBIP00000037767	ENSRBIG00000042453	Rhinopithecus_bieti
ENSANAP00000033910	ENSANAG00000034609	Aotus_nancymaae
ENSKMAP00000016880	ENSKMAG00000012593	Kryptolebias_marmoratus
ENSAOCP00000021355	ENSAOCG00000000286	Amphiprion_ocellaris
MGP_SPRETEiJ_P0069688	MGP_SPRETEiJ_G0028033	Mus_spretus_strain_SPRET/EiJ
ENSXMAP00000020519	ENSXMAG00000024649	Xiphophorus_maculatus
ENSFDAP00000013206	ENSFDAG00000020515	Fukomys_damarensis
ENSORLP00015009830	ENSORLG00015010659	Oryzias_latipes_ASM223469v1
ENSSLDP00000028458	ENSSLDG00000022001	Seriola_lalandi_dorsalis
ENSHBUP00000029218	ENSHBUG00000013496	Haplochromis_burtoni
ENSFHEP00000022165	ENSFHEG00000002362	Fundulus_heteroclitus
ENSAOCP00000016697	ENSAOCG00000021700	Amphiprion_ocellaris
ENSGALP00000045557	ENSGALG00000041295	Gallus_gallus
ENSSCAP00000009762	ENSSCAG00000007429	Serinus_canaria
ENSELUP00000034731	ENSELUG00000013406	Esox_lucius	ENSELUT00000021744
ENSNSUP00000004967	ENSNSUG00000003981	Notechis_scutatus
ENSBIXP00005011861	ENSBIXG00005016206	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSAMXP00000049545	ENSAMXG00000041104	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSACIP00000023470	ENSACIG00000018240	Amphilophus_citrinellus
ENSCVAP00000014974	ENSCVAG00000017699	Cyprinodon_variegatus
ENSDARP00000056747	ENSDARG00000038868	Danio_rerio	ENSDART00000056748
ENSEBUP00000017363	ENSEBUG00000010840	Eptatretus_burgeri
ENSPVAP00000002932	ENSPVAG00000003106	Pteropus_vampyrus
ENSNLEP00000018676	ENSNLEG00000015389	Nomascus_leucogenys
ENSLCAP00010016457	ENSLCAG00010007826	Lates_calcarifer
ENSTGEP00000008139	ENSTGEG00000006650	Theropithecus_gelada
ENSMMUP00000069215	ENSMMUG00000061717	Macaca_mulatta
ENSBTAP00000028648	ENSBTAG00000018917	Bos_taurus
ENSGMOP00000005463	ENSGMOG00000005154	Gadus_morhua
ENSLCAP00010050096	ENSLCAG00010023343	Lates_calcarifer
ENSCPBP00000025657	ENSCPBG00000018223	Chrysemys_picta_bellii
ENSLOCP00000015391	ENSLOCG00000012504	Lepisosteus_oculatus	ENSLOCT00000015420
ENSODEP00000014805	ENSODEG00000010942	Octodon_degus
ENSNBRP00000021787	ENSNBRG00000016715	Neolamprologus_brichardi
ENSPREP00000020603	ENSPREG00000013935	Poecilia_reticulata
ENSPRNP00000029837	ENSPRNG00000014864	Parambassis_ranga
ENSIPUP00000002576	ENSIPUG00000001871	Ictalurus_punctatus
ENSPRNP00000027659	ENSPRNG00000013802	Parambassis_ranga
ENSPPRP00000006956	ENSPPRG00000002234	Panthera_pardus
ENSPFOP00000012156	ENSPFOG00000012165	Poecilia_formosa
ENSGMOP00000005263	ENSGMOG00000004983	Gadus_morhua
ENSPNYP00000008923	ENSPNYG00000006771	Pundamilia_nyererei
ENSPLAP00000022993	ENSPLAG00000007985	Poecilia_latipinna
ENSGAFP00000004867	ENSGAFG00000003323	Gambusia_affinis
ENSONIP00000007476	ENSONIG00000005940	Oreochromis_niloticus
ENSHHUP00000030772	ENSHHUG00000019590	Hucho_hucho	ENSHHUT00000032049
ENSAMXP00000032758	ENSAMXG00000032569	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSSFOP00015004428	ENSSFOG00015002901	Scleropages_formosus
ENSCPUP00000028555	ENSCPUG00000019203	Calidris_pugnax
ENSECAP00000019159	ENSECAG00000021744	Equus_caballus
ENSBSLP00000009839	ENSBSLG00000004859	Betta_splendens
ENSBSLP00000002192	ENSBSLG00000001248	Betta_splendens
ENSDCDP00000012724	ENSDCDG00000007875	Denticeps_clupeoides
ENSCLAP00000001491	ENSCLAG00000001118	Chinchilla_lanigera
ENSSMAP00000017827	ENSSMAG00000010933	Scophthalmus_maximus
ENSPPYP00000020420	ENSPPYG00000018213	Pongo_abelii
ENSPNAP00000012051	ENSPNAG00000003493	Pygocentrus_nattereri
ENSACIP00000009087	ENSACIG00000007111	Amphilophus_citrinellus
ENSPMEP00000005375	ENSPMEG00000006742	Poecilia_mexicana
ENSTRUP00000028389	ENSTRUG00000011240	Takifugu_rubripes
ENSGWIP00000048213	ENSGWIG00000023651	Gouania_willdenowi
ENSDCDP00000005366	ENSDCDG00000002629	Denticeps_clupeoides
ENSEEUP00000003841	ENSEEUG00000004213	Erinaceus_europaeus
ENSAPLP00000016044	ENSAPLG00000016164	Anas_platyrhynchos_platyrhynchos
ENSPSMP00000036775	ENSPSMG00000025302	Prolemur_simus
ENSPREP00000017180	ENSPREG00000011620	Poecilia_reticulata
ENSMALP00000012119	ENSMALG00000008606	Monopterus_albus
ENSPKIP00000033052	ENSPKIG00000012903	Paramormyrops_kingsleyae	ENSPKIT00000013935
ENSHHUP00000057426	ENSHHUG00000034235	Hucho_hucho
ENSDORP00000017540	ENSDORG00000028135	Dipodomys_ordii
ENSP00000297375	ENSG00000164778	Homo_sapiens
