ENSPPAP00000037310	ENSPPAG00000041409	Pan_paniscus
ENSHGLP00100013204	ENSHGLG00100009780	Heterocephalus_glaber_HetGla_1.0
ENSSHAP00000019298	ENSSHAG00000016390	Sarcophilus_harrisii
ENSCGRP00001005921	ENSCGRG00001007873	Cricetulus_griseus_CHOK1GS_HDv1
ENSMUNP00000013193	ENSMUNG00000010294	Melopsittacus_undulatus
ENSMGAP00000018775	ENSMGAG00000017042	Meleagris_gallopavo
ENSFDAP00000019354	ENSFDAG00000009192	Fukomys_damarensis
ENSECAP00000042386	ENSECAG00000031960	Equus_caballus
ENSCPBP00000009918	ENSCPBG00000007645	Chrysemys_picta_bellii
ENSMPUP00000008395	ENSMPUG00000008459	Mustela_putorius_furo
ENSMLEP00000032527	ENSMLEG00000040468	Mandrillus_leucophaeus
ENSAOWP00000014673	ENSAOWG00000010019	Apteryx_owenii
ENSCABP00000025757	ENSCABG00000018941	Chelonoidis_abingdonii
ENSCSAP00000008926	ENSCSAG00000012743	Chlorocebus_sabaeus
ENSOANP00000018483	ENSOANG00000011667	Ornithorhynchus_anatinus
ENSCPGP00000009504	ENSCPGG00000006771	Calidris_pygmaea
ENSMUSP00000056669	ENSMUSG00000051439	Mus_musculus_strain_reference_(CL57BL6)
ENSSBOP00000035835	ENSSBOG00000034070	Saimiri_boliviensis_boliviensis
ENSANAP00000034161	ENSANAG00000034732	Aotus_nancymaae
ENSHGLP00000008955	ENSHGLG00000006436	Heterocephalus_glaber_HetGla_female_1.0
ENSLCOP00000017719	ENSLCOG00000012517	Lepidothrix_coronata
ENSGALP00000052840	ENSGALG00000039140	Gallus_gallus
ENSPSMP00000028440	ENSPSMG00000019788	Prolemur_simus
ENSCATP00000013513	ENSCATG00000030860	Cercocebus_atys
ENSCGRP00015004374	ENSCGRG00015003444	Cricetulus_griseus_CriGri-PICR
ENSACAP00000012665	ENSACAG00000012923	Anolis_carolinensis
ENSCPOP00000019326	ENSCPOG00000025223	Cavia_porcellus
ENSGGOP00000010116	ENSGGOG00000010370	Gorilla_gorilla
ENSNGAP00000024353	ENSNGAG00000022646	Nannospalax_galili
ENSMMUP00000013085	ENSMMUG00000010007	Macaca_mulatta
ENSCCNP00000015045	ENSCCNG00000015469	Castor_canadensis
ENSSPUP00000020519	ENSSPUG00000015752	Sphenodon_punctatus	ENSSPUT00000021859
ENSECAP00000031530	ENSECAG00000035385	Equus_caballus
ENSOGAP00000012795	ENSOGAG00000014280	Otolemur_garnettii
ENSPANP00000030928	ENSPANG00000011929	Papio_anubis
ENSECAP00000001239	ENSECAG00000001784	Equus_caballus
ENSLAFP00000029127	ENSLAFG00000031861	Loxodonta_africana
ENSCHIP00000008044	ENSCHIG00000011350	Capra_hircus
ENSPMJP00000019438	ENSPMJG00000014554	Parus_major
ENSPTIP00000019274	ENSPTIG00000017126	Panthera_tigris_altaica
ENSCJAP00000073924	ENSCJAG00000052964	Callithrix_jacchus
ENSJJAP00000008306	ENSJJAG00000012492	Jaculus_jaculus
ENSMODP00000031582	ENSMODG00000023773	Monodelphis_domestica
ENSCGRP00000017235	ENSCGRG00000012530	Cricetulus_griseus_CriGri_1.0
ENSPCOP00000021619	ENSPCOG00000022838	Propithecus_coquereli
ENSPTRP00000068640	ENSPTRG00000028584	Pan_troglodytes
ENSAHAP00000016249	ENSAHAG00000011591	Apteryx_haastii
ENSMNEP00000015718	ENSMNEG00000031928	Macaca_nemestrina
ENSPVIP00000020876	ENSPVIG00000015897	Pogona_vitticeps	ENSPVIT00000025932
ENSETEP00000004373	ENSETEG00000005385	Echinops_telfairi
ENSMVIP00005026746	ENSMVIG00005018639	Manacus_vitellinus
ENSLAFP00000027140	ENSLAFG00000028921	Loxodonta_africana
ENSODEP00000004460	ENSODEG00000003404	Octodon_degus
ENSSDAP00000017155	ENSSDAG00000015540	Spermophilus_dauricus
ENSJHYP00000008092	ENSJHYG00000006443	Junco_hyemalis
ENSNPEP00000004848	ENSNPEG00000003711	Nothoprocta_perdicaria
ENSP00000385519	ENSG00000170458	Homo_sapiens
MGP_SPRETEiJ_P0048337	MGP_SPRETEiJ_G0023044	Mus_spretus_strain_SPRET/EiJ
ENSFALP00000015653	ENSFALG00000015038	Ficedula_albicollis
ENSNVIP00000017268	ENSNVIG00000013525	Neovison_vison
MGP_CAROLIEiJ_P0046415	MGP_CAROLIEiJ_G0022132	Mus_caroli_strain_CAROLI_EIJ
ENSMAUP00000018676	ENSMAUG00000017176	Mesocricetus_auratus
ENSMICP00000033583	ENSMICG00000037582	Microcebus_murinus
ENSXETP00000021509	ENSXETG00000006468	Xenopus_tropicalis
ENSOARP00000022806	ENSOARG00000025180	Ovis_aries
ENSBMUP00000020469	ENSBMUG00000015420	Bos_mutus
ENSNMEP00000010157	ENSNMEG00000009686	Numida_meleagris
ENSMSIP00000038024	ENSMSIG00000031676	Mus_spicilegus
ENSETEP00000003783	ENSETEG00000004629	Echinops_telfairi
ENSARWP00000019097	ENSARWG00000013101	Apteryx_rowi
ENSRBIP00000022335	ENSRBIG00000035122	Rhinopithecus_bieti
ENSDNOP00000031881	ENSDNOG00000039061	Dasypus_novemcinctus
ENSMOCP00000007232	ENSMOCG00000007005	Microtus_ochrogaster
ENSBIXP00000023997	ENSBIXG00000026308	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMMMP00000011921	ENSMMMG00000010676	Marmota_marmota_marmota
ENSRROP00000028897	ENSRROG00000038241	Rhinopithecus_roxellana
ENSTGEP00000032032	ENSTGEG00000025628	Theropithecus_gelada
ENSSTOP00000016628	ENSSTOG00000001977	Ictidomys_tridecemlineatus
ENSPTEP00000029831	ENSPTEG00000029177	Piliocolobus_tephrosceles
ENSSCAP00000012468	ENSSCAG00000009315	Serinus_canaria
ENSNLEP00000011329	ENSNLEG00000009307	Nomascus_leucogenys
ENSPVAP00000009146	ENSPVAG00000009702	Pteropus_vampyrus
ENSPPYP00000017732	ENSPPYG00000015858	Pongo_abelii
ENSUAMP00000006398	ENSUAMG00000005618	Ursus_americanus
ENSCANP00000028873	ENSCANG00000037937	Colobus_angolensis_palliatus
ENSTGUP00000001644	ENSTGUG00000001596	Taeniopygia_guttata
ENSCLAP00000017457	ENSCLAG00000011992	Chinchilla_lanigera
ENSCCAP00000009638	ENSCCAG00000022555	Cebus_capucinus_imitator
ENSBTAP00000020009	ENSBTAG00000015032	Bos_taurus
ENSCAFP00020001720	ENSCAFG00020001518	Canis_lupus_dingo
ENSSARP00000006676	ENSSARG00000007380	Sorex_araneus
ENSSSCP00000015286	ENSSSCG00000014369	Sus_scrofa_strain_reference
ENSEASP00005025650	ENSEASG00005017501	Equus_asinus_asinus
ENSGAGP00000000139	ENSGAGG00000000114	Gopherus_agassizii	ENSGAGT00000000161
