ENSHHUP00000054875	ENSHHUG00000032780	Hucho_hucho
ENSPMGP00000026901	ENSPMGG00000021711	Periophthalmus_magnuspinnatus
ENSGMOP00000011137	ENSGMOG00000010410	Gadus_morhua
ENSCHAP00000039733	ENSCHAG00000017198	Clupea_harengus
ENSDCDP00000015645	ENSDCDG00000011340	Denticeps_clupeoides
ENSPNAP00000005719	ENSPNAG00000002036	Pygocentrus_nattereri
ENSPNAP00000005541	ENSPNAG00000011830	Pygocentrus_nattereri
ENSAMXP00000016401	ENSAMXG00000015872	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005006984	ENSAMXG00005004120	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEEEP00000033589	ENSEEEG00000015980	Electrophorus_electricus
ENSIPUP00000002320	ENSIPUG00000001648	Ictalurus_punctatus
ENSPKIP00000041290	ENSPKIG00000017895	Paramormyrops_kingsleyae
ENSLOCP00000015674	ENSLOCG00000012732	Lepisosteus_oculatus
ENSECRP00000028408	ENSECRG00000019225	Erpetoichthys_calabaricus
ENSECRP00000028373	ENSECRG00000019206	Erpetoichthys_calabaricus
ENSECRP00000025276	ENSECRG00000017075	Erpetoichthys_calabaricus
ENSECRP00000025336	ENSECRG00000017119	Erpetoichthys_calabaricus
ENSECRP00000023729	ENSECRG00000016056	Erpetoichthys_calabaricus
ENSMUNP00000003287	ENSMUNG00000002793	Melopsittacus_undulatus
ENSMUNP00000003283	ENSMUNG00000002790	Melopsittacus_undulatus
ENSLCOP00000015332	ENSLCOG00000010945	Lepidothrix_coronata
ENSLCOP00000015340	ENSLCOG00000010950	Lepidothrix_coronata
ENSLCOP00000015334	ENSLCOG00000010946	Lepidothrix_coronata
ENSLCOP00000015337	ENSLCOG00000010948	Lepidothrix_coronata
ENSMVIP00005002885	ENSMVIG00005002212	Manacus_vitellinus
ENSPMJP00000018688	ENSPMJG00000014031	Parus_major
ENSCCEP00000013521	ENSCCEG00000012996	Cyanistes_caeruleus
ENSFALP00000005242	ENSFALG00000004948	Ficedula_albicollis
ENSTGUP00000008939	ENSTGUG00000008680	Taeniopygia_guttata
ENSTGUP00000008933	ENSTGUG00000008651	Taeniopygia_guttata
ENSLSDP00000024335	ENSLSDG00000017033	Lonchura_striata_domestica
ENSJHYP00000018590	ENSJHYG00000014138	Junco_hyemalis
ENSJHYP00000018606	ENSJHYG00000014154	Junco_hyemalis
ENSJHYP00000018681	ENSJHYG00000014209	Junco_hyemalis
ENSSCAP00000009364	ENSSCAG00000007142	Serinus_canaria
ENSSCAP00000009383	ENSSCAG00000007152	Serinus_canaria
ENSSCAP00000009389	ENSSCAG00000007157	Serinus_canaria
ENSZALP00000001770	ENSZALG00000001646	Zonotrichia_albicollis
ENSCPGP00000003414	ENSCPGG00000002316	Calidris_pygmaea
ENSCPUP00000008572	ENSCPUG00000005904	Calidris_pugnax
ENSABRP00000003212	ENSABRG00000000760	Anser_brachyrhynchus
ENSAPLP00000032798	ENSAPLG00000009683	Anas_platyrhynchos_platyrhynchos
ENSGALP00000021807	ENSGALG00000013268	Gallus_gallus
ENSMGAP00000007639	ENSMGAG00000007426	Meleagris_gallopavo
ENSCJPP00005007711	ENSCJPG00005006992	Coturnix_japonica
ENSNMEP00000009737	ENSNMEG00000009337	Numida_meleagris
ENSAOWP00000026568	ENSAOWG00000017918	Apteryx_owenii
ENSAOWP00000026570	ENSAOWG00000017919	Apteryx_owenii
ENSARWP00000015019	ENSARWG00000010386	Apteryx_rowi
ENSAHAP00000000504	ENSAHAG00000000240	Apteryx_haastii
ENSARWP00000015020	ENSARWG00000010387	Apteryx_rowi
ENSARWP00000015021	ENSARWG00000010388	Apteryx_rowi
ENSAOWP00000026571	ENSAOWG00000017920	Apteryx_owenii
ENSAOWP00000025242	ENSAOWG00000017071	Apteryx_owenii
ENSDNVP00000018217	ENSDNVG00000012475	Dromaius_novaehollandiae
ENSCPRP00005019907	ENSCPRG00005013852	Crocodylus_porosus
ENSCABP00000008228	ENSCABG00000006206	Chelonoidis_abingdonii
ENSCABP00000008230	ENSCABG00000006208	Chelonoidis_abingdonii
ENSGAGP00000008082	ENSGAGG00000006253	Gopherus_agassizii
ENSCPBP00000003298	ENSCPBG00000001941	Chrysemys_picta_bellii
ENSPSIP00000009044	ENSPSIG00000008001	Pelodiscus_sinensis
ENSOANP00000016120	ENSOANG00000010170	Ornithorhynchus_anatinus
ENSXETP00000039819	ENSXETG00000000839	Xenopus_tropicalis
ENSLACP00000008367	ENSLACG00000007408	Latimeria_chalumnae
ENSLACP00000008216	ENSLACG00000007272	Latimeria_chalumnae
ENSLACP00000002706	ENSLACG00000002421	Latimeria_chalumnae
ENSCMIP00000045916	ENSCMIG00000018864	Callorhinchus_milii
ENSPNAP00000003738	ENSPNAG00000010168	Pygocentrus_nattereri
ENSECRP00000023669	ENSECRG00000016021	Erpetoichthys_calabaricus
ENSMZEP00005032939	ENSMZEG00005024536	Maylandia_zebra
ENSMZEP00005037401	ENSMZEG00005027885	Maylandia_zebra
ENSPMAP00000006468	ENSPMAG00000005847	Petromyzon_marinus
ENSCSAVP00000003292	ENSCSAVG00000001964	Ciona_savignyi
ENSCSAVP00000003505	ENSCSAVG00000002085	Ciona_savignyi
ENSCINP00000008812	ENSCING00000004223	Ciona_intestinalis
ENSCINP00000018292	ENSCING00000008991	Ciona_intestinalis
ENSCSAVP00000008997	ENSCSAVG00000005324	Ciona_savignyi
ENSCSAVP00000016578	ENSCSAVG00000009751	Ciona_savignyi
ENSCSAVP00000020139	ENSCSAVG00000011822	Ciona_savignyi
