ENSELUP00000016444	ENSELUG00000016247	Esox_lucius
ENSPMJP00000026408	ENSPMJG00000019296	Parus_major
ENSCCEP00000000301	ENSCCEG00000000372	Cyanistes_caeruleus
ENSCJPP00005027172	ENSCJPG00005021083	Coturnix_japonica
ENSGALP00000065438	ENSGALG00000001938	Gallus_gallus
ENSMGAP00000006199	ENSMGAG00000006210	Meleagris_gallopavo
ENSNMEP00000023559	ENSNMEG00000020086	Numida_meleagris
ENSABRP00000012988	ENSABRG00000011616	Anser_brachyrhynchus
ENSAPLP00000005739	ENSAPLG00000006131	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000021260	ENSAHAG00000014910	Apteryx_haastii
ENSAOWP00000005451	ENSAOWG00000003759	Apteryx_owenii
ENSARWP00000027808	ENSARWG00000018789	Apteryx_rowi
ENSDNVP00000010579	ENSDNVG00000007457	Dromaius_novaehollandiae
ENSNPEP00000007511	ENSNPEG00000005612	Nothoprocta_perdicaria
ENSCPRP00005025506	ENSCPRG00005017688	Crocodylus_porosus
ENSVURP00010020696	ENSVURG00010015833	Vombatus_ursinus
ENSPCIP00000033441	ENSPCIG00000024812	Phascolarctos_cinereus
ENSSHAP00000019203	ENSSHAG00000016306	Sarcophilus_harrisii
ENSMODP00000003353	ENSMODG00000002751	Monodelphis_domestica
ENSPCIP00000002204	ENSPCIG00000001795	Phascolarctos_cinereus
ENSVURP00010020666	ENSVURG00010015795	Vombatus_ursinus
ENSMODP00000051075	ENSMODG00000029636	Monodelphis_domestica
ENSMEUP00000011014	ENSMEUG00000012086	Notamacropus_eugenii
ENSDNOP00000000550	ENSDNOG00000000725	Dasypus_novemcinctus
ENSCHOP00000006051	ENSCHOG00000006833	Choloepus_hoffmanni
ENSPSMP00000029587	ENSPSMG00000020545	Prolemur_simus
ENSPCOP00000000066	ENSPCOG00000000076	Propithecus_coquereli
ENSOGAP00000015227	ENSOGAG00000017007	Otolemur_garnettii
ENSPPAP00000016630	ENSPPAG00000031429	Pan_paniscus
ENSPTRP00000001772	ENSPTRG00000001026	Pan_troglodytes
ENSP00000457733	ENSG00000085491	Homo_sapiens
ENSGGOP00000037592	ENSGGOG00000013403	Gorilla_gorilla
ENSPPYP00000001271	ENSPPYG00000001097	Pongo_abelii
ENSNLEP00000033988	ENSNLEG00000001473	Nomascus_leucogenys
ENSMFAP00000027539	ENSMFAG00000045161	Macaca_fascicularis
ENSMMUP00000003739	ENSMMUG00000002789	Macaca_mulatta
ENSMNEP00000007186	ENSMNEG00000028150	Macaca_nemestrina
ENSPANP00000001618	ENSPANG00000012520	Papio_anubis
ENSTGEP00000034845	ENSTGEG00000027770	Theropithecus_gelada
ENSMLEP00000008808	ENSMLEG00000028614	Mandrillus_leucophaeus
ENSCATP00000023405	ENSCATG00000035263	Cercocebus_atys
ENSCSAP00000016503	ENSCSAG00000001525	Chlorocebus_sabaeus
ENSCANP00000037849	ENSCANG00000042599	Colobus_angolensis_palliatus
ENSPTEP00000019620	ENSPTEG00000020928	Piliocolobus_tephrosceles
ENSRROP00000028701	ENSRROG00000038138	Rhinopithecus_roxellana
ENSRBIP00000022254	ENSRBIG00000035079	Rhinopithecus_bieti
ENSSBOP00000026318	ENSSBOG00000029591	Saimiri_boliviensis_boliviensis
ENSCJAP00000015865	ENSCJAG00000008602	Callithrix_jacchus
ENSCCAP00000029248	ENSCCAG00000032667	Cebus_capucinus_imitator
ENSANAP00000035859	ENSANAG00000035446	Aotus_nancymaae
ENSNGAP00000000147	ENSNGAG00000000122	Nannospalax_galili
ENSNGAP00000003465	ENSNGAG00000003980	Nannospalax_galili
ENSCGRP00015035666	ENSCGRG00015026774	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001017532	ENSCGRG00001017550	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000001395	ENSCGRG00000001074	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000005125	ENSMAUG00000006982	Mesocricetus_auratus
ENSMOCP00000023367	ENSMOCG00000020100	Microtus_ochrogaster
ENSPEMP00000002975	ENSPEMG00000003900	Peromyscus_maniculatus_bairdii
ENSMUSP00000029477	ENSMUSG00000040322	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0062426	MGP_SPRETEiJ_G0026497	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000023799	ENSMSIG00000020113	Mus_spicilegus
MGP_CAROLIEiJ_P0060043	MGP_CAROLIEiJ_G0025547	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0070984	MGP_PahariEiJ_G0026993	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000027765	ENSRNOG00000020470	Rattus_norvegicus
ENSMUGP00000031126	ENSMUGG00000025878	Meriones_unguiculatus
ENSDORP00000020797	ENSDORG00000028124	Dipodomys_ordii
ENSCPOP00000000890	ENSCPOG00000000991	Cavia_porcellus
ENSODEP00000007498	ENSODEG00000005592	Octodon_degus
ENSCLAP00000006171	ENSCLAG00000004369	Chinchilla_lanigera
ENSHGLP00000009475	ENSHGLG00000006802	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100016059	ENSHGLG00100011851	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000016617	ENSFDAG00000005139	Fukomys_damarensis
ENSSTOP00000014940	ENSSTOG00000025446	Ictidomys_tridecemlineatus
ENSUPAP00010004624	ENSUPAG00010003749	Urocitellus_parryii
ENSSDAP00000000604	ENSSDAG00000000640	Spermophilus_dauricus
ENSMMMP00000010141	ENSMMMG00000009037	Marmota_marmota_marmota
ENSOPRP00000002296	ENSOPRG00000002488	Ochotona_princeps
ENSTBEP00000013130	ENSTBEG00000015102	Tupaia_belangeri
ENSEASP00005033074	ENSEASG00005022624	Equus_asinus_asinus
ENSECAP00000047425	ENSECAG00000008844	Equus_caballus
ENSPVAP00000002380	ENSPVAG00000002517	Pteropus_vampyrus
ENSUMAP00000016995	ENSUMAG00000012439	Ursus_maritimus
ENSUAMP00000028998	ENSUAMG00000022362	Ursus_americanus
ENSAMEP00000007197	ENSAMEG00000006829	Ailuropoda_melanoleuca
ENSNVIP00000005787	ENSNVIG00000004644	Neovison_vison
ENSMPUP00000000091	ENSMPUG00000000095	Mustela_putorius_furo
ENSVVUP00000000652	ENSVVUG00000000611	Vulpes_vulpes
ENSCAFP00000053359	ENSCAFG00000041140	Canis_lupus_familiaris
ENSCAFP00020013904	ENSCAFG00020011152	Canis_lupus_dingo
ENSPPRP00000012855	ENSPPRG00000006281	Panthera_pardus
ENSPTIP00000007552	ENSPTIG00000009155	Panthera_tigris_altaica
ENSFCAP00000001107	ENSFCAG00000001193	Felis_catus
ENSCHIP00000027789	ENSCHIG00000023537	Capra_hircus
ENSOARP00000020225	ENSOARG00000018823	Ovis_aries
ENSBMUP00000005725	ENSBMUG00000004497	Bos_mutus
ENSBTAP00000004885	ENSBTAG00000003752	Bos_taurus
ENSBIXP00005007039	ENSBIXG00005012402	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000019807	ENSBIXG00000023336	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000017094	ENSBBBG00000001461	Bison_bison_bison
ENSTTRP00000005272	ENSTTRG00000005589	Tursiops_truncatus
ENSSSCP00000007303	ENSSSCG00000006848	Sus_scrofa_strain_reference
ENSEEUP00000004858	ENSEEUG00000005321	Erinaceus_europaeus
ENSPSMP00000029606	ENSPSMG00000020565	Prolemur_simus
ENSOCUP00000027018	ENSOCUG00000029286	Oryctolagus_cuniculus
ENSCAFP00000066347	ENSCAFG00000023303	Canis_lupus_familiaris
ENSCAFP00020013718	ENSCAFG00020011078	Canis_lupus_dingo
ENSVVUP00000000691	ENSVVUG00000000648	Vulpes_vulpes
ENSUMAP00000017090	ENSUMAG00000012522	Ursus_maritimus
ENSUAMP00000037338	ENSUAMG00000028281	Ursus_americanus
ENSOARP00000020228	ENSOARG00000018833	Ovis_aries
ENSCHIP00000000755	ENSCHIG00000000620	Capra_hircus
ENSBTAP00000059581	ENSBTAG00000054598	Bos_taurus
ENSBIXP00005007185	ENSBIXG00005012516	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000019828	ENSBIXG00000002709	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000000155	ENSBBBG00000009316	Bison_bison_bison
ENSBMUP00000005578	ENSBMUG00000004381	Bos_mutus
ENSMICP00000040993	ENSMICG00000007350	Microcebus_murinus
ENSSARP00000010187	ENSSARG00000011276	Sorex_araneus
ENSVPAP00000005141	ENSVPAG00000005533	Vicugna_pacos
ENSMLUP00000011763	ENSMLUG00000012926	Myotis_lucifugus
ENSOCUP00000028224	ENSOCUG00000012809	Oryctolagus_cuniculus
ENSCCNP00000005325	ENSCCNG00000005275	Castor_canadensis
ENSTSYP00000015006	ENSTSYG00000004712	Carlito_syrichta
ENSLAFP00000005242	ENSLAFG00000006249	Loxodonta_africana
ENSPCAP00000003549	ENSPCAG00000003788	Procavia_capensis
ENSETEP00000010160	ENSETEG00000012528	Echinops_telfairi
ENSOANP00000031735	ENSOANG00000029293	Ornithorhynchus_anatinus
ENSXETP00000007623	ENSXETG00000007762	Xenopus_tropicalis
ENSCMIP00000022044	ENSCMIG00000009961	Callorhinchus_milii
ENSOANP00000011162	ENSOANG00000007008	Ornithorhynchus_anatinus
ENSACAP00000000657	ENSACAG00000000721	Anolis_carolinensis
ENSCSEP00000019231	ENSCSEG00000012303	Cynoglossus_semilaevis
ENSEBUP00000011466	ENSEBUG00000007338	Eptatretus_burgeri
ENSCINP00000006610	ENSCING00000003221	Ciona_intestinalis
ENSCSAVP00000015272	ENSCSAVG00000008963	Ciona_savignyi
