ENSPCAP00000009181	ENSPCAG00000009880	Procavia_capensis	ENSPCAT00000009841
ENSLAFP00000015897	ENSLAFG00000007225	Loxodonta_africana	ENSLAFT00000007224
ENSDNOP00000016559	ENSDNOG00000025508	Dasypus_novemcinctus	ENSDNOT00000024731
ENSMMUP00000052009	ENSMMUG00000043912	Macaca_mulatta	ENSMMUT00000061742
ENSMNEP00000012944	ENSMNEG00000030744	Macaca_nemestrina	ENSMNET00000037143
ENSMFAP00000025907	ENSMFAG00000044426	Macaca_fascicularis	ENSMFAT00000034062
ENSPANP00000008207	ENSPANG00000021144	Papio_anubis	ENSPANT00000016032
ENSTGEP00000007829	ENSTGEG00000006421	Theropithecus_gelada	ENSTGET00000009432
ENSMLEP00000036897	ENSMLEG00000042558	Mandrillus_leucophaeus	ENSMLET00000060502
ENSCATP00000028016	ENSCATG00000037339	Cercocebus_atys	ENSCATT00000052265
ENSCSAP00000000305	ENSCSAG00000003943	Chlorocebus_sabaeus	ENSCSAT00000001971
ENSRBIP00000029515	ENSRBIG00000038642	Rhinopithecus_bieti	ENSRBIT00000053466
ENSRROP00000010757	ENSRROG00000029770	Rhinopithecus_roxellana	ENSRROT00000034856
ENSPTEP00000013979	ENSPTEG00000015629	Piliocolobus_tephrosceles	ENSPTET00000020978
ENSCANP00000002164	ENSCANG00000008267	Colobus_angolensis_palliatus
ENSBBBP00000021669	ENSBBBG00000001366	Bison_bison_bison
ENSBMUP00000004282	ENSBMUG00000003370	Bos_mutus
ENSOARP00000003332	ENSOARG00000003128	Ovis_aries
ENSCHIP00000011782	ENSCHIG00000013815	Capra_hircus
ENSTTRP00000008735	ENSTTRG00000009217	Tursiops_truncatus
ENSVPAP00000004099	ENSVPAG00000004411	Vicugna_pacos
ENSSSCP00000023518	ENSSSCG00000021711	Sus_scrofa_strain_reference
ENSPVAP00000015664	ENSPVAG00000016597	Pteropus_vampyrus
ENSMLUP00000004816	ENSMLUG00000005279	Myotis_lucifugus
ENSECAP00000008665	ENSECAG00000010822	Equus_caballus
ENSEASP00005018672	ENSEASG00005012870	Equus_asinus_asinus
ENSUMAP00000026973	ENSUMAG00000019611	Ursus_maritimus
ENSUAMP00000020234	ENSUAMG00000015975	Ursus_americanus
ENSAMEP00000018491	ENSAMEG00000017508	Ailuropoda_melanoleuca
ENSMPUP00000006465	ENSMPUG00000006520	Mustela_putorius_furo
ENSNVIP00000012068	ENSNVIG00000009588	Neovison_vison
ENSCAFP00000032520	ENSCAFG00000023935	Canis_lupus_familiaris
ENSCAFP00020023155	ENSCAFG00020018282	Canis_lupus_dingo
ENSVVUP00000017032	ENSVVUG00000012540	Vulpes_vulpes
ENSPPRP00000007541	ENSPPRG00000002647	Panthera_pardus
ENSFCAP00000019834	ENSFCAG00000026033	Felis_catus
ENSPTIP00000021182	ENSPTIG00000018423	Panthera_tigris_altaica
ENSPCIP00000023145	ENSPCIG00000017556	Phascolarctos_cinereus
ENSVURP00010027993	ENSVURG00010021433	Vombatus_ursinus
ENSMEUP00000008560	ENSMEUG00000009381	Notamacropus_eugenii
ENSMODP00000052685	ENSMODG00000045189	Monodelphis_domestica
ENSSMRP00000011128	ENSSMRG00000008748	Salvator_merianae
