ENSMAMP00000012573	ENSMAMG00000008438	Mastacembelus_armatus
ENSFHEP00000009984	ENSFHEG00000011359	Fundulus_heteroclitus
ENSHCOP00000001216	ENSHCOG00000002163	Hippocampus_comes
ENSPLAP00000026410	ENSPLAG00000014213	Poecilia_latipinna
ENSMODP00000036924	ENSMODG00000000396	Monodelphis_domestica
ENSPMAP00000002089	ENSPMAG00000001907	Petromyzon_marinus
ENSMUNP00000014883	ENSMUNG00000011565	Melopsittacus_undulatus
ENSPCAP00000011733	ENSPCAG00000012492	Procavia_capensis
ENSOGAP00000018656	ENSOGAG00000028969	Otolemur_garnettii
ENSSLDP00000023582	ENSSLDG00000018377	Seriola_lalandi_dorsalis
ENSPPAP00000041572	ENSPPAG00000043189	Pan_paniscus
ENSSSCP00000010990	ENSSSCG00000010309	Sus_scrofa_strain_reference
ENSSMRP00000002251	ENSSMRG00000001926	Salvator_merianae
ENSDCDP00000030161	ENSDCDG00000016506	Denticeps_clupeoides
MGP_PahariEiJ_P0083861	MGP_PahariEiJ_G0030012	Mus_pahari_strain_PAHARI_EIJ
ENSCANP00000031915	ENSCANG00000039075	Colobus_angolensis_palliatus
ENSZALP00000016314	ENSZALG00000013251	Zonotrichia_albicollis
ENSECRP00000020965	ENSECRG00000014115	Erpetoichthys_calabaricus
ENSARWP00000005411	ENSARWG00000003868	Apteryx_rowi
ENSLAFP00000026195	ENSLAFG00000020554	Loxodonta_africana
ENSJHYP00000023691	ENSJHYG00000017815	Junco_hyemalis
ENSMMUP00000006125	ENSMMUG00000004604	Macaca_mulatta
ENSLBEP00000036587	ENSLBEG00000027349	Labrus_bergylta
ENSCPRP00005006335	ENSCPRG00005004530	Crocodylus_porosus
ENSPTEP00000038445	ENSPTEG00000035722	Piliocolobus_tephrosceles
ENSPVAP00000009747	ENSPVAG00000010340	Pteropus_vampyrus
ENSBTAP00000016807	ENSBTAG00000012657	Bos_taurus
ENSUMAP00000017025	ENSUMAG00000012479	Ursus_maritimus
ENSRNOP00000075092	ENSRNOG00000056617	Rattus_norvegicus
ENSRNOP00000061490	ENSRNOG00000009596	Rattus_norvegicus
ENSSDUP00000021485	ENSSDUG00000015600	Seriola_dumerili
ENSSPUP00000022122	ENSSPUG00000016983	Sphenodon_punctatus
ENSOPRP00000015939	ENSOPRG00000019091	Ochotona_princeps
ENSACAP00000009342	ENSACAG00000009522	Anolis_carolinensis
ENSMUSP00000022358	ENSMUSG00000021819	Mus_musculus_strain_reference_(CL57BL6)
ENSBMUP00000015817	ENSBMUG00000011988	Bos_mutus
ENSDORP00000005195	ENSDORG00000005553	Dipodomys_ordii
ENSELUP00000034178	ENSELUG00000012714	Esox_lucius
ENSPVIP00000021976	ENSPVIG00000016632	Pogona_vitticeps
ENSMUGP00000023912	ENSMUGG00000019956	Meriones_unguiculatus
ENSPSIP00000016954	ENSPSIG00000015099	Pelodiscus_sinensis
ENSECRP00000014916	ENSECRG00000009942	Erpetoichthys_calabaricus
ENSEASP00005029180	ENSEASG00005019037	Equus_asinus_asinus
ENSSDAP00000013163	ENSSDAG00000011714	Spermophilus_dauricus
ENSVURP00010017584	ENSVURG00010013410	Vombatus_ursinus
ENSXETP00000014404	ENSXETG00000001763	Xenopus_tropicalis
ENSMMOP00000006903	ENSMMOG00000005364	Mola_mola
ENSPMGP00000014768	ENSPMGG00000012105	Periophthalmus_magnuspinnatus
ENSSCAP00000002390	ENSSCAG00000002089	Serinus_canaria
ENSPMJP00000020854	ENSPMJG00000015493	Parus_major
ENSAOCP00000007620	ENSAOCG00000011513	Amphiprion_ocellaris
ENSCPGP00000023111	ENSCPGG00000016018	Calidris_pygmaea
ENSMICP00000022185	ENSMICG00000032425	Microcebus_murinus
ENSTSYP00000029195	ENSTSYG00000012194	Carlito_syrichta
ENSTNIP00000003076	ENSTNIG00000004935	Tetraodon_nigroviridis
ENSATEP00000008856	ENSATEG00000006116	Anabas_testudineus
ENSPCIP00000039070	ENSPCIG00000028702	Phascolarctos_cinereus
ENSFDAP00000003581	ENSFDAG00000012997	Fukomys_damarensis
ENSTGUP00000015401	ENSTGUG00000015055	Taeniopygia_guttata
ENSNVIP00000011539	ENSNVIG00000009105	Neovison_vison
ENSFALP00000007350	ENSFALG00000007047	Ficedula_albicollis
ENSCPOP00000017652	ENSCPOG00000020625	Cavia_porcellus	ENSCPOT00000024042
ENSANAP00000022172	ENSANAG00000028280	Aotus_nancymaae
ENSMAUP00000007606	ENSMAUG00000009221	Mesocricetus_auratus
ENSXMAP00000015127	ENSXMAG00000015092	Xiphophorus_maculatus
ENSVVUP00000031938	ENSVVUG00000023201	Vulpes_vulpes
ENSDNOP00000031788	ENSDNOG00000040336	Dasypus_novemcinctus
ENSHHUP00000049133	ENSHHUG00000029625	Hucho_hucho
ENSTTRP00000011460	ENSTTRG00000012081	Tursiops_truncatus
ENSCSAP00000005195	ENSCSAG00000008933	Chlorocebus_sabaeus
ENSMNEP00000040872	ENSMNEG00000043204	Macaca_nemestrina
ENSMLEP00000028365	ENSMLEG00000038013	Mandrillus_leucophaeus
ENSECAP00000005993	ENSECAG00000007001	Equus_caballus
ENSAMEP00000017719	ENSAMEG00000016771	Ailuropoda_melanoleuca
ENSCLAP00000016074	ENSCLAG00000011062	Chinchilla_lanigera	ENSCLAT00000016238
ENSSPAP00000029825	ENSSPAG00000022410	Stegastes_partitus
ENSLCAP00010007500	ENSLCAG00010003339	Lates_calcarifer
ENSTNIP00000007598	ENSTNIG00000004933	Tetraodon_nigroviridis
ENSGACP00000003229	ENSGACG00000002470	Gasterosteus_aculeatus
ENSNSUP00000028404	ENSNSUG00000020181	Notechis_scutatus
ENSMEUP00000014476	ENSMEUG00000015840	Notamacropus_eugenii
ENSBIXP00000004249	ENSBIXG00000010616	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSAPLP00000007206	ENSAPLG00000007548	Anas_platyrhynchos_platyrhynchos
ENSPPRP00000018583	ENSPPRG00000010252	Panthera_pardus
ENSCCNP00000015178	ENSCCNG00000015519	Castor_canadensis
ENSCJAP00000072428	ENSCJAG00000001500	Callithrix_jacchus
ENSPFOP00000014352	ENSPFOG00000014225	Poecilia_formosa
ENSIPUP00000026152	ENSIPUG00000017683	Ictalurus_punctatus
ENSEBUP00000014177	ENSEBUG00000008865	Eptatretus_burgeri
ENSCSAVP00000000731	ENSCSAVG00000000412	Ciona_savignyi
ENSCGOP00000008074	ENSCGOG00000004158	Cottoperca_gobio
ENSDARP00000056431	ENSDARG00000069397	Danio_rerio
ENSAPOP00000034749	ENSAPOG00000024276	Acanthochromis_polyacanthus
ENSTRUP00000045909	ENSTRUG00000017906	Takifugu_rubripes
ENSACLP00000009488	ENSACLG00000006424	Astatotilapia_calliptera
ENSLACP00000022834	ENSLACG00000003591	Latimeria_chalumnae
ENSCINP00000000135	ENSCING00000000089	Ciona_intestinalis
ENSMPUP00000003423	ENSMPUG00000003454	Mustela_putorius_furo
ENSTGUP00000007124	ENSTGUG00000006902	Taeniopygia_guttata
ENSLCOP00000004795	ENSLCOG00000003627	Lepidothrix_coronata
ENSEBUP00000022170	ENSEBUG00000013653	Eptatretus_burgeri
ENSPKIP00000026255	ENSPKIG00000008737	Paramormyrops_kingsleyae
ENSNMEP00000012884	ENSNMEG00000009996	Numida_meleagris
ENSMMMP00000026826	ENSMMMG00000023458	Marmota_marmota_marmota
ENSGGOP00000006062	ENSGGOG00000006189	Gorilla_gorilla
ENSPPYP00000002704	ENSPPYG00000002328	Pongo_abelii
ENSMZEP00005024860	ENSMZEG00005018564	Maylandia_zebra
ENSOARP00000008735	ENSOARG00000008144	Ovis_aries
ENSMOCP00000005494	ENSMOCG00000004984	Microtus_ochrogaster
ENSEEEP00000018179	ENSEEEG00000008458	Electrophorus_electricus
ENSACIP00000012920	ENSACIG00000010043	Amphilophus_citrinellus
FBpp0111565	FBgn0085430	Drosophila_melanogaster	FBtr0112653
ENSMALP00000016572	ENSMALG00000011583	Monopterus_albus
ENSORLP00000042489	ENSORLG00000022747	Oryzias_latipes_ASM223467v1
ENSCPBP00000029293	ENSCPBG00000020648	Chrysemys_picta_bellii
ENSABRP00000019082	ENSABRG00000015082	Anser_brachyrhynchus
ENSTNIP00000008542	ENSTNIG00000005820	Tetraodon_nigroviridis
ENSCSEP00000028376	ENSCSEG00000018130	Cynoglossus_semilaevis
ENSNPEP00000001024	ENSNPEG00000000781	Nothoprocta_perdicaria
ENSCVAP00000022815	ENSCVAG00000005806	Cyprinodon_variegatus
ENSPMEP00000006894	ENSPMEG00000008581	Poecilia_mexicana
ENSCPUP00000016997	ENSCPUG00000010121	Calidris_pugnax
ENSOANP00000021022	ENSOANG00000013315	Ornithorhynchus_anatinus
ENSRBIP00000043452	ENSRBIG00000044886	Rhinopithecus_bieti
R09E10.7.1	WBGene00004140	Caenorhabditis_elegans_strain_N2	R09E10.7.1
ENSPNAP00000001288	ENSPNAG00000000658	Pygocentrus_nattereri
ENSMFAP00000042180	ENSMFAG00000041406	Macaca_fascicularis
ENSHBUP00000031939	ENSHBUG00000018045	Haplochromis_burtoni
ENSLOCP00000015825	ENSLOCG00000012853	Lepisosteus_oculatus
ENSCGRP00000014676	ENSCGRG00000010622	Cricetulus_griseus_CriGri_1.0
ENSPEMP00000023949	ENSPEMG00000020835	Peromyscus_maniculatus_bairdii
ENSPANP00000021683	ENSPANG00000022454	Papio_anubis
ENSSBOP00000016414	ENSSBOG00000024671	Saimiri_boliviensis_boliviensis
ENSGAGP00000016919	ENSGAGG00000012632	Gopherus_agassizii
ENSHGLP00000020524	ENSHGLG00000014670	Heterocephalus_glaber_HetGla_female_1.0
ENSONIP00000008988	ENSONIG00000007126	Oreochromis_niloticus
ENSMSIP00000008915	ENSMSIG00000007856	Mus_spicilegus
ENSCCEP00000010724	ENSCCEG00000010590	Cyanistes_caeruleus
ENSNLEP00000027989	ENSNLEG00000016744	Nomascus_leucogenys
ENSORLP00015012615	ENSORLG00015013473	Oryzias_latipes_ASM223469v1
ENSJJAP00000001680	ENSJJAG00000002294	Jaculus_jaculus
ENSCHAP00000021215	ENSCHAG00000005956	Clupea_harengus
ENSODEP00000021165	ENSODEG00000015594	Octodon_degus	ENSODET00000021423
ENSSFOP00015033062	ENSSFOG00015021096	Scleropages_formosus
ENSAPEP00000003169	ENSAPEG00000002210	Amphiprion_percula
ENSPCOP00000015067	ENSPCOG00000019136	Propithecus_coquereli
ENSSTOP00000018469	ENSSTOG00000023617	Ictidomys_tridecemlineatus
ENSPSMP00000022230	ENSPSMG00000015172	Prolemur_simus
ENSVPAP00000007470	ENSVPAG00000008029	Vicugna_pacos
ENSCATP00000006468	ENSCATG00000018884	Cercocebus_atys
ENSAMXP00000021789	ENSAMXG00000021135	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSHGLP00100012719	ENSHGLG00100009418	Heterocephalus_glaber_HetGla_1.0
ENSRROP00000015598	ENSRROG00000031925	Rhinopithecus_roxellana
ENSPTIP00000026056	ENSPTIG00000021580	Panthera_tigris_altaica
MGP_SPRETEiJ_P0037433	MGP_SPRETEiJ_G0019876	Mus_spretus_strain_SPRET/EiJ
ENSSMAP00000030305	ENSSMAG00000018508	Scophthalmus_maximus
ENSCMIP00000009905	ENSCMIG00000004822	Callorhinchus_milii
ENSGALP00000008229	ENSGALG00000005134	Gallus_gallus
ENSNBRP00000024397	ENSNBRG00000018630	Neolamprologus_brichardi
ENSCHIP00000000055	ENSCHIG00000000068	Capra_hircus
ENSPNYP00000011832	ENSPNYG00000008978	Pundamilia_nyererei
ENSTGEP00000035478	ENSTGEG00000028231	Theropithecus_gelada
ENSCABP00000012991	ENSCABG00000009730	Chelonoidis_abingdonii
ENSPMAP00000001333	ENSPMAG00000001207	Petromyzon_marinus
ENSAOWP00000018821	ENSAOWG00000012078	Apteryx_owenii
ENSLCRP00005044935	ENSLCRG00005016354	Larimichthys_crocea
ENSHHUP00000017962	ENSHHUG00000011148	Hucho_hucho
ENSLSDP00000007867	ENSLSDG00000005903	Lonchura_striata_domestica
ENSMGAP00000006511	ENSMGAG00000006483	Meleagris_gallopavo
ENSOCUP00000019365	ENSOCUG00000020924	Oryctolagus_cuniculus
