ENSDCDP00000033655	ENSDCDG00000022895	Denticeps_clupeoides	ENSDCDT00000043227
ENSCHAP00000019579	ENSCHAG00000009993	Clupea_harengus	ENSCHAT00000021433
ENSPNAP00000014801	ENSPNAG00000020761	Pygocentrus_nattereri	ENSPNAT00000022824
ENSIPUP00000023662	ENSIPUG00000015998	Ictalurus_punctatus	ENSIPUT00000024672
ENSEEEP00000043143	ENSEEEG00000020370	Electrophorus_electricus	ENSEEET00000043637
ENSDARP00000122138	ENSDARG00000073963	Danio_rerio
ENSORLP00015024588	ENSORLG00015005227	Oryzias_latipes_ASM223469v1
ENSORLP00000021602	ENSORLG00000017267	Oryzias_latipes_ASM223467v1
ENSOMEP00000035803	ENSOMEG00000023250	Oryzias_melastigma
ENSHBUP00000005214	ENSHBUG00000006587	Haplochromis_burtoni
ENSPNYP00000013703	ENSPNYG00000010387	Pundamilia_nyererei
ENSONIP00000012493	ENSONIG00000009938	Oreochromis_niloticus
ENSMZEP00005021395	ENSMZEG00005016055	Maylandia_zebra
ENSACLP00000012970	ENSACLG00000008846	Astatotilapia_calliptera
ENSNBRP00000019545	ENSNBRG00000015030	Neolamprologus_brichardi
ENSACIP00000015182	ENSACIG00000011772	Amphilophus_citrinellus
ENSAPEP00000027511	ENSAPEG00000019533	Amphiprion_percula
ENSAOCP00000010614	ENSAOCG00000014840	Amphiprion_ocellaris
ENSAPOP00000013221	ENSAPOG00000016042	Acanthochromis_polyacanthus
ENSSPAP00000014261	ENSSPAG00000010757	Stegastes_partitus
ENSPMGP00000005824	ENSPMGG00000004891	Periophthalmus_magnuspinnatus
ENSGMOP00000018028	ENSGMOG00000016763	Gadus_morhua
ENSHHUP00000002295	ENSHHUG00000001444	Hucho_hucho
ENSELUP00000037129	ENSELUG00000016678	Esox_lucius
ENSSFOP00015036596	ENSSFOG00015023267	Scleropages_formosus
ENSPKIP00000026958	ENSPKIG00000009215	Paramormyrops_kingsleyae
ENSECRP00000003766	ENSECRG00000002574	Erpetoichthys_calabaricus
ENSPCIP00000040564	ENSPCIG00000029692	Phascolarctos_cinereus
ENSVURP00010031692	ENSVURG00010024219	Vombatus_ursinus
ENSMEUP00000008467	ENSMEUG00000009272	Notamacropus_eugenii
ENSSHAP00000010700	ENSSHAG00000009230	Sarcophilus_harrisii
ENSPVAP00000007741	ENSPVAG00000008192	Pteropus_vampyrus
ENSMLUP00000008783	ENSMLUG00000009629	Myotis_lucifugus
ENSEASP00005010909	ENSEASG00005007695	Equus_asinus_asinus
ENSECAP00000013877	ENSECAG00000016235	Equus_caballus
ENSVPAP00000003943	ENSVPAG00000004243	Vicugna_pacos
ENSSSCP00000019741	ENSSSCG00000000464	Sus_scrofa_strain_reference
ENSBIXP00000015800	ENSBIXG00000020169	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005003739	ENSBIXG00005009823	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000052719	ENSBTAG00000018861	Bos_taurus
ENSBMUP00000033189	ENSBMUG00000024778	Bos_mutus
ENSBBBP00000019181	ENSBBBG00000009048	Bison_bison_bison
ENSOARP00000003901	ENSOARG00000003650	Ovis_aries
ENSCHIP00000013494	ENSCHIG00000014883	Capra_hircus
ENSTTRP00000015933	ENSTTRG00000016803	Tursiops_truncatus
ENSAMEP00000019129	ENSAMEG00000018106	Ailuropoda_melanoleuca
ENSUMAP00000028062	ENSUMAG00000020379	Ursus_maritimus
ENSMPUP00000016618	ENSMPUG00000016721	Mustela_putorius_furo
ENSNVIP00000027364	ENSNVIG00000021163	Neovison_vison
ENSCAFP00020024870	ENSCAFG00020019542	Canis_lupus_dingo
ENSCAFP00000000500	ENSCAFG00000000351	Canis_lupus_familiaris
ENSVVUP00000020409	ENSVVUG00000015023	Vulpes_vulpes
ENSPPRP00000015130	ENSPPRG00000007840	Panthera_pardus
ENSPTIP00000026526	ENSPTIG00000021914	Panthera_tigris_altaica
ENSFCAP00000043262	ENSFCAG00000001146	Felis_catus
ENSEEUP00000014291	ENSEEUG00000015655	Erinaceus_europaeus
ENSSARP00000003841	ENSSARG00000004222	Sorex_araneus
ENSCGRP00000000756	ENSCGRG00000000617	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015003550	ENSCGRG00015002804	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001017276	ENSCGRG00001017356	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000003448	ENSMAUG00000003776	Mesocricetus_auratus
ENSPEMP00000019503	ENSPEMG00000017770	Peromyscus_maniculatus_bairdii
ENSMUSP00000113963	ENSMUSG00000047642	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0026175	MGP_SPRETEiJ_G0016684	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000024531	ENSMSIG00000020731	Mus_spicilegus
MGP_CAROLIEiJ_P0024910	MGP_CAROLIEiJ_G0015859	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0087757	MGP_PahariEiJ_G0031227	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000072113	ENSRNOG00000023824	Rattus_norvegicus
ENSNGAP00000021856	ENSNGAG00000020919	Nannospalax_galili
ENSJJAP00000012469	ENSJJAG00000015499	Jaculus_jaculus
ENSDORP00000018568	ENSDORG00000002715	Dipodomys_ordii
ENSHGLP00100001628	ENSHGLG00100001275	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000015436	ENSHGLG00000011036	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000012669	ENSFDAG00000006823	Fukomys_damarensis
ENSODEP00000005909	ENSODEG00000004449	Octodon_degus
ENSCLAP00000014317	ENSCLAG00000009870	Chinchilla_lanigera
ENSCPOP00000024092	ENSCPOG00000010841	Cavia_porcellus
ENSCAPP00000002389	ENSCAPG00000005327	Cavia_aperea
ENSSDAP00000000559	ENSSDAG00000000575	Spermophilus_dauricus
ENSUPAP00010010126	ENSUPAG00010008180	Urocitellus_parryii
ENSSTOP00000018762	ENSSTOG00000027823	Ictidomys_tridecemlineatus
ENSMMMP00000010835	ENSMMMG00000009638	Marmota_marmota_marmota
ENSOCUP00000012359	ENSOCUG00000014374	Oryctolagus_cuniculus
ENSOPRP00000011915	ENSOPRG00000013055	Ochotona_princeps
ENSPSMP00000000700	ENSPSMG00000000527	Prolemur_simus
ENSPCOP00000022510	ENSPCOG00000023353	Propithecus_coquereli
ENSMICP00000020659	ENSMICG00000008235	Microcebus_murinus
ENSPPAP00000026416	ENSPPAG00000036309	Pan_paniscus
ENSPTRP00000078439	ENSPTRG00000005172	Pan_troglodytes
ENSP00000446101	ENSG00000185306	Homo_sapiens
ENSGGOP00000021718	ENSGGOG00000016282	Gorilla_gorilla
ENSPPYP00000005383	ENSPPYG00000004726	Pongo_abelii
ENSNLEP00000020735	ENSNLEG00000017072	Nomascus_leucogenys
ENSRROP00000019803	ENSRROG00000033878	Rhinopithecus_roxellana
ENSRBIP00000038270	ENSRBIG00000042657	Rhinopithecus_bieti
ENSPTEP00000024446	ENSPTEG00000024920	Piliocolobus_tephrosceles
ENSCANP00000017518	ENSCANG00000032194	Colobus_angolensis_palliatus
ENSMLEP00000038090	ENSMLEG00000043116	Mandrillus_leucophaeus
ENSPANP00000009832	ENSPANG00000012380	Papio_anubis
ENSTGEP00000025444	ENSTGEG00000020491	Theropithecus_gelada
ENSCATP00000032615	ENSCATG00000039342	Cercocebus_atys
ENSMFAP00000031209	ENSMFAG00000036689	Macaca_fascicularis
ENSMNEP00000033291	ENSMNEG00000039898	Macaca_nemestrina
ENSMMUP00000059776	ENSMMUG00000020533	Macaca_mulatta
ENSCSAP00000000829	ENSCSAG00000004492	Chlorocebus_sabaeus
ENSCCAP00000005439	ENSCCAG00000020446	Cebus_capucinus_imitator
ENSSBOP00000031939	ENSSBOG00000032157	Saimiri_boliviensis_boliviensis
ENSCJAP00000027314	ENSCJAG00000014810	Callithrix_jacchus
ENSANAP00000023696	ENSANAG00000029597	Aotus_nancymaae
ENSOGAP00000014375	ENSOGAG00000016057	Otolemur_garnettii
ENSTSYP00000021750	ENSTSYG00000029405	Carlito_syrichta
ENSTBEP00000008413	ENSTBEG00000009716	Tupaia_belangeri
ENSDNOP00000032893	ENSDNOG00000036169	Dasypus_novemcinctus
ENSCHOP00000005128	ENSCHOG00000005796	Choloepus_hoffmanni
ENSPCAP00000001420	ENSPCAG00000001502	Procavia_capensis
ENSETEP00000002442	ENSETEG00000002976	Echinops_telfairi
ENSCMIP00000018246	ENSCMIG00000008598	Callorhinchus_milii
ENSCINP00000025265	ENSCING00000013856	Ciona_intestinalis
