ENSP00000460823	ENSG00000141198	Homo_sapiens
ENSSDAP00000023010	ENSSDAG00000020878	Spermophilus_dauricus
ENSCCNP00000002258	ENSCCNG00000002308	Castor_canadensis
ENSAOWP00000004293	ENSAOWG00000003002	Apteryx_owenii
ENSUPAP00010010145	ENSUPAG00010008153	Urocitellus_parryii
ENSCPGP00000001392	ENSCPGG00000000834	Calidris_pygmaea
ENSEEUP00000011326	ENSEEUG00000012409	Erinaceus_europaeus
ENSGALP00000069062	ENSGALG00000003011	Gallus_gallus
ENSCJPP00005027659	ENSCJPG00005021412	Coturnix_japonica
ENSBIXP00000028653	ENSBIXG00000009956	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSPUP00000016041	ENSSPUG00000012380	Sphenodon_punctatus
ENSGAGP00000019549	ENSGAGG00000014412	Gopherus_agassizii	ENSGAGT00000022258
ENSRNOP00000003369	ENSRNOG00000002474	Rattus_norvegicus
ENSGAGP00000019544	ENSGAGG00000014410	Gopherus_agassizii	ENSGAGT00000022253
ENSSHAP00000019493	ENSSHAG00000016556	Sarcophilus_harrisii
ENSMAUP00000014611	ENSMAUG00000014320	Mesocricetus_auratus
ENSCPOP00000017230	ENSCPOG00000023145	Cavia_porcellus
ENSMEUP00000009747	ENSMEUG00000010679	Notamacropus_eugenii
ENSDORP00000018754	ENSDORG00000001206	Dipodomys_ordii
ENSMUGP00000018524	ENSMUGG00000015697	Meriones_unguiculatus
ENSLACP00000022225	ENSLACG00000014313	Latimeria_chalumnae
ENSNLEP00000009736	ENSNLEG00000007966	Nomascus_leucogenys
ENSOARP00000005039	ENSOARG00000004707	Ovis_aries
ENSPCIP00000032468	ENSPCIG00000024103	Phascolarctos_cinereus
ENSCPUP00000002533	ENSCPUG00000001944	Calidris_pugnax
ENSTBEP00000003846	ENSTBEG00000004445	Tupaia_belangeri
ENSXETP00000008026	ENSXETG00000007446	Xenopus_tropicalis
ENSFDAP00000021340	ENSFDAG00000007779	Fukomys_damarensis
ENSCCAP00000038981	ENSCCAG00000037318	Cebus_capucinus_imitator
ENSPPYP00000023564	ENSPPYG00000025942	Pongo_abelii
ENSCHOP00000004758	ENSCHOG00000005361	Choloepus_hoffmanni
ENSCSAP00000001842	ENSCSAG00000005531	Chlorocebus_sabaeus
ENSJHYP00000016920	ENSJHYG00000012921	Junco_hyemalis
ENSTGEP00000030240	ENSTGEG00000024277	Theropithecus_gelada
ENSBIXP00005025843	ENSBIXG00005028335	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSLCOP00000001282	ENSLCOG00000001057	Lepidothrix_coronata
ENSCAFP00000025555	ENSCAFG00000017340	Canis_lupus_familiaris
ENSAMEP00000015466	ENSAMEG00000014662	Ailuropoda_melanoleuca
ENSCCEP00000018368	ENSCCEG00000016844	Cyanistes_caeruleus
ENSMICP00000004760	ENSMICG00000005217	Microcebus_murinus
ENSBBBP00000020988	ENSBBBG00000007900	Bison_bison_bison
ENSARWP00000011206	ENSARWG00000007787	Apteryx_rowi
ENSECAP00000011880	ENSECAG00000014174	Equus_caballus
ENSHGLP00100022698	ENSHGLG00100016689	Heterocephalus_glaber_HetGla_1.0
ENSACAP00000017129	ENSACAG00000017394	Anolis_carolinensis	ENSACAT00000017466
ENSPTEP00000043440	ENSPTEG00000039558	Piliocolobus_tephrosceles
ENSTGUP00000009743	ENSTGUG00000009453	Taeniopygia_guttata
ENSPSIP00000017116	ENSPSIG00000015190	Pelodiscus_sinensis
ENSSARP00000003407	ENSSARG00000003755	Sorex_araneus
ENSCPBP00000005370	ENSCPBG00000004291	Chrysemys_picta_bellii
ENSMLEP00000032403	ENSMLEG00000040405	Mandrillus_leucophaeus
ENSFALP00000002353	ENSFALG00000002261	Ficedula_albicollis
ENSMLUP00000006681	ENSMLUG00000007320	Myotis_lucifugus
ENSOGAP00000017706	ENSOGAG00000030978	Otolemur_garnettii
ENSCGRP00001010838	ENSCGRG00001012617	Cricetulus_griseus_CHOK1GS_HDv1
ENSAPLP00000003279	ENSAPLG00000003778	Anas_platyrhynchos_platyrhynchos
ENSCATP00000040837	ENSCATG00000043005	Cercocebus_atys
ENSCJAP00000020924	ENSCJAG00000011347	Callithrix_jacchus
ENSPCAP00000014950	ENSPCAG00000015955	Procavia_capensis
ENSLAFP00000009932	ENSLAFG00000011887	Loxodonta_africana
ENSSTOP00000010905	ENSSTOG00000012160	Ictidomys_tridecemlineatus
ENSMMMP00000024025	ENSMMMG00000020950	Marmota_marmota_marmota
ENSEASP00005024785	ENSEASG00005016866	Equus_asinus_asinus
ENSPEMP00000025935	ENSPEMG00000022203	Peromyscus_maniculatus_bairdii
ENSUAMP00000010965	ENSUAMG00000008766	Ursus_americanus
ENSBMUP00000001055	ENSBMUG00000000870	Bos_mutus
ENSJJAP00000013885	ENSJJAG00000016468	Jaculus_jaculus
ENSNPEP00000005392	ENSNPEG00000004083	Nothoprocta_perdicaria
ENSMNEP00000007022	ENSMNEG00000028031	Macaca_nemestrina
ENSCAPP00000014510	ENSCAPG00000014867	Cavia_aperea
ENSMPUP00000015295	ENSMPUG00000015405	Mustela_putorius_furo
ENSPPRP00000019173	ENSPPRG00000010683	Panthera_pardus
