ENSUAMP00000010818	ENSUAMG00000008850	Ursus_americanus
ENSMMMP00000004706	ENSMMMG00000004289	Marmota_marmota_marmota
ENSCLAP00000003245	ENSCLAG00000002327	Chinchilla_lanigera
ENSODEP00000007409	ENSODEG00000005528	Octodon_degus
ENSCPOP00000017600	ENSCPOG00000027500	Cavia_porcellus
ENSHGLP00000013681	ENSHGLG00000009779	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100019399	ENSHGLG00100014306	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000018997	ENSFDAG00000009435	Fukomys_damarensis
ENSMICP00000048078	ENSMICG00000042313	Microcebus_murinus
ENSPPAP00000008624	ENSPPAG00000027559	Pan_paniscus
ENSPTRP00000053180	ENSPTRG00000020197	Pan_troglodytes
ENSGGOP00000015650	ENSGGOG00000016047	Gorilla_gorilla
ENSNLEP00000036487	ENSNLEG00000034620	Nomascus_leucogenys
ENSCANP00000035612	ENSCANG00000041506	Colobus_angolensis_palliatus
ENSPTEP00000039706	ENSPTEG00000036696	Piliocolobus_tephrosceles
ENSRBIP00000015725	ENSRBIG00000031967	Rhinopithecus_bieti
ENSRROP00000007293	ENSRROG00000027304	Rhinopithecus_roxellana
ENSMLEP00000012837	ENSMLEG00000030581	Mandrillus_leucophaeus
ENSCSAP00000011183	ENSCSAG00000015081	Chlorocebus_sabaeus
ENSCATP00000000279	ENSCATG00000001300	Cercocebus_atys
ENSMFAP00000043525	ENSMFAG00000039180	Macaca_fascicularis
ENSMNEP00000010137	ENSMNEG00000029491	Macaca_nemestrina
ENSTGEP00000013589	ENSTGEG00000011035	Theropithecus_gelada
ENSPANP00000024615	ENSPANG00000014739	Papio_anubis
ENSCCAP00000021971	ENSCCAG00000028798	Cebus_capucinus_imitator
ENSSBOP00000018721	ENSSBOG00000025983	Saimiri_boliviensis_boliviensis
ENSCJAP00000007631	ENSCJAG00000004205	Callithrix_jacchus
ENSANAP00000019807	ENSANAG00000027678	Aotus_nancymaae
ENSPTIP00000019548	ENSPTIG00000017313	Panthera_tigris_altaica
ENSFCAP00000057120	ENSFCAG00000012949	Felis_catus
ENSCAFP00000058270	ENSCAFG00000049702	Canis_lupus_familiaris
ENSMMUP00000070729	ENSMMUG00000054451	Macaca_mulatta
ENSOPRP00000002445	ENSOPRG00000002669	Ochotona_princeps
ENSCAPP00000016579	ENSCAPG00000016445	Cavia_aperea	ENSCAPT00000020376
MGP_SPRETEiJ_P0087445	MGP_SPRETEiJ_G0032023	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000071517	ENSMUSG00000063672	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000025030	ENSMSIG00000021160	Mus_spicilegus
MGP_PahariEiJ_P0046878	MGP_PahariEiJ_G0021375	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000024532	ENSRNOG00000018147	Rattus_norvegicus
ENSMUGP00000031711	ENSMUGG00000026370	Meriones_unguiculatus
ENSCGRP00000012431	ENSCGRG00000009069	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001018937	ENSCGRG00001018532	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015031002	ENSCGRG00015023388	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000015948	ENSMAUG00000015260	Mesocricetus_auratus
ENSPEMP00000020878	ENSPEMG00000018691	Peromyscus_maniculatus_bairdii
ENSMOCP00000006179	ENSMOCG00000005779	Microtus_ochrogaster
ENSNGAP00000018465	ENSNGAG00000018592	Nannospalax_galili
ENSJJAP00000007940	ENSJJAG00000012233	Jaculus_jaculus
ENSCCNP00000030639	ENSCCNG00000029292	Castor_canadensis
ENSDORP00000018648	ENSDORG00000023956	Dipodomys_ordii
ENSTSYP00000019673	ENSTSYG00000037174	Carlito_syrichta
ENSDNOP00000017163	ENSDNOG00000025828	Dasypus_novemcinctus
ENSLAFP00000010182	ENSLAFG00000012183	Loxodonta_africana
ENSPCIP00000008822	ENSPCIG00000007285	Phascolarctos_cinereus
ENSVURP00010012667	ENSVURG00010009774	Vombatus_ursinus
ENSMODP00000013086	ENSMODG00000010439	Monodelphis_domestica
ENSSHAP00000019418	ENSSHAG00000016490	Sarcophilus_harrisii
ENSOANP00000001122	ENSOANG00000000717	Ornithorhynchus_anatinus
ENSP00000429553	ENSG00000165066	Homo_sapiens	ENST00000524115
ENSPPYP00000020794	ENSPPYG00000018545	Pongo_abelii	ENSPPYT00000021627
ENSMMUP00000019317	ENSMMUG00000014725	Macaca_mulatta	ENSMMUT00000020643
ENSTTRP00000003342	ENSTTRG00000003567	Tursiops_truncatus	ENSTTRT00000003565
ENSPCAP00000005452	ENSPCAG00000005898	Procavia_capensis	ENSPCAT00000005841
ENSPVIP00000027092	ENSPVIG00000020160	Pogona_vitticeps
ENSACAP00000000843	ENSACAG00000000961	Anolis_carolinensis
ENSNSUP00000010147	ENSNSUG00000007725	Notechis_scutatus
ENSSMRP00000024773	ENSSMRG00000019152	Salvator_merianae
ENSSPUP00000010803	ENSSPUG00000008322	Sphenodon_punctatus
ENSJHYP00000002772	ENSJHYG00000002303	Junco_hyemalis
ENSZALP00000005113	ENSZALG00000004761	Zonotrichia_albicollis
ENSFALP00000006705	ENSFALG00000006429	Ficedula_albicollis
ENSTGUP00000005406	ENSTGUG00000005258	Taeniopygia_guttata
ENSLSDP00000008724	ENSLSDG00000006508	Lonchura_striata_domestica
ENSSCAP00000023716	ENSSCAG00000016971	Serinus_canaria
ENSPMJP00000024427	ENSPMJG00000017970	Parus_major
ENSLCOP00000010301	ENSLCOG00000007478	Lepidothrix_coronata
ENSCPUP00000011420	ENSCPUG00000008092	Calidris_pugnax
ENSCPGP00000001279	ENSCPGG00000001004	Calidris_pygmaea
ENSABRP00000002030	ENSABRG00000002031	Anser_brachyrhynchus
ENSAPLP00000020839	ENSAPLG00000026367	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000003140	ENSMGAG00000003436	Meleagris_gallopavo
ENSCJPP00005018719	ENSCJPG00005015226	Coturnix_japonica
ENSGALP00000017079	ENSGALG00000018503	Gallus_gallus
ENSNMEP00000023224	ENSNMEG00000019824	Numida_meleagris
ENSMUNP00000013081	ENSMUNG00000010215	Melopsittacus_undulatus
ENSAOWP00000005508	ENSAOWG00000003795	Apteryx_owenii
ENSAHAP00000013049	ENSAHAG00000009410	Apteryx_haastii
ENSARWP00000024929	ENSARWG00000016984	Apteryx_rowi
ENSNPEP00000009516	ENSNPEG00000007145	Nothoprocta_perdicaria
ENSCPRP00005000845	ENSCPRG00005000634	Crocodylus_porosus
ENSCABP00000018869	ENSCABG00000013937	Chelonoidis_abingdonii
ENSGAGP00000036003	ENSGAGG00000025526	Gopherus_agassizii
ENSCPBP00000003558	ENSCPBG00000002892	Chrysemys_picta_bellii
ENSMEUP00000014416	ENSMEUG00000015794	Notamacropus_eugenii
ENSXETP00000042214	ENSXETG00000010257	Xenopus_tropicalis
ENSLACP00000008508	ENSLACG00000007531	Latimeria_chalumnae
ENSCHAP00000029809	ENSCHAG00000014222	Clupea_harengus
ENSDCDP00000008826	ENSDCDG00000004454	Denticeps_clupeoides
ENSAMXP00000044970	ENSAMXG00000042698	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005043149	ENSAMXG00005020106	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000012278	ENSPNAG00000017980	Pygocentrus_nattereri
ENSEEEP00000014675	ENSEEEG00000007302	Electrophorus_electricus
ENSIPUP00000014237	ENSIPUG00000009736	Ictalurus_punctatus
ENSDARP00000079830	ENSDARG00000060529	Danio_rerio
ENSMAMP00000013402	ENSMAMG00000009087	Mastacembelus_armatus
ENSMALP00000004153	ENSMALG00000003030	Monopterus_albus
ENSBSLP00000004965	ENSBSLG00000002696	Betta_splendens
ENSLCRP00005036267	ENSLCRG00005014138	Larimichthys_crocea
ENSLBEP00000004629	ENSLBEG00000003576	Labrus_bergylta
ENSCGOP00000052520	ENSCGOG00000023121	Cottoperca_gobio
ENSSLDP00000011931	ENSSLDG00000009506	Seriola_lalandi_dorsalis
ENSSDUP00000028583	ENSSDUG00000020641	Seriola_dumerili
ENSLCAP00010059092	ENSLCAG00010027549	Lates_calcarifer
ENSSMAP00000010412	ENSSMAG00000006415	Scophthalmus_maximus
ENSCSEP00000012400	ENSCSEG00000008009	Cynoglossus_semilaevis
ENSATEP00000033657	ENSATEG00000023173	Anabas_testudineus
ENSAOCP00000029074	ENSAOCG00000019142	Amphiprion_ocellaris
ENSAPEP00000019492	ENSAPEG00000013913	Amphiprion_percula
ENSAPOP00000009753	ENSAPOG00000012105	Acanthochromis_polyacanthus
ENSSPAP00000031121	ENSSPAG00000023335	Stegastes_partitus
ENSPRNP00000009468	ENSPRNG00000005528	Parambassis_ranga
ENSGWIP00000052084	ENSGWIG00000025167	Gouania_willdenowi
ENSPMEP00000022094	ENSPMEG00000000749	Poecilia_mexicana
ENSPFOP00000012558	ENSPFOG00000012552	Poecilia_formosa
ENSPLAP00000006157	ENSPLAG00000008240	Poecilia_latipinna
ENSPREP00000010971	ENSPREG00000007498	Poecilia_reticulata
ENSXMAP00000017309	ENSXMAG00000017278	Xiphophorus_maculatus
ENSXCOP00000021235	ENSXCOG00000015890	Xiphophorus_couchianus
ENSGAFP00000015139	ENSGAFG00000010226	Gambusia_affinis
ENSCVAP00000031400	ENSCVAG00000020631	Cyprinodon_variegatus
ENSFHEP00000018266	ENSFHEG00000020104	Fundulus_heteroclitus
ENSKMAP00000006941	ENSKMAG00000005246	Kryptolebias_marmoratus
ENSORLP00000043496	ENSORLG00000026239	Oryzias_latipes_ASM223467v1
ENSORLP00015019340	ENSORLG00015020427	Oryzias_latipes_ASM223469v1
ENSORLP00020024375	ENSORLG00020005741	Oryzias_latipes_ASM223471v1
ENSOMEP00000008810	ENSOMEG00000009984	Oryzias_melastigma
ENSACLP00000014817	ENSACLG00000010091	Astatotilapia_calliptera
ENSMZEP00005015369	ENSMZEG00005011544	Maylandia_zebra
ENSHBUP00000028522	ENSHBUG00000012336	Haplochromis_burtoni
ENSPNYP00000021441	ENSPNYG00000016191	Pundamilia_nyererei
ENSNBRP00000025312	ENSNBRG00000019347	Neolamprologus_brichardi
ENSONIP00000014665	ENSONIG00000011650	Oreochromis_niloticus
ENSACIP00000023077	ENSACIG00000017937	Amphilophus_citrinellus
ENSTRUP00000054757	ENSTRUG00000020984	Takifugu_rubripes
ENSTNIP00000009045	ENSTNIG00000006285	Tetraodon_nigroviridis
ENSGACP00000014651	ENSGACG00000011078	Gasterosteus_aculeatus
ENSHCOP00000001360	ENSHCOG00000002306	Hippocampus_comes
ENSPMGP00000014455	ENSPMGG00000011847	Periophthalmus_magnuspinnatus
ENSGMOP00000006613	ENSGMOG00000006238	Gadus_morhua
ENSHHUP00000080727	ENSHHUG00000047006	Hucho_hucho
ENSHHUP00000048453	ENSHHUG00000029360	Hucho_hucho
ENSELUP00000017379	ENSELUG00000017076	Esox_lucius
ENSSFOP00015016603	ENSSFOG00015010705	Scleropages_formosus
ENSPKIP00000023108	ENSPKIG00000006868	Paramormyrops_kingsleyae
ENSPKIP00000002711	ENSPKIG00000020501	Paramormyrops_kingsleyae
ENSLOCP00000018502	ENSLOCG00000015030	Lepisosteus_oculatus
ENSECRP00000000445	ENSECRG00000000259	Erpetoichthys_calabaricus
