ENSTTRP00000006252	ENSTTRG00000006606	Tursiops_truncatus
ENSVURP00010028701	ENSVURG00010021971	Vombatus_ursinus
ENSMEUP00000011086	ENSMEUG00000012160	Notamacropus_eugenii
ENSSHAP00000004187	ENSSHAG00000003690	Sarcophilus_harrisii
ENSMODP00000018425	ENSMODG00000014741	Monodelphis_domestica
ENSOANP00000001746	ENSOANG00000001099	Ornithorhynchus_anatinus
ENSPVIP00000027783	ENSPVIG00000020627	Pogona_vitticeps
ENSACAP00000016731	ENSACAG00000016998	Anolis_carolinensis
ENSNSUP00000013912	ENSNSUG00000010321	Notechis_scutatus
ENSSMRP00000009068	ENSSMRG00000007246	Salvator_merianae
ENSSPUP00000017085	ENSSPUG00000013219	Sphenodon_punctatus
ENSAPLP00000000873	ENSAPLG00000001436	Anas_platyrhynchos_platyrhynchos
ENSAPLP00000032307	ENSAPLG00000030930	Anas_platyrhynchos_platyrhynchos
ENSABRP00000010500	ENSABRG00000009465	Anser_brachyrhynchus
ENSNMEP00000007143	ENSNMEG00000007221	Numida_meleagris
ENSMGAP00000002931	ENSMGAG00000003248	Meleagris_gallopavo
ENSCCEP00000005249	ENSCCEG00000005787	Cyanistes_caeruleus
ENSPMJP00000001277	ENSPMJG00000001062	Parus_major
ENSFALP00000000653	ENSFALG00000000633	Ficedula_albicollis
ENSJHYP00000015887	ENSJHYG00000012196	Junco_hyemalis
ENSZALP00000005513	ENSZALG00000005143	Zonotrichia_albicollis
ENSSCAP00000009800	ENSSCAG00000007436	Serinus_canaria
ENSLSDP00000009776	ENSLSDG00000007225	Lonchura_striata_domestica
ENSTGUP00000002546	ENSTGUG00000002476	Taeniopygia_guttata
ENSLCOP00000017047	ENSLCOG00000012095	Lepidothrix_coronata
ENSMVIP00005008268	ENSMVIG00005006178	Manacus_vitellinus
ENSCPGP00000006650	ENSCPGG00000004715	Calidris_pygmaea
ENSCPUP00000021447	ENSCPUG00000014622	Calidris_pugnax
ENSMUNP00000014178	ENSMUNG00000011041	Melopsittacus_undulatus
ENSAHAP00000015887	ENSAHAG00000011350	Apteryx_haastii
ENSARWP00000021578	ENSARWG00000014735	Apteryx_rowi
ENSDNVP00000027266	ENSDNVG00000018934	Dromaius_novaehollandiae
ENSNPEP00000003475	ENSNPEG00000002659	Nothoprocta_perdicaria
ENSCPRP00005007478	ENSCPRG00005005310	Crocodylus_porosus
ENSGAGP00000000893	ENSGAGG00000000687	Gopherus_agassizii
ENSCABP00000018241	ENSCABG00000013530	Chelonoidis_abingdonii
ENSCPBP00000008662	ENSCPBG00000006714	Chrysemys_picta_bellii
ENSPSIP00000011282	ENSPSIG00000010151	Pelodiscus_sinensis
ENSLACP00000009762	ENSLACG00000008607	Latimeria_chalumnae	ENSLACT00000009837
ENSECRP00000033587	ENSECRG00000022737	Erpetoichthys_calabaricus	ENSECRT00000034317
ENSCINP00000017116	ENSCING00000008392	Ciona_intestinalis
ENSCSAVP00000012239	ENSCSAVG00000007204	Ciona_savignyi
ENSCMIP00000037830	ENSCMIG00000015895	Callorhinchus_milii	ENSCMIT00000038375
ENSPMAP00000006126	ENSPMAG00000005567	Petromyzon_marinus
ENSTRUP00000040507	ENSTRUG00000015848	Takifugu_rubripes
ENSTNIP00000014287	ENSTNIG00000011343	Tetraodon_nigroviridis
ENSMMOP00000027399	ENSMMOG00000020720	Mola_mola
ENSHCOP00000003598	ENSHCOG00000004957	Hippocampus_comes
ENSHCOP00000003602	ENSHCOG00000004969	Hippocampus_comes
ENSSMAP00000012425	ENSSMAG00000007658	Scophthalmus_maximus
ENSBSLP00000011873	ENSBSLG00000006102	Betta_splendens
ENSSDUP00000031938	ENSSDUG00000022945	Seriola_dumerili
ENSSLDP00000022428	ENSSLDG00000017515	Seriola_lalandi_dorsalis
ENSLCAP00010016124	ENSLCAG00010007695	Lates_calcarifer
ENSSMAP00000012298	ENSSMAG00000007584	Scophthalmus_maximus
ENSLCRP00005041090	ENSLCRG00005015826	Larimichthys_crocea
ENSATEP00000002417	ENSATEG00000001573	Anabas_testudineus
ENSMALP00000009659	ENSMALG00000006815	Monopterus_albus
ENSCGOP00000039293	ENSCGOG00000017914	Cottoperca_gobio
ENSGACP00000011620	ENSGACG00000008806	Gasterosteus_aculeatus
ENSLBEP00000005703	ENSLBEG00000004395	Labrus_bergylta
ENSMAMP00000033143	ENSMAMG00000022302	Mastacembelus_armatus
ENSACLP00000003700	ENSACLG00000002507	Astatotilapia_calliptera
ENSHBUP00000021951	ENSHBUG00000001896	Haplochromis_burtoni
ENSPNYP00000014885	ENSPNYG00000011231	Pundamilia_nyererei
ENSMZEP00005030539	ENSMZEG00005022753	Maylandia_zebra
ENSNBRP00000024799	ENSNBRG00000018923	Neolamprologus_brichardi
ENSONIP00000001366	ENSONIG00000001076	Oreochromis_niloticus
ENSACIP00000013461	ENSACIG00000010410	Amphilophus_citrinellus
ENSPRNP00000002305	ENSPRNG00000001389	Parambassis_ranga
ENSFHEP00000010916	ENSFHEG00000000273	Fundulus_heteroclitus
ENSCVAP00000007678	ENSCVAG00000000273	Cyprinodon_variegatus
ENSXMAP00000027860	ENSXMAG00000008851	Xiphophorus_maculatus
ENSXCOP00000023008	ENSXCOG00000017196	Xiphophorus_couchianus
ENSGAFP00000001528	ENSGAFG00000001076	Gambusia_affinis
ENSPFOP00000011509	ENSPFOG00000011507	Poecilia_formosa
ENSPMEP00000009614	ENSPMEG00000011480	Poecilia_mexicana
ENSPREP00000015671	ENSPREG00000010546	Poecilia_reticulata
ENSPLAP00000017366	ENSPLAG00000021772	Poecilia_latipinna
ENSORLP00015001050	ENSORLG00015001638	Oryzias_latipes_ASM223469v1
ENSORLP00000004649	ENSORLG00000003730	Oryzias_latipes_ASM223467v1
ENSORLP00020026256	ENSORLG00020008660	Oryzias_latipes_ASM223471v1
ENSOMEP00000021022	ENSOMEG00000022924	Oryzias_melastigma
ENSGWIP00000001353	ENSGWIG00000000788	Gouania_willdenowi
ENSAOCP00000024935	ENSAOCG00000012124	Amphiprion_ocellaris
ENSAPEP00000006427	ENSAPEG00000004631	Amphiprion_percula
ENSAPOP00000017431	ENSAPOG00000020618	Acanthochromis_polyacanthus
ENSSPAP00000008760	ENSSPAG00000006626	Stegastes_partitus
ENSCSEP00000025615	ENSCSEG00000016336	Cynoglossus_semilaevis
ENSPMGP00000011726	ENSPMGG00000009695	Periophthalmus_magnuspinnatus
ENSGMOP00000000070	ENSGMOG00000000068	Gadus_morhua
ENSHHUP00000046834	ENSHHUG00000028478	Hucho_hucho
ENSELUP00000018926	ENSELUG00000018322	Esox_lucius
ENSAMXP00000048027	ENSAMXG00000030297	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00000051020	ENSAMXG00000029544	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005049150	ENSAMXG00005022289	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000021763	ENSPNAG00000028917	Pygocentrus_nattereri
ENSIPUP00000025652	ENSIPUG00000017385	Ictalurus_punctatus
ENSEEEP00000025938	ENSEEEG00000012568	Electrophorus_electricus
ENSDARP00000075390	ENSDARG00000058140	Danio_rerio
ENSDCDP00000046716	ENSDCDG00000029189	Denticeps_clupeoides
ENSDCDP00000046664	ENSDCDG00000029164	Denticeps_clupeoides
ENSDCDP00000046667	ENSDCDG00000029183	Denticeps_clupeoides
ENSDCDP00000048248	ENSDCDG00000029908	Denticeps_clupeoides
ENSDCDP00000054748	ENSDCDG00000032542	Denticeps_clupeoides
ENSDCDP00000008483	ENSDCDG00000004333	Denticeps_clupeoides
ENSSPAP00000014288	ENSSPAG00000010796	Stegastes_partitus
ENSPKIP00000002432	ENSPKIG00000020316	Paramormyrops_kingsleyae
ENSSFOP00015036408	ENSSFOG00015023158	Scleropages_formosus
ENSLOCP00000015544	ENSLOCG00000012625	Lepisosteus_oculatus
ENSPMAP00000003062	ENSPMAG00000002811	Petromyzon_marinus
ENSEBUP00000006417	ENSEBUG00000004254	Eptatretus_burgeri
ENSXETP00000022594	ENSXETG00000005629	Xenopus_tropicalis
ENSMUNP00000014177	ENSMUNG00000011040	Melopsittacus_undulatus
FBpp0071712	FBgn0034692	Drosophila_melanogaster
