ENSSMRP00000024731	ENSSMRG00000019125	Salvator_merianae	ENSSMRT00000028964
ENSMPUP00000016666	ENSMPUG00000016771	Mustela_putorius_furo
ENSMNEP00000011351	ENSMNEG00000030007	Macaca_nemestrina
ENSEEUP00000006925	ENSEEUG00000007590	Erinaceus_europaeus
ENSCCEP00000014587	ENSCCEG00000013898	Cyanistes_caeruleus
ENSCAPP00000003630	ENSCAPG00000006352	Cavia_aperea
ENSPSIP00000014740	ENSPSIG00000013205	Pelodiscus_sinensis
ENSOANP00000005329	ENSOANG00000003356	Ornithorhynchus_anatinus
ENSPCIP00000003014	ENSPCIG00000002468	Phascolarctos_cinereus
ENSZALP00000022337	ENSZALG00000017360	Zonotrichia_albicollis
ENSOARP00000005720	ENSOARG00000005332	Ovis_aries
ENSACIP00000017736	ENSACIG00000013822	Amphilophus_citrinellus
ENSPRNP00000001353	ENSPRNG00000000887	Parambassis_ranga
ENSJJAP00000021470	ENSJJAG00000021825	Jaculus_jaculus
ENSFDAP00000013372	ENSFDAG00000020721	Fukomys_damarensis
ENSPCOP00000028615	ENSPCOG00000026963	Propithecus_coquereli
ENSGACP00000013154	ENSGACG00000009961	Gasterosteus_aculeatus
ENSMFAP00000039218	ENSMFAG00000040201	Macaca_fascicularis
ENSMMOP00000016771	ENSMMOG00000012739	Mola_mola
ENSMMMP00000019094	ENSMMMG00000016890	Marmota_marmota_marmota
MGP_SPRETEiJ_P0079215	MGP_SPRETEiJ_G0029893	Mus_spretus_strain_SPRET/EiJ
ENSFHEP00000019128	ENSFHEG00000021024	Fundulus_heteroclitus
ENSBIXP00005015366	ENSBIXG00005006028	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCAFP00020003672	ENSCAFG00020003078	Canis_lupus_dingo
ENSCINP00000028206	ENSCING00000016205	Ciona_intestinalis
ENSMZEP00005036352	ENSMZEG00005027118	Maylandia_zebra
ENSLACP00000003675	ENSLACG00000003272	Latimeria_chalumnae
ENSAMXP00000051764	ENSAMXG00000034263	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPPAP00000030535	ENSPPAG00000038236	Pan_paniscus
ENSMALP00000017004	ENSMALG00000011900	Monopterus_albus
ENSAPLP00000023338	ENSAPLG00000004212	Anas_platyrhynchos_platyrhynchos
ENSCCAP00000021427	ENSCCAG00000028550	Cebus_capucinus_imitator
ENSSFOP00015016638	ENSSFOG00015010734	Scleropages_formosus
ENSEBUP00000021680	ENSEBUG00000013382	Eptatretus_burgeri
ENSUMAP00000005176	ENSUMAG00000004125	Ursus_maritimus
ENSSPUP00000019058	ENSSPUG00000014664	Sphenodon_punctatus	ENSSPUT00000020296
ENSCJPP00005020891	ENSCJPG00005016757	Coturnix_japonica
ENSMICP00000048501	ENSMICG00000001768	Microcebus_murinus
ENSSBOP00000000095	ENSSBOG00000000324	Saimiri_boliviensis_boliviensis
ENSRBIP00000033888	ENSRBIG00000040674	Rhinopithecus_bieti
ENSPTRP00000067259	ENSPTRG00000004597	Pan_troglodytes
ENSSDUP00000021154	ENSSDUG00000015349	Seriola_dumerili
ENSUAMP00000035457	ENSUAMG00000026911	Ursus_americanus
ENSEEEP00000013721	ENSEEEG00000006839	Electrophorus_electricus
ENSLCOP00000007610	ENSLCOG00000005605	Lepidothrix_coronata
ENSSDAP00000018572	ENSSDAG00000016970	Spermophilus_dauricus
ENSPMGP00000007110	ENSPMGG00000005931	Periophthalmus_magnuspinnatus
ENSCSAVP00000009406	ENSCSAVG00000005543	Ciona_savignyi
ENSXCOP00000010465	ENSXCOG00000007925	Xiphophorus_couchianus
ENSODEP00000003626	ENSODEG00000002781	Octodon_degus
ENSEASP00005023629	ENSEASG00005016067	Equus_asinus_asinus
ENSATEP00000034277	ENSATEG00000023547	Anabas_testudineus
ENSCPUP00000008056	ENSCPUG00000005821	Calidris_pugnax
ENSCGRP00000022159	ENSCGRG00000016056	Cricetulus_griseus_CriGri_1.0
ENSCMIP00000008428	ENSCMIG00000004516	Callorhinchus_milii
ENSGAGP00000006070	ENSGAGG00000004928	Gopherus_agassizii
ENSMODP00000022632	ENSMODG00000018153	Monodelphis_domestica
ENSCVAP00000007860	ENSCVAG00000009657	Cyprinodon_variegatus
ENSRNOP00000066972	ENSRNOG00000047890	Rattus_norvegicus
ENSMEUP00000000180	ENSMEUG00000000200	Notamacropus_eugenii
ENSKMAP00000026846	ENSKMAG00000019908	Kryptolebias_marmoratus
ENSPSMP00000022301	ENSPSMG00000015747	Prolemur_simus
ENSDNVP00000024834	ENSDNVG00000017277	Dromaius_novaehollandiae	ENSDNVT00000030048
ENSMUSP00000032218	ENSMUSG00000030125	Mus_musculus_strain_reference_(CL57BL6)
ENSETEP00000006158	ENSETEG00000007579	Echinops_telfairi
ENSHGLP00100011722	ENSHGLG00100008698	Heterocephalus_glaber_HetGla_1.0
ENSCGRP00015003048	ENSCGRG00015002422	Cricetulus_griseus_CriGri-PICR
ENSCATP00000018405	ENSCATG00000033024	Cercocebus_atys
ENSSPAP00000006130	ENSSPAG00000004685	Stegastes_partitus
ENSPNAP00000018414	ENSPNAG00000024789	Pygocentrus_nattereri
ENSVURP00010002278	ENSVURG00010001873	Vombatus_ursinus
ENSCGOP00000011080	ENSCGOG00000005553	Cottoperca_gobio
ENSCSAP00000006432	ENSCSAG00000010193	Chlorocebus_sabaeus
ENSPVAP00000008919	ENSPVAG00000009466	Pteropus_vampyrus
ENSABRP00000014117	ENSABRG00000012486	Anser_brachyrhynchus
ENSOMEP00000012853	ENSOMEG00000014267	Oryzias_melastigma
ENSAPLP00000019915	ENSAPLG00000024460	Anas_platyrhynchos_platyrhynchos
ENSBIXP00000008268	ENSBIXG00000014145	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSAOCP00000017585	ENSAOCG00000022671	Amphiprion_ocellaris
ENSNSUP00000011938	ENSNSUG00000008982	Notechis_scutatus	ENSNSUT00000012721
ENSNGAP00000025506	ENSNGAG00000023434	Nannospalax_galili
ENSGALP00000066962	ENSGALG00000043468	Gallus_gallus
ENSXMAP00000024955	ENSXMAG00000024965	Xiphophorus_maculatus
ENSMMUP00000040314	ENSMMUG00000001781	Macaca_mulatta
ENSOGAP00000009764	ENSOGAG00000010909	Otolemur_garnettii
ENSTTRP00000004484	ENSTTRG00000004761	Tursiops_truncatus
ENSGAFP00000009838	ENSGAFG00000006652	Gambusia_affinis
ENSMAUP00000017902	ENSMAUG00000016637	Mesocricetus_auratus
ENSCHOP00000002555	ENSCHOG00000002884	Choloepus_hoffmanni
ENSNPEP00000009070	ENSNPEG00000006823	Nothoprocta_perdicaria
ENSPPRP00000005462	ENSPPRG00000001223	Panthera_pardus
ENSNMEP00000019419	ENSNMEG00000016750	Numida_meleagris
ENSMVIP00005019013	ENSMVIG00005013478	Manacus_vitellinus
ENSHHUP00000037657	ENSHHUG00000023560	Hucho_hucho
ENSCLAP00000023813	ENSCLAG00000016347	Chinchilla_lanigera
ENSMLEP00000040476	ENSMLEG00000044254	Mandrillus_leucophaeus
ENSNVIP00000031985	ENSNVIG00000024624	Neovison_vison
ENSCPGP00000007558	ENSCPGG00000005399	Calidris_pygmaea
ENSAOWP00000016455	ENSAOWG00000011204	Apteryx_owenii	ENSAOWT00000018677
ENSPNYP00000020106	ENSPNYG00000015198	Pundamilia_nyererei
ENSOPRP00000003606	ENSOPRG00000003927	Ochotona_princeps
ENSLCAP00010041759	ENSLCAG00010019555	Lates_calcarifer
ENSBMUP00000012463	ENSBMUG00000009544	Bos_mutus
ENSTBEP00000013609	ENSTBEG00000015692	Tupaia_belangeri
ENSFALP00000004858	ENSFALG00000004669	Ficedula_albicollis
ENSAPOP00000015258	ENSAPOG00000018210	Acanthochromis_polyacanthus
ENSORLP00020003805	ENSORLG00020004585	Oryzias_latipes_ASM223471v1
ENSBBBP00000004518	ENSBBBG00000001562	Bison_bison_bison
ENSLOCP00000017591	ENSLOCG00000014290	Lepisosteus_oculatus
ENSXETP00000018076	ENSXETG00000001914	Xenopus_tropicalis
ENSOCUP00000017454	ENSOCUG00000026502	Oryctolagus_cuniculus
ENSCABP00000001004	ENSCABG00000000853	Chelonoidis_abingdonii
ENSNLEP00000045890	ENSNLEG00000004880	Nomascus_leucogenys
ENSCMIP00000002102	ENSCMIG00000001272	Callorhinchus_milii
ENSPTEP00000040347	ENSPTEG00000037169	Piliocolobus_tephrosceles
ENSORLP00015019886	ENSORLG00015020961	Oryzias_latipes_ASM223469v1
ENSIPUP00000027490	ENSIPUG00000018624	Ictalurus_punctatus
ENSCPRP00005007130	ENSCPRG00005005049	Crocodylus_porosus
MGP_PahariEiJ_P0052322	MGP_PahariEiJ_G0022611	Mus_pahari_strain_PAHARI_EIJ
ENSAPEP00000007973	ENSAPEG00000005708	Amphiprion_percula
ENSDNOP00000001726	ENSDNOG00000002219	Dasypus_novemcinctus
ENSMUNP00000002139	ENSMUNG00000001905	Melopsittacus_undulatus
ENSMLUP00000012558	ENSMLUG00000013800	Myotis_lucifugus
ENSCHIP00000008546	ENSCHIG00000011691	Capra_hircus
ENSGMOP00000011877	ENSGMOG00000011107	Gadus_morhua
ENSCANP00000022336	ENSCANG00000034604	Colobus_angolensis_palliatus
ENSPCAP00000011050	ENSPCAG00000011878	Procavia_capensis
