ENSCJPP00005017332	ENSCJPG00005014169	Coturnix_japonica
ENSMODP00000011311	ENSMODG00000009069	Monodelphis_domestica
ENSPTRP00000032197	ENSPTRG00000018858	Pan_troglodytes	ENSPTRT00000034833
ENSPPAP00000029267	ENSPPAG00000037640	Pan_paniscus	ENSPPAT00000052116
ENSP00000380241	ENSG00000106268	Homo_sapiens	ENST00000397048
ENSGGOP00000011673	ENSGGOG00000011969	Gorilla_gorilla
ENSNLEP00000044189	ENSNLEG00000029411	Nomascus_leucogenys
ENSPPYP00000019399	ENSPPYG00000017311	Pongo_abelii
ENSRROP00000007622	ENSRROG00000027802	Rhinopithecus_roxellana
ENSRBIP00000031826	ENSRBIG00000039727	Rhinopithecus_bieti
ENSPTEP00000043404	ENSPTEG00000039533	Piliocolobus_tephrosceles
ENSPANP00000021371	ENSPANG00000029943	Papio_anubis
ENSMLEP00000000629	ENSMLEG00000001935	Mandrillus_leucophaeus
ENSTGEP00000004373	ENSTGEG00000003674	Theropithecus_gelada
ENSCATP00000034201	ENSCATG00000040024	Cercocebus_atys
ENSMFAP00000044466	ENSMFAG00000039575	Macaca_fascicularis
ENSMMUP00000035540	ENSMMUG00000022072	Macaca_mulatta
ENSMNEP00000036550	ENSMNEG00000041382	Macaca_nemestrina
ENSCSAP00000013613	ENSCSAG00000017586	Chlorocebus_sabaeus
ENSCJAP00000002545	ENSCJAG00000040569	Callithrix_jacchus
ENSCCAP00000005485	ENSCCAG00000020483	Cebus_capucinus_imitator
ENSSBOP00000035003	ENSSBOG00000033662	Saimiri_boliviensis_boliviensis
ENSANAP00000034166	ENSANAG00000034728	Aotus_nancymaae
ENSANAP00000029149	ENSANAG00000032369	Aotus_nancymaae
ENSCANP00000035480	ENSCANG00000041426	Colobus_angolensis_palliatus
ENSCCAP00000012572	ENSCCAG00000024070	Cebus_capucinus_imitator
ENSTSYP00000031620	ENSTSYG00000033594	Carlito_syrichta
ENSPSMP00000030247	ENSPSMG00000020991	Prolemur_simus
ENSMICP00000040360	ENSMICG00000037667	Microcebus_murinus
ENSPCOP00000005917	ENSPCOG00000014011	Propithecus_coquereli
ENSOGAP00000017164	ENSOGAG00000033181	Otolemur_garnettii
ENSCLAP00000016036	ENSCLAG00000011039	Chinchilla_lanigera
ENSODEP00000013160	ENSODEG00000009745	Octodon_degus
ENSCPOP00000013125	ENSCPOG00000014567	Cavia_porcellus
ENSCAPP00000001379	ENSCAPG00000002617	Cavia_aperea
ENSHGLP00000008562	ENSHGLG00000006176	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024195	ENSHGLG00100017765	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000007840	ENSFDAG00000016246	Fukomys_damarensis
ENSCGRP00000010490	ENSCGRG00000007703	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001017010	ENSCGRG00001017173	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00001024154	ENSCGRG00001022152	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015016654	ENSCGRG00015012816	Cricetulus_griseus_CriGri-PICR
ENSMOCP00000014465	ENSMOCG00000013957	Microtus_ochrogaster
ENSPEMP00000024825	ENSPEMG00000021429	Peromyscus_maniculatus_bairdii
ENSPEMP00000014644	ENSPEMG00000014386	Peromyscus_maniculatus_bairdii
ENSMUSP00000059983	ENSMUSG00000036639	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0074662	MGP_SPRETEiJ_G0028949	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000035934	ENSMSIG00000029900	Mus_spicilegus
MGP_CAROLIEiJ_P0071844	MGP_CAROLIEiJ_G0027945	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0060056	MGP_PahariEiJ_G0024517	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000001700	ENSRNOG00000001260	Rattus_norvegicus
ENSMUGP00000030397	ENSMUGG00000025251	Meriones_unguiculatus
ENSNGAP00000009370	ENSNGAG00000012077	Nannospalax_galili
ENSCCNP00000018293	ENSCCNG00000018559	Castor_canadensis
ENSDORP00000003273	ENSDORG00000003500	Dipodomys_ordii
ENSJJAP00000016318	ENSJJAG00000018201	Jaculus_jaculus
ENSSDAP00000017580	ENSSDAG00000016005	Spermophilus_dauricus
ENSSTOP00000013849	ENSSTOG00000015462	Ictidomys_tridecemlineatus
ENSUPAP00010000087	ENSUPAG00010000109	Urocitellus_parryii
ENSMMMP00000009712	ENSMMMG00000008658	Marmota_marmota_marmota
ENSTBEP00000006772	ENSTBEG00000007840	Tupaia_belangeri
ENSBIXP00000008160	ENSBIXG00000014070	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005014733	ENSBIXG00005018669	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000003218	ENSBTAG00000002480	Bos_taurus
ENSBMUP00000025905	ENSBMUG00000019425	Bos_mutus
ENSBBBP00000008253	ENSBBBG00000016255	Bison_bison_bison
ENSOARP00000005704	ENSOARG00000005314	Ovis_aries
ENSSSCP00000046407	ENSSSCG00000033926	Sus_scrofa_strain_reference
ENSTTRP00000010135	ENSTTRG00000010692	Tursiops_truncatus
ENSEASP00005031063	ENSEASG00005021157	Equus_asinus_asinus
ENSECAP00000007255	ENSECAG00000009340	Equus_caballus
ENSUAMP00000001739	ENSUAMG00000001635	Ursus_americanus
ENSUMAP00000009416	ENSUMAG00000007105	Ursus_maritimus
ENSAMEP00000003855	ENSAMEG00000003657	Ailuropoda_melanoleuca
ENSMPUP00000017802	ENSMPUG00000017912	Mustela_putorius_furo
ENSNVIP00000004723	ENSNVIG00000003811	Neovison_vison
ENSCAFP00020026406	ENSCAFG00020020755	Canis_lupus_dingo
ENSCAFP00000054594	ENSCAFG00000016431	Canis_lupus_familiaris
ENSVVUP00000005295	ENSVVUG00000004154	Vulpes_vulpes
ENSPPRP00000009290	ENSPPRG00000003790	Panthera_pardus
ENSPTIP00000017276	ENSPTIG00000015755	Panthera_tigris_altaica
ENSFCAP00000052269	ENSFCAG00000005390	Felis_catus
ENSEEUP00000008732	ENSEEUG00000009613	Erinaceus_europaeus
ENSSARP00000005068	ENSSARG00000005612	Sorex_araneus
ENSCHIP00000029641	ENSCHIG00000024705	Capra_hircus
ENSOCUP00000007974	ENSOCUG00000009239	Oryctolagus_cuniculus
ENSLAFP00000005759	ENSLAFG00000006857	Loxodonta_africana
ENSPCAP00000007279	ENSPCAG00000007827	Procavia_capensis
ENSCHOP00000011739	ENSCHOG00000013253	Choloepus_hoffmanni
ENSOANP00000002964	ENSOANG00000001867	Ornithorhynchus_anatinus
ENSOANP00000015846	ENSOANG00000009996	Ornithorhynchus_anatinus
ENSOANP00000011541	ENSOANG00000007248	Ornithorhynchus_anatinus
ENSOANP00000003257	ENSOANG00000002055	Ornithorhynchus_anatinus
ENSLACP00000018824	ENSLACG00000016569	Latimeria_chalumnae
ENSTRUP00000035473	ENSTRUG00000013868	Takifugu_rubripes
ENSSFOP00015008726	ENSSFOG00015005706	Scleropages_formosus
ENSCMIP00000026913	ENSCMIG00000011742	Callorhinchus_milii
ENSAMXP00000043665	ENSAMXG00000031431	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005031283	ENSAMXG00005015353	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000033065	ENSPNAG00000021425	Pygocentrus_nattereri
ENSEEEP00000000346	ENSEEEG00000000247	Electrophorus_electricus
ENSIPUP00000027391	ENSIPUG00000018540	Ictalurus_punctatus
ENSDARP00000040752	ENSDARG00000030573	Danio_rerio
ENSCHAP00000060610	ENSCHAG00000027101	Clupea_harengus
ENSDCDP00000018997	ENSDCDG00000015271	Denticeps_clupeoides
ENSACLP00000006911	ENSACLG00000004671	Astatotilapia_calliptera
ENSPNYP00000012081	ENSPNYG00000009181	Pundamilia_nyererei
ENSMZEP00005030258	ENSMZEG00005022553	Maylandia_zebra
ENSHBUP00000022559	ENSHBUG00000002865	Haplochromis_burtoni
ENSNBRP00000020847	ENSNBRG00000016007	Neolamprologus_brichardi
ENSONIP00000001668	ENSONIG00000001319	Oreochromis_niloticus
ENSACIP00000016030	ENSACIG00000012455	Amphilophus_citrinellus
ENSPRNP00000015564	ENSPRNG00000008362	Parambassis_ranga
ENSMAMP00000002689	ENSMAMG00000001889	Mastacembelus_armatus
ENSMALP00000005285	ENSMALG00000003807	Monopterus_albus
ENSATEP00000004950	ENSATEG00000003497	Anabas_testudineus
ENSBSLP00000044224	ENSBSLG00000021021	Betta_splendens
ENSSDUP00000025217	ENSSDUG00000018312	Seriola_dumerili
ENSSLDP00000011930	ENSSLDG00000009496	Seriola_lalandi_dorsalis
ENSSMAP00000009427	ENSSMAG00000005801	Scophthalmus_maximus
ENSLCAP00010014243	ENSLCAG00010006782	Lates_calcarifer
ENSMMOP00000027002	ENSMMOG00000020425	Mola_mola
ENSTNIP00000008255	ENSTNIG00000005556	Tetraodon_nigroviridis
ENSCGOP00000003647	ENSCGOG00000001958	Cottoperca_gobio
ENSLCRP00005011029	ENSLCRG00005005005	Larimichthys_crocea
ENSLBEP00000022074	ENSLBEG00000016961	Labrus_bergylta
ENSXCOP00000022252	ENSXCOG00000016611	Xiphophorus_couchianus
ENSXMAP00000009327	ENSXMAG00000009311	Xiphophorus_maculatus
ENSPLAP00000025561	ENSPLAG00000012664	Poecilia_latipinna
ENSPREP00000012813	ENSPREG00000008691	Poecilia_reticulata
ENSPFOP00000015197	ENSPFOG00000015165	Poecilia_formosa
ENSPMEP00000028893	ENSPMEG00000014281	Poecilia_mexicana
ENSGAFP00000026767	ENSGAFG00000018094	Gambusia_affinis
ENSCVAP00000011412	ENSCVAG00000013662	Cyprinodon_variegatus
ENSFHEP00000014731	ENSFHEG00000016335	Fundulus_heteroclitus
ENSKMAP00000025349	ENSKMAG00000018781	Kryptolebias_marmoratus
ENSORLP00020024654	ENSORLG00020006178	Oryzias_latipes_ASM223471v1
ENSORLP00015033824	ENSORLG00015019438	Oryzias_latipes_ASM223469v1
ENSORLP00000039296	ENSORLG00000026743	Oryzias_latipes_ASM223467v1
ENSOMEP00000000004	ENSOMEG00000024011	Oryzias_melastigma
ENSAOCP00000008637	ENSAOCG00000012682	Amphiprion_ocellaris
ENSAPEP00000023178	ENSAPEG00000016498	Amphiprion_percula
ENSAPOP00000000174	ENSAPOG00000001329	Acanthochromis_polyacanthus
ENSSPAP00000013956	ENSSPAG00000010558	Stegastes_partitus
ENSPMGP00000000893	ENSPMGG00000000815	Periophthalmus_magnuspinnatus
ENSCSEP00000033123	ENSCSEG00000021265	Cynoglossus_semilaevis
ENSGACP00000018654	ENSGACG00000014129	Gasterosteus_aculeatus
ENSHCOP00000005342	ENSHCOG00000006992	Hippocampus_comes
ENSGWIP00000023645	ENSGWIG00000012612	Gouania_willdenowi
ENSGMOP00000005375	ENSGMOG00000005086	Gadus_morhua
ENSHHUP00000048094	ENSHHUG00000029167	Hucho_hucho
ENSELUP00000020994	ENSELUG00000020132	Esox_lucius
ENSPKIP00000028810	ENSPKIG00000010301	Paramormyrops_kingsleyae
ENSLOCP00000001647	ENSLOCG00000001447	Lepisosteus_oculatus
ENSECRP00000016989	ENSECRG00000011294	Erpetoichthys_calabaricus
ENSECRP00000031942	ENSECRG00000021623	Erpetoichthys_calabaricus
ENSXETP00000005743	ENSXETG00000009607	Xenopus_tropicalis
ENSEBUP00000013050	ENSEBUG00000008254	Eptatretus_burgeri
ENSCSAVP00000010373	ENSCSAVG00000006107	Ciona_savignyi
ENSCINP00000030739	ENSCING00000024126	Ciona_intestinalis
