ENSOCUP00000048165	ENSOCUG00000010508	Oryctolagus_cuniculus
ENSTBEP00000006718	ENSTBEG00000007748	Tupaia_belangeri
ENSPVAP00000011146	ENSPVAG00000011823	Pteropus_vampyrus
ENSMLUP00000015210	ENSMLUG00000016677	Myotis_lucifugus
ENSUAMP00000009462	ENSUAMG00000007835	Ursus_americanus
ENSUMAP00000010611	ENSUMAG00000007994	Ursus_maritimus
ENSAMEP00000014226	ENSAMEG00000013489	Ailuropoda_melanoleuca
ENSNVIP00000022092	ENSNVIG00000017219	Neovison_vison
ENSMPUP00000015630	ENSMPUG00000015739	Mustela_putorius_furo
ENSCAFP00000063101	ENSCAFG00000012052	Canis_lupus_familiaris
ENSCAFP00020020722	ENSCAFG00020016405	Canis_lupus_dingo
ENSVVUP00000008914	ENSVVUG00000006665	Vulpes_vulpes
ENSPTIP00000003881	ENSPTIG00000006500	Panthera_tigris_altaica
ENSPPRP00000000179	ENSPPRG00000024990	Panthera_pardus
ENSFCAP00000020172	ENSFCAG00000027219	Felis_catus
ENSECAP00000052052	ENSECAG00000007105	Equus_caballus
ENSEASP00005009045	ENSEASG00005006481	Equus_asinus_asinus
ENSCHIP00000001938	ENSCHIG00000003808	Capra_hircus
ENSOARP00000012882	ENSOARG00000012014	Ovis_aries
ENSBIXP00000031837	ENSBIXG00000014271	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005015934	ENSBIXG00005003221	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000018741	ENSBTAG00000014093	Bos_taurus
ENSBMUP00000009189	ENSBMUG00000007161	Bos_mutus
ENSBBBP00000027908	ENSBBBG00000024391	Bison_bison_bison
ENSTTRP00000000752	ENSTTRG00000000799	Tursiops_truncatus
ENSSSCP00000036736	ENSSSCG00000001852	Sus_scrofa_strain_reference
ENSPCAP00000006893	ENSPCAG00000007364	Procavia_capensis
ENSLAFP00000008523	ENSLAFG00000010171	Loxodonta_africana
ENSETEP00000008007	ENSETEG00000009862	Echinops_telfairi
ENSEEUP00000008177	ENSEEUG00000008959	Erinaceus_europaeus
ENSCCNP00000014849	ENSCCNG00000015328	Castor_canadensis
ENSDORP00000013623	ENSDORG00000014489	Dipodomys_ordii
ENSCGRP00000004559	ENSCGRG00000003356	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015002211	ENSCGRG00015001817	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001003513	ENSCGRG00001004244	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000022535	ENSMAUG00000019935	Mesocricetus_auratus
ENSPEMP00000007985	ENSPEMG00000009784	Peromyscus_maniculatus_bairdii
ENSMOCP00000001680	ENSMOCG00000001303	Microtus_ochrogaster
MGP_SPRETEiJ_P0083638	MGP_SPRETEiJ_G0030995	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000103007	ENSMUSG00000030541	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000020879	ENSMSIG00000017730	Mus_spicilegus
MGP_CAROLIEiJ_P0080291	MGP_CAROLIEiJ_G0029893	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0017141	MGP_PahariEiJ_G0013115	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000019059	ENSRNOG00000013949	Rattus_norvegicus
ENSMUGP00000011319	ENSMUGG00000009911	Meriones_unguiculatus
ENSMUGP00000011268	ENSMUGG00000009870	Meriones_unguiculatus
ENSNGAP00000003704	ENSNGAG00000004440	Nannospalax_galili
ENSJJAP00000002294	ENSJJAG00000003839	Jaculus_jaculus
ENSSTOP00000002442	ENSSTOG00000002733	Ictidomys_tridecemlineatus
ENSUPAP00010019840	ENSUPAG00010015704	Urocitellus_parryii
ENSSDAP00000002944	ENSSDAG00000002815	Spermophilus_dauricus
ENSMMMP00000022582	ENSMMMG00000019823	Marmota_marmota_marmota
ENSCAPP00000017375	ENSCAPG00000017048	Cavia_aperea
ENSCPOP00000007630	ENSCPOG00000008488	Cavia_porcellus
ENSCLAP00000020441	ENSCLAG00000014007	Chinchilla_lanigera
ENSODEP00000021321	ENSODEG00000015691	Octodon_degus
ENSHGLP00100008489	ENSHGLG00100006319	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000011585	ENSHGLG00000008310	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000023361	ENSFDAG00000021513	Fukomys_damarensis
ENSVURP00010009085	ENSVURG00010007032	Vombatus_ursinus
ENSPCIP00000007786	ENSPCIG00000006512	Phascolarctos_cinereus
ENSMEUP00000008930	ENSMEUG00000009797	Notamacropus_eugenii
ENSSHAP00000013608	ENSSHAG00000011631	Sarcophilus_harrisii
ENSMODP00000024347	ENSMODG00000019516	Monodelphis_domestica
ENSOANP00000023989	ENSOANG00000015236	Ornithorhynchus_anatinus
ENSCPUP00000013290	ENSCPUG00000009430	Calidris_pugnax
ENSCPGP00000011851	ENSCPGG00000008205	Calidris_pygmaea
ENSMUNP00000000446	ENSMUNG00000000426	Melopsittacus_undulatus
ENSSCAP00000019674	ENSSCAG00000014199	Serinus_canaria
ENSJHYP00000021869	ENSJHYG00000016488	Junco_hyemalis
ENSLSDP00000013973	ENSLSDG00000009992	Lonchura_striata_domestica
ENSCCEP00000006393	ENSCCEG00000005035	Cyanistes_caeruleus
ENSPMJP00000015837	ENSPMJG00000011671	Parus_major
ENSFALP00000011525	ENSFALG00000011043	Ficedula_albicollis
ENSLCOP00000008281	ENSLCOG00000005957	Lepidothrix_coronata
ENSMVIP00005009657	ENSMVIG00005007077	Manacus_vitellinus
ENSABRP00000006354	ENSABRG00000005863	Anser_brachyrhynchus
ENSAPLP00000021667	ENSAPLG00000027640	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000004445	ENSMGAG00000004597	Meleagris_gallopavo
ENSCJPP00005027247	ENSCJPG00005021141	Coturnix_japonica
ENSGALP00000049035	ENSGALG00000034434	Gallus_gallus
ENSNMEP00000010378	ENSNMEG00000009856	Numida_meleagris
ENSNPEP00000012973	ENSNPEG00000009689	Nothoprocta_perdicaria
ENSAOWP00000011829	ENSAOWG00000008006	Apteryx_owenii
ENSAHAP00000003061	ENSAHAG00000002151	Apteryx_haastii
ENSARWP00000020460	ENSARWG00000013870	Apteryx_rowi
ENSDNVP00000009185	ENSDNVG00000006347	Dromaius_novaehollandiae
ENSGAGP00000008602	ENSGAGG00000005774	Gopherus_agassizii
ENSCABP00000013531	ENSCABG00000010150	Chelonoidis_abingdonii
ENSCPBP00000035834	ENSCPBG00000024479	Chrysemys_picta_bellii
ENSACAP00000009659	ENSACAG00000009784	Anolis_carolinensis
ENSPVIP00000014341	ENSPVIG00000010022	Pogona_vitticeps
ENSSMRP00000027982	ENSSMRG00000021530	Salvator_merianae
ENSNSUP00000028470	ENSNSUG00000020259	Notechis_scutatus
ENSTGUP00000016641	ENSTGUG00000016340	Taeniopygia_guttata
ENSZALP00000005291	ENSZALG00000004927	Zonotrichia_albicollis
ENSSDAP00000016557	ENSSDAG00000014988	Spermophilus_dauricus
ENSSPUP00000005447	ENSSPUG00000004186	Sphenodon_punctatus
ENSCMIP00000018146	ENSCMIG00000008570	Callorhinchus_milii
ENSLOCP00000017646	ENSLOCG00000014327	Lepisosteus_oculatus
ENSECRP00000027691	ENSECRG00000018564	Erpetoichthys_calabaricus
ENSAMXP00005031669	ENSAMXG00005014927	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000007638	ENSAMXG00000007438	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000005705	ENSPNAG00000001970	Pygocentrus_nattereri
ENSIPUP00000000533	ENSIPUG00000000405	Ictalurus_punctatus
ENSEEEP00000036101	ENSEEEG00000016730	Electrophorus_electricus
ENSDARP00000027389	ENSDARG00000003795	Danio_rerio
ENSDCDP00000013419	ENSDCDG00000009186	Denticeps_clupeoides
ENSSFOP00015031227	ENSSFOG00015020007	Scleropages_formosus
ENSPKIP00000003876	ENSPKIG00000021189	Paramormyrops_kingsleyae
ENSHHUP00000047775	ENSHHUG00000028729	Hucho_hucho
ENSHHUP00000059926	ENSHHUG00000035426	Hucho_hucho
ENSELUP00000020000	ENSELUG00000019359	Esox_lucius
ENSCHAP00000009908	ENSCHAG00000001837	Clupea_harengus
ENSORLP00015032976	ENSORLG00015018130	Oryzias_latipes_ASM223469v1
ENSORLP00020003699	ENSORLG00020004493	Oryzias_latipes_ASM223471v1
ENSORLP00000010322	ENSORLG00000008218	Oryzias_latipes_ASM223467v1
ENSOMEP00000036075	ENSOMEG00000023667	Oryzias_melastigma
ENSGWIP00000008773	ENSGWIG00000005202	Gouania_willdenowi
ENSAOCP00000016333	ENSAOCG00000021269	Amphiprion_ocellaris
ENSAPEP00000025121	ENSAPEG00000017839	Amphiprion_percula
ENSAPOP00000025394	ENSAPOG00000008457	Acanthochromis_polyacanthus
ENSMAMP00000012998	ENSMAMG00000008807	Mastacembelus_armatus
ENSATEP00000008807	ENSATEG00000006165	Anabas_testudineus
ENSSPAP00000014146	ENSSPAG00000010698	Stegastes_partitus
ENSPRNP00000035412	ENSPRNG00000015149	Parambassis_ranga
ENSBSLP00000046751	ENSBSLG00000021688	Betta_splendens
ENSPMGP00000008009	ENSPMGG00000006627	Periophthalmus_magnuspinnatus
ENSSDUP00000015215	ENSSDUG00000011097	Seriola_dumerili
ENSSLDP00000000902	ENSSLDG00000000816	Seriola_lalandi_dorsalis
ENSLCAP00010012260	ENSLCAG00010005797	Lates_calcarifer
ENSLCRP00005058347	ENSLCRG00005021227	Larimichthys_crocea
ENSLBEP00000008506	ENSLBEG00000006568	Labrus_bergylta
ENSPFOP00000006005	ENSPFOG00000005967	Poecilia_formosa
ENSPMEP00000012563	ENSPMEG00000014791	Poecilia_mexicana
ENSPLAP00000016642	ENSPLAG00000020843	Poecilia_latipinna
ENSPREP00000010938	ENSPREG00000006801	Poecilia_reticulata
ENSXCOP00000027099	ENSXCOG00000020232	Xiphophorus_couchianus
ENSXMAP00000002889	ENSXMAG00000002871	Xiphophorus_maculatus
ENSGAFP00000001802	ENSGAFG00000001227	Gambusia_affinis
ENSCVAP00000012201	ENSCVAG00000014620	Cyprinodon_variegatus
ENSFHEP00000001929	ENSFHEG00000002709	Fundulus_heteroclitus
ENSKMAP00000022018	ENSKMAG00000016352	Kryptolebias_marmoratus
ENSACLP00000030801	ENSACLG00000020847	Astatotilapia_calliptera
ENSMZEP00005029888	ENSMZEG00005022294	Maylandia_zebra
ENSHBUP00000030885	ENSHBUG00000016211	Haplochromis_burtoni
ENSPNYP00000014172	ENSPNYG00000010747	Pundamilia_nyererei
ENSNBRP00000025956	ENSNBRG00000019851	Neolamprologus_brichardi
ENSONIP00000019101	ENSONIG00000015176	Oreochromis_niloticus
ENSACIP00000030683	ENSACIG00000023731	Amphilophus_citrinellus
ENSMALP00000010476	ENSMALG00000007440	Monopterus_albus
ENSHCOP00000023425	ENSHCOG00000011933	Hippocampus_comes
ENSTRUP00000014969	ENSTRUG00000006159	Takifugu_rubripes
ENSTNIP00000022441	ENSTNIG00000019241	Tetraodon_nigroviridis
ENSMMOP00000009152	ENSMMOG00000007073	Mola_mola
ENSCSEP00000021283	ENSCSEG00000013578	Cynoglossus_semilaevis
ENSCGOP00000028612	ENSCGOG00000011490	Cottoperca_gobio
ENSGACP00000014348	ENSGACG00000010827	Gasterosteus_aculeatus
ENSSMAP00000002302	ENSSMAG00000001429	Scophthalmus_maximus
ENSGMOP00000014056	ENSGMOG00000013141	Gadus_morhua
ENSPKIP00000002759	ENSPKIG00000020516	Paramormyrops_kingsleyae
ENSSFOP00015023729	ENSSFOG00015015234	Scleropages_formosus
ENSACLP00000019991	ENSACLG00000013584	Astatotilapia_calliptera
ENSMZEP00005011522	ENSMZEG00005008641	Maylandia_zebra
ENSPNYP00000025893	ENSPNYG00000019532	Pundamilia_nyererei
ENSHBUP00000020943	ENSHBUG00000023258	Haplochromis_burtoni
ENSNBRP00000000330	ENSNBRG00000000293	Neolamprologus_brichardi
ENSONIP00000003229	ENSONIG00000002577	Oreochromis_niloticus
ENSACIP00000027141	ENSACIG00000021021	Amphilophus_citrinellus
ENSFHEP00000012530	ENSFHEG00000014021	Fundulus_heteroclitus
ENSCVAP00000015656	ENSCVAG00000018486	Cyprinodon_variegatus
ENSPFOP00000017452	ENSPFOG00000017364	Poecilia_formosa
ENSPMEP00000027796	ENSPMEG00000012495	Poecilia_mexicana
ENSPLAP00000000478	ENSPLAG00000001302	Poecilia_latipinna
ENSPREP00000007277	ENSPREG00000005013	Poecilia_reticulata
ENSXMAP00000018146	ENSXMAG00000018097	Xiphophorus_maculatus
ENSXCOP00000024258	ENSXCOG00000018113	Xiphophorus_couchianus
ENSGAFP00000002925	ENSGAFG00000001978	Gambusia_affinis
ENSKMAP00000023409	ENSKMAG00000017348	Kryptolebias_marmoratus
ENSTRUP00000005567	ENSTRUG00000002406	Takifugu_rubripes
ENSTNIP00000014311	ENSTNIG00000011366	Tetraodon_nigroviridis
ENSCSEP00000018758	ENSCSEG00000012012	Cynoglossus_semilaevis
ENSMALP00000027518	ENSMALG00000019086	Monopterus_albus
ENSMAMP00000001664	ENSMAMG00000001178	Mastacembelus_armatus
ENSPRNP00000024652	ENSPRNG00000012529	Parambassis_ranga
ENSLCAP00010051708	ENSLCAG00010023893	Lates_calcarifer
ENSSMAP00000011948	ENSSMAG00000007366	Scophthalmus_maximus
ENSSDUP00000005588	ENSSDUG00000004104	Seriola_dumerili
ENSSDUP00000015613	ENSSDUG00000011184	Seriola_dumerili
ENSSLDP00000004259	ENSSLDG00000003354	Seriola_lalandi_dorsalis
ENSBSLP00000010222	ENSBSLG00000004876	Betta_splendens
ENSAOCP00000003599	ENSAOCG00000000357	Amphiprion_ocellaris
ENSAPEP00000001376	ENSAPEG00000001016	Amphiprion_percula
ENSAPOP00000018131	ENSAPOG00000021462	Acanthochromis_polyacanthus
ENSSPAP00000019249	ENSSPAG00000014511	Stegastes_partitus
ENSORLP00015020227	ENSORLG00015021363	Oryzias_latipes_ASM223469v1
ENSORLP00020000943	ENSORLG00020001656	Oryzias_latipes_ASM223471v1
ENSORLP00000015781	ENSORLG00000012601	Oryzias_latipes_ASM223467v1
ENSOMEP00000011892	ENSOMEG00000013229	Oryzias_melastigma
ENSLCRP00005025109	ENSLCRG00005009238	Larimichthys_crocea
ENSCGOP00000019464	ENSCGOG00000009317	Cottoperca_gobio
ENSGACP00000021754	ENSGACG00000016476	Gasterosteus_aculeatus
ENSLBEP00000009296	ENSLBEG00000007152	Labrus_bergylta
ENSMMOP00000000161	ENSMMOG00000000141	Mola_mola
ENSGWIP00000056245	ENSGWIG00000026651	Gouania_willdenowi
ENSPMGP00000010591	ENSPMGG00000008767	Periophthalmus_magnuspinnatus
ENSATEP00000000219	ENSATEG00000000169	Anabas_testudineus
ENSAPLP00000002598	ENSAPLG00000003136	Anas_platyrhynchos_platyrhynchos
ENSAPLP00000002033	ENSAPLG00000002590	Anas_platyrhynchos_platyrhynchos
ENSELUP00000037973	ENSELUG00000017764	Esox_lucius
ENSGMOP00000018855	ENSGMOG00000017537	Gadus_morhua
ENSCMIP00000006759	ENSCMIG00000003541	Callorhinchus_milii
ENSLACP00000020452	ENSLACG00000017975	Latimeria_chalumnae
ENSXETP00000045721	ENSXETG00000020289	Xenopus_tropicalis
ENSEBUP00000022590	ENSEBUG00000013895	Eptatretus_burgeri
ENSCINP00000017691	ENSCING00000008658	Ciona_intestinalis
ENSCSAVP00000006066	ENSCSAVG00000003623	Ciona_savignyi
ENSPNAP00000030022	ENSPNAG00000016494	Pygocentrus_nattereri
ENSCSEP00000011158	ENSCSEG00000007166	Cynoglossus_semilaevis	ENSCSET00000011292
ENSLSDP00000017998	ENSLSDG00000012841	Lonchura_striata_domestica
ENSPKIP00000035591	ENSPKIG00000014476	Paramormyrops_kingsleyae
ENSSFOP00015036863	ENSSFOG00015023448	Scleropages_formosus
ENSAMXP00000015717	ENSAMXG00000015280	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005043655	ENSAMXG00005020227	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000035643	ENSPNAG00000025794	Pygocentrus_nattereri
ENSIPUP00000035394	ENSIPUG00000023732	Ictalurus_punctatus
ENSEEEP00000039957	ENSEEEG00000018742	Electrophorus_electricus
ENSDARP00000023774	ENSDARG00000025375	Danio_rerio
ENSDCDP00000061537	ENSDCDG00000035020	Denticeps_clupeoides
ENSCHAP00000025396	ENSCHAG00000011802	Clupea_harengus
ENSPFOP00000002587	ENSPFOG00000002594	Poecilia_formosa
ENSPMEP00000009691	ENSPMEG00000011586	Poecilia_mexicana
ENSPLAP00000031242	ENSPLAG00000023100	Poecilia_latipinna
ENSPREP00000029995	ENSPREG00000020304	Poecilia_reticulata
ENSXMAP00000007288	ENSXMAG00000007256	Xiphophorus_maculatus
ENSXCOP00000024197	ENSXCOG00000018069	Xiphophorus_couchianus
ENSGAFP00000001621	ENSGAFG00000001136	Gambusia_affinis
ENSFHEP00000021878	ENSFHEG00000001904	Fundulus_heteroclitus
ENSCVAP00000001441	ENSCVAG00000002425	Cyprinodon_variegatus
ENSORLP00015000468	ENSORLG00015001069	Oryzias_latipes_ASM223469v1
ENSOMEP00000009945	ENSOMEG00000011210	Oryzias_melastigma
ENSGWIP00000049184	ENSGWIG00000023871	Gouania_willdenowi
ENSTNIP00000014508	ENSTNIG00000011558	Tetraodon_nigroviridis
ENSTRUP00000014291	ENSTRUG00000005863	Takifugu_rubripes
ENSPMGP00000001507	ENSPMGG00000001355	Periophthalmus_magnuspinnatus
ENSSDUP00000024737	ENSSDUG00000017961	Seriola_dumerili
ENSSLDP00000025756	ENSSLDG00000020025	Seriola_lalandi_dorsalis
ENSCSEP00000004269	ENSCSEG00000002775	Cynoglossus_semilaevis
ENSBSLP00000034953	ENSBSLG00000016925	Betta_splendens
ENSGACP00000012105	ENSGACG00000009167	Gasterosteus_aculeatus
ENSCGOP00000056886	ENSCGOG00000024696	Cottoperca_gobio
ENSLCRP00005010521	ENSLCRG00005004740	Larimichthys_crocea
ENSMMOP00000008365	ENSMMOG00000006476	Mola_mola
ENSMZEP00005028022	ENSMZEG00005020906	Maylandia_zebra
ENSACLP00000015536	ENSACLG00000010579	Astatotilapia_calliptera
ENSPNYP00000014746	ENSPNYG00000011180	Pundamilia_nyererei
ENSHBUP00000030135	ENSHBUG00000014969	Haplochromis_burtoni
ENSNBRP00000025376	ENSNBRG00000019389	Neolamprologus_brichardi
ENSONIP00000020613	ENSONIG00000016369	Oreochromis_niloticus
ENSACIP00000009082	ENSACIG00000007114	Amphilophus_citrinellus
ENSACLP00000015578	ENSACLG00000010612	Astatotilapia_calliptera
ENSACIP00000019860	ENSACIG00000015438	Amphilophus_citrinellus
ENSKMAP00000006473	ENSKMAG00000004893	Kryptolebias_marmoratus
ENSPRNP00000057038	ENSPRNG00000026605	Parambassis_ranga
ENSLCAP00010018731	ENSLCAG00010008801	Lates_calcarifer
ENSATEP00000021880	ENSATEG00000015169	Anabas_testudineus
ENSMALP00000032398	ENSMALG00000022314	Monopterus_albus
ENSMAMP00000018279	ENSMAMG00000012331	Mastacembelus_armatus
ENSLBEP00000027966	ENSLBEG00000021190	Labrus_bergylta
ENSLBEP00000024886	ENSLBEG00000019003	Labrus_bergylta
ENSAPEP00000030316	ENSAPEG00000021529	Amphiprion_percula
ENSAOCP00000021517	ENSAOCG00000006379	Amphiprion_ocellaris
ENSAPOP00000019314	ENSAPOG00000022757	Acanthochromis_polyacanthus
ENSSPAP00000012109	ENSSPAG00000009178	Stegastes_partitus
ENSSMAP00000023117	ENSSMAG00000014096	Scophthalmus_maximus
ENSHCOP00000018939	ENSHCOG00000003904	Hippocampus_comes
ENSHCOP00000023679	ENSHCOG00000012581	Hippocampus_comes
ENSGMOP00000007420	ENSGMOG00000006982	Gadus_morhua
ENSHHUP00000080296	ENSHHUG00000046746	Hucho_hucho
ENSHHUP00000041016	ENSHHUG00000025267	Hucho_hucho
ENSELUP00000028789	ENSELUG00000005492	Esox_lucius
ENSLOCP00000005059	ENSLOCG00000004227	Lepisosteus_oculatus
ENSPCIP00000015560	ENSPCIG00000012090	Phascolarctos_cinereus
ENSVURP00010005794	ENSVURG00010004499	Vombatus_ursinus
ENSMEUP00000009000	ENSMEUG00000009863	Notamacropus_eugenii
ENSSHAP00000012123	ENSSHAG00000010387	Sarcophilus_harrisii
ENSMODP00000019879	ENSMODG00000015928	Monodelphis_domestica
ENSMLUP00000000812	ENSMLUG00000000891	Myotis_lucifugus
ENSEEUP00000010930	ENSEEUG00000011994	Erinaceus_europaeus
ENSSARP00000010075	ENSSARG00000011164	Sorex_araneus
ENSODEP00000012852	ENSODEG00000009512	Octodon_degus
ENSETEP00000013380	ENSETEG00000016494	Echinops_telfairi
ENSPCAP00000009981	ENSPCAG00000010628	Procavia_capensis
ENSECAP00000010194	ENSECAG00000011931	Equus_caballus
ENSEASP00005004034	ENSEASG00005003064	Equus_asinus_asinus
ENSPVAP00000007840	ENSPVAG00000008301	Pteropus_vampyrus
ENSUAMP00000011579	ENSUAMG00000009431	Ursus_americanus
ENSUMAP00000031389	ENSUMAG00000022685	Ursus_maritimus
ENSAMEP00000016084	ENSAMEG00000015244	Ailuropoda_melanoleuca
ENSNVIP00000006001	ENSNVIG00000004795	Neovison_vison
ENSMPUP00000000510	ENSMPUG00000000516	Mustela_putorius_furo
ENSCAFP00000020046	ENSCAFG00000013617	Canis_lupus_familiaris
ENSCAFP00020035375	ENSCAFG00020027389	Canis_lupus_dingo
ENSVVUP00000016033	ENSVVUG00000011802	Vulpes_vulpes
ENSPPRP00000015594	ENSPPRG00000008143	Panthera_pardus
ENSPTIP00000011246	ENSPTIG00000011718	Panthera_tigris_altaica
ENSFCAP00000003668	ENSFCAG00000003976	Felis_catus
ENSCHIP00000019250	ENSCHIG00000018336	Capra_hircus
ENSOARP00000020383	ENSOARG00000018980	Ovis_aries
ENSCHIP00000020279	ENSCHIG00000018971	Capra_hircus
ENSBIXP00000034955	ENSBIXG00000018066	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005027087	ENSBIXG00005001809	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000027348	ENSBTAG00000020527	Bos_taurus
ENSBMUP00000013649	ENSBMUG00000010416	Bos_mutus
ENSBBBP00000001632	ENSBBBG00000010731	Bison_bison_bison
ENSVPAP00000009030	ENSVPAG00000009700	Vicugna_pacos
ENSSSCP00000022058	ENSSSCG00000023264	Sus_scrofa_strain_reference
ENSMAUP00000001842	ENSMAUG00000001360	Mesocricetus_auratus
ENSMUGP00000026318	ENSMUGG00000021926	Meriones_unguiculatus
ENSNLEP00000041921	ENSNLEG00000034030	Nomascus_leucogenys
ENSTTRP00000015534	ENSTTRG00000016390	Tursiops_truncatus
ENSMLUP00000018232	ENSMLUG00000028815	Myotis_lucifugus
ENSRROP00000018626	ENSRROG00000033347	Rhinopithecus_roxellana
ENSRBIP00000010856	ENSRBIG00000029262	Rhinopithecus_bieti
ENSCANP00000002066	ENSCANG00000007444	Colobus_angolensis_palliatus
ENSPTEP00000037303	ENSPTEG00000034909	Piliocolobus_tephrosceles
ENSMFAP00000037246	ENSMFAG00000037839	Macaca_fascicularis
ENSMNEP00000015665	ENSMNEG00000031883	Macaca_nemestrina
ENSCATP00000039154	ENSCATG00000042214	Cercocebus_atys
ENSMLEP00000003141	ENSMLEG00000013259	Mandrillus_leucophaeus
ENSMMUP00000021152	ENSMMUG00000016077	Macaca_mulatta
ENSPANP00000004343	ENSPANG00000005239	Papio_anubis
ENSTGEP00000005740	ENSTGEG00000004747	Theropithecus_gelada
ENSCSAP00000006280	ENSCSAG00000010039	Chlorocebus_sabaeus
ENSPTRP00000083665	ENSPTRG00000012865	Pan_troglodytes
ENSPPAP00000032690	ENSPPAG00000039215	Pan_paniscus
ENSP00000390265	ENSG00000138413	Homo_sapiens
ENSGGOP00000012310	ENSGGOG00000012619	Gorilla_gorilla
ENSPPYP00000014668	ENSPPYG00000013125	Pongo_abelii
ENSNLEP00000008704	ENSNLEG00000007143	Nomascus_leucogenys
ENSANAP00000017455	ENSANAG00000026597	Aotus_nancymaae
ENSSBOP00000016470	ENSSBOG00000024891	Saimiri_boliviensis_boliviensis
ENSCCAP00000030930	ENSCCAG00000033486	Cebus_capucinus_imitator
ENSCCAP00000000094	ENSCCAG00000000173	Cebus_capucinus_imitator
ENSSBOP00000018246	ENSSBOG00000025738	Saimiri_boliviensis_boliviensis
ENSCJAP00000058285	ENSCJAG00000002828	Callithrix_jacchus
ENSANAP00000022707	ENSANAG00000029087	Aotus_nancymaae
ENSPPAP00000037171	ENSPPAG00000041327	Pan_paniscus
ENSPTRP00000063012	ENSPTRG00000050048	Pan_troglodytes
ENSGGOP00000033095	ENSGGOG00000040077	Gorilla_gorilla
ENSNLEP00000028992	ENSNLEG00000029272	Nomascus_leucogenys
ENSPANP00000040663	ENSPANG00000035002	Papio_anubis
ENSTGEP00000018893	ENSTGEG00000015208	Theropithecus_gelada
ENSMNEP00000008401	ENSMNEG00000028700	Macaca_nemestrina
ENSMFAP00000033177	ENSMFAG00000003107	Macaca_fascicularis
ENSMLEP00000034496	ENSMLEG00000041390	Mandrillus_leucophaeus
ENSCATP00000003572	ENSCATG00000013581	Cercocebus_atys
ENSCANP00000003146	ENSCANG00000011324	Colobus_angolensis_palliatus
ENSPTEP00000010271	ENSPTEG00000011657	Piliocolobus_tephrosceles
