ENSOCUP00000003814	ENSOCUG00000004411	Oryctolagus_cuniculus
ENSPEMP00000025594	ENSPEMG00000021974	Peromyscus_maniculatus_bairdii
ENSNGAP00000014348	ENSNGAG00000015679	Nannospalax_galili
ENSJJAP00000001817	ENSJJAG00000002687	Jaculus_jaculus
ENSUPAP00010007601	ENSUPAG00010006100	Urocitellus_parryii
ENSSTOP00000009560	ENSSTOG00000010643	Ictidomys_tridecemlineatus
ENSMMMP00000000668	ENSMMMG00000000613	Marmota_marmota_marmota
ENSSDAP00000012879	ENSSDAG00000011597	Spermophilus_dauricus
ENSPPAP00000034839	ENSPPAG00000040224	Pan_paniscus
ENSPTRP00000015920	ENSPTRG00000009368	Pan_troglodytes
ENSP00000290341	ENSG00000159217	Homo_sapiens
ENSGGOP00000042111	ENSGGOG00000008872	Gorilla_gorilla
ENSPPYP00000010002	ENSPPYG00000008913	Pongo_abelii
ENSNLEP00000003444	ENSNLEG00000002786	Nomascus_leucogenys
ENSMMUP00000015143	ENSMMUG00000011533	Macaca_mulatta
ENSTGEP00000036550	ENSTGEG00000029087	Theropithecus_gelada
ENSCSAP00000015561	ENSCSAG00000002487	Chlorocebus_sabaeus
ENSPTEP00000035483	ENSPTEG00000033476	Piliocolobus_tephrosceles
ENSCANP00000018223	ENSCANG00000032567	Colobus_angolensis_palliatus
ENSMNEP00000020045	ENSMNEG00000033825	Macaca_nemestrina
ENSMFAP00000003817	ENSMFAG00000001613	Macaca_fascicularis
ENSPANP00000039919	ENSPANG00000022833	Papio_anubis
ENSCATP00000038021	ENSCATG00000041707	Cercocebus_atys
ENSMLEP00000006223	ENSMLEG00000026086	Mandrillus_leucophaeus
ENSRBIP00000023659	ENSRBIG00000035739	Rhinopithecus_bieti
ENSRROP00000031838	ENSRROG00000039581	Rhinopithecus_roxellana
ENSANAP00000009251	ENSANAG00000022606	Aotus_nancymaae
ENSSBOP00000008158	ENSSBOG00000020973	Saimiri_boliviensis_boliviensis
ENSCJAP00000013583	ENSCJAG00000007258	Callithrix_jacchus
ENSCCAP00000027974	ENSCCAG00000031817	Cebus_capucinus_imitator
ENSTSYP00000032946	ENSTSYG00000003912	Carlito_syrichta
ENSMICP00000012152	ENSMICG00000013324	Microcebus_murinus
ENSMICP00000046433	ENSMICG00000043511	Microcebus_murinus
ENSPCOP00000002112	ENSPCOG00000006475	Propithecus_coquereli
ENSPSMP00000029427	ENSPSMG00000020445	Prolemur_simus
ENSOGAP00000001134	ENSOGAG00000001270	Otolemur_garnettii
ENSTBEP00000003708	ENSTBEG00000004254	Tupaia_belangeri
ENSMLUP00000015400	ENSMLUG00000016891	Myotis_lucifugus
ENSMLUP00000021986	ENSMLUG00000023642	Myotis_lucifugus
ENSPVAP00000001622	ENSPVAG00000001718	Pteropus_vampyrus
ENSUAMP00000030329	ENSUAMG00000023269	Ursus_americanus
ENSUMAP00000021494	ENSUMAG00000015682	Ursus_maritimus
ENSAMEP00000005385	ENSAMEG00000005087	Ailuropoda_melanoleuca
ENSCAFP00020030005	ENSCAFG00020023369	Canis_lupus_dingo
ENSCAFP00000024866	ENSCAFG00000016907	Canis_lupus_familiaris
ENSVVUP00000004386	ENSVVUG00000003451	Vulpes_vulpes
ENSNVIP00000008066	ENSNVIG00000006377	Neovison_vison
ENSMPUP00000015248	ENSMPUG00000015358	Mustela_putorius_furo
ENSPPRP00000015454	ENSPPRG00000008067	Panthera_pardus
ENSPTIP00000013646	ENSPTIG00000013291	Panthera_tigris_altaica
ENSFCAP00000002259	ENSFCAG00000002454	Felis_catus
ENSOARP00000006974	ENSOARG00000006509	Ovis_aries
ENSCHIP00000025650	ENSCHIG00000022316	Capra_hircus
ENSBIXP00000030093	ENSBIXG00000006489	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005028304	ENSBIXG00005007917	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000015586	ENSBTAG00000011736	Bos_taurus
ENSBMUP00000000625	ENSBMUG00000000549	Bos_mutus
ENSBBBP00000025859	ENSBBBG00000021334	Bison_bison_bison
ENSTTRP00000006811	ENSTTRG00000007197	Tursiops_truncatus
ENSSSCP00000020836	ENSSSCG00000023128	Sus_scrofa_strain_reference
ENSVPAP00000007122	ENSVPAG00000007657	Vicugna_pacos
ENSECAP00000008004	ENSECAG00000009723	Equus_caballus
ENSEASP00005000374	ENSEASG00005000301	Equus_asinus_asinus
ENSEEUP00000009996	ENSEEUG00000010947	Erinaceus_europaeus
ENSLAFP00000001714	ENSLAFG00000002048	Loxodonta_africana
ENSPCAP00000015550	ENSPCAG00000016601	Procavia_capensis
ENSETEP00000002764	ENSETEG00000003370	Echinops_telfairi
ENSCHOP00000002077	ENSCHOG00000002349	Choloepus_hoffmanni
ENSDNOP00000005283	ENSDNOG00000006801	Dasypus_novemcinctus
ENSSARP00000011918	ENSSARG00000013201	Sorex_araneus
ENSSHAP00000016760	ENSSHAG00000014259	Sarcophilus_harrisii
ENSMODP00000015362	ENSMODG00000012268	Monodelphis_domestica
ENSVURP00010010025	ENSVURG00010007702	Vombatus_ursinus
ENSPCIP00000017346	ENSPCIG00000013111	Phascolarctos_cinereus
ENSMEUP00000001967	ENSMEUG00000002152	Notamacropus_eugenii
ENSOANP00000023395	ENSOANG00000014859	Ornithorhynchus_anatinus
ENSPVIP00000015185	ENSPVIG00000011256	Pogona_vitticeps
ENSACAP00000006134	ENSACAG00000006199	Anolis_carolinensis
ENSNSUP00000009713	ENSNSUG00000007416	Notechis_scutatus
ENSSMRP00000028387	ENSSMRG00000021826	Salvator_merianae
ENSSPUP00000008436	ENSSPUG00000006526	Sphenodon_punctatus
ENSCABP00000003647	ENSCABG00000002771	Chelonoidis_abingdonii
ENSGAGP00000030014	ENSGAGG00000021663	Gopherus_agassizii
ENSCPBP00000039669	ENSCPBG00000027315	Chrysemys_picta_bellii
ENSPSIP00000005576	ENSPSIG00000005175	Pelodiscus_sinensis
ENSLCOP00000001991	ENSLCOG00000001565	Lepidothrix_coronata
ENSMVIP00005006953	ENSMVIG00005005223	Manacus_vitellinus
ENSFALP00000011874	ENSFALG00000011366	Ficedula_albicollis
ENSGALP00000053168	ENSGALG00000041204	Gallus_gallus
ENSCJPP00005024576	ENSCJPG00005019356	Coturnix_japonica
ENSNMEP00000005081	ENSNMEG00000005359	Numida_meleagris
ENSABRP00000000180	ENSABRG00000000212	Anser_brachyrhynchus
ENSAPLP00000025875	ENSAPLG00000012620	Anas_platyrhynchos_platyrhynchos
ENSNPEP00000015887	ENSNPEG00000011851	Nothoprocta_perdicaria
ENSMGAP00000002112	ENSMGAG00000002497	Meleagris_gallopavo
ENSJHYP00000009426	ENSJHYG00000007428	Junco_hyemalis
ENSCPGP00000019305	ENSCPGG00000013339	Calidris_pygmaea
ENSAOWP00000000655	ENSAOWG00000000505	Apteryx_owenii
ENSCPUP00000020888	ENSCPUG00000014297	Calidris_pugnax
ENSAHAP00000019413	ENSAHAG00000013734	Apteryx_haastii
ENSMUNP00000021736	ENSMUNG00000016370	Melopsittacus_undulatus
ENSARWP00000000798	ENSARWG00000000660	Apteryx_rowi
ENSDNVP00000004696	ENSDNVG00000003344	Dromaius_novaehollandiae
ENSCPRP00005010262	ENSCPRG00005007311	Crocodylus_porosus
