ENSDNVP00000021951	ENSDNVG00000015304	Dromaius_novaehollandiae
ENSIPUP00000002629	ENSIPUG00000001885	Ictalurus_punctatus
ENSHGLP00000024794	ENSHGLG00000017677	Heterocephalus_glaber_HetGla_female_1.0
ENSMODP00000002433	ENSMODG00000001994	Monodelphis_domestica
ENSSTOP00000014008	ENSSTOG00000015642	Ictidomys_tridecemlineatus
ENSNSUP00000007219	ENSNSUG00000005710	Notechis_scutatus
ENSPCIP00000014588	ENSPCIG00000011383	Phascolarctos_cinereus
ENSORLP00020001918	ENSORLG00020002662	Oryzias_latipes_ASM223471v1
ENSPCOP00000003444	ENSPCOG00000010330	Propithecus_coquereli
ENSCAFP00000045454	ENSCAFG00000010880	Canis_lupus_familiaris
ENSMVIP00005006877	ENSMVIG00005005171	Manacus_vitellinus
ENSSHAP00000010918	ENSSHAG00000009411	Sarcophilus_harrisii
ENSGAGP00000028306	ENSGAGG00000020558	Gopherus_agassizii
ENSCCNP00000006192	ENSCCNG00000006528	Castor_canadensis
ENSDORP00000012754	ENSDORG00000013562	Dipodomys_ordii
ENSPMGP00000014410	ENSPMGG00000011805	Periophthalmus_magnuspinnatus
MGP_SPRETEiJ_P0034652	MGP_SPRETEiJ_G0018875	Mus_spretus_strain_SPRET/EiJ
ENSGMOP00000014694	ENSGMOG00000013708	Gadus_morhua
ENSOMEP00000020609	ENSOMEG00000022486	Oryzias_melastigma
ENSNGAP00000010767	ENSNGAG00000013086	Nannospalax_galili
ENSSBOP00000017201	ENSSBOG00000025252	Saimiri_boliviensis_boliviensis
ENSEBUP00000000405	ENSEBUG00000000575	Eptatretus_burgeri
ENSETEP00000004032	ENSETEG00000004944	Echinops_telfairi
ENSNBRP00000003452	ENSNBRG00000002602	Neolamprologus_brichardi
ENSMMMP00000024303	ENSMMMG00000021267	Marmota_marmota_marmota
ENSOCUP00000034226	ENSOCUG00000005685	Oryctolagus_cuniculus
ENSMMMP00000016845	ENSMMMG00000014987	Marmota_marmota_marmota
ENSAOCP00000009940	ENSAOCG00000014110	Amphiprion_ocellaris
ENSAPOP00000010866	ENSAPOG00000013361	Acanthochromis_polyacanthus
ENSNBRP00000000099	ENSNBRG00000000102	Neolamprologus_brichardi
ENSPTIP00000002700	ENSPTIG00000005665	Panthera_tigris_altaica
ENSGALP00000017481	ENSGALG00000010763	Gallus_gallus
ENSPMJP00000022882	ENSPMJG00000016928	Parus_major
ENSDNOP00000006770	ENSDNOG00000008731	Dasypus_novemcinctus
ENSSSCP00000070131	ENSSSCG00000050573	Sus_scrofa_strain_reference
ENSTGEP00000001413	ENSTGEG00000001331	Theropithecus_gelada
ENSMNEP00000035341	ENSMNEG00000040834	Macaca_nemestrina
ENSCANP00000039972	ENSCANG00000043657	Colobus_angolensis_palliatus
ENSKMAP00000021466	ENSKMAG00000015948	Kryptolebias_marmoratus
ENSMMUP00000024082	ENSMMUG00000018319	Macaca_mulatta
ENSCSEP00000013816	ENSCSEG00000008833	Cynoglossus_semilaevis
ENSECAP00000004705	ENSECAG00000006656	Equus_caballus
ENSCVAP00000018827	ENSCVAG00000022126	Cyprinodon_variegatus
ENSANAP00000030329	ENSANAG00000032925	Aotus_nancymaae
ENSCAFP00020026862	ENSCAFG00020021082	Canis_lupus_dingo
ENSCHAP00000036555	ENSCHAG00000017105	Clupea_harengus
ENSPTEP00000014535	ENSPTEG00000016214	Piliocolobus_tephrosceles
ENSNMEP00000011222	ENSNMEG00000010578	Numida_meleagris
ENSTGUP00000012932	ENSTGUG00000012559	Taeniopygia_guttata
ENSAPEP00000011765	ENSAPEG00000008409	Amphiprion_percula
ENSPMEP00000022751	ENSPMEG00000003841	Poecilia_mexicana
ENSUAMP00000020386	ENSUAMG00000016070	Ursus_americanus
ENSSBOP00000017609	ENSSBOG00000025442	Saimiri_boliviensis_boliviensis
ENSPREP00000028241	ENSPREG00000019125	Poecilia_reticulata
ENSCCAP00000027708	ENSCCAG00000031692	Cebus_capucinus_imitator
ENSGWIP00000038448	ENSGWIG00000019676	Gouania_willdenowi
ENSOPRP00000009801	ENSOPRG00000010733	Ochotona_princeps
ENSUMAP00000008055	ENSUMAG00000006172	Ursus_maritimus
ENSPPAP00000040626	ENSPPAG00000042948	Pan_paniscus
ENSARWP00000025599	ENSARWG00000017384	Apteryx_rowi
ENSAMEP00000015692	ENSAMEG00000014857	Ailuropoda_melanoleuca
ENSPEMP00000009603	ENSPEMG00000010830	Peromyscus_maniculatus_bairdii
ENSMNEP00000035205	ENSMNEG00000040765	Macaca_nemestrina
ENSCSAP00000007531	ENSCSAG00000011325	Chlorocebus_sabaeus
ENSCCAP00000008267	ENSCCAG00000021871	Cebus_capucinus_imitator
ENSMUGP00000003351	ENSMUGG00000003092	Meriones_unguiculatus
ENSHGLP00100014011	ENSHGLG00100010363	Heterocephalus_glaber_HetGla_1.0
ENSLOCP00000016306	ENSLOCG00000013235	Lepisosteus_oculatus
ENSPCAP00000014080	ENSPCAG00000015002	Procavia_capensis
ENSTBEP00000008722	ENSTBEG00000010095	Tupaia_belangeri
ENSAPLP00000005063	ENSAPLG00000005484	Anas_platyrhynchos_platyrhynchos
ENSAMEP00000005399	ENSAMEG00000005112	Ailuropoda_melanoleuca
ENSMFAP00000008131	ENSMFAG00000042831	Macaca_fascicularis
ENSOGAP00000007702	ENSOGAG00000008597	Otolemur_garnettii
ENSVVUP00000034108	ENSVVUG00000024649	Vulpes_vulpes
ENSMUSP00000021605	ENSMUSG00000021188	Mus_musculus_strain_reference_(CL57BL6)
ENSCABP00000028538	ENSCABG00000020972	Chelonoidis_abingdonii
ENSECRP00000022760	ENSECRG00000015387	Erpetoichthys_calabaricus
ENSMPUP00000007719	ENSMPUG00000007776	Mustela_putorius_furo
ENSODEP00000012822	ENSODEG00000009488	Octodon_degus
ENSUAMP00000037147	ENSUAMG00000028101	Ursus_americanus
ENSTBEP00000004375	ENSTBEG00000005096	Tupaia_belangeri
ENSAMXP00005008733	ENSAMXG00005004957	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSZALP00000003473	ENSZALG00000003238	Zonotrichia_albicollis
ENSSCAP00000010774	ENSSCAG00000008119	Serinus_canaria
ENSTBEP00000005117	ENSTBEG00000005970	Tupaia_belangeri
ENSCJPP00005001412	ENSCJPG00005001443	Coturnix_japonica
ENSMAUP00000013453	ENSMAUG00000013481	Mesocricetus_auratus
ENSOPRP00000011583	ENSOPRG00000012656	Ochotona_princeps
ENSNVIP00000013760	ENSNVIG00000010832	Neovison_vison
ENSTSYP00000012784	ENSTSYG00000013917	Carlito_syrichta
ENSOARP00000013531	ENSOARG00000012626	Ovis_aries
ENSHHUP00000029509	ENSHHUG00000018816	Hucho_hucho
ENSCJAP00000033293	ENSCJAG00000017995	Callithrix_jacchus
ENSCPOP00000009763	ENSCPOG00000010868	Cavia_porcellus
ENSVPAP00000003242	ENSVPAG00000003498	Vicugna_pacos
ENSMALP00000029942	ENSMALG00000020667	Monopterus_albus
ENSMMOP00000011850	ENSMMOG00000009110	Mola_mola
ENSCCEP00000019901	ENSCCEG00000018036	Cyanistes_caeruleus
ENSSPAP00000008834	ENSSPAG00000006738	Stegastes_partitus
ENSPNAP00000027866	ENSPNAG00000013436	Pygocentrus_nattereri
ENSSLDP00000012427	ENSSLDG00000009815	Seriola_lalandi_dorsalis
ENSHHUP00000065724	ENSHHUG00000038804	Hucho_hucho
ENSABRP00000005844	ENSABRG00000005440	Anser_brachyrhynchus
ENSHHUP00000031305	ENSHHUG00000019903	Hucho_hucho
ENSMSIP00000036988	ENSMSIG00000030814	Mus_spicilegus
ENSMZEP00005014638	ENSMZEG00005011013	Maylandia_zebra
ENSEASP00005030471	ENSEASG00005020749	Equus_asinus_asinus
MGP_PahariEiJ_P0083245	MGP_PahariEiJ_G0029789	Mus_pahari_strain_PAHARI_EIJ
ENSCMIP00000030301	ENSCMIG00000013012	Callorhinchus_milii
ENSAOWP00000027062	ENSAOWG00000018121	Apteryx_owenii
ENSCSAVP00000019504	ENSCSAVG00000011431	Ciona_savignyi
ENSPPYP00000006904	ENSPPYG00000006072	Pongo_abelii
ENSCGRP00000005056	ENSCGRG00000003698	Cricetulus_griseus_CriGri_1.0
ENSANAP00000036701	ENSANAG00000035847	Aotus_nancymaae
ENSPKIP00000016250	ENSPKIG00000002652	Paramormyrops_kingsleyae
ENSGACP00000016178	ENSGACG00000012223	Gasterosteus_aculeatus
MGP_CAROLIEiJ_P0033130	MGP_CAROLIEiJ_G0018030	Mus_caroli_strain_CAROLI_EIJ
ENSANAP00000022510	ENSANAG00000029005	Aotus_nancymaae
ENSRNOP00000007061	ENSRNOG00000005292	Rattus_norvegicus
ENSMEUP00000000663	ENSMEUG00000000704	Notamacropus_eugenii
ENSCCNP00000025518	ENSCCNG00000024877	Castor_canadensis
ENSSDAP00000014446	ENSSDAG00000012991	Spermophilus_dauricus
ENSSSCP00000073689	ENSSSCG00000050233	Sus_scrofa_strain_reference
ENSXMAP00000014684	ENSXMAG00000014645	Xiphophorus_maculatus
ENSOANP00000006059	ENSOANG00000003816	Ornithorhynchus_anatinus
ENSPMAP00000007865	ENSPMAG00000007124	Petromyzon_marinus
ENSCPRP00005011469	ENSCPRG00005008170	Crocodylus_porosus
ENSSFOP00015011722	ENSSFOG00015007551	Scleropages_formosus
ENSTTRP00000007661	ENSTTRG00000008094	Tursiops_truncatus
ENSUMAP00000007499	ENSUMAG00000005634	Ursus_maritimus
ENSMOCP00000010829	ENSMOCG00000011060	Microtus_ochrogaster
ENSCHIP00000028484	ENSCHIG00000023977	Capra_hircus
ENSSDAP00000006510	ENSSDAG00000006030	Spermophilus_dauricus
ENSMLEP00000040788	ENSMLEG00000044413	Mandrillus_leucophaeus
ENSUAMP00000004452	ENSUAMG00000004089	Ursus_americanus
ENSFDAP00000019737	ENSFDAG00000008940	Fukomys_damarensis
ENSCAFP00020033173	ENSCAFG00020025742	Canis_lupus_dingo
ENSRROP00000006883	ENSRROG00000026606	Rhinopithecus_roxellana
ENSSSCP00000037915	ENSSSCG00000002445	Sus_scrofa_strain_reference
ENSATEP00000030428	ENSATEG00000021011	Anabas_testudineus
ENSCPUP00000000963	ENSCPUG00000000750	Calidris_pugnax
ENSPNYP00000029557	ENSPNYG00000022268	Pundamilia_nyererei
ENSCHOP00000004330	ENSCHOG00000004878	Choloepus_hoffmanni
ENSRBIP00000034092	ENSRBIG00000040756	Rhinopithecus_bieti
ENSECAP00000002406	ENSECAG00000003546	Equus_caballus
ENSORLP00000032770	ENSORLG00000009693	Oryzias_latipes_ASM223467v1
ENSJJAP00000017334	ENSJJAG00000018892	Jaculus_jaculus
ENSTRUP00000018958	ENSTRUG00000007646	Takifugu_rubripes
ENSEEUP00000004585	ENSEEUG00000004960	Erinaceus_europaeus
ENSVPAP00000000871	ENSVPAG00000000943	Vicugna_pacos
ENSP00000267622	ENSG00000100815	Homo_sapiens
ENSCAFP00000041411	ENSCAFG00000030295	Canis_lupus_familiaris
ENSPPRP00000000967	ENSPPRG00000024461	Panthera_pardus
ENSCGOP00000029324	ENSCGOG00000013592	Cottoperca_gobio
ENSPSIP00000016737	ENSPSIG00000014912	Pelodiscus_sinensis
ENSUPAP00010028624	ENSUPAG00010022598	Urocitellus_parryii
ENSUAMP00000019308	ENSUAMG00000015254	Ursus_americanus
ENSVPAP00000001844	ENSVPAG00000001998	Vicugna_pacos
ENSSSCP00000062415	ENSSSCG00000045547	Sus_scrofa_strain_reference
ENSCINP00000033305	ENSCING00000023456	Ciona_intestinalis
ENSSMRP00000019071	ENSSMRG00000014863	Salvator_merianae
ENSSARP00000007241	ENSSARG00000007979	Sorex_araneus
ENSOARP00000019819	ENSOARG00000018461	Ovis_aries
ENSOGAP00000016390	ENSOGAG00000033291	Otolemur_garnettii
ENSFHEP00000023795	ENSFHEG00000004996	Fundulus_heteroclitus
ENSMICP00000004603	ENSMICG00000005041	Microcebus_murinus
ENSONIP00000024689	ENSONIG00000019610	Oreochromis_niloticus
ENSBIXP00005015839	ENSBIXG00005019606	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSGGOP00000000496	ENSGGOG00000000502	Gorilla_gorilla
ENSNLEP00000020789	ENSNLEG00000017114	Nomascus_leucogenys
ENSCCNP00000013556	ENSCCNG00000014062	Castor_canadensis
ENSNPEP00000007459	ENSNPEG00000005580	Nothoprocta_perdicaria
ENSPLAP00000018423	ENSPLAG00000023050	Poecilia_latipinna
ENSAMXP00000021668	ENSAMXG00000021047	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSORLP00015021437	ENSORLG00015022652	Oryzias_latipes_ASM223469v1
ENSEBUP00000012676	ENSEBUG00000008057	Eptatretus_burgeri
ENSBBBP00000017393	ENSBBBG00000001613	Bison_bison_bison
ENSGAFP00000026830	ENSGAFG00000018127	Gambusia_affinis
ENSCGRP00001007580	ENSCGRG00001009975	Cricetulus_griseus_CHOK1GS_HDv1
Y111B2A.4a.1	WBGene00013730	Caenorhabditis_elegans_strain_N2	Y111B2A.4a.1
ENSPSMP00000020885	ENSPSMG00000014764	Prolemur_simus
ENSPTRP00000011324	ENSPTRG00000006644	Pan_troglodytes
ENSSDAP00000023207	ENSSDAG00000021132	Spermophilus_dauricus
ENSXETP00000042872	ENSXETG00000010209	Xenopus_tropicalis
ENSCPBP00000011442	ENSCPBG00000008723	Chrysemys_picta_bellii
ENSLCRP00005007595	ENSLCRG00005002154	Larimichthys_crocea
ENSCGRP00015027775	ENSCGRG00015021029	Cricetulus_griseus_CriGri-PICR
ENSMLUP00000010603	ENSMLUG00000011610	Myotis_lucifugus
ENSSPUP00000017400	ENSSPUG00000013457	Sphenodon_punctatus
ENSECAP00000036955	ENSECAG00000032394	Equus_caballus
ENSMAMP00000000241	ENSMAMG00000000174	Mastacembelus_armatus
ENSSMAP00000016321	ENSSMAG00000010011	Scophthalmus_maximus
ENSBMUP00000008090	ENSBMUG00000006360	Bos_mutus
ENSPVAP00000014435	ENSPVAG00000015309	Pteropus_vampyrus
ENSHCOP00000015959	ENSHCOG00000019787	Hippocampus_comes
ENSMMMP00000020668	ENSMMMG00000018224	Marmota_marmota_marmota
ENSPVIP00000005383	ENSPVIG00000004372	Pogona_vitticeps
ENSECAP00000005883	ENSECAG00000007621	Equus_caballus
