ENSDORP00000008845	ENSDORG00000009417	Dipodomys_ordii
ENSCPRP00005019616	ENSCPRG00005013680	Crocodylus_porosus
ENSPVIP00000033862	ENSPVIG00000024745	Pogona_vitticeps
ENSLCOP00000011936	ENSLCOG00000008641	Lepidothrix_coronata
ENSNLEP00000001538	ENSNLEG00000001310	Nomascus_leucogenys
ENSPPAP00000003806	ENSPPAG00000016012	Pan_paniscus
ENSSBOP00000012141	ENSSBOG00000022892	Saimiri_boliviensis_boliviensis
ENSPCOP00000020988	ENSPCOG00000022486	Propithecus_coquereli
ENSPTEP00000027189	ENSPTEG00000027090	Piliocolobus_tephrosceles
ENSSPUP00000007937	ENSSPUG00000006133	Sphenodon_punctatus
ENSGAGP00000009301	ENSGAGG00000007357	Gopherus_agassizii
ENSCPUP00000014766	ENSCPUG00000010336	Calidris_pugnax
ENSGAGP00000009307	ENSGAGG00000007362	Gopherus_agassizii
ENSPCIP00000040340	ENSPCIG00000029519	Phascolarctos_cinereus
ENSSDAP00000019849	ENSSDAG00000018100	Spermophilus_dauricus
ENSCSAP00000005462	ENSCSAG00000009216	Chlorocebus_sabaeus
ENSMSIP00000022418	ENSMSIG00000019018	Mus_spicilegus
ENSOGAP00000006390	ENSOGAG00000007132	Otolemur_garnettii
ENSRNOP00000007958	ENSRNOG00000006058	Rattus_norvegicus
ENSABRP00000008481	ENSABRG00000007629	Anser_brachyrhynchus
MGP_PahariEiJ_P0041830	MGP_PahariEiJ_G0019882	Mus_pahari_strain_PAHARI_EIJ
ENSCATP00000045889	ENSCATG00000045288	Cercocebus_atys
ENSPVAP00000002512	ENSPVAG00000002659	Pteropus_vampyrus
ENSMMMP00000006500	ENSMMMG00000005834	Marmota_marmota_marmota
MGP_SPRETEiJ_P0040261	MGP_SPRETEiJ_G0020774	Mus_spretus_strain_SPRET/EiJ
ENSARWP00000014296	ENSARWG00000009884	Apteryx_rowi
ENSPANP00000012126	ENSPANG00000013794	Papio_anubis
ENSVURP00010024161	ENSVURG00010018521	Vombatus_ursinus
ENSNGAP00000009471	ENSNGAG00000012150	Nannospalax_galili
ENSMUSP00000023260	ENSMUSG00000022595	Mus_musculus_strain_reference_(CL57BL6)
ENSTGUP00000014087	ENSTGUG00000013685	Taeniopygia_guttata
ENSUPAP00010008512	ENSUPAG00010006856	Urocitellus_parryii
ENSCGRP00001011807	ENSCGRG00001013365	Cricetulus_griseus_CHOK1GS_HDv1
MGP_CAROLIEiJ_P0038467	MGP_CAROLIEiJ_G0019876	Mus_caroli_strain_CAROLI_EIJ
ENSPTRP00000043286	ENSPTRG00000023992	Pan_troglodytes
ENSMOCP00000021462	ENSMOCG00000018807	Microtus_ochrogaster
ENSRROP00000004262	ENSRROG00000017349	Rhinopithecus_roxellana
ENSECAP00000031117	ENSECAG00000031561	Equus_caballus
ENSCCNP00000029011	ENSCCNG00000027856	Castor_canadensis
ENSPSIP00000007574	ENSPSIG00000006968	Pelodiscus_sinensis
ENSAPLP00000009849	ENSAPLG00000029723	Anas_platyrhynchos_platyrhynchos
ENSPEMP00000010589	ENSPEMG00000011523	Peromyscus_maniculatus_bairdii
ENSPSMP00000030825	ENSPSMG00000021402	Prolemur_simus
ENSACAP00000001195	ENSACAG00000001305	Anolis_carolinensis
ENSTGEP00000020046	ENSTGEG00000016129	Theropithecus_gelada
ENSMUGP00000010834	ENSMUGG00000009515	Meriones_unguiculatus
ENSCLAP00000012647	ENSCLAG00000008740	Chinchilla_lanigera
ENSSHAP00000021005	ENSSHAG00000017811	Sarcophilus_harrisii
ENSHGLP00000026375	ENSHGLG00000018769	Heterocephalus_glaber_HetGla_female_1.0
ENSMICP00000000441	ENSMICG00000000486	Microcebus_murinus
ENSMPUP00000002081	ENSMPUG00000002102	Mustela_putorius_furo
ENSMPUP00000016564	ENSMPUG00000016667	Mustela_putorius_furo
ENSVVUP00000018889	ENSVVUG00000013914	Vulpes_vulpes
ENSCAPP00000010958	ENSCAPG00000012120	Cavia_aperea
ENSNVIP00000018897	ENSNVIG00000014802	Neovison_vison
ENSMLEP00000002050	ENSMLEG00000008122	Mandrillus_leucophaeus
ENSMVIP00005016150	ENSMVIG00005011601	Manacus_vitellinus
ENSMMUP00000065405	ENSMMUG00000050706	Macaca_mulatta
ENSP00000352163	ENSG00000197353	Homo_sapiens
ENSAOWP00000021672	ENSAOWG00000014658	Apteryx_owenii
ENSBTAP00000021572	ENSBTAG00000016210	Bos_taurus
ENSCGRP00000009059	ENSCGRG00000006617	Cricetulus_griseus_CriGri_1.0
ENSRBIP00000013073	ENSRBIG00000030520	Rhinopithecus_bieti
