ENSMUSP00000055058	ENSMUSG00000056144	Mus_musculus_strain_reference_(CL57BL6)	ENSMUST00000060315
ENSMUSP00000102460	ENSMUSG00000090215	Mus_musculus_strain_reference_(CL57BL6)	ENSMUST00000106847
ENSMSIP00000035949	ENSMSIG00000029902	Mus_spicilegus	ENSMSIT00000045282
MGP_SPRETEiJ_P0084604	MGP_SPRETEiJ_G0031294	Mus_spretus_strain_SPRET/EiJ	MGP_SPRETEiJ_T0084604
MGP_SPRETEiJ_P0084605	MGP_SPRETEiJ_G0031295	Mus_spretus_strain_SPRET/EiJ	MGP_SPRETEiJ_T0084605
MGP_PahariEiJ_P0018065	MGP_PahariEiJ_G0013402	Mus_pahari_strain_PAHARI_EIJ	MGP_PahariEiJ_T0018065
MGP_PahariEiJ_P0018066	MGP_PahariEiJ_G0013403	Mus_pahari_strain_PAHARI_EIJ	MGP_PahariEiJ_T0018066
ENSRNOP00000052084	ENSRNOG00000042686	Rattus_norvegicus	ENSRNOT00000055210
ENSMUGP00000024248	ENSMUGG00000020262	Meriones_unguiculatus	ENSMUGT00000027803
ENSCGRP00001007100	ENSCGRG00001009554	Cricetulus_griseus_CHOK1GS_HDv1
ENSCCAP00000020979	ENSCCAG00000028335	Cebus_capucinus_imitator
ENSTSYP00000010414	ENSTSYG00000011350	Carlito_syrichta
ENSPCOP00000013979	ENSPCOG00000018651	Propithecus_coquereli
ENSPSMP00000000972	ENSPSMG00000000714	Prolemur_simus
ENSMICP00000039335	ENSMICG00000037370	Microcebus_murinus
ENSPVAP00000009624	ENSPVAG00000010208	Pteropus_vampyrus
ENSMLUP00000011776	ENSMLUG00000012940	Myotis_lucifugus
ENSBIXP00000012600	ENSBIXG00000017664	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005018517	ENSBIXG00005021937	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000007366	ENSBTAG00000037465	Bos_taurus
ENSBMUP00000000417	ENSBMUG00000000386	Bos_mutus
ENSBBBP00000026801	ENSBBBG00000006013	Bison_bison_bison
ENSCHIP00000023116	ENSCHIG00000020830	Capra_hircus
ENSOARP00000020512	ENSOARG00000019099	Ovis_aries
ENSSSCP00000023159	ENSSSCG00000014672	Sus_scrofa_strain_reference
ENSEASP00005001755	ENSEASG00005001413	Equus_asinus_asinus
ENSUMAP00000034230	ENSUMAG00000024633	Ursus_maritimus
ENSUAMP00000012380	ENSUAMG00000010032	Ursus_americanus
ENSAMEP00000014109	ENSAMEG00000013401	Ailuropoda_melanoleuca
ENSMPUP00000009949	ENSMPUG00000010024	Mustela_putorius_furo
ENSNVIP00000022731	ENSNVIG00000017716	Neovison_vison
ENSCAFP00000009372	ENSCAFG00000025025	Canis_lupus_familiaris
ENSCAFP00020011353	ENSCAFG00020009176	Canis_lupus_dingo
ENSVVUP00000021347	ENSVVUG00000015689	Vulpes_vulpes
ENSPPRP00000004463	ENSPPRG00000000541	Panthera_pardus
ENSPTIP00000000479	ENSPTIG00000001179	Panthera_tigris_altaica
ENSFCAP00000031536	ENSFCAG00000022225	Felis_catus
ENSUAMP00000012379	ENSUAMG00000010031	Ursus_americanus
ENSNVIP00000022695	ENSNVIG00000017696	Neovison_vison
ENSCAFP00020011355	ENSCAFG00020009178	Canis_lupus_dingo
ENSLAFP00000025628	ENSLAFG00000032634	Loxodonta_africana
ENSPCAP00000003359	ENSPCAG00000003557	Procavia_capensis
ENSETEP00000002364	ENSETEG00000002889	Echinops_telfairi
ENSPCAP00000008390	ENSPCAG00000009000	Procavia_capensis
ENSPCAP00000012656	ENSPCAG00000013578	Procavia_capensis
ENSCAFP00020011341	ENSCAFG00020009171	Canis_lupus_dingo
ENSVPAP00000001340	ENSVPAG00000001447	Vicugna_pacos
