ENSPCAP00000011837	ENSPCAG00000012700	Procavia_capensis
ENSACIP00000023363	ENSACIG00000018147	Amphilophus_citrinellus
ENSGWIP00000027394	ENSGWIG00000014335	Gouania_willdenowi
ENSPRNP00000013075	ENSPRNG00000007190	Parambassis_ranga
ENSAOCP00000026853	ENSAOCG00000015392	Amphiprion_ocellaris
ENSAPEP00000022769	ENSAPEG00000016216	Amphiprion_percula
ENSAPOP00000016317	ENSAPOG00000019473	Acanthochromis_polyacanthus
ENSSPAP00000004681	ENSSPAG00000003605	Stegastes_partitus
ENSCGOP00000046446	ENSCGOG00000020866	Cottoperca_gobio
ENSSDUP00000016767	ENSSDUG00000012236	Seriola_dumerili
ENSSLDP00000010022	ENSSLDG00000007987	Seriola_lalandi_dorsalis
ENSSMAP00000008155	ENSSMAG00000005034	Scophthalmus_maximus
ENSLCAP00010012707	ENSLCAG00010006019	Lates_calcarifer
ENSATEP00000024846	ENSATEG00000017233	Anabas_testudineus
ENSBSLP00000042966	ENSBSLG00000020553	Betta_splendens
ENSMAMP00000020888	ENSMAMG00000014038	Mastacembelus_armatus
ENSONIP00000018858	ENSONIG00000014979	Oreochromis_niloticus
ENSGACP00000021902	ENSGACG00000016588	Gasterosteus_aculeatus
ENSPMGP00000028386	ENSPMGG00000022835	Periophthalmus_magnuspinnatus
ENSHCOP00000016151	ENSHCOG00000019890	Hippocampus_comes
ENSGMOP00000004367	ENSGMOG00000004123	Gadus_morhua
ENSPKIP00000025157	ENSPKIG00000008136	Paramormyrops_kingsleyae
ENSPKIP00000000195	ENSPKIG00000018950	Paramormyrops_kingsleyae
ENSSFOP00015018210	ENSSFOG00015011694	Scleropages_formosus
ENSHHUP00000010241	ENSHHUG00000006247	Hucho_hucho
ENSELUP00000039884	ENSELUG00000020198	Esox_lucius
ENSHCOP00000028424	ENSHCOG00000021066	Hippocampus_comes
ENSPMGP00000001245	ENSPMGG00000001126	Periophthalmus_magnuspinnatus
ENSTNIP00000008785	ENSTNIG00000006042	Tetraodon_nigroviridis
ENSATEP00000022620	ENSATEG00000015659	Anabas_testudineus
ENSBSLP00000009557	ENSBSLG00000004632	Betta_splendens
ENSPREP00000023472	ENSPREG00000015848	Poecilia_reticulata
ENSXCOP00000001910	ENSXCOG00000001545	Xiphophorus_couchianus
ENSPMEP00000028792	ENSPMEG00000014303	Poecilia_mexicana
ENSPLAP00000012919	ENSPLAG00000016342	Poecilia_latipinna
ENSXMAP00000022644	ENSXMAG00000029825	Xiphophorus_maculatus
ENSGWIP00000022167	ENSGWIG00000011900	Gouania_willdenowi
ENSACIP00000007892	ENSACIG00000006158	Amphilophus_citrinellus
ENSNBRP00000032042	ENSNBRG00000024322	Neolamprologus_brichardi
ENSSLDP00000011725	ENSSLDG00000009282	Seriola_lalandi_dorsalis
ENSSDUP00000015984	ENSSDUG00000011572	Seriola_dumerili
ENSMAMP00000028735	ENSMAMG00000019313	Mastacembelus_armatus
ENSMMOP00000027780	ENSMMOG00000020999	Mola_mola
ENSONIP00000000918	ENSONIG00000000727	Oreochromis_niloticus
ENSPNYP00000018492	ENSPNYG00000013955	Pundamilia_nyererei
ENSACLP00000013278	ENSACLG00000009108	Astatotilapia_calliptera
ENSMZEP00005028039	ENSMZEG00005020917	Maylandia_zebra
ENSHBUP00000032984	ENSHBUG00000019595	Haplochromis_burtoni
ENSPRNP00000026263	ENSPRNG00000013216	Parambassis_ranga
ENSMALP00000003349	ENSMALG00000002460	Monopterus_albus
ENSLBEP00000011221	ENSLBEG00000008649	Labrus_bergylta
ENSGAFP00000014697	ENSGAFG00000009937	Gambusia_affinis
ENSPFOP00000010215	ENSPFOG00000010199	Poecilia_formosa
ENSKMAP00000008106	ENSKMAG00000006089	Kryptolebias_marmoratus
ENSORLP00020016718	ENSORLG00020017772	Oryzias_latipes_ASM223471v1
ENSORLP00000020834	ENSORLG00000016649	Oryzias_latipes_ASM223467v1
ENSOMEP00000003750	ENSOMEG00000004655	Oryzias_melastigma
ENSAPEP00000032838	ENSAPEG00000023331	Amphiprion_percula
ENSAOCP00000025983	ENSAOCG00000013953	Amphiprion_ocellaris
ENSAPOP00000020467	ENSAPOG00000024039	Acanthochromis_polyacanthus
ENSSPAP00000024018	ENSSPAG00000018124	Stegastes_partitus
ENSSMAP00000028777	ENSSMAG00000017623	Scophthalmus_maximus
ENSCSEP00000013140	ENSCSEG00000008490	Cynoglossus_semilaevis
ENSLCRP00005012004	ENSLCRG00005005339	Larimichthys_crocea
ENSLCAP00010051855	ENSLCAG00010024148	Lates_calcarifer
ENSBSLP00000008612	ENSBSLG00000004328	Betta_splendens
ENSFHEP00000026256	ENSFHEG00000008986	Fundulus_heteroclitus
ENSCCNP00000024593	ENSCCNG00000024069	Castor_canadensis
ENSCVAP00000005406	ENSCVAG00000006774	Cyprinodon_variegatus
ENSZALP00000002042	ENSZALG00000002356	Zonotrichia_albicollis
ENSDCDP00000006196	ENSDCDG00000003196	Denticeps_clupeoides
ENSCHAP00000005136	ENSCHAG00000003359	Clupea_harengus
ENSAMXP00000007926	ENSAMXG00000007711	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005008891	ENSAMXG00005005102	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000018814	ENSPNAG00000025280	Pygocentrus_nattereri
ENSIPUP00000025778	ENSIPUG00000017457	Ictalurus_punctatus
ENSEEEP00000051416	ENSEEEG00000024129	Electrophorus_electricus
ENSEBUP00000014552	ENSEBUG00000009166	Eptatretus_burgeri
ENSPMAP00000002023	ENSPMAG00000001832	Petromyzon_marinus
