FBpp0072099	FBgn0034963	Drosophila_melanogaster	FBtr0072190
Y73F8A.25a.1	WBGene00013530	Caenorhabditis_elegans_strain_N2	Y73F8A.25a.1
ENSGWIP00000028093	ENSGWIG00000014692	Gouania_willdenowi
ENSMUGP00000024159	ENSMUGG00000020197	Meriones_unguiculatus
ENSCGRP00015015090	ENSCGRG00015011553	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001019331	ENSCGRG00001018815	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000004228	ENSCGRG00000003113	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000006251	ENSMAUG00000008251	Mesocricetus_auratus
ENSMOCP00000023288	ENSMOCG00000020059	Microtus_ochrogaster
ENSNGAP00000012413	ENSNGAG00000014276	Nannospalax_galili
ENSJJAP00000015972	ENSJJAG00000017976	Jaculus_jaculus
ENSHGLP00000007118	ENSHGLG00000005196	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100007990	ENSHGLG00100005946	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000009593	ENSFDAG00000017548	Fukomys_damarensis
ENSCLAP00000020801	ENSCLAG00000014249	Chinchilla_lanigera
ENSCPOP00000032144	ENSCPOG00000012029	Cavia_porcellus
ENSCAPP00000007441	ENSCAPG00000009376	Cavia_aperea
ENSODEP00000009533	ENSODEG00000007133	Octodon_degus
ENSVPAP00000011346	ENSVPAG00000012206	Vicugna_pacos
ENSSARP00000005462	ENSSARG00000006032	Sorex_araneus
ENSLAFP00000005382	ENSLAFG00000006411	Loxodonta_africana
ENSOPRP00000009058	ENSOPRG00000009923	Ochotona_princeps
ENSOCUP00000003845	ENSOCUG00000004448	Oryctolagus_cuniculus
ENSTSYP00000006165	ENSTSYG00000006729	Carlito_syrichta
ENSUMAP00000009940	ENSUMAG00000007473	Ursus_maritimus
ENSPTIP00000006681	ENSPTIG00000008532	Panthera_tigris_altaica
ENSCHOP00000010647	ENSCHOG00000012050	Choloepus_hoffmanni
ENSDNOP00000009266	ENSDNOG00000011948	Dasypus_novemcinctus
ENSPVAP00000002797	ENSPVAG00000002962	Pteropus_vampyrus
ENSETEP00000001698	ENSETEG00000002098	Echinops_telfairi
ENSPCAP00000004387	ENSPCAG00000004690	Procavia_capensis
ENSOANP00000028772	ENSOANG00000013148	Ornithorhynchus_anatinus
ENSGAGP00000005301	ENSGAGG00000004292	Gopherus_agassizii
ENSCABP00000007871	ENSCABG00000005930	Chelonoidis_abingdonii
ENSCPBP00000005992	ENSCPBG00000004780	Chrysemys_picta_bellii
ENSPSIP00000019686	ENSPSIG00000017469	Pelodiscus_sinensis
ENSCPRP00005017985	ENSCPRG00005012538	Crocodylus_porosus
ENSSPUP00000015792	ENSSPUG00000012189	Sphenodon_punctatus
ENSCPGP00000025434	ENSCPGG00000017532	Calidris_pygmaea
ENSMUNP00000016946	ENSMUNG00000013027	Melopsittacus_undulatus
ENSJHYP00000024368	ENSJHYG00000018299	Junco_hyemalis
ENSZALP00000011472	ENSZALG00000009677	Zonotrichia_albicollis
ENSLSDP00000023425	ENSLSDG00000016462	Lonchura_striata_domestica
ENSTGUP00000010278	ENSTGUG00000009952	Taeniopygia_guttata
ENSFALP00000003968	ENSFALG00000003802	Ficedula_albicollis
ENSPMJP00000020381	ENSPMJG00000015187	Parus_major
ENSSCAP00000000131	ENSSCAG00000000117	Serinus_canaria
ENSTGUP00000016138	ENSTGUG00000015810	Taeniopygia_guttata
ENSCCEP00000023322	ENSCCEG00000020895	Cyanistes_caeruleus
ENSLCOP00000021258	ENSLCOG00000015026	Lepidothrix_coronata
ENSMVIP00005025598	ENSMVIG00005017870	Manacus_vitellinus
ENSGALP00000051345	ENSGALG00000039563	Gallus_gallus
ENSCJPP00005001244	ENSCJPG00005001306	Coturnix_japonica
ENSAPLP00000002406	ENSAPLG00000002957	Anas_platyrhynchos_platyrhynchos
ENSABRP00000012650	ENSABRG00000011324	Anser_brachyrhynchus
ENSMGAP00000015687	ENSMGAG00000014802	Meleagris_gallopavo
ENSNMEP00000020620	ENSNMEG00000017656	Numida_meleagris
ENSCPUP00000006035	ENSCPUG00000004388	Calidris_pugnax
ENSNPEP00000019108	ENSNPEG00000014230	Nothoprocta_perdicaria
ENSAHAP00000020100	ENSAHAG00000014158	Apteryx_haastii
ENSAOWP00000010462	ENSAOWG00000007206	Apteryx_owenii
ENSARWP00000011927	ENSARWG00000008231	Apteryx_rowi
ENSDNVP00000000214	ENSDNVG00000000157	Dromaius_novaehollandiae
ENSPVIP00000013414	ENSPVIG00000010401	Pogona_vitticeps
ENSACAP00000007558	ENSACAG00000007718	Anolis_carolinensis
ENSNSUP00000002706	ENSNSUG00000002227	Notechis_scutatus
ENSSMRP00000027936	ENSSMRG00000021506	Salvator_merianae
ENSCMIP00000042103	ENSCMIG00000017500	Callorhinchus_milii
ENSECRP00000006684	ENSECRG00000004447	Erpetoichthys_calabaricus
ENSPMAP00000002050	ENSPMAG00000001860	Petromyzon_marinus
ENSEBUP00000018033	ENSEBUG00000011268	Eptatretus_burgeri
ENSCSAVP00000001557	ENSCSAVG00000000886	Ciona_savignyi
ENSCSAVP00000008182	ENSCSAVG00000004868	Ciona_savignyi
ENSCINP00000012258	ENSCING00000005938	Ciona_intestinalis
