MGP_SPRETEiJ_P0076730	MGP_SPRETEiJ_G0029393	Mus_spretus_strain_SPRET/EiJ
ENSCATP00000000314	ENSCATG00000001552	Cercocebus_atys
ENSCSAP00000010440	ENSCSAG00000014310	Chlorocebus_sabaeus
ENSPTRP00000077262	ENSPTRG00000047456	Pan_troglodytes
ENSPTRP00000032504	ENSPTRG00000019020	Pan_troglodytes
ENSPPAP00000030280	ENSPPAG00000038132	Pan_paniscus
ENSP00000006015	ENSG00000005073	Homo_sapiens
ENSGGOP00000028169	ENSGGOG00000002226	Gorilla_gorilla
ENSPPYP00000019838	ENSPPYG00000017698	Pongo_abelii
ENSNLEP00000018229	ENSNLEG00000014994	Nomascus_leucogenys
ENSSBOP00000006913	ENSSBOG00000020434	Saimiri_boliviensis_boliviensis
ENSCJAP00000015124	ENSCJAG00000008187	Callithrix_jacchus
ENSCCAP00000035943	ENSCCAG00000035880	Cebus_capucinus_imitator
ENSANAP00000010491	ENSANAG00000023241	Aotus_nancymaae
ENSPSMP00000020818	ENSPSMG00000014731	Prolemur_simus
ENSPCOP00000014867	ENSPCOG00000019148	Propithecus_coquereli
ENSMICP00000039173	ENSMICG00000033824	Microcebus_murinus
ENSOGAP00000011087	ENSOGAG00000012389	Otolemur_garnettii
ENSTSYP00000005712	ENSTSYG00000006241	Carlito_syrichta
ENSJJAP00000016112	ENSJJAG00000018070	Jaculus_jaculus
ENSOCUP00000013031	ENSOCUG00000015170	Oryctolagus_cuniculus
ENSSSCP00000017688	ENSSSCG00000016698	Sus_scrofa_strain_reference
ENSTTRP00000003260	ENSTTRG00000003480	Tursiops_truncatus
ENSBIXP00000014517	ENSBIXG00000019183	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005010673	ENSBIXG00005015251	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000019611	ENSBTAG00000014738	Bos_taurus
ENSBBBP00000012852	ENSBBBG00000020500	Bison_bison_bison
ENSCHIP00000022695	ENSCHIG00000020568	Capra_hircus
ENSPVAP00000002363	ENSPVAG00000002500	Pteropus_vampyrus
ENSCAFP00000004401	ENSCAFG00000002966	Canis_lupus_familiaris
ENSCAFP00020004378	ENSCAFG00020003610	Canis_lupus_dingo
ENSVVUP00000034305	ENSVVUG00000024785	Vulpes_vulpes
ENSUAMP00000017948	ENSUAMG00000014248	Ursus_americanus
ENSFCAP00000038004	ENSFCAG00000007945	Felis_catus
ENSPPRP00000015668	ENSPPRG00000008199	Panthera_pardus
ENSPTIP00000011623	ENSPTIG00000011979	Panthera_tigris_altaica
ENSAMEP00000006196	ENSAMEG00000005879	Ailuropoda_melanoleuca
ENSBMUP00000003175	ENSBMUG00000002522	Bos_mutus
ENSUMAP00000001989	ENSUMAG00000001814	Ursus_maritimus
ENSMLUP00000007581	ENSMLUG00000008300	Myotis_lucifugus
ENSECAP00000010944	ENSECAG00000013229	Equus_caballus
ENSEASP00005032505	ENSEASG00005022180	Equus_asinus_asinus
ENSMPUP00000004783	ENSMPUG00000004822	Mustela_putorius_furo
ENSNVIP00000015444	ENSNVIG00000012100	Neovison_vison
ENSLAFP00000024602	ENSLAFG00000005482	Loxodonta_africana
ENSCHOP00000006566	ENSCHOG00000007426	Choloepus_hoffmanni
ENSPCAP00000015399	ENSPCAG00000016505	Procavia_capensis
ENSETEP00000005510	ENSETEG00000006792	Echinops_telfairi
ENSEEUP00000008865	ENSEEUG00000009724	Erinaceus_europaeus
ENSRBIP00000000988	ENSRBIG00000005197	Rhinopithecus_bieti
ENSRROP00000011755	ENSRROG00000030206	Rhinopithecus_roxellana
ENSDNOP00000034073	ENSDNOG00000044503	Dasypus_novemcinctus
ENSCCEP00000005095	ENSCCEG00000005588	Cyanistes_caeruleus
ENSPVIP00000020071	ENSPVIG00000015316	Pogona_vitticeps
ENSVURP00010000227	ENSVURG00010000215	Vombatus_ursinus
ENSVURP00010025674	ENSVURG00010019662	Vombatus_ursinus
ENSPCIP00000017913	ENSPCIG00000013678	Phascolarctos_cinereus
ENSMEUP00000001201	ENSMEUG00000001311	Notamacropus_eugenii
ENSMODP00000000537	ENSMODG00000000453	Monodelphis_domestica
ENSSHAP00000019577	ENSSHAG00000016623	Sarcophilus_harrisii
ENSOANP00000014597	ENSOANG00000009172	Ornithorhynchus_anatinus
ENSCPGP00000006631	ENSCPGG00000004749	Calidris_pygmaea
ENSCPUP00000015587	ENSCPUG00000010831	Calidris_pugnax
ENSMVIP00005025115	ENSMVIG00005017586	Manacus_vitellinus
ENSLCOP00000002132	ENSLCOG00000001685	Lepidothrix_coronata
ENSZALP00000013576	ENSZALG00000011308	Zonotrichia_albicollis
ENSJHYP00000007231	ENSJHYG00000005796	Junco_hyemalis
ENSLSDP00000000969	ENSLSDG00000000778	Lonchura_striata_domestica
ENSTGUP00000003010	ENSTGUG00000002925	Taeniopygia_guttata
ENSSCAP00000020915	ENSSCAG00000015063	Serinus_canaria
ENSPMJP00000001814	ENSPMJG00000001497	Parus_major
ENSFALP00000009819	ENSFALG00000009418	Ficedula_albicollis
ENSMUNP00000009124	ENSMUNG00000007192	Melopsittacus_undulatus
ENSABRP00000011365	ENSABRG00000010207	Anser_brachyrhynchus
ENSAPLP00000025832	ENSAPLG00000011282	Anas_platyrhynchos_platyrhynchos
ENSGALP00000046000	ENSGALG00000040021	Gallus_gallus
ENSCJPP00005015090	ENSCJPG00005012535	Coturnix_japonica
ENSNMEP00000007838	ENSNMEG00000007777	Numida_meleagris
ENSAOWP00000009229	ENSAOWG00000006340	Apteryx_owenii
ENSAHAP00000027647	ENSAHAG00000019237	Apteryx_haastii
ENSARWP00000015663	ENSARWG00000010808	Apteryx_rowi
ENSNPEP00000003238	ENSNPEG00000002474	Nothoprocta_perdicaria
ENSDNVP00000016861	ENSDNVG00000011802	Dromaius_novaehollandiae
ENSCPRP00005023171	ENSCPRG00005016107	Crocodylus_porosus
ENSGAGP00000034836	ENSGAGG00000024748	Gopherus_agassizii
ENSCABP00000026584	ENSCABG00000019527	Chelonoidis_abingdonii
ENSCPBP00000032054	ENSCPBG00000022506	Chrysemys_picta_bellii
ENSPSIP00000002843	ENSPSIG00000002763	Pelodiscus_sinensis
ENSNSUP00000015980	ENSNSUG00000011822	Notechis_scutatus
ENSACAP00000010103	ENSACAG00000010304	Anolis_carolinensis
ENSSMRP00000003559	ENSSMRG00000003000	Salvator_merianae
ENSSPUP00000020935	ENSSPUG00000016087	Sphenodon_punctatus
ENSPKIP00000012392	ENSPKIG00000000203	Paramormyrops_kingsleyae
ENSSFOP00015021042	ENSSFOG00015013545	Scleropages_formosus
ENSLCAP00010035514	ENSLCAG00010016655	Lates_calcarifer
ENSCSEP00000022426	ENSCSEG00000014288	Cynoglossus_semilaevis
ENSLCRP00005021946	ENSLCRG00005008876	Larimichthys_crocea
ENSTNIP00000004129	ENSTNIG00000001767	Tetraodon_nigroviridis
ENSLBEP00000002328	ENSLBEG00000001844	Labrus_bergylta
ENSATEP00000002689	ENSATEG00000001926	Anabas_testudineus
ENSBSLP00000023180	ENSBSLG00000011737	Betta_splendens
ENSMAMP00000011633	ENSMAMG00000007883	Mastacembelus_armatus
ENSSMAP00000024935	ENSSMAG00000015215	Scophthalmus_maximus
ENSCGOP00000004592	ENSCGOG00000002371	Cottoperca_gobio
ENSGACP00000009442	ENSGACG00000007132	Gasterosteus_aculeatus
ENSAPEP00000027707	ENSAPEG00000019676	Amphiprion_percula
ENSAOCP00000029957	ENSAOCG00000020636	Amphiprion_ocellaris
ENSAPOP00000032857	ENSAPOG00000021108	Acanthochromis_polyacanthus
ENSSPAP00000000125	ENSSPAG00000000114	Stegastes_partitus
ENSPRNP00000035436	ENSPRNG00000017761	Parambassis_ranga
ENSGWIP00000014145	ENSGWIG00000008004	Gouania_willdenowi
ENSSLDP00000007702	ENSSLDG00000006095	Seriola_lalandi_dorsalis
ENSSDUP00000006335	ENSSDUG00000004669	Seriola_dumerili
ENSMALP00000000879	ENSMALG00000000681	Monopterus_albus
ENSPREP00000032037	ENSPREG00000021710	Poecilia_reticulata
ENSPMEP00000018091	ENSPMEG00000020988	Poecilia_mexicana
ENSPLAP00000030688	ENSPLAG00000022048	Poecilia_latipinna
ENSPFOP00000025459	ENSPFOG00000024708	Poecilia_formosa
ENSXMAP00000039810	ENSXMAG00000027852	Xiphophorus_maculatus
ENSXCOP00000001769	ENSXCOG00000001427	Xiphophorus_couchianus
ENSCVAP00000008279	ENSCVAG00000010064	Cyprinodon_variegatus
ENSFHEP00000012360	ENSFHEG00000013797	Fundulus_heteroclitus
ENSKMAP00000025564	ENSKMAG00000018955	Kryptolebias_marmoratus
ENSORLP00015015589	ENSORLG00015016504	Oryzias_latipes_ASM223469v1
ENSORLP00000006348	ENSORLG00000005037	Oryzias_latipes_ASM223467v1
ENSORLP00020003525	ENSORLG00020004298	Oryzias_latipes_ASM223471v1
ENSOMEP00000017097	ENSOMEG00000018787	Oryzias_melastigma
ENSMZEP00005013610	ENSMZEG00005010243	Maylandia_zebra
ENSACLP00000001834	ENSACLG00000001279	Astatotilapia_calliptera
ENSHBUP00000014845	ENSHBUG00000016706	Haplochromis_burtoni
ENSPNYP00000027704	ENSPNYG00000020865	Pundamilia_nyererei
ENSNBRP00000005992	ENSNBRG00000004716	Neolamprologus_brichardi
ENSONIP00000005792	ENSONIG00000004600	Oreochromis_niloticus
ENSACIP00000003005	ENSACIG00000002384	Amphilophus_citrinellus
ENSHCOP00000013479	ENSHCOG00000016652	Hippocampus_comes
ENSPMGP00000006809	ENSPMGG00000005683	Periophthalmus_magnuspinnatus
ENSMMOP00000001063	ENSMMOG00000000910	Mola_mola
ENSTRUP00000040854	ENSTRUG00000020015	Takifugu_rubripes
ENSGMOP00000014817	ENSGMOG00000013882	Gadus_morhua
ENSHHUP00000012369	ENSHHUG00000007563	Hucho_hucho
ENSHHUP00000061183	ENSHHUG00000036262	Hucho_hucho
ENSELUP00000003914	ENSELUG00000005123	Esox_lucius
ENSGAFP00000026435	ENSGAFG00000017852	Gambusia_affinis
ENSAMXP00005019850	ENSAMXG00005010295	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000045695	ENSAMXG00000036161	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000001134	ENSPNAG00000000562	Pygocentrus_nattereri
ENSEEEP00000002605	ENSEEEG00000001503	Electrophorus_electricus
ENSDARP00000131862	ENSDARG00000104162	Danio_rerio
ENSEEEP00000030760	ENSEEEG00000014719	Electrophorus_electricus
ENSIPUP00000004388	ENSIPUG00000003074	Ictalurus_punctatus
ENSAMXP00000000630	ENSAMXG00000000618	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005041249	ENSAMXG00005019309	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000024459	ENSPNAG00000008993	Pygocentrus_nattereri
ENSDARP00000005174	ENSDARG00000007009	Danio_rerio
ENSCHAP00000029469	ENSCHAG00000014172	Clupea_harengus
ENSDCDP00000002349	ENSDCDG00000001236	Denticeps_clupeoides
ENSELUP00000007011	ENSELUG00000007833	Esox_lucius
ENSHHUP00000034123	ENSHHUG00000021517	Hucho_hucho
ENSXMAP00000013933	ENSXMAG00000013903	Xiphophorus_maculatus
ENSXCOP00000026523	ENSXCOG00000019799	Xiphophorus_couchianus
ENSPMEP00000000637	ENSPMEG00000001440	Poecilia_mexicana
ENSPFOP00000003666	ENSPFOG00000003803	Poecilia_formosa
ENSPLAP00000012049	ENSPLAG00000015304	Poecilia_latipinna
ENSPREP00000001846	ENSPREG00000001364	Poecilia_reticulata
ENSGAFP00000008170	ENSGAFG00000005553	Gambusia_affinis
ENSFHEP00000013686	ENSFHEG00000015193	Fundulus_heteroclitus
ENSCVAP00000026522	ENSCVAG00000012150	Cyprinodon_variegatus
ENSKMAP00000020201	ENSKMAG00000015024	Kryptolebias_marmoratus
ENSORLP00000009534	ENSORLG00000007608	Oryzias_latipes_ASM223467v1
ENSORLP00015035077	ENSORLG00015021423	Oryzias_latipes_ASM223469v1
ENSORLP00020030715	ENSORLG00020015333	Oryzias_latipes_ASM223471v1
ENSOMEP00000019109	ENSOMEG00000020907	Oryzias_melastigma
ENSGWIP00000032558	ENSGWIG00000016762	Gouania_willdenowi
ENSTRUP00000055515	ENSTRUG00000024889	Takifugu_rubripes
ENSTNIP00000003617	ENSTNIG00000000494	Tetraodon_nigroviridis
ENSLBEP00000011967	ENSLBEG00000009228	Labrus_bergylta
ENSGACP00000010970	ENSGACG00000008297	Gasterosteus_aculeatus
ENSBSLP00000048476	ENSBSLG00000023103	Betta_splendens
ENSAPEP00000014976	ENSAPEG00000010686	Amphiprion_percula
ENSSPAP00000016982	ENSSPAG00000012824	Stegastes_partitus
ENSAPOP00000030790	ENSAPOG00000017683	Acanthochromis_polyacanthus
ENSNBRP00000021374	ENSNBRG00000016387	Neolamprologus_brichardi
ENSONIP00000003712	ENSONIG00000002963	Oreochromis_niloticus
ENSMZEP00005018750	ENSMZEG00005014064	Maylandia_zebra
ENSHBUP00000031741	ENSHBUG00000017560	Haplochromis_burtoni
ENSACLP00000005266	ENSACLG00000003540	Astatotilapia_calliptera
ENSPNYP00000019990	ENSPNYG00000015136	Pundamilia_nyererei
ENSACIP00000020826	ENSACIG00000016183	Amphilophus_citrinellus
ENSCSEP00000007419	ENSCSEG00000004788	Cynoglossus_semilaevis
ENSSLDP00000018929	ENSSLDG00000014872	Seriola_lalandi_dorsalis
ENSSMAP00000000103	ENSSMAG00000000072	Scophthalmus_maximus
ENSCGOP00000003072	ENSCGOG00000001607	Cottoperca_gobio
ENSPRNP00000002610	ENSPRNG00000001618	Parambassis_ranga
ENSMAMP00000020015	ENSMAMG00000013483	Mastacembelus_armatus
ENSMALP00000015967	ENSMALG00000011207	Monopterus_albus
ENSATEP00000008705	ENSATEG00000006040	Anabas_testudineus
ENSSDUP00000001408	ENSSDUG00000001124	Seriola_dumerili
ENSLCRP00005024215	ENSLCRG00005009718	Larimichthys_crocea
ENSPMGP00000014368	ENSPMGG00000011778	Periophthalmus_magnuspinnatus
ENSLCAP00010025164	ENSLCAG00010011784	Lates_calcarifer
ENSHCOP00000003999	ENSHCOG00000005381	Hippocampus_comes
ENSMMOP00000001772	ENSMMOG00000001491	Mola_mola
ENSLBEP00000003037	ENSLBEG00000002389	Labrus_bergylta	ENSLBET00000003201
ENSPKIP00000027162	ENSPKIG00000009343	Paramormyrops_kingsleyae
ENSSFOP00015033937	ENSSFOG00015021651	Scleropages_formosus
ENSLOCP00000014554	ENSLOCG00000011836	Lepisosteus_oculatus
ENSECRP00000031980	ENSECRG00000021670	Erpetoichthys_calabaricus
ENSXETP00000023360	ENSXETG00000005162	Xenopus_tropicalis
ENSEBUP00000009908	ENSEBUG00000006366	Eptatretus_burgeri
