ENSOPRP00000016235	ENSOPRG00000019143	Ochotona_princeps
ENSSPAP00000017813	ENSSPAG00000013457	Stegastes_partitus
ENSMZEP00005015404	ENSMZEG00005011572	Maylandia_zebra
ENSATEP00000033664	ENSATEG00000023181	Anabas_testudineus
ENSPNYP00000021392	ENSPNYG00000016164	Pundamilia_nyererei
ENSOARP00000004183	ENSOARG00000003919	Ovis_aries
ENSIPUP00000014291	ENSIPUG00000009773	Ictalurus_punctatus
ENSBBBP00000002671	ENSBBBG00000011766	Bison_bison_bison
ENSGACP00000024214	ENSGACG00000018316	Gasterosteus_aculeatus
ENSPRNP00000009469	ENSPRNG00000005529	Parambassis_ranga
ENSPEMP00000020823	ENSPEMG00000018647	Peromyscus_maniculatus_bairdii
ENSMALP00000004167	ENSMALG00000003041	Monopterus_albus
ENSCVAP00000031384	ENSCVAG00000020607	Cyprinodon_variegatus
ENSHHUP00000008132	ENSHHUG00000004981	Hucho_hucho
ENSPCOP00000027091	ENSPCOG00000025987	Propithecus_coquereli
ENSORLP00000014338	ENSORLG00000025292	Oryzias_latipes_ASM223467v1
ENSMAMP00000013408	ENSMAMG00000009096	Mastacembelus_armatus
ENSCPUP00000011049	ENSCPUG00000007835	Calidris_pugnax
ENSONIP00000022451	ENSONIG00000017810	Oreochromis_niloticus
ENSSSCP00000018003	ENSSSCG00000016992	Sus_scrofa_strain_reference
ENSPANP00000042895	ENSPANG00000001624	Papio_anubis
ENSAPEP00000019620	ENSAPEG00000013992	Amphiprion_percula
ENSACLP00000014689	ENSACLG00000010001	Astatotilapia_calliptera
ENSMICP00000041051	ENSMICG00000037429	Microcebus_murinus
ENSMZEP00005013532	ENSMZEG00005010146	Maylandia_zebra
ENSNBRP00000025333	ENSNBRG00000019359	Neolamprologus_brichardi
ENSMODP00000007728	ENSMODG00000006234	Monodelphis_domestica
ENSXETP00000043570	ENSXETG00000018588	Xenopus_tropicalis
ENSACLP00000014812	ENSACLG00000010088	Astatotilapia_calliptera
ENSCGOP00000043916	ENSCGOG00000019759	Cottoperca_gobio
ENSPNAP00000031374	ENSPNAG00000018699	Pygocentrus_nattereri
ENSHCOP00000003552	ENSHCOG00000004912	Hippocampus_comes
ENSORLP00015019360	ENSORLG00015020442	Oryzias_latipes_ASM223469v1
ENSHHUP00000080723	ENSHHUG00000047003	Hucho_hucho
ENSKMAP00000006962	ENSKMAG00000005264	Kryptolebias_marmoratus
ENSCAPP00000005307	ENSCAPG00000007670	Cavia_aperea
ENSGAFP00000015116	ENSGAFG00000010208	Gambusia_affinis
ENSVPAP00000009224	ENSVPAG00000009911	Vicugna_pacos
ENSODEP00000001444	ENSODEG00000001134	Octodon_degus
ENSSMAP00000011269	ENSSMAG00000006957	Scophthalmus_maximus
ENSTSYP00000033209	ENSTSYG00000032629	Carlito_syrichta
ENSPTRP00000087669	ENSPTRG00000033712	Pan_troglodytes
ENSMVIP00005024878	ENSMVIG00005017430	Manacus_vitellinus
ENSCGRP00015027038	ENSCGRG00015020457	Cricetulus_griseus_CriGri-PICR
ENSFHEP00000007999	ENSFHEG00000009188	Fundulus_heteroclitus
ENSHGLP00000008313	ENSHGLG00000006017	Heterocephalus_glaber_HetGla_female_1.0
ENSCANP00000040214	ENSCANG00000043782	Colobus_angolensis_palliatus
ENSMGAP00000003264	ENSMGAG00000003546	Meleagris_gallopavo
ENSRBIP00000026865	ENSRBIG00000037294	Rhinopithecus_bieti
ENSPMGP00000015372	ENSPMGG00000012605	Periophthalmus_magnuspinnatus
ENSCHOP00000011667	ENSCHOG00000013180	Choloepus_hoffmanni
ENSPVAP00000003079	ENSPVAG00000003260	Pteropus_vampyrus
ENSNBRP00000025347	ENSNBRG00000019374	Neolamprologus_brichardi
ENSTTRP00000010058	ENSTTRG00000010610	Tursiops_truncatus
ENSSBOP00000027040	ENSSBOG00000029939	Saimiri_boliviensis_boliviensis
ENSPPAP00000003569	ENSPPAG00000014966	Pan_paniscus
ENSMEUP00000002828	ENSMEUG00000003100	Notamacropus_eugenii
ENSCSEP00000020247	ENSCSEG00000012917	Cynoglossus_semilaevis
ENSACIP00000023156	ENSACIG00000017972	Amphilophus_citrinellus
ENSSLDP00000012282	ENSSLDG00000009757	Seriola_lalandi_dorsalis
ENSAMXP00005043139	ENSAMXG00005020096	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSSLDP00000011918	ENSSLDG00000009482	Seriola_lalandi_dorsalis
ENSAOWP00000016138	ENSAOWG00000010992	Apteryx_owenii
ENSLAFP00000016146	ENSLAFG00000020677	Loxodonta_africana
ENSZALP00000014464	ENSZALG00000012007	Zonotrichia_albicollis
ENSLCRP00005036264	ENSLCRG00005014137	Larimichthys_crocea
ENSLCAP00010023795	ENSLCAG00010011172	Lates_calcarifer
ENSBSLP00000023753	ENSBSLG00000012114	Betta_splendens
ENSPLAP00000023135	ENSPLAG00000008288	Poecilia_latipinna
ENSPVIP00000009977	ENSPVIG00000007928	Pogona_vitticeps
ENSOMEP00000008788	ENSOMEG00000009971	Oryzias_melastigma
ENSPKIP00000025379	ENSPKIG00000008278	Paramormyrops_kingsleyae
ENSDORP00000014812	ENSDORG00000015744	Dipodomys_ordii
ENSAOCP00000007511	ENSAOCG00000011329	Amphiprion_ocellaris
ENSLSDP00000022323	ENSLSDG00000015775	Lonchura_striata_domestica
ENSSDUP00000028556	ENSSDUG00000020611	Seriola_dumerili
ENSRNOP00000032620	ENSRNOG00000027606	Rattus_norvegicus	ENSRNOT00000039398
ENSPTIP00000025641	ENSPTIG00000021333	Panthera_tigris_altaica
ENSHBUP00000010798	ENSHBUG00000012366	Haplochromis_burtoni
ENSPFOP00000012533	ENSPFOG00000012542	Poecilia_formosa
ENSCCEP00000021062	ENSCCEG00000019120	Cyanistes_caeruleus
ENSMLEP00000018044	ENSMLEG00000033205	Mandrillus_leucophaeus
ENSPREP00000010942	ENSPREG00000007485	Poecilia_reticulata
ENSSCAP00000000163	ENSSCAG00000000152	Serinus_canaria
ENSPSMP00000030923	ENSPSMG00000021466	Prolemur_simus
ENSAPOP00000009742	ENSAPOG00000012085	Acanthochromis_polyacanthus
ENSMAUP00000007519	ENSMAUG00000009175	Mesocricetus_auratus
ENSXMAP00000009666	ENSXMAG00000009641	Xiphophorus_maculatus
ENSCLAP00000020739	ENSCLAG00000014210	Chinchilla_lanigera
ENSPMEP00000001193	ENSPMEG00000002065	Poecilia_mexicana
ENSCPOP00000024790	ENSCPOG00000040777	Cavia_porcellus
ENSFHEP00000033155	ENSFHEG00000020081	Fundulus_heteroclitus
ENSOMEP00000026711	ENSOMEG00000008709	Oryzias_melastigma
ENSMOCP00000022555	ENSMOCG00000019556	Microtus_ochrogaster
ENSMMOP00000011732	ENSMMOG00000009016	Mola_mola
ENSUPAP00010028127	ENSUPAG00010022219	Urocitellus_parryii
ENSECRP00000028626	ENSECRG00000019360	Erpetoichthys_calabaricus
ENSDNVP00000019804	ENSDNVG00000013863	Dromaius_novaehollandiae
ENSSMRP00000000425	ENSSMRG00000000401	Salvator_merianae
ENSELUP00000017381	ENSELUG00000017086	Esox_lucius
ENSIPUP00000024960	ENSIPUG00000016888	Ictalurus_punctatus
ENSCABP00000019169	ENSCABG00000014167	Chelonoidis_abingdonii
ENSPRNP00000031529	ENSPRNG00000015828	Parambassis_ranga
ENSMZEP00005015457	ENSMZEG00005011595	Maylandia_zebra
ENSRROP00000040831	ENSRROG00000043630	Rhinopithecus_roxellana
ENSPNYP00000021416	ENSPNYG00000016174	Pundamilia_nyererei
MGP_SPRETEiJ_P0045380	MGP_SPRETEiJ_G0022193	Mus_spretus_strain_SPRET/EiJ	MGP_SPRETEiJ_T0045380
ENSNBRP00000018895	ENSNBRG00000014565	Neolamprologus_brichardi
ENSAOCP00000014441	ENSAOCG00000019124	Amphiprion_ocellaris
ENSPMEP00000001814	ENSPMEG00000002772	Poecilia_mexicana
ENSMAMP00000016414	ENSMAMG00000011106	Mastacembelus_armatus
ENSSFOP00015000243	ENSSFOG00015000220	Scleropages_formosus
ENSACLP00000014787	ENSACLG00000010062	Astatotilapia_calliptera
ENSACLP00000006321	ENSACLG00000004280	Astatotilapia_calliptera
ENSHBUP00000010811	ENSHBUG00000012377	Haplochromis_burtoni
ENSHHUP00000018174	ENSHHUG00000011332	Hucho_hucho
ENSMNEP00000044836	ENSMNEG00000044968	Macaca_nemestrina
ENSACIP00000023102	ENSACIG00000017947	Amphilophus_citrinellus
ENSSPAP00000024421	ENSSPAG00000018456	Stegastes_partitus
ENSLCOP00000015586	ENSLCOG00000011121	Lepidothrix_coronata
ENSCJAP00000043623	ENSCJAG00000019254	Callithrix_jacchus
ENSPPYP00000017958	ENSPPYG00000016046	Pongo_abelii
ENSDARP00000141808	ENSDARG00000099694	Danio_rerio
ENSMUSP00000051481	ENSMUSG00000034413	Mus_musculus_strain_reference_(CL57BL6)	ENSMUST00000053020
ENSNVIP00000028592	ENSNVIG00000022058	Neovison_vison
ENSPNYP00000021380	ENSPNYG00000016150	Pundamilia_nyererei
ENSTRUP00000017896	ENSTRUG00000007256	Takifugu_rubripes
ENSHBUP00000010840	ENSHBUG00000012413	Haplochromis_burtoni
ENSTRUP00000012620	ENSTRUG00000019986	Takifugu_rubripes
ENSMSIP00000030502	ENSMSIG00000025549	Mus_spicilegus	ENSMSIT00000038412
ENSTGUP00000000301	ENSTGUG00000000298	Taeniopygia_guttata
ENSACLP00000014803	ENSACLG00000010081	Astatotilapia_calliptera
ENSMUGP00000007294	ENSMUGG00000006644	Meriones_unguiculatus	ENSMUGT00000008651
ENSAPEP00000019358	ENSAPEG00000013797	Amphiprion_percula
ENSPNYP00000000297	ENSPNYG00000000221	Pundamilia_nyererei
ENSMMUP00000011596	ENSMMUG00000008848	Macaca_mulatta
ENSPNAP00000030952	ENSPNAG00000018001	Pygocentrus_nattereri
ENSHHUP00000018186	ENSHHUG00000011338	Hucho_hucho
ENSXCOP00000021245	ENSXCOG00000015900	Xiphophorus_couchianus
ENSMALP00000010163	ENSMALG00000007233	Monopterus_albus
ENSGAGP00000025800	ENSGAGG00000018835	Gopherus_agassizii
ENSPMJP00000007877	ENSPMJG00000006456	Parus_major
ENSACAP00000014985	ENSACAG00000015261	Anolis_carolinensis
ENSXMAP00000041439	ENSXMAG00000029282	Xiphophorus_maculatus
ENSTNIP00000009046	ENSTNIG00000006286	Tetraodon_nigroviridis
ENSCJPP00005010086	ENSCJPG00005008825	Coturnix_japonica
ENSSPAP00000031124	ENSSPAG00000023339	Stegastes_partitus
ENSVURP00010001179	ENSVURG00010001019	Vombatus_ursinus
ENSCSAP00000005853	ENSCSAG00000009597	Chlorocebus_sabaeus
ENSARWP00000005031	ENSARWG00000003621	Apteryx_rowi
ENSNBRP00000028576	ENSNBRG00000021752	Neolamprologus_brichardi
ENSGGOP00000004784	ENSGGOG00000004882	Gorilla_gorilla
ENSNMEP00000020900	ENSNMEG00000017937	Numida_meleagris
ENSHHUP00000034278	ENSHHUG00000021611	Hucho_hucho
ENSLBEP00000037851	ENSLBEG00000028249	Labrus_bergylta
ENSHBUP00000010778	ENSHBUG00000012348	Haplochromis_burtoni
ENSPMGP00000014457	ENSPMGG00000011848	Periophthalmus_magnuspinnatus
ENSSFOP00015016610	ENSSFOG00015010724	Scleropages_formosus
ENSMLUP00000021456	ENSMLUG00000026971	Myotis_lucifugus
ENSGAFP00000008531	ENSGAFG00000005789	Gambusia_affinis
ENSCMIP00000006493	ENSCMIG00000003684	Callorhinchus_milii
ENSGALP00000066445	ENSGALG00000002846	Gallus_gallus
ENSSDUP00000011330	ENSSDUG00000008261	Seriola_dumerili
ENSP00000358815	ENSG00000214357	Homo_sapiens
ENSMZEP00005015392	ENSMZEG00005011563	Maylandia_zebra
ENSFALP00000009206	ENSFALG00000008824	Ficedula_albicollis
ENSGAFP00000015127	ENSGAFG00000010219	Gambusia_affinis
ENSANAP00000041783	ENSANAG00000038171	Aotus_nancymaae
ENSBIXP00000009589	ENSBIXG00000015246	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSAHAP00000005209	ENSAHAG00000004061	Apteryx_haastii
ENSDNOP00000029841	ENSDNOG00000030867	Dasypus_novemcinctus
ENSTNIP00000003993	ENSTNIG00000001520	Tetraodon_nigroviridis
ENSGWIP00000026645	ENSGWIG00000013983	Gouania_willdenowi
ENSFDAP00000015904	ENSFDAG00000004075	Fukomys_damarensis
ENSKMAP00000026499	ENSKMAG00000019659	Kryptolebias_marmoratus
ENSMUNP00000012658	ENSMUNG00000009907	Melopsittacus_undulatus
ENSMPUP00000012656	ENSMPUG00000012751	Mustela_putorius_furo
ENSPSIP00000011436	ENSPSIG00000010315	Pelodiscus_sinensis
ENSEEEP00000014673	ENSEEEG00000007299	Electrophorus_electricus
ENSXCOP00000012046	ENSXCOG00000009115	Xiphophorus_couchianus
ENSAMXP00005043127	ENSAMXG00005020087	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEASP00005017227	ENSEASG00005011930	Equus_asinus_asinus
ENSNSUP00000014267	ENSNSUG00000010551	Notechis_scutatus
ENSXMAP00000029325	ENSXMAG00000017279	Xiphophorus_maculatus
ENSNPEP00000004760	ENSNPEG00000003628	Nothoprocta_perdicaria
ENSCPGP00000005879	ENSCPGG00000004208	Calidris_pygmaea
ENSAMEP00000011799	ENSAMEG00000011213	Ailuropoda_melanoleuca
ENSHCOP00000001369	ENSHCOG00000002320	Hippocampus_comes
ENSCPBP00000009897	ENSCPBG00000007630	Chrysemys_picta_bellii
ENSAPEP00000019535	ENSAPEG00000013929	Amphiprion_percula
ENSSMAP00000010432	ENSSMAG00000006425	Scophthalmus_maximus
ENSGWIP00000052082	ENSGWIG00000025166	Gouania_willdenowi
ENSOANP00000022935	ENSOANG00000014559	Ornithorhynchus_anatinus
ENSPKIP00000023130	ENSPKIG00000006878	Paramormyrops_kingsleyae
ENSDCDP00000058444	ENSDCDG00000033933	Denticeps_clupeoides
ENSACIP00000010733	ENSACIG00000008396	Amphilophus_citrinellus
ENSHHUP00000046092	ENSHHUG00000028091	Hucho_hucho
ENSORLP00000014347	ENSORLG00000028749	Oryzias_latipes_ASM223467v1
ENSMMMP00000011446	ENSMMMG00000010222	Marmota_marmota_marmota
ENSFHEP00000033158	ENSFHEG00000020089	Fundulus_heteroclitus
ENSORLP00000039159	ENSORLG00000006547	Oryzias_latipes_ASM223467v1
ENSCGOP00000052535	ENSCGOG00000023126	Cottoperca_gobio
ENSACIP00000023114	ENSACIG00000017963	Amphilophus_citrinellus
ENSTRUP00000012600	ENSTRUG00000022043	Takifugu_rubripes
ENSCGOP00000052532	ENSCGOG00000023125	Cottoperca_gobio
ENSFCAP00000043324	ENSFCAG00000031157	Felis_catus
ENSELUP00000019871	ENSELUG00000019168	Esox_lucius
ENSATEP00000005177	ENSATEG00000003666	Anabas_testudineus
ENSEEEP00000017723	ENSEEEG00000008759	Electrophorus_electricus
ENSHBUP00000009614	ENSHBUG00000000296	Haplochromis_burtoni
ENSCVAP00000019902	ENSCVAG00000023410	Cyprinodon_variegatus
ENSAMXP00000006133	ENSAMXG00000005988	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSORLP00020007850	ENSORLG00020008749	Oryzias_latipes_ASM223471v1
ENSCHAP00000008770	ENSCHAG00000005241	Clupea_harengus
ENSGWIP00000052079	ENSGWIG00000025163	Gouania_willdenowi
ENSPPRP00000017072	ENSPPRG00000009165	Panthera_pardus
ENSJHYP00000007256	ENSJHYG00000005818	Junco_hyemalis
ENSCATP00000030109	ENSCATG00000038257	Cercocebus_atys
ENSEBUP00000009766	ENSEBUG00000006269	Eptatretus_burgeri
